,__exception__,closesocket,cocreateinstance,coinitializeex,connect,copyfilea,couninitialize,createdirectoryw,createprocessinternalw,createthread,createtoolhelp32snapshot,deletefilew,drawtextexw,findfirstfileexw,findresourcea,findresourceexw,findwindowa,findwindowexa,getcursorpos,getfileattributesw,getfileinformationbyhandleex,getfilesize,getfilesizeex,getfiletype,getforegroundwindow,gethostbyname,getkeystate,getnativesysteminfo,getsystemdirectoryw,getsysteminfo,getsystemmetrics,getsystemtimeasfiletime,getsystemwindowsdirectoryw,gettemppathw,getvolumenameforvolumemountpointw,getvolumepathnamesforvolumenamew,globalmemorystatusex,ldrgetdllhandle,ldrgetprocedureaddress,ldrloaddll,ldrunloaddll,loadresource,loadstringa,loadstringw,lookupprivilegevaluew,ntallocatevirtualmemory,ntclose,ntcreatefile,ntcreatemutant,ntcreatesection,ntcreatethreadex,ntdelayexecution,ntduplicateobject,ntenumeratevaluekey,ntfreevirtualmemory,ntmapviewofsection,ntopenfile,ntopenkey,ntopenkeyex,ntopenprocess,ntopensection,ntprotectvirtualmemory,ntqueryattributesfile,ntquerydirectoryfile,ntqueryinformationfile,ntquerysysteminformation,ntqueryvaluekey,ntreadfile,ntresumethread,ntterminateprocess,ntunmapviewofsection,ntwritefile,process32firstw,process32nextw,readprocessmemory,regclosekey,regcreatekeyexa,regenumkeyexa,regenumkeyexw,regenumkeyw,regenumvaluew,regopenkeyexa,regopenkeyexw,regqueryvalueexa,regqueryvalueexw,regsetvalueexa,seterrormode,setfileattributesw,setfilepointer,setunhandledexceptionfilter,shellexecuteexw,shgetfolderpathw,shgetspecialfolderlocation,shutdown,sizeofresource,socket,timegettime,writeconsolew,writeprocessmemory,wsastartup
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-e389ab6f42e98edd3a5dcb9ac24a481f10e0b41b5809c01f4f6c9b1c6f5c6617.json,0.0,0.0012571849174273883,0.0021457185945591628,0.006707252108300247,0.0012598245456438483,0.0006585274689044349,0.005681085650960666,0.002840542825480333,0.0010250273930560833,0.0023514695389384695,0.0,0.0,0.002850068276924765,0.0,0.0016905017613999594,0.031163561640383926,0.0,0.0,0.0,0.011757347694692348,0.0053559496748310665,0.0034295679799725438,0.0053559496748310665,0.0007549702455993211,0.0011502140119214717,0.0,0.0,0.0014713081686885926,0.0028217634467261636,0.0014080683316050077,0.029628516190624718,0.023667024659599432,0.009817209196526986,0.0014422081199209277,0.005897006911930043,0.011794013823860087,0.0014479799298666145,0.02286114483032023,0.9653001766108684,0.061585124849025924,0.00571152749921041,0.02257410757380931,0.08283458630859801,0.0014625144522544206,0.03896073421598204,0.010730741450966638,0.14369862464772715,0.014463173259998512,0.0037473615561743525,0.006557882723305117,0.001663256873373745,0.0018811756311507756,0.008882236892095843,0.016836406597767778,0.00468420194521794,0.007963143306870498,0.001439331115971918,0.009331079522579685,0.0,0.0,0.008250183581086614,0.00532823337062155,0.00723674699952491,0.005551912722470489,0.0014450910497318975,0.001422192184331907,0.00653175566580578,0.004363451568384533,0.0027497179278729448,0.0031123242875358273,0.016658621872697028,0.0010323252252430336,0.0,0.0,0.0010482501150819402,0.07744796003741139,0.0033672813195535557,0.0,0.0,0.005342057220229501,0.0,0.010427796946550933,0.09957455042191656,0.006612700925048969,0.11690129768463317,0.0012677885309915378,0.0028105211671307644,0.002022742399881572,0.0,0.0,0.000541119606691549,0.002834761484527064,0.0036252018838405266,0.0015134028623410341,0.0016802226802311204,0.0014508747849386477,0.0,0.0,0.001476005553217911,0.002844384368663814
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fc68a12586c831fc539a61595af9cde18d9a8269be59c57ad8643db8c8b5a7ce.json,0.009857347897217,0.0020452288250865,0.003490723965331027,0.008183679957612624,0.002049523057097224,0.001071313649125443,0.006469520894694319,0.004621086353353085,0.0050026425111864775,0.06350240714816564,0.010119094255070054,0.0,0.004636582663876743,0.04109861211412847,0.13200780442131801,0.05069788356171112,0.40214308603893134,0.3117869514190393,0.0,0.009181070912987803,0.004356615526017018,0.000929888567306256,0.004356615526017018,0.018423147863665987,0.08888224312153545,0.0,0.0,0.0047871428227835725,0.006885803184740852,0.00916276324849037,0.04820062229318597,0.1732602433029799,0.017491994402320302,0.004692461033770639,0.009593440352986296,0.019186880705972593,0.00235562028279024,0.12523582528686913,0.24288160055635225,0.1108147302538357,0.015486160806217843,0.14460186687955792,0.13567468787746573,0.007137796532694476,0.06338257448086404,0.3294081707545527,0.2869038906571911,0.027324180062589628,0.006096328206348733,0.008382451283729508,0.0027058397327167313,0.4590535456493902,0.014449908419308077,0.027390007314989945,0.1272608513075298,0.010668574361110282,0.016390850800831355,0.024288160055635225,0.007454383680162717,0.0,0.013421663781031067,0.03033849447175174,0.01177297258192842,0.01103914782114659,0.011754602798744166,0.020823011546658284,0.03795025008693004,0.02433806824161005,0.004473329491138828,0.010126458339813368,0.024003549249637657,0.011755938961597018,0.010119094255070054,0.010119094255070054,0.0017053269742155108,0.16318607537379917,0.04199801121631792,0.0,0.0,0.00869063036043453,0.0,0.030357124014644323,0.17339890103169692,0.01613663156005145,0.19832930734171722,0.010312395621973896,0.009144492309523099,0.0032906623398155552,0.0,0.00438754978642074,0.0026409322974293792,0.004611681082098738,0.002948797462811099,0.0024620524117981023,0.13120513212156054,0.0023603297260516858,0.022858414092957247,0.00518314728911908,0.002401213267501178,0.004627335899257396
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fe4b25fabba21b5e2f35cb28a19f636e57f4c1527414d9aa3569bdfccc59ec85.json,0.032149614520948826,0.022715715019048857,0.005743759425659967,0.005049642569847027,0.022763409706990263,0.0006610413696896516,0.0022811091821472677,0.0011405545910736338,0.0015434105877219,0.003304624644352593,0.0,0.0045037467684441845,0.005245071868917632,0.0,0.0016969551804387486,0.03412639333098627,0.0,0.0,0.0,0.012746409342502858,0.0,0.003442660210813195,0.0,0.0,0.0011546049053075093,0.047087245625024275,0.0,0.0009846165502997645,0.002360446174537566,0.0014134435729603143,0.04720892349075132,0.0005656517268129162,0.007508332173554248,0.002895427376950978,0.002959759243313568,0.007892691315502846,0.0014535075320617449,0.025290091415757655,0.9727318494542342,0.0655669036704828,0.0033444430915508835,0.025492818685005716,0.10407991773357658,0.046979121259986635,0.039109465172491906,0.02248008125845125,0.12270377686904639,0.004683350262177343,0.002821250212922389,0.0042318753193835825,0.0016696062862037785,0.03965549573223111,0.00844687369524853,0.016900678868500496,0.005172292057024379,0.004702083688203981,0.001444825701685477,0.009835035550572422,0.0,0.0010331333957265668,0.000690139859023356,0.005348573676359301,0.006705575054209051,0.0,0.0014506076237491886,0.0014276213428981686,0.006556690367048281,0.0006257298371944182,0.0027602148598680583,0.0036449063629840576,0.009077774105638113,0.0,0.0,0.0,0.0010522517656004705,0.04683350262177344,0.003380135773700099,0.0,0.0,0.0,0.032478124757081665,0.014875017092641997,0.022994267281509884,0.006637944631398135,0.03576306695578161,0.005726827170611061,0.002821250212922389,0.0013536427556788714,0.0,0.0006768213778394357,0.0005431853079240597,0.0028455830667060283,0.0018195204694211565,0.027345243848693676,0.0016866368593119096,0.035924864806976965,0.0,0.0,0.011853121136367271,0.0028552426857963373
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fe886cbca8fdd9fdb8532abe7e12709f40e6f426085582c9f8d119b0bb0c23c0.json,0.0,0.003953270678398696,0.0,0.007030411815267071,0.0039615710999877166,0.0,0.005359323600072907,0.0017864412000243024,0.0,0.004436576728166196,0.0,0.0,0.0029873863938428206,0.0,0.0017719512201380407,0.03266504202089421,0.0,0.0,0.0,0.013309730184498587,0.0,0.0017974033820663165,0.0,0.0,0.003616896181444295,0.007973228371582779,0.0,0.00154219673959275,0.0029577178187774637,0.0014759099666119334,0.03105603709716337,0.0,0.010290208629969431,0.001511694631817814,0.0046358463643821814,0.012362256971685815,0.0015177445312673096,0.019072280987461315,0.9873573157354973,0.060151040037378,0.0014966781390243426,0.02366174255021971,0.086825609786764,0.001532979336262643,0.040837887370381624,0.01026968976247917,0.07042072979985717,0.0029341970749940487,0.00441890081841467,0.0029459338789431136,0.0017433936559385244,0.010352012365721124,0.010290208629969431,0.01764759546239624,0.0014729669394715568,0.0029459338789431136,0.001508679011973935,0.008802591224982146,0.0,0.0,0.0,0.005584951070642113,0.007001924409082421,0.0,0.0015147164630354816,0.0014907143156187952,0.005868394149988097,0.0,0.003458641320760254,0.0,0.0014966781390243426,0.0,0.0,0.0,0.0,0.03374326636243156,0.00882379773119812,0.0,0.0,0.0,0.0,0.013806587228552823,0.026460536477064252,0.006931305095384772,0.021005773227247265,0.0,0.0029459338789431136,0.0,0.0,0.0,0.0,0.0017828052662240221,0.005699799652380977,0.00475895874772378,0.0017611768862480018,0.01064545203618935,0.0,0.0,0.0,0.0029814286312375904
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut-65a7187a76a416bebecca86ca97f8602ecf9fe18cd03b8c79134efe0f5a2cbf2.json,0.0,0.0,0.014700417181962949,0.014934300530206848,0.0,0.0013534806302034504,0.009341131236204064,0.004670565618102032,0.00737363550655072,0.005799609505301028,0.0,0.014754257252716122,0.013668164568213606,0.05192333306882413,0.0023163411271577517,0.05434621816939725,0.2070669518166298,0.4245438629326583,0.0,0.025131641189637788,0.007338771712680384,0.003524419291560665,0.007338771712680384,0.02172381127393299,0.11702051430224628,0.30747299316763566,0.0,0.002016000041924963,0.0038664063368673523,0.0019293482330619218,0.1121257837691532,0.041694140288839526,0.017294953775224973,0.0019761268863317874,0.008080133336226298,0.016160266672452597,0.001984035473628532,0.06232946530622313,0.29151011466295124,0.057534891051898275,0.013695478530661555,0.04253046970554088,0.11350071523072983,0.19037532699246368,0.053384357868994765,0.06616512470968301,0.3739767918373388,0.022055041569894338,0.09916330308441357,0.012515756699974527,0.0022790099299470103,0.4272379002238424,0.01537329224464442,0.023069399823436684,0.002888251546147968,0.016366758761505153,0.003944369577896964,0.024931786122489252,0.009417749815323746,0.002115338167395962,0.014130597178176505,0.0,0.009153099303006687,0.010143042787327132,0.0019800771033858817,0.001948700866518005,0.0431511682889237,0.005124721406048253,0.003390920011361854,0.010661338711503335,0.020543217795992334,0.0,0.0,0.0,0.0,0.16493335434877504,0.056520029567419874,0.0,0.0,0.007319736143072856,0.0664988830951367,0.02143239553291825,0.14892876861999282,0.010193381868647296,0.20365645949189878,0.019542774989468367,0.009627505153826559,0.0027715803186217068,0.0,0.00831474095586512,0.0033365118732196983,0.0023305298209881976,0.006209106380075266,0.0,0.002302256635201318,0.2355782406480792,0.0,0.006548305871992823,0.05005530192941861,0.00389740173303601
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut-aeb0389045c85533bbdb04b07f27e3d8f6a64af825371cf697438a9cdbb7b07f.json,0.0022791484351949976,0.0,0.01506589048052742,0.013245220818833815,0.0,0.0017339126068459604,0.008975029740666949,0.0029916765802223163,0.005397824701646011,0.006191454222802294,0.0,0.0,0.005002848070461421,0.06064856075168924,0.0029674108313843296,0.0547027471178775,0.25706447829499207,0.5270524614414093,0.0,0.013621199290165047,0.0,0.004515051715612329,0.0,0.013914935092552014,0.1453694677302591,0.37553692868770044,0.0,0.001291325420582575,0.0037148725336813766,0.00247164322092972,0.05200821547153927,0.0044511162470764944,0.011078081841914885,0.002531570267409657,0.007763453394179596,0.020702542384478925,0.002541701774954103,0.08967637907358614,0.26657225012285196,0.02334042743011146,0.016291748134687038,0.03962530702593468,0.14540313073783215,0.001283607425253994,0.068389461254065,0.05036618550708263,0.2923695646508699,0.007370661293719409,0.0037000719891022876,0.007400143978204575,0.0029195867014870087,0.3974913611039073,0.018463469736524806,0.02955367243062365,0.0037000719891022876,0.007400143978204575,0.003789780206984113,0.024568870979064697,0.012064860603477168,0.0,0.0,0.0,0.04543756403768501,0.001624252073529939,0.0025366307987516106,0.0024964354302723303,0.03316797582173734,0.0,0.004344028887670724,0.009560595423124926,0.02130459371459074,0.0,0.0,0.0,0.0,0.1265296855421832,0.07240649745502795,0.0,0.0,0.0,0.0851901749953387,0.020231137865555887,0.04431232736765954,0.01305850481641974,0.0820807608422697,0.016690530163897797,0.03576736256132212,0.003550607188683556,0.0,0.003550607188683556,0.0028495519235209404,0.0029855876375818368,0.00795434200491061,0.0,0.0029493675157879996,0.28778650603213063,0.0,0.004194441298810853,0.036920273177352476,0.004992870860544661
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Dexbia-1c06d2b577d1bdbb6c98890fa28726f14d66ab095f62a10318035783b576069e.json,0.0,0.0,0.013698975403690701,0.010705327563798609,0.0,0.0,0.0,0.0,0.0049080847837607655,0.004503767193628309,0.0,0.0,0.0,0.035578045056125676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028919874725068278,0.0,0.006070485179360985,0.0,0.009393316749559679,0.004503767193628309,0.004494786383052186,0.0,0.0,0.026861272420834584,0.0,0.014118164104806671,0.03764843761281779,0.00462219078833956,0.022339758786489937,0.6925325223811881,0.09829493866055573,0.036464275850329415,0.0,0.0,0.004668587381350362,0.0,0.1385065044762376,0.5540260179049504,0.01787180702919195,0.013457470764468939,0.0,0.0053093903031230395,0.036030137549026474,0.04029190863125188,0.0,0.017943294352625254,0.0,0.0,0.05361542108757585,0.10970226344709545,0.0,0.0065839867259281796,0.0,0.0,0.0,0.0,0.004539872050763169,0.0714872281167678,0.0,0.005266531924064968,0.014902578781080316,0.022790172406455884,0.009886057219995713,0.0,0.0,0.050192809228929984,0.2099937325930054,0.02149783484695409,0.0,0.0,0.0,0.0,0.02102352503716052,0.19250578568264787,0.13720740900050965,0.21856996077738375,0.042493396255526894,0.0,0.0,0.0,0.0,0.005182029135590309,0.005429415760808692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004539872050763169
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7.json,0.0,0.0,0.01921239078724447,0.01801667035090057,0.0,0.0017689020977132808,0.013734212040983726,0.006104094240437212,0.008260125164438392,0.005053115742682274,0.0,0.0,0.011483556856175525,0.067860071829696,0.0030272917006821057,0.0634166150546161,0.0,0.0,0.0,0.030318694456093642,0.009591248214056726,0.004606163205398579,0.009591248214056726,0.028391463073255234,0.0030896448129825267,0.38652054379335193,0.0,0.002634767445925757,0.005053115742682274,0.002521519747327038,0.0997990359179749,0.04995031306125475,0.021347527117722465,0.0025826560916904066,0.010560154677725414,0.02112030935545083,0.0025929920479996287,0.06767457803389376,0.3208276291977186,0.05514224876835788,0.021734509780870815,0.0480045995554816,0.1483372933334232,0.12571295830476048,0.06976952644334974,0.07394074266666172,0.496280238915221,0.02757112438417894,0.12456634062942905,0.015098950379324733,0.002978502503716426,0.40424925941458184,0.01758031644988909,0.030150050787597527,0.01635719624426846,0.018873687974155916,0.005155008106358788,0.0325840560903933,0.012308323467888049,0.0,0.01662090922423801,0.0,0.01345774976080509,0.01325622935660449,0.0025878187420287123,0.002546812251078345,0.05639548169491147,0.006697643278420814,0.004431689222160716,0.012540244456647842,0.044747520137086966,0.0,0.0,0.0,0.0,0.1616670475254129,0.009045015236279257,0.0,0.0,0.009566370090012304,0.08690927020130003,0.020639392128652814,0.18961627028094657,0.013322018925037999,0.2631737731001884,0.0034054673461969337,0.012582458649437276,0.0036222566693502145,0.0,0.009055641673375536,0.004360581688336707,0.003045835305755135,0.008114856655901372,0.0,0.003008884279983949,0.2948929820927114,0.0,0.008558166060858319,0.03766530586011716,0.00509362450215669
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-02842b14fc265c045f10e2c5ab47c0b0a757c41d13a53194deb66aceb2e3993d.json,0.0,0.009198965235596924,0.0,0.009815545528003324,0.009218279695913394,0.0,0.006651064126423275,0.0016627660316058189,0.0060001937494144715,0.008258865816694418,0.0,0.0,0.012512564524950788,0.036970406385032316,0.0032985583835257915,0.0690991909356138,0.3131107208076084,0.6419625815277753,0.0,0.026153075086198994,0.0,0.005018907908224401,0.0,0.015467769181236758,0.17674118565396904,0.0037106212335237423,0.0,0.002870861187721359,0.005505910544462945,0.002747465696780186,0.10874173325314317,0.006597116767051583,0.02189215630695416,0.002814080288691653,0.008629814250066736,0.023012838000177963,0.0028253424195685216,0.06281444595222632,0.2853960696525066,0.04642806874729772,0.020895948630574857,0.05230615017239799,0.16162936079276377,0.13697772581365802,0.07602136798131513,0.07237316598843468,0.41239049299070324,0.009558720036208354,0.14395432450999726,0.008225961400571273,0.003245397330482778,0.2835543930398417,0.017787376999400258,0.032851707936420484,0.00959695496733315,0.00959695496733315,0.0042126998868019195,0.02594509724113696,0.00670561802039121,0.0,0.002012251098934343,0.0,0.014663659034540238,0.0018055101226418012,0.0028197055489038734,0.0027750245872136493,0.036869348711089364,0.0018244498358815464,0.0064383997677507675,0.009109292523659199,0.03621964429299642,0.0,0.0,0.0,0.003068066195570211,0.08056635459089898,0.008212926984105121,0.0,0.0,0.0,0.0,0.022488827198748045,0.0547303907673854,0.011290040034625462,0.04236168165533847,0.0,0.00959695496733315,0.0,0.0,0.005920254613030123,0.00158377351851835,0.009956290879111875,0.005305203019729288,0.011073741122043117,0.0032785015281361013,0.008492972846137025,0.0,0.004662519043224253,0.04536042315669277,0.005550049174427299
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448.json,0.0,0.0,0.004392886846564405,0.0064980003369363975,0.0,0.0002888978875275755,0.0077261565156641916,0.0017446159874080435,0.0004496824544076448,0.00020631928490847824,0.0045479755257616696,0.0005904878213477893,0.0012503331195625644,0.005052515626673515,0.0,0.002900024439561348,0.0,0.0,0.0,0.004435864625532282,0.0029370880863499077,0.0015045612997657137,0.0031328939587732347,0.0009936228300210996,0.000504602182808798,0.0,0.02512122324555571,0.0004303114062888942,0.0013410753519051085,0.00020590787056659447,0.034661639864624345,0.040418724181045106,0.0030763127174062996,0.00031635041732840487,0.005281860734861212,0.0034493784390930366,0.0,0.01013158902559055,0.07143281959456771,0.01616960672771017,0.002923274059409809,0.003301108558535652,0.007663488988455034,0.008020116010456177,0.0,0.03827489187445319,0.10387437233307482,0.0202631780511811,0.002157721456063554,0.005137432038246558,0.00012161259269685495,0.00030947892736271735,0.00215341890218441,0.0024620599389435175,0.015720542037034466,0.007397902135075043,0.011050176983662651,0.01995616020192078,0.0,0.010384843661287982,0.00723875835356079,0.008376081968438105,0.0030526746582569216,0.03951149365103414,0.010883075862538059,0.0,0.0051169641543386615,0.051001321236192,0.00048252365355740503,0.0013653855828758908,0.005637742828861774,0.007019702531634293,0.0045479755257616696,0.16327232137484396,0.0011496758227546996,0.167427067129961,0.0,0.021422124733867447,0.048498278632247566,0.0726508500926188,0.01611217753728804,0.00975134358917293,0.2496940488961447,0.00024175090363308833,0.9189771791216637,0.0,0.005753923882836145,0.0010352800345020817,0.04932512176655052,0.0,0.00047478144391764854,0.0006218089929391003,0.0,0.0,0.0009828246723501714,0.0,0.0,0.0,0.000809409831857572,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a.json,0.0,0.0,0.0,0.011432468189193492,0.0,0.0022449116921200558,0.00581002442752826,0.003873349618352173,0.003494305231098682,0.008016129487216863,0.0,0.0,0.009715846187636193,0.0,0.005762898814274138,0.1062361817814382,0.0,0.0,0.0,0.04008064743608432,0.0,0.011691353239933274,0.0,0.0,0.003921064808577553,0.5272687299337838,0.0,0.003343780446087048,0.008016129487216863,0.004800086875924658,0.10100323153893248,0.0,0.023904814420852544,0.009832937952511793,0.010051410449991164,0.02680376119997644,0.004936145002304322,0.06839049029140687,0.3467238810122488,0.03021905384969141,0.009735261980926854,0.07695484307728188,0.2823820418994328,0.0033237953350907378,0.13281664304838986,0.05407620162576358,0.33559054538341515,0.014314288665643299,0.009581030597765954,0.012774707463687938,0.005670021340564039,0.3927903448736263,0.023904814420852544,0.0573950940687352,0.012774707463687938,0.012774707463687938,0.004906661306707727,0.03180953036809622,0.0,0.0,0.0,0.0,0.02277228707887045,0.0,0.004926296846991456,0.004848234908651596,0.022266671257667354,0.0021249929157771416,0.009373753135284792,0.010609873562878413,0.019470523961853708,0.0,0.0,0.0,0.0035734711925208096,0.13837145710121856,0.011479018813747039,0.0,0.0,0.0,0.0,0.0374191852576323,0.06374617178894011,0.022542612607842218,0.053135336517364386,0.004321874835522818,0.009581030597765954,0.004597001925316388,0.0,0.0,0.0018446697962625918,0.009663665528749449,0.006179133354048644,0.0,0.0057278575584574784,0.402275766789616,0.0,0.0,0.005031683992720238,0.009696469817303191
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-05339051a960d18fafb2e5d656e36b2fa007462d9a7b2fbfcb4532b3235ac5ed.json,0.0,0.0,0.020036399886346104,0.013700600990509364,0.0,0.002305961695635947,0.007957369445825454,0.003978684722912727,0.0017946661430063404,0.008234126807599768,0.0,0.0,0.006653378015720909,0.0,0.003946413265219074,0.07275017149182746,0.0,0.0,0.0,0.029642856507359167,0.0,0.006004648832305509,0.0,0.0,0.004027697519873038,0.559365346190624,0.0,0.0034347140042784606,0.006587301446079815,0.0032870829649885185,0.06916666518383806,0.0,0.022917908448980638,0.006733562053137707,0.010324756900751601,0.027532685068670938,0.0033802551014583816,0.0457444194261454,0.26303041170033603,0.027773397508731135,0.010000010826170927,0.05269841156863852,0.19337424999573463,0.0034141854014820617,0.09095237984567171,0.03430831456960905,0.31367601892213987,0.008168646326097394,0.008201320954968,0.008201320954968,0.003882811091017836,0.42488094327214804,0.02455490190962211,0.03930396279565468,0.004920792572980801,0.008201320954968,0.0033600647682320043,0.0228722097130727,0.0,0.0,0.0,0.0,0.015594383782140139,0.0,0.003373511118609269,0.0033200545720167645,0.014703563386975307,0.0,0.005777202484227993,0.005449203662980809,0.025000027065427317,0.0,0.0,0.0,0.0,0.21075107521331274,0.09432951070957123,0.0,0.0,0.0,0.11329595252272498,0.04035863352591081,0.06711673188630043,0.017366741432093758,0.11305928242051601,0.03551526007559517,0.006561056763974401,0.004722016635110199,0.0,0.0,0.0018948352873786969,0.001985293464055066,0.006347173867318711,0.0,0.003922417133889773,0.4267636421045316,0.0,0.0,0.0,0.006640109144033529
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-05bb2dcf38927dc99961deedaaff6ff120bdfd383745bac5aeb0c28340ea1010.json,0.0,0.005222975634195664,0.015847803427933557,0.013932641828755884,0.005233941971499581,0.0018239018921600882,0.006293886501378045,0.0031469432506890226,0.009936446412591136,0.007815345498456186,0.0,0.022367595634653185,0.015787480913185374,0.06997001901479105,0.0031214181203880254,0.07323501196763259,0.2617760302112283,0.5367124309989757,0.0,0.033866497159976805,0.0,0.004749380871211102,0.0,0.029274227944805668,0.14813551286533094,0.007022704472392743,0.0,0.002716689259534542,0.005210230332304123,0.0025999203936804076,0.13416343105683118,0.012485672481552102,0.023306058625096437,0.0026629576269497036,0.008166373137512327,0.021776995033366206,0.0026736149551840043,0.07882415225229931,0.35664698396122313,0.06977875773154366,0.018455535046967526,0.05731253365534536,0.15294948789901325,0.2565429540502225,0.07193884356835963,0.08786954677305497,0.4561463236895354,0.011629792955257276,0.1258446980381211,0.011676312189104017,0.0030711119396346015,0.2579064014490541,0.020716496555641273,0.031087494752428783,0.0038921040630346725,0.014271048231127133,0.0053152907961627515,0.03359717964852102,0.012691021448513308,0.002850553750068815,0.0038083770621459203,0.0,0.012334387922030066,0.0034171000528625682,0.0026682807975948,0.0026259993075497,0.05814896477628638,0.0,0.004569482035333397,0.014366837186245943,0.025046797563741643,0.0,0.0,0.0,0.0,0.12663552329057923,0.04973999160388605,0.0,0.0,0.0,0.08961150680488188,0.030401606902421767,0.0634442707016514,0.013736235349700938,0.09559150639573301,0.019312437299080044,0.012973680210115574,0.0037348821066230755,0.0,0.011204646319869227,0.004496163582234096,0.0031405382946610334,0.005020301268828759,0.0062874332686907505,0.003102438364818423,0.005357920290329823,0.0,0.00882426183563146,0.06745272733455211,0.0052519986150994
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-06ba9a22cbf334f6beeb0bc5302d3f0d6b7ad734c9ed071d6f279936a37f4687.json,0.002838752316201272,0.004122943298177141,0.02345631093876778,0.023829500384475504,0.004131599970170155,0.002159643642671931,0.0167680301582335,0.007452457848103778,0.0050423725603906495,0.007711654381181367,0.0,0.01177110967350339,0.021809225827117418,0.0,0.003696005157291257,0.08671602825609565,0.0,0.0,0.0,0.033931279277198016,0.011709906533297343,0.005623641408141296,0.011709906533297343,0.0,0.0037721317573752825,0.006236576841122462,0.0,0.0032167742759016352,0.006169323504945094,0.0030785107322933596,0.17891038164340772,0.0517440722020776,0.024529965277813683,0.0031531517865446006,0.012892839544293747,0.025785679088587494,0.003165770903432416,0.08721374800148259,0.44524913453388476,0.08874381375589456,0.0140482340935641,0.06786255855439603,0.18295225528591721,0.30376708427594024,0.08518126267722623,0.10251440554560233,0.5401132113074272,0.03366144659706345,0.1597633466613593,0.01689804628148993,0.0036364386729763752,0.16657173463351754,0.024529965277813683,0.03681004482602236,0.015361860255899933,0.0230427903838499,0.0031468616887311077,0.021420920561767653,0.0,0.00337528038700582,0.022547093532043823,0.0,0.01643049875579002,0.012138347633597658,0.0031594548402844734,0.0031093902224609495,0.013770591789707775,0.008177118872675134,0.005410627002653053,0.0068045871826652865,0.0546320214749715,0.0,0.0,0.0,0.0,0.22950986316179628,0.04417205379122683,0.0,0.0,0.011679532957222334,0.1061070893194891,0.034198004557286936,0.23763403862882004,0.01626478566349515,0.3249587531700693,0.02078858947040821,0.0061447441023599735,0.004422394884488503,0.0,0.004422394884488503,0.0017746040578394302,0.003718644951127195,0.00990738753194245,0.004963211141205451,0.0036735316302712187,0.004758150044702947,0.0,0.0,0.07986934735641063,0.006218780444921899
