,findfirstfileexw ntclose,findresourceexw loadresource,findwindowa findwindowexa,findwindowexa findwindowexa,findwindowexa ntdelayexecution,getasynckeystate getasynckeystate,getasynckeystate getkeystate,getfiletype getfiletype,getforegroundwindow findwindowa,gethostbyname gethostbyname,gethostbyname ntdelayexecution,gethostbyname socket,getkeystate getasynckeystate,getkeystate getkeystate,getsysteminfo getsysteminfo,getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime,getusernamew getusernamew,ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress getsystemmetrics,ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ntclose,ldrloaddll ldrgetprocedureaddress,loadresource findresourceexw,loadstringa loadstringa,loadstringw loadstringw,lookupprivilegevaluew ntclose,ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntreadfile,ntclose findfirstfileexw,ntclose ldrgetdllhandle,ntclose ldrunloaddll,ntclose lookupprivilegevaluew,ntclose ntclose,ntclose ntcreatefile,ntclose ntdelayexecution,ntclose ntopenkey,ntclose outputdebugstringa,ntclose seterrormode,ntcreatefile getfiletype,ntcreatefile ntclose,ntcreatefile ntcreatesection,ntcreatefile ntqueryinformationfile,ntcreatefile setfilepointer,ntcreatemutant ntclose,ntcreatesection ntmapviewofsection,ntdelayexecution getforegroundwindow,ntdelayexecution ntcreatemutant,ntdelayexecution ntdelayexecution,ntdelayexecution socket,ntdelayexecution timegettime,ntenumeratevaluekey ntenumeratevaluekey,ntfreevirtualmemory ntclose,ntfreevirtualmemory ntfreevirtualmemory,ntopenfile ntopenfile,ntopenkey ntqueryvaluekey,ntprotectvirtualmemory ntprotectvirtualmemory,ntqueryattributesfile ntqueryattributesfile,ntqueryinformationfile ntallocatevirtualmemory,ntqueryvaluekey ntclose,ntqueryvaluekey ntqueryvaluekey,ntreadfile ntclose,ntreadfile ntreadfile,ntreadfile ntwritefile,ntreadfile setfilepointer,ntsetinformationfile ntfreevirtualmemory,ntunmapviewofsection ntclose,ntwritefile ntreadfile,ntwritefile ntsetinformationfile,ntwritefile setfilepointer,outputdebugstringa getsystemdirectorya,outputdebugstringa ntcreatefile,outputdebugstringa outputdebugstringa,process32nextw process32nextw,readprocessmemory readprocessmemory,regclosekey regclosekey,regclosekey regopenkeyexa,regclosekey regopenkeyexw,regclosekey regqueryvalueexw,regenumkeyexa regopenkeyexa,regopenkeyexa regqueryinfokeya,regopenkeyexa regqueryvalueexa,regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw,regopenkeyexw regqueryvalueexw,regqueryinfokeya regenumkeyexa,regqueryvalueexa regclosekey,regqueryvalueexa regqueryvalueexa,regqueryvalueexw regclosekey,regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw,seterrormode ldrgetprocedureaddress,seterrormode ntqueryattributesfile,setfilepointer ntreadfile,setfilepointer ntwritefile,socket gethostbyname,timegettime ntdelayexecution
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2a1858cfa17d4f07292362a2719d61c97a487d29a5adf45d8e8b32f3252331a2.json,0.0,0.03651473936633237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5698668388784923,0.0,0.0,0.0,0.0,0.03460055521606576,0.07490218186948534,0.0,0.00436921963654897,0.023957531070860356,0.007243559954031735,0.009047123016716441,0.11422451956396659,0.0040049069363567915,0.00791211173849305,0.01885303353205608,0.03273566578909849,0.12958839586217083,0.0,0.06787895362525684,0.0020245822613741914,0.0,0.0,0.003435669705446625,0.005651508384637892,0.06640332419862083,0.0803734587419233,0.002802116032741185,0.0016910149211553827,0.0049186837728766464,0.0,0.002382766829737372,0.0,0.011753572546412402,0.005450572389773529,0.0,0.0,0.0,0.005396171355534005,0.0,0.0,0.0,0.5113866709977503,0.0,0.028202758646080617,0.0013485912623499273,0.0,0.0,0.008930384304658144,0.0,0.008961227359757197,0.0,0.008930384304658144,0.0,0.0,0.0,0.0,0.0,0.0,0.017275881687964772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05847221494388077,0.0,0.03641136571382313,0.02638792279685582,0.0,0.0,0.00448040504946161,0.03375468152585323,0.10707832671007224,0.05581945684730326,0.0,0.005606147386469646,0.004490486971743135,0.06120059143375783,0.020749459661063042,0.16096603911049162,0.0024343159577554915,0.0,0.0,0.0,0.5523564311105038,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2a7c74a91f4b6f4ed632d97fc3ee8835a7a615cb15dbf6ecbb96526d06f64db6.json,0.005057870644914424,0.004917464803899974,0.0,0.0,0.0,0.0,0.0,0.0008903140557810625,0.0,0.0,0.0,0.0,0.0,0.0075004124437947454,0.0,0.0348105529901114,0.015681669290477145,0.0,0.0012979539315991395,0.00877764335179643,0.0031560137182419607,0.003822375574920355,0.053111602619056376,0.005710696337899369,0.0026862087557951633,0.017686190186702873,0.0026929961224579036,0.009707819055207772,0.010901871710802142,0.0,0.022373491779937547,0.0024764396674569976,0.003194509203315103,0.001360835228502487,0.00295482963137468,0.0,0.027590456691256482,0.008324181030107482,0.00040187670071721056,0.017534183599909058,0.0,0.002831372036205922,0.002974138803982024,0.01850551446704268,0.0010362808851034297,0.001125923553738816,0.0016832482680540135,0.0004692407835384351,0.003334298435640705,0.0,0.0,0.0,0.0,0.0,0.0033512512083768925,0.0009614948993334998,0.12820976317985755,0.0,0.007781923682149264,0.008924027072442714,0.0,0.0005677258958547938,0.0075461078129932255,0.005401145869314671,0.00282711136794507,0.06362109208466207,0.0011297117808388177,0.04924830936063603,0.0,0.006948082045668465,0.0005546216431058506,0.0,0.0013575055831150777,0.0,0.0,0.0,0.1374497223043553,0.0,0.04516253329684502,0.002551290088877363,0.1107623921789633,0.059576392015976344,0.02665253966857215,0.0,0.0005323934096111128,0.11684129835276565,0.21561689391316619,0.09900760715097869,0.0,0.0005329296595134689,0.0,0.09502455056408887,0.061287709771725554,0.9201697002516894,0.0,0.0013050480434831778,0.052684116119390674,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2b470ddd183ec9f15d7cef2e1f2daf7243e1deef16fb6e74cb75b67c5d25df18.json,0.024263970101425652,0.038854785365471545,0.24959305247836122,0.24959305247836122,0.2323521529604948,0.0,0.0,0.006643897140324639,0.2584591364392021,0.0,0.43832879771614025,0.0,0.0,0.0,0.0,0.05829505706863753,0.017395340196939245,0.0,0.0058115261856846925,0.03717707108709281,0.012846272134667991,0.019610367393123874,0.11978307868026952,0.012429553732373025,0.006013685133372049,0.03167562573454022,0.033493778816448036,0.11491088700204309,0.13510631815485502,0.060190811977832194,0.0044881824085266,0.001320016581144972,0.01854126429505132,0.005077561802149082,0.006013685133372049,0.05888231606527062,0.05543234503544539,0.0024847412969553648,0.1409517124098891,0.010903953078965582,0.0,0.002112888643327179,0.0,0.010422333248014065,0.0077331628815763,0.0,0.0,0.16632940396985496,0.0076559797843497104,0.20830145451355403,0.21508258945045033,0.0,0.3937991828007442,0.0,0.025008443004206612,0.0,0.0,0.0,0.013198177389391759,0.0,0.007946256126450564,0.0,0.014957934374643994,0.0349315349801857,0.0026371364423185737,0.0,0.0,0.0,0.0,0.012962376066684688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04949270861825063,0.0,0.030995829612383473,0.023399160044802334,0.0,0.0,0.003972943062816008,0.02863016973140754,0.09751659119260078,0.04708270648079829,0.0,0.004971180980807775,0.0039818830811282025,0.051856908705493636,0.018399323478020594,0.1067294900051184,0.002158599186970641,0.0,0.0,0.0,0.41216723716518705,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2ca870cb512099a0df67fefee9eb2bf8fd53cc078919852144d6cbff26456347.json,0.0,0.1254389359667584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11886314692319018,0.055138106018555504,0.0,0.015009562486953038,0.08230120926702174,0.02488377211540334,0.031079544985706628,0.38215863648140846,0.006879020273189828,0.015531683055743446,0.054539578598939625,0.11245669984253208,0.44517449042995927,0.0,0.23318429393309373,0.010432558839983607,0.0,0.0,0.011802542197023442,0.019414603819679306,0.2281150701519395,0.17043618312168632,0.009626097836166851,0.0,0.016897134404730098,0.0,0.008185509220825189,0.0,0.04037700007218106,0.01872432921192878,0.0,0.0,0.0,0.01853744555976751,0.0,0.0,0.0,0.019813134086268957,0.0,0.09688482232885745,0.0,0.011335015254106453,0.0,0.03067851296190354,0.0,0.030784467983922852,0.0,0.03067851296190354,0.0,0.0,0.0,0.0,0.0,0.0,0.03652170231162143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917389371360125,0.0,0.12008046420267664,0.08561419498399298,0.0,0.0,0.015391517284736578,0.11091569783876078,0.36287485282375037,0.17772540088806385,0.0,0.019258775366748835,0.01542615167143742,0.19622600050454042,0.07128053457143857,0.4084973913317472,0.008362595731117226,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2ec9be730d82cf10af338e7f25781006744b9dda9c9ff484acfd2de501b05e24.json,0.0,0.05519935381038441,0.3581679962365567,0.3581679962365567,0.28187708138137757,0.0,0.0,0.0,0.3708908965544441,0.0,0.0,0.0,0.0,0.0,0.0,0.08281732739637854,0.02021958466016278,0.0,0.005504126661783024,0.047785810610901584,0.018250156680473403,0.027859621354300937,0.16641699789888592,0.018919438320831587,0.008543388678096845,0.04625023094086551,0.047583198052583965,0.16324904766885207,0.19193984441555023,0.08551054639079876,0.005100937069212844,0.0,0.0,0.004328086660748726,0.008543388678096845,0.08365162146925965,0.11250056174805123,0.0035299670989766153,0.21089543388467147,0.006196314387288054,0.0,0.003001691726975897,0.0,0.014806568999815124,0.008239633611889627,0.0,0.0,0.2487338576308113,0.008157395535191013,0.29891422792206146,0.3218118832872651,0.0,0.055703200153629125,0.0,0.035528439564172086,0.001698888529396699,0.0145482427646553,0.0,0.011250056174805123,0.0,0.011288910729170265,0.0,0.011250056174805123,0.0,0.0,0.0,0.0,0.0,0.0,0.03850430133158588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07198630248948665,0.0,0.04586923649727122,0.03324219917906576,0.0,0.0,0.005644192542311105,0.0425224772387936,0.138537705690339,0.07203367672562086,0.0,0.007062347024542159,0.005656893249038587,0.0788107534690163,0.026139142372859834,0.2046038699950396,0.0030666307672435784,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-31e4807b0f375d8f919a3037f2764686a46d2e41bd957f8edd8f771621a3e53f.json,0.0,0.049178896530316325,0.3510138465874959,0.3510138465874959,0.34696067897390215,0.0,0.0,0.0,0.36348261606789745,0.0,0.007268085745213722,0.0,0.0,0.0,0.0,0.0737846459024602,0.20416189061640586,0.0,0.004903805151767186,0.04257393018989863,0.016259657135374216,0.024821041214783294,0.14826630667940033,0.016855941879102925,0.0076115823613021865,0.0412058324044395,0.04239341608323946,0.1454438769619945,0.17100543932058798,0.07618412214841505,0.012497623745552279,0.013366067165589171,0.0,0.003856032931007994,0.0038057911806510933,0.07452794557997125,0.0924347051234724,0.0,0.2030769097895609,0.005520497670471324,0.0,0.0026743046189262286,0.0,0.01319165306377028,0.007340957110454525,0.0,0.0,0.24154952596247312,0.007267688537805898,0.29294362993101286,0.3127774423152422,0.0,0.006473189947365569,0.0,0.031653440350262095,0.013622354555393608,0.005554929357211128,0.0,0.010023040314593393,0.0,0.010057657098612617,0.021449275703139484,0.010023040314593393,0.0,0.0,0.0,0.0,0.0,0.0,0.02088114135103869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06413493414961884,0.0,0.040866392084458365,0.029616554561185653,0.0,0.0,0.005028594392409026,0.037884655598014474,0.1234277400618931,0.0641771413947444,0.0,0.006292074265474584,0.005039909864400932,0.0702150591045484,0.023288210629455713,0.18228823088677876,0.0027321609183509066,0.0,0.0,0.0,0.004678782591407285,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-32cbc565918830a83537aef008c3587ea24d2172c7ed3563ac2f4a7506a7a00d.json,0.02904400598088801,0.07363961758473325,0.28367417910852843,0.28367417910852843,0.27500084091493787,0.0,0.0,0.007952754123640127,0.29375089825004735,0.0,0.006873539487932107,0.0,0.0,0.0,0.0,0.12119556455984609,0.2896185184675767,0.0,0.009275206576640488,0.06993015202264725,0.02690975984208814,0.03947838960491152,0.22350491559149183,0.026568201993810207,0.014396778948435378,0.06529937837537732,0.06281095644481811,0.20632273750372718,0.32344490173228563,0.10807272856241781,0.021489442357811646,0.02054080190199842,0.02219391916605828,0.00850898796144635,0.011997315790362813,0.10337391427709532,0.14429056189397893,0.0,0.1651296215433923,0.015662456413372727,0.0,0.003793695970026312,0.0,0.01715387767939803,0.013884910097862748,0.0,0.0,0.19700077511480432,0.01374632768566256,0.23674434656536675,0.25471528488327627,0.0,0.006121794414079801,0.0,0.04490271162246013,0.020040017463941063,0.010506762751005832,0.0,0.021064315604960426,0.0,0.01426751946389461,0.03042736052546459,0.02317074716545647,0.04181309598739166,0.0015783279958504833,0.0,0.0,0.0,0.0,0.03244250822018519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06770610411169084,0.0,0.05719899557625534,0.042013240709260345,0.0,0.0,0.007133427563326238,0.05296327284082715,0.17662713116205936,0.08959487285831405,0.0,0.008330714773764255,0.006355092786550441,0.09671807108838358,0.03303602371578867,0.23704004342060533,0.0038757693465649077,0.0,0.0,0.0,0.004424796022620618,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-33e8337aad51e26cebf92f17cdc0c3ffa5ed55c74de4e7cd5b92db2d75e15339.json,0.0,0.0055400412443209635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005249619915133542,0.13609994704551964,0.0,0.0009943514897834647,0.003937757426004377,0.0010989978731177285,0.0016776658496856132,0.02049487155886286,0.0007595340262630051,0.0008574507195411615,0.004215319166854558,0.0049666776150983204,0.019661240099765463,0.009942656405991178,0.01029864129475353,0.0007679275153799499,0.00022585469153241672,0.0,0.001216278370528515,0.000514470431724697,0.010074757788345845,0.013398693066073419,0.005101667544281349,0.0005131238820562863,0.007462660679603229,0.0,0.00126530254891555,0.0,0.015380618102995477,0.001488536231213521,0.0007188003979354966,0.0,0.0,0.0018011637836588467,0.0,0.0,0.0,0.002041787780906023,0.0,0.00427894184141372,0.0008184367567512397,0.0027533754444608034,0.0,0.0027098480358350736,0.0,0.0013596035473435954,0.0,0.0027098480358350736,0.0,0.00022560687729851437,0.0,0.0,0.0,0.0,0.0024194848540426083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743991592618102,0.0,0.180094048730514,0.08029429596139133,0.0,0.0,0.0006797701201221629,0.1995073873255546,0.22832212005598476,0.08882086493086415,0.0,0.0008505685178577678,0.0006812997562699478,0.09347298250361377,0.07622953087403779,0.9060296574784097,0.0003693360829547309,0.0008331551905683434,0.0003057640467341953,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-340c5cae28749592b0ea9453bd4f7d109b2fe2c8a03041e5da9961a7339eaa34.json,0.0,0.05921724895843676,0.3326408604040393,0.3326408604040393,0.32740465592823903,0.0,0.0,0.0,0.34445698175783473,0.0,0.007501406498507264,0.0,0.0,0.0,0.0,0.11222589715204669,0.020658422970641244,0.0,0.005061227553225306,0.056660302029779556,0.025172439203634392,0.03726232516343484,0.17373624622276165,0.02783528458697792,0.007855930074379784,0.0597699605904656,0.04958824452387745,0.15011292960175637,0.3529901431458215,0.07862979180502044,0.004690481311272211,0.0,0.0,0.003979819652811595,0.003927965037189892,0.07692044850491131,0.09655147479998288,0.0032459221673382943,0.1900076824489409,0.0056977171915643205,0.0,0.002760155390380758,0.0,0.01361513271686227,0.0088393867181427,0.0,0.0,0.2264318653453259,0.008751162629896059,0.2776101913285772,0.2929276734499525,0.0,0.006680992883059622,0.0,0.03266958198724249,0.0015621845141288188,0.0,0.0,0.010344800871426738,0.0,0.010380528926612415,0.0,0.010344800871426738,0.0,0.0,0.0,0.0,0.0,0.0,0.023090860350394832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06773319036115817,0.0,0.04217828874057778,0.03056730790428231,0.0,0.0,0.005190022789482793,0.03910083227675221,0.13074239783670868,0.06781444190131716,0.0,0.00649406300898469,0.005201701511791438,0.07404452477414718,0.0240358108968991,0.18981988634891153,0.002819868998020798,0.0,0.0,0.0,0.004828981298053358,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-3472255f40fa8003a08d8c641d9d2c5d0f749bf4c0420fc9a22040103a97c35b.json,0.033311600278020596,0.031116801011979237,0.38419694838252805,0.38419694838252805,0.37992353194495404,0.0,0.0,0.00912129568663517,0.39784445326311224,0.0,0.0,0.0,0.0,0.0,0.0,0.05897117768037683,0.0,0.0,0.003989273735780848,0.03402652097970913,0.013227324731606612,0.020803940597672637,0.09310669748127376,0.015845446708111343,0.0027520293741898736,0.030199263060691758,0.02605706216555044,0.07887962108847024,0.1854852131203859,0.041317481447465845,0.004929400679038831,0.0,0.025454992825333023,0.004182539999013552,0.0027520293741898736,0.041317481447465845,0.014495646269132044,0.0,0.2202723143883712,0.01197588440468616,0.0,0.001450374807261009,0.0,0.0,0.006635456546246524,0.0,0.0,0.2620025741887815,0.00656922942862407,0.3206370625027219,0.33926166780185685,0.0,0.007021303075072933,0.0,0.017166837361105296,0.0,0.0,0.0,0.012079705224276703,0.0,0.005454641319714219,0.0,0.014495646269132044,0.04795692236239899,0.0,0.0,0.0,0.0,0.0,0.0032356054780500213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032356054780500213,0.0032672559660164953,0.007092276339618785,0.010708105653439458,0.0,0.0,0.0027271936678673558,0.010719786273428624,0.015854080651020053,0.006629647513723239,0.0,0.0040949109247205295,0.0018222203126404583,0.016556624638999526,0.0018042946173270702,0.005296161634490552,0.0014817524291418686,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-3473cb362c74478f5f8d200d068fbf1806d2dca138264e942574fb7abd324b42.json,0.0,0.10739531684214058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10176541459226633,0.5070363085542617,0.0,0.012850529275658088,0.07241998355864476,0.021304394604156694,0.027594460101274077,0.32718746801039134,0.0058895155328685745,0.017730061350916915,0.04669439579447762,0.09628049550588305,0.38113887909917876,0.0,0.19964216801226586,0.03175786468061878,0.0379449124582526,0.0,0.011227576802149877,0.022162576688646143,0.193855438504664,0.18094078370360078,0.0,0.0,0.014466585587118788,0.0,0.007008074084092549,0.0,0.0345690170477542,0.017099679641453886,0.0,0.0,0.0,0.01692901128019976,0.0,0.0,0.0,0.011308757770896868,0.0,0.08294853676022479,0.03173127091667588,0.009704543053106364,0.0,0.027238397546778613,0.0,0.026356311678426975,0.05620829882800811,0.027238397546778613,0.0,0.0029156367856860146,0.0,0.0,0.0,0.0,0.059930870285122624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12246743058264188,0.0,0.1028076282711396,0.07761083274189402,0.0,0.0,0.013177542225913098,0.09496115715871109,0.31493339466521053,0.15216069549831113,0.0,0.01538928442586275,0.011739728594834855,0.16800009769244015,0.06102726825589022,0.34973755503543746,0.007159687789476039,0.0,0.0,0.0,0.012260852706117724,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-349a9ef306724d4e0a569074528204ac93186fc10679de7c0fd4117b7e674adf.json,0.03584907204461486,0.08132578159571571,0.34268980265891347,0.34268980265891347,0.3317196525580334,0.0,0.0,0.009816099601380334,0.3548628841318497,0.0,0.005656015277105824,0.0,0.0,0.0,0.0,0.1087941212881069,0.0,0.0,0.007155253243420352,0.06800569468735303,0.023724834257099925,0.03555845392663139,0.24203911889715837,0.020987636771566023,0.01184664783208565,0.048099491204857556,0.07092958276157196,0.25466454889454376,0.1996143299291106,0.13339437524016676,0.010609783895385826,0.0019502731547947258,0.027393996808151595,0.010502660089568136,0.014808309790107064,0.129527871610017,0.157298336102372,0.0,0.18831177839349347,0.019332199860037067,0.0,0.004682566180241509,0.0,0.0,0.01570999012770223,0.0,0.0,0.22246409820037252,0.015553191969688,0.2859966799236253,0.2873507829625367,0.0,0.005037428356980796,0.0,0.055423502701775776,0.0017668165588671269,0.008645678218180098,0.0,0.02599972497559868,0.0,0.017610426519526025,0.0,0.028599697473158547,0.05160998422348384,0.0038962665185036296,0.0,0.0,0.0,0.0,0.04700799764806991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03830281289842734,0.0,0.017173174735195966,0.023047565882614453,0.0,0.0,0.008804803263399722,0.024995432190546934,0.032227743389265144,0.019620295955681672,0.0,0.010282617153581825,0.007844103162118043,0.04098095367543053,0.005825203879707975,0.06839508582361943,0.004783869505630336,0.0,0.0,0.0,0.0027307670901533456,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-34cb2e3660a417e83f902c990f20b3d0efa6e84ad20a7c769f2944cc333bc47b.json,0.03159003547169246,0.0800949474102975,0.2757178195326472,0.2757178195326472,0.2685171549651753,0.0,0.0,0.008649901292154977,0.28551191160854084,0.0,0.00249202717171932,0.0,0.0,0.0,0.0,0.13181970097295354,0.2800060410298366,0.0,0.010088281380886485,0.09334673920565463,0.029268698970302952,0.056865306029018445,0.2408042285737576,0.01502654388850614,0.011744112312497284,0.056131549831124075,0.06831703393149034,0.22440921547283596,0.3517984373637904,0.11754650274676012,0.017529922872817617,0.008592858144665656,0.0241394625167413,0.010577023085281547,0.013049013680552538,0.11413935773960766,0.13975610366116606,0.0016174819162051964,0.1483694020884617,0.017035444559468236,0.0,0.004126255528965559,0.0,0.0203537514033958,0.015102076579979215,0.0,0.0,0.1732396388366621,0.01744323686138756,0.23010425279740182,0.22342250544436384,0.0,0.0044389584278524494,0.0,0.048838932682430315,0.009341463181606174,0.01523706283104056,0.0,0.024056378499053177,0.005654474161740937,0.015518225903619409,0.011031552132098056,0.02634746216562967,0.045478477944542794,0.001716685962938147,0.0,0.0,0.0,0.0,0.03068387317658946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07057290830615576,0.0,0.06893886536688426,0.04569616757273886,0.0,0.0,0.00775875166492218,0.05760609155774251,0.19879256258034553,0.10373588099023504,0.0,0.009060994388340881,0.006912187206032493,0.11461706413044676,0.035931997869445745,0.21596546240781597,0.004215523547910395,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-3512ae0eba2c3f6e4e6195c0e1bd70b9a9e3b3d7708f403ed4b5e281e4a1a120.json,0.0,0.09427844780721739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14144892176262838,0.0,0.0,0.004700422037455103,0.07732079161218329,0.03117059032944446,0.047583199375898784,0.26500017299331413,0.03015945196459362,0.0024319651348080275,0.055509071066803514,0.0812703364157332,0.27882331508979363,0.3278261311901915,0.14604883985716027,0.008712211213552508,0.0032029288845520166,0.0,0.007392211397115101,0.0024319651348080275,0.1428738650776568,0.057644035338603655,0.0,0.35656317480049743,0.010583075022322959,0.0,0.0051267780740182275,0.0,0.0,0.011727490357006536,0.0,0.0,0.4248281980815995,0.011610440704450373,0.0,0.5496427539072575,0.0,0.1778685627182663,0.0,0.06068125628116567,0.0,0.0,0.0,0.019214678446201217,0.0,0.019281040583127133,0.0,0.019214678446201217,0.0,0.0031994145392781437,0.0,0.0,0.0,0.0,0.011437203085708936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011437203085708936,0.0,0.012534872589762382,0.018925480849325244,0.0,0.0,0.009640071400873113,0.018946125149733522,0.031133850006852072,0.017575835229797856,0.0,0.012062226627451857,0.0064411758244188365,0.03218835356537846,0.006377812160603025,0.015600706111867577,0.00523769154484541,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-35808e06d5ab73341611da612e9a37252f07f2bc7801725569ebb49895f59a05.json,0.0,0.023432147893646796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022203782392944963,0.01831087321715382,0.0,0.0014019023890095,0.019217459201442477,0.004648319310636156,0.007740929762194593,0.0879598501411115,0.006425047341261505,0.004352006315995939,0.01910261348387565,0.021007050179698318,0.08315914367288638,0.0,0.04355911360220587,0.0012992099024843444,0.0,0.0,0.007349098112964143,0.010154681403990522,0.04355911360220587,0.06876940854195233,0.0017981669439188247,0.002170307794085528,0.0047346083092021825,0.0,0.0015290632144553096,0.0,0.01319932844078613,0.002798182225777274,0.0,0.0,0.0,0.0027702541484695502,0.0,0.0,0.0,0.0,0.0,0.018098204261403288,0.0,0.004234789649066386,0.0,0.01400858322150881,0.0,0.005750576573909026,0.0,0.01400858322150881,0.0,0.0,0.0,0.0,0.0,0.0,0.025583621324336236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008527873774778745,0.0,0.15141045664077987,0.020696612818201378,0.0,0.0,0.0028751544051612747,0.03767125291904612,0.26928474343799846,0.22715326951138115,0.0,0.002878050386293259,0.003842165535064149,0.23389546106399545,0.013315291740506899,0.8766093048038661,0.0015621431929097864,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-365bea068bcb7c92f0dbf6868e8e6ac2d49feaae2d6464a4fbf9d4dc28ea4189.json,0.0,0.15278419862364948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01806382386682325,0.0,0.0,0.0,0.0,0.14477490986815506,0.0,0.0,0.00914079810461889,0.09188904430789174,0.030308350051637175,0.03785478039679167,0.4530000324702433,0.012567935047300603,0.023646921614285762,0.05397358019699304,0.13697187904921895,0.5422210196844872,0.0,0.28401767924458843,0.012706821288593843,0.0,0.0,0.014375456371631668,0.01891753729142861,0.27784338186970603,0.32799329504326535,0.0,0.007075508796526548,0.02058065240402644,0.0,0.009969922472570128,0.0,0.0,0.022806169482879245,0.0,0.0,0.0,0.02257854582829972,0.0,0.0,0.0,0.04826466025502183,0.0,0.1180053850443361,0.005642746980113115,0.0,0.0,0.03736632475176441,0.0,0.0374953776092732,0.0,0.03736632475176441,0.0,0.0,0.0,0.0,0.0,0.0,0.0722853780423353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22241654782257014,0.0,0.05484659931991815,0.06747387004394505,0.0,0.0,0.018746815857667205,0.07982883044760844,0.08476335290962195,0.05126895842823497,0.0,0.023457123087056112,0.018789000423217985,0.11950130159010147,0.01240277848344427,0.20023290771840357,0.010185613241576632,0.0,0.0,0.0,0.01744270244018457,0.0
