,closesocket ntdelayexecution socket,connect shutdown closesocket,createtoolhelp32snapshot process32firstw process32nextw,findfirstfileexw ntclose findfirstfileexw,findresourcea loadresource sizeofresource,findresourceexw loadresource findresourceexw,findwindowa findwindowexa findwindowexa,findwindowexa findwindowexa ntdelayexecution,findwindowexa ntdelayexecution getforegroundwindow,findwindowexa ntdelayexecution socket,getfiletype writeconsolew getfiletype,getforegroundwindow findwindowa findwindowexa,gethostbyname gethostbyname gethostbyname,gethostbyname ntdelayexecution getforegroundwindow,gethostbyname ntdelayexecution socket,gethostbyname socket gethostbyname,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemmetrics getsystemmetrics ldrloaddll,getsystemmetrics ldrloaddll ldrgetprocedureaddress,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getvolumenameforvolumemountpointw ntclose regopenkeyexw,getvolumepathnamesforvolumenamew getvolumepathnamesforvolumenamew ntclose,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress getsystemmetrics getsystemmetrics,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress getsystemmetrics,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,ldrloaddll ldrgetprocedureaddress ldrloaddll,loadresource findresourceexw loadresource,loadresource sizeofresource findresourcea,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,lookupprivilegevaluew ntclose lookupprivilegevaluew,ntallocatevirtualmemory getsystemmetrics getsystemmetrics,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory writeprocessmemory ntallocatevirtualmemory,ntclose findfirstfileexw ntclose,ntclose lookupprivilegevaluew ntclose,ntclose ntclose ntclose,ntclose ntclose ntunmapviewofsection,ntclose ntdelayexecution ntcreatemutant,ntclose ntopenkey ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose ntunmapviewofsection ntclose,ntclose regopenkeyexw regopenkeyexw,ntcreatefile ntclose ntquerydirectoryfile,ntcreatefile ntcreatesection ntmapviewofsection,ntcreatemutant ntclose ntdelayexecution,ntdelayexecution getforegroundwindow findwindowa,ntdelayexecution ntcreatemutant ntclose,ntdelayexecution ntdelayexecution ntdelayexecution,ntdelayexecution socket gethostbyname,ntenumeratevaluekey ntenumeratevaluekey ntenumeratevaluekey,ntopenkey ntqueryvaluekey ntclose,ntqueryvaluekey ntclose ntopenkey,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntunmapviewofsection ntclose ntclose,process32firstw process32nextw process32nextw,process32nextw process32nextw ntclose,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,regclosekey regclosekey regclosekey,regclosekey regcreatekeyexa regclosekey,regclosekey regopenkeyexa regqueryvalueexa,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regclosekey,regclosekey regqueryvalueexw regqueryvalueexw,regcreatekeyexa regclosekey regcreatekeyexa,regenumkeyw regenumkeyw regenumkeyw,regenumvaluew regenumvaluew regenumvaluew,regopenkeyexa regqueryvalueexa regclosekey,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regopenkeyexw,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexa regclosekey regopenkeyexa,regqueryvalueexw regclosekey regclosekey,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regopenkeyexw regclosekey,regqueryvalueexw regopenkeyexw regqueryvalueexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,shutdown closesocket ntdelayexecution,sizeofresource findresourcea loadresource,socket gethostbyname ntdelayexecution,socket gethostbyname socket,writeprocessmemory ntallocatevirtualmemory writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-23259ea20d4f481cdc1bf58894f6280ddbe3fc56d7bfbaaf11bafdf4840f8c2c.json,7.214033525044154e-05,6.751845962192125e-05,0.0,0.0,3.31948141173527e-05,0.008232597750435248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03536646771645272,0.00011125132095182768,0.0001529705663087631,0.003499775930090604,0.0001543415672529937,0.0001441546138774977,8.26098594166519e-05,0.00027426911355743245,0.0004435958847249681,0.00012366769777405622,0.00039510956987088886,6.939341181095032e-05,0.0025045582749483397,0.00023505957739414508,0.00031540948059104727,0.0004525440373697635,0.00021312760303305515,0.00821869133531627,0.0,0.0014546389138471747,0.0006267336777277384,0.0007362630204450795,0.00011125132095182768,0.000555214125394858,9.676369408734902e-05,0.0,2.261062784281866e-05,0.0007848606609056786,0.0028702784555533225,0.00021517999510177308,0.0,0.000439707369863311,0.0031242155460934574,0.0005817173151305741,0.0011326331945966798,0.0038167645814449497,0.0007311784431711195,0.0,0.0,0.0,0.0021664614447410163,0.0,0.00034642444394341866,0.0007116777611875064,0.00015114940839051316,0.00039533158318917416,0.998619067769676,0.00046074764314609103,0.0,0.0,0.0,0.00020608743492504062,0.0033680428284673506,1.6870455732000432e-05,0.0001675636482451929,0.004393064837447639,0.012390778944510926,0.0008504525221698595,0.0024118445265295533,0.0,0.0,2.6955917861924007e-05,0.00016197784192523336,0.0027303310518894445,0.0018182907266155394,0.004250825333779912,0.018164904843315153,0.0019308196041574934,0.016415182817459285,0.0014516833841438496,0.001538110532125461,0.00011292584232502281,0.0013553650613784942,0.013075444627428646,0.0017402991698741265,0.0025138462337879947,0.0012599416061027712,0.0030148963236987934,0.01701739312138808,6.705276465921407e-05,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2486e00f3531d89506d2a87525b723d2508b4b8c0040824956aeca41b97d17d7.json,0.01728159850287815,0.0,0.0,0.0,0.00795199312509779,0.08661523582503454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07855562559020254,0.00666271044807958,0.00666271044807958,0.6131507617365104,0.02464889199005007,0.020719799685320377,0.009894814169227526,0.03285130770313984,0.015743072321741214,0.01645847248273586,0.01577509754066881,0.013298846782438662,0.30162937457534456,0.0,0.006570261540627969,0.013140523081255937,0.0,0.08661523582503454,0.0,0.3484664382068528,0.0,0.1763756970032982,0.01332542089615916,0.0,0.006622929778139438,0.0,0.0,0.18001677309733838,0.11696124863144292,0.02209178779284151,0.0,0.013166777986188689,0.03773558029912648,0.03300476605268941,0.032397404974789275,0.03152848701676854,0.016524307514162787,0.0,0.0,0.0,0.3180889822280995,0.022820787337959652,0.0632288046271335,0.029507221425848926,0.013166777986188689,0.0,0.0,0.023412779628084912,0.0,0.0,0.0,0.0,0.13775188281523562,0.0040414068150484,0.0,0.056234147061873706,0.024002236412978453,0.07334294238910496,0.0,0.0,0.0,0.0,0.00776052958666397,0.01997145742609767,0.07259685858539636,0.08049863006401842,0.24208617188353687,0.04703776665117386,0.047906726286482335,0.055325204048741805,0.04703776665117386,0.0,0.01564746324237577,0.08000745470992818,0.0,0.06144950496024526,0.039198138875978214,0.0,0.27438697213184754,0.02141712544631629,0.0,0.005186112184339662,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2565563f99f161ad465a603000f5a2440b83b12413930bac01d20c6d3924f79e.json,0.0,0.0,0.0,0.0,0.0025622412643816384,0.03220225050650978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5902861106048984,0.0,0.04935781525797144,0.006440450101301956,0.006440450101301956,0.07257511328825839,0.007942211114199831,0.006676203677275775,0.01700397255979509,0.01058514197154165,0.011413426170867177,0.019091324156089853,0.007624429227832712,0.004285070856903473,0.11197877101568927,0.0,0.01481919876015831,0.007409599380079155,0.01645089311660208,0.03220225050650978,0.0,0.11228066639138505,0.17117774137858915,0.0568306689639355,0.006440450101301956,0.0,0.0021339988228978894,0.03340383473444299,0.0,0.05800387362698513,0.034260471541546336,0.005931897554518757,0.2202360816469735,0.0042425164791310786,0.012158921600755237,0.00472648371413023,0.010438888286170045,0.012190693201117419,0.006389230258938202,0.2202360816469735,0.0,0.22173634661112687,0.0,0.4742795113579785,0.020373188176162287,0.009507631501332109,0.0042425164791310786,0.0,0.0,0.005388513396509113,0.0,0.0,0.0,0.0,0.04438554622003903,0.0013021967127949245,0.0,0.018119413561171353,0.007733849816931351,0.023632102101222446,0.0,0.0,0.0,0.0,0.0025005490859451003,0.006435077536156604,0.023391703665449716,0.02464087468511231,0.07800348533733875,0.016419231447447443,0.015436204358030307,0.017826539654142,0.016419231447447443,0.0,0.005041827296853586,0.025779499389771168,0.0,0.019799873416393117,0.013893195840147834,0.0,0.08841124625548623,0.0,0.0,0.4277853401574212,0.0,0.03331932229846795
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-272ea0be5ed16c1b6a1d0149a85107e382cf7dab94eb40fb49ec17acd3c00b0b.json,0.09084386976630505,0.08974723787170873,0.0,0.0,0.010450275009551735,0.1138271902590028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07226484161081699,0.0058372918081539904,0.0058372918081539904,0.2960025284327427,0.028793642150057957,0.027229350107336604,0.014448303520350328,0.043172220413230655,0.020689081676668903,0.02307118878345215,0.020731168275559216,0.017476952507383757,0.3963924346618043,0.0,0.008634444082646131,0.017268888165292262,0.0,0.1138271902590028,0.0,0.4579443233379047,0.0,0.2282758074836398,0.014593229520384976,0.0,0.008703659128183092,0.0,0.0,0.23131556592611988,0.17389077683595208,0.025806556839101345,0.0,0.017303391587589114,0.04959098751308902,0.02570304643175942,0.04257571482472879,0.04972057014291154,0.023163475138714362,0.0,0.0,0.0,0.0,0.0999680205387676,0.08309343160688867,0.04021372525554536,0.017303391587589114,0.0,0.0,0.02344257903431595,0.0,0.0,0.0,0.0,0.12758267033945825,0.003540731820591037,0.0,0.07038215121539752,0.03154303171719817,0.09638513337704006,0.0,0.0,0.0,0.0,0.010198659270018421,0.026245900764873743,0.09540465203025425,0.10226262965770055,0.3181425124988976,0.061815646669569166,0.06295760781293493,0.07270675265602759,0.061815646669569166,0.0,0.020563435042289215,0.10514343905732723,0.0,0.08075512842291088,0.05151303889130764,0.0,0.36059127223915344,0.08443726521405462,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-27c0a52403d572f0ee5abc626a7f5cd834ed6a5b7eeebeadc848a5cc091eb5d1.json,0.0,0.0,0.0,0.0,0.002782376729170862,0.030306391461858657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6741998957909175,0.0,0.027486359853329315,0.0023312608816814353,0.0023312608816814353,0.0,0.008624567752266256,0.007249791036106838,0.003462163541997556,0.011494566536728954,0.005508450194130162,0.005758766401486304,0.005519655714870556,0.004653223566740833,0.10324481541445532,0.0,0.002298913307345791,0.004597826614691582,0.0,0.030306391461858657,0.0,0.12192728204249799,0.0,0.061713287123501236,0.0046625217633628705,0.0,0.002317341753662708,0.0,0.0,0.06298728789712152,0.03720396672739739,0.003864922623397466,0.0,0.004607013121189043,0.0,0.005132560496864371,0.008501810577798016,0.0,0.005781801866498009,0.0,0.0,0.0,0.0,0.5270047090943881,0.022123554666134557,0.010324481541445532,0.004607013121189043,0.0,0.0,0.0058514685902893385,0.0,0.0,0.0,0.0,0.016525350582390488,0.0014140752008214184,0.0,0.008432634239794814,0.0027994350176498454,0.01710830588357308,0.0,0.0,0.0,0.0,0.0027153842550272905,0.0,0.016934271006966838,0.016899726508566696,0.0,0.0027430604559027013,0.002793734817869477,0.0027654443332668197,0.0027430604559027013,0.0,0.0027374984429207093,0.011197740070599382,0.0,0.0,0.0027430604559027013,0.0,0.0027430604559027013,0.0,0.0,0.4772408296357595,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-27d4f0a222bbb2285e395dcbed061a6eeb91a69d6c8cab8c98fd1ffb244c699a.json,0.0045870764754303095,0.004293192382788525,0.0,0.051877722354774856,0.009498184016877902,0.11406771033515932,0.0,0.0,0.0,0.0,0.018041785096614586,0.0,0.0,0.0,0.0,0.0,0.1532557226356548,0.018569162147584077,0.018569162147584077,0.034874867059796553,0.02289905265473721,0.02474857147233784,0.039395894971919636,0.04447079647801113,0.034474304136839495,0.04718080546152104,0.025123224155810253,0.01588468349566306,0.40204980093389586,0.0,0.03139115045506668,0.028775221250477784,0.030491588016241366,0.11406771033515932,0.0,0.416222486831438,0.4230352829009795,0.21067030615947938,0.021221899597238945,0.0,0.007910696698804693,0.0582717351383678,0.03881809427743743,0.21342661957129425,0.16933729998042651,0.0293192554114322,0.0,0.02096924687178713,0.04507291191356105,0.029201655528211787,0.03869677818868587,0.04519068868616468,0.028948047306227673,0.0,0.0,0.0,0.0,0.009086025525762443,0.07552305592673024,0.04960354686846767,0.015726935153840348,0.08872002697061368,0.0,0.02397015106841182,0.0,0.0,0.0,0.0,0.11595902300573285,0.0032181471162864034,0.0,0.06716835243985222,0.028669247405099227,0.08760379343794096,0.0,0.0,0.0,0.0,0.009269492179252018,0.023854721040894457,0.08671264059762089,0.09615083783730308,0.28915756997250797,0.05930514506083541,0.05722174236784381,0.06608267393588896,0.05930514506083541,0.0,0.018689966519757305,0.09556415801699741,0.0,0.0733977880358496,0.049941174788071925,0.0,0.327738959546722,0.004263580953887557,0.0,0.004129668883772243,0.0,0.058124306367863254
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2821c9781c0351109c2a8b9633972e2c71f46371b648d2103c2741f560b60a1b.json,0.0,0.0,0.0,0.009876731171708215,0.0018083101164807459,0.023736925082578665,0.09641645990557642,0.09187921473354929,0.0012199513083566826,0.09321734150791881,0.0034348821260575817,0.09641645990557642,0.0,0.10433980761679824,0.13388620910934454,0.0,0.040491313541996754,0.005555450551241816,0.005555450551241816,0.0,0.0049824367629258855,0.004711752486828093,0.014000710510349118,0.008964598101331345,0.009546740964531897,0.015968905713283507,0.005978850841228803,0.0030242027119352557,0.8887077709063045,0.06829349673312488,0.061756120253615925,0.04432495727880498,0.031605738785766696,0.023736925082578665,0.0,0.07924244595668152,0.16107899790924196,0.03950072621468589,0.005050409592038015,0.0,0.001004051079198575,0.02681063095045527,0.008211529050612834,0.04123965546728267,0.048358878724818734,0.004465553084586632,0.08092349975096756,0.003992226428320877,0.0,0.006115507334602011,0.006139399502531915,0.0,0.006012293416379312,0.08092349975096756,0.09641645990557642,0.08169034807549315,0.0,0.17557890145481556,0.01437844390224168,0.008946722525902394,0.002994169821240657,0.016890946945260443,0.0,0.006591798854698606,0.0,0.0,0.0,0.0,0.02028682454963028,0.028796259883896707,0.0,0.005480500769192021,0.0024258620863107454,0.011118955345177652,0.0,0.0470435256074981,0.0,0.03230572382544885,0.001764770660643651,0.0007569294879144489,0.011005847359228773,0.01098339634989175,0.0,0.0029712630934808117,0.0036313838316375867,0.00179730548778021,0.0029712630934808117,0.0,0.0023721906892452405,0.007277586258932236,0.0,0.0,0.0029712630934808117,0.0,0.01782757856088487,0.0,0.0,0.15881771140759032,0.0,0.026742799464948768
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2860ba35f778ed52b8487fe93a77c05a2d49222ba8f6cb81877c1779d13c1f4a.json,0.003687804212520802,0.0034515345534814777,0.0,0.0,0.005090743267722853,0.06398046595003323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09806569319874978,0.012796093190006646,0.012796093190006646,0.39252965430234743,0.013149866851110156,0.013264495969406872,0.03378403901172505,0.02103090016486834,0.022676561824483858,0.03793125622890331,0.015148460959310153,0.008513716455878447,0.22248302008108284,0.0,0.031546350247302506,0.014721630115407839,0.03540892658744738,0.06398046595003323,0.0,0.22308283551327665,0.3401014364341533,0.11291299904115852,0.012796093190006646,0.0,0.004239897425747576,0.06636781210044705,0.0,0.1152439597602391,0.13387061774323217,0.02121423237089131,0.3708944662480194,0.008429168050867401,0.024157736097015405,0.025824506683281387,0.02333285847417091,0.024220860933422093,0.01269432796152804,0.3708944662480194,0.0,0.3740543471336676,0.0,0.007304757919004384,0.04047810484969264,0.018890067742733448,0.008429168050867401,0.0,0.0,0.025694571712020317,0.0,0.0,0.0,0.0,0.08818662931743722,0.03363420148361742,0.0,0.03600023303187274,0.017926838184926082,0.0469530197434281,0.0,0.05182303204192823,0.0,0.136420305821257,0.004968171265463435,0.015981773506197224,0.046475388407342166,0.05153398055211154,0.15497983088482073,0.03262225658224608,0.038336433470972126,0.035418341743481054,0.03262225658224608,0.0,0.012521580581265537,0.051219537671217376,0.0,0.039339024664640114,0.027603447877285144,0.0,0.24341222219060538,0.0034277282897697946,0.0,0.0,0.0,0.06619990007730561
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2a1858cfa17d4f07292362a2719d61c97a487d29a5adf45d8e8b32f3252331a2.json,0.0,0.0,0.0,0.0,0.0027375246628622376,0.029817850760245082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507686548470366,0.0,0.027043278216756103,0.0022936808277111602,0.0022936808277111602,0.07753999020251358,0.005657026162998157,0.007132924004814482,0.0034063532747792666,0.01130927349028808,0.005419653673236852,0.005665934769526705,0.005430678560364981,0.00457821334624258,0.10383784781423126,0.0,0.0045237093961152325,0.0045237093961152325,0.0014646918129467316,0.029817850760245082,0.0,0.11996180753228307,0.0,0.06071846553188617,0.0045873616554223205,0.0,0.002279986076803666,0.0,0.0,0.06197192934278082,0.06954804979105837,0.010140319620204872,0.0,0.004532747815621364,0.012990715674821051,0.00757473500792918,0.009758887742859358,0.013024660776236418,0.005688598901572129,0.0,0.0,0.0,0.0,0.5204734147437436,0.021766921744911252,0.010158050329653058,0.004532747815621364,0.0,0.0,0.010362856669081497,0.0,0.0,0.0,0.0,0.05013179647744088,0.0013912802306048856,0.0,0.019358965991939054,0.009640077897765905,0.02524877857393645,0.0,0.0,0.0,0.07335941572004476,0.0026716121110961655,0.008594127974766894,0.024991934436739176,0.027712169975519688,0.08333971818680855,0.01619305302052355,0.02061524743908516,0.019046056526797344,0.01619305302052355,0.0,0.006733424542653135,0.02754307970790259,0.0,0.021154386416459343,0.013494210850436294,0.0,0.13089384524923206,0.0,0.0,0.4695476811445468,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2a7c74a91f4b6f4ed632d97fc3ee8835a7a615cb15dbf6ecbb96526d06f64db6.json,0.0,0.0,0.009129654545822144,0.0038878640208161084,0.0,0.0026838497770744494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03551104228524555,0.0008946165923581499,0.0011928221231442,0.003920432549407642,0.00220644014968399,0.0021638497013908038,0.003542928463552621,0.004116948625566063,0.002818475318411098,0.004419829642204998,0.0017651304870500456,0.0,0.04725050256407406,0.007840865098815285,0.006763558456287103,0.007351693974225112,0.0034276894571966866,0.0026838497770744494,0.0,0.009925012566508792,0.01240570445726705,0.0,0.0017892331847162999,0.014551614704550133,0.011264151969246477,0.0,0.004363707539022459,0.0,0.021574051873467854,0.0032959025490273937,0.0,0.003830519023244331,0.021393317125807065,0.003939219173501582,0.01160018634684304,0.02144921845854535,0.0011833358046176277,0.0,0.0,0.0,0.0,0.0,0.002829956275562973,0.008804441471566594,0.0026518977853229983,0.004986698313767663,0.13548992246639047,0.0035927825541410886,0.010095215749682999,0.010095215749682999,0.32593125134690826,0.0,0.02959399084331653,0.0,0.0,0.07191124737582408,0.032944508739761486,0.01604845579387193,0.11763528973433064,0.0,0.11741995351000334,0.0,0.0006946821005073138,0.054079153833593685,0.05776437193324152,0.06701409977322342,0.1679447511862333,0.03368460275861863,0.0653974911532147,0.015564759515596351,0.02561433334769958,0.0,0.009104415017600929,0.056220520349375566,0.11515429182407334,0.026953130769057934,0.021754639281607865,0.1251302877981098,0.8691329274281077,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2b470ddd183ec9f15d7cef2e1f2daf7243e1deef16fb6e74cb75b67c5d25df18.json,0.0,0.0,0.0,0.021476757139098298,0.002621423122600093,0.03294604815362611,0.24418721598424897,0.21952184063230465,0.005305520119076038,0.2260876480108498,0.007469083438666632,0.24418721598424897,0.0,0.24089009171160256,0.344066179526939,0.0,0.05049786684685838,0.006589209630725222,0.006589209630725222,0.010312698731113314,0.0067713815468113505,0.007968809998405508,0.01739672507189202,0.012995561178069147,0.01167704996727578,0.019532289671365385,0.0078005359418377015,0.004384046101520219,0.11672683008530649,0.0,0.015161488041080673,0.00974667088355186,0.01683087077035697,0.03294604815362611,0.0,0.11487409058270619,0.17513155203695738,0.0581433262221876,0.006589209630725222,0.0,0.0021832892693249054,0.03417538620334169,0.01785580796871691,0.05934362920458561,0.03972538392220802,0.008496474971762067,0.19957182366036352,0.006510763223788462,0.012439764620602109,0.0072534818651068395,0.010680002507183694,0.012472270071587237,0.008715742304326621,0.19957182366036352,0.24418721598424897,0.2011759129006231,0.0,0.4194079182963847,0.02084376179109098,0.014050451769527633,0.004340508815858975,0.03672903100085205,0.0,0.006615570739764057,0.0,0.0,0.0,0.0,0.045410749872739145,0.042632782422768765,0.0,0.01853793018538066,0.00791248389394475,0.02417794910454753,0.0,0.06893808211199953,0.0,0.0,0.0025583059972593847,0.006583712971727694,0.023931998019873384,0.026536865269844386,0.07980518577591701,0.0167984777897365,0.015792745043892893,0.01823829156720461,0.0167984777897365,0.0,0.005158281868244753,0.02637494631314916,0.0,0.02025720478388053,0.0142140965913155,0.0,0.09045334194473502,0.0,0.0,0.3778290190075098,0.0,0.034088921725194385
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2ca870cb512099a0df67fefee9eb2bf8fd53cc078919852144d6cbff26456347.json,0.01602570279036839,0.014998970589865346,0.0,0.0,0.0110611537230754,0.12048104458205912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10927019638927322,0.009267772660158394,0.009267772660158394,0.026108798304517927,0.028571996470598986,0.0288210623205034,0.013763601007356798,0.045695885143765415,0.02189847756214347,0.022893593004245587,0.02194302436493877,0.01849858095776104,0.4195638536259358,0.0,0.009139177028753083,0.018278354057506167,0.0,0.12048104458205912,0.0,0.48471380441380263,0.0,0.24533707045226588,0.018535545320316787,0.0,0.009212438092020242,0.0,0.0,0.2504017758361879,0.14790189652087699,0.025607904935487,0.0,0.01831487440339647,0.05248986611931466,0.02040415305864024,0.03943144657449096,0.05262702359957209,0.022985168964073616,0.0,0.0,0.0,0.0,0.0,0.08795072087017479,0.041044290028624156,0.01831487440339647,0.0,0.0,0.023262124393279123,0.0,0.0,0.0,0.0,0.19161167866875536,0.005621561957548243,0.0,0.07822121263840562,0.033386903444825054,0.09635165470540653,0.0,0.0,0.0,0.0,0.010794829595568763,0.027780124704421878,0.09537151392165052,0.10637425388152984,0.3367397732001592,0.0654291269539277,0.0666378422978782,0.07695688076140295,0.0654291269539277,0.0,0.021765486158913366,0.11128967814941683,0.0,0.08547573040863242,0.05452427246160642,0.0,0.38166990723124494,0.014895518214194952,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-2ec9be730d82cf10af338e7f25781006744b9dda9c9ff484acfd2de501b05e24.json,0.03506212460873673,0.05553437989097357,0.0,0.0,0.0037231301321001384,0.04679230283614922,0.35031506894353953,0.26623945239709,0.23359349782048766,0.03321782424794094,0.0,0.35031506894353953,0.0,0.0,0.0,0.0,0.07172063450704542,0.009358460567229844,0.009358460567229844,0.00878809354920065,0.011540632775623606,0.009701028324084043,0.024708056763755048,0.015381010982318876,0.016584570500042726,0.027741136330650517,0.011078871686605091,0.006226531688213885,0.16271361417819888,0.0,0.023071516473478312,0.010766707687623214,0.02589642309383577,0.04679230283614922,0.0,0.16315229096700076,0.2487341905428557,0.08257925550898512,0.009358460567229844,0.0,0.003100861511304562,0.04853829549791134,0.0,0.08428401051892155,0.09956610699349919,0.017238990592160237,0.29868502091397486,0.006164696962366782,0.017667831681159103,0.020603813754290278,0.017064554994161447,0.017713998216800326,0.009284034266663674,0.29868502091397486,0.35031506894353953,0.3009223273259442,0.0,0.0,0.029603781595454834,0.013815306864186697,0.006164696962366782,0.0,0.0,0.01879180094957379,0.0,0.0,0.0,0.0,0.0644955519446106,0.001892190203446197,0.0,0.026328876809288956,0.01311084608072113,0.03433922973649491,0.0,0.0,0.0,0.09977139378718503,0.0036334867360449255,0.011688317280226661,0.033989912647438045,0.037689528960758924,0.11334495728620053,0.023858383750864635,0.02803746390394463,0.025903308896022978,0.023858383750864635,0.0,0.009157694959636632,0.0374595602306318,0.0,0.028770711936111304,0.020187863173808537,0.0,0.17802024798722074,0.05515134270207573,0.0,0.0,0.0,0.04841549254360336
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-31e4807b0f375d8f919a3037f2764686a46d2e41bd957f8edd8f771621a3e53f.json,0.0,0.004318511086582446,0.0,0.0,0.0031847328919872666,0.04002572584000816,0.32962208446723107,0.3146392624459933,0.3287259804108565,0.009471411932893848,0.0,0.32962208446723107,0.0,0.01020886892722981,0.0,0.0,0.06134920232292357,0.00800514516800163,0.00800514516800163,0.24556376847034786,0.009871756154314903,0.00829817462554908,0.021135055257451508,0.013156782021953459,0.014186296287520467,0.023729524942360896,0.009476769764836327,0.0053261206476471375,0.13918379983004525,0.0,0.019735173032930185,0.00920974741536742,0.022151573403435154,0.04002572584000816,0.0,0.13955904011138903,0.21276504711824956,0.07063757158198951,0.00800514516800163,0.0,0.002652449766234325,0.04151923266404862,0.0,0.07209580407999305,0.08232904298211405,0.011796865200098271,0.2789561512422048,0.005273227764969088,0.015112908410038003,0.008812160874787148,0.014596870818043657,0.015152398860102601,0.007941481562639465,0.2789561512422048,0.32962208446723107,0.28080689676742143,0.0,0.004569804759190663,0.025322815380903935,0.011817492438400069,0.005273227764969088,0.0,0.0,0.012055756405301939,0.0,0.0,0.0,0.0,0.05516893000702403,0.038845510084249295,0.0,0.02252149052236459,0.011214902856887808,0.029373476227551095,0.0,0.06213856599807933,0.0,0.08534357602328255,0.003108052716479826,0.009998084185503244,0.029074673450376846,0.03223929282781438,0.0969542833053319,0.020408252407275645,0.023983000952059273,0.022157463458290942,0.020408252407275645,0.0,0.007833412026425608,0.032042579591108025,0.0,0.02461021489386928,0.017268521267694775,0.0,0.15227696026967213,0.004288725027026615,0.0,0.0041540232229009474,0.0,0.041414188092964224
