,findfirstfileexw ntclose findfirstfileexw,findfirstfileexw ntclose seterrormode,findresourceexw loadresource findresourceexw,findwindowa findwindowexa findwindowexa,findwindowexa findwindowexa ntdelayexecution,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getforegroundwindow findwindowa findwindowexa,gethostbyname gethostbyname gethostbyname,gethostbyname ntdelayexecution socket,gethostbyname socket gethostbyname,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getusernamew getusernamew getusernamew,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetdllhandle ldrgetprocedureaddress ntclose,ldrgetprocedureaddress getsystemmetrics getsystemmetrics,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,ldrloaddll ldrgetprocedureaddress ldrloaddll,loadresource findresourceexw loadresource,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,lookupprivilegevaluew ntclose lookupprivilegevaluew,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntallocatevirtualmemory ntreadfile,ntallocatevirtualmemory ntreadfile ntwritefile,ntclose findfirstfileexw ntclose,ntclose ldrgetdllhandle ldrgetprocedureaddress,ntclose lookupprivilegevaluew ntclose,ntclose ntclose ldrunloaddll,ntclose ntclose ntclose,ntclose ntcreatefile setfilepointer,ntclose ntdelayexecution ntcreatemutant,ntclose outputdebugstringa outputdebugstringa,ntcreatefile ntcreatesection ntmapviewofsection,ntcreatefile ntqueryinformationfile ntallocatevirtualmemory,ntcreatefile setfilepointer ntreadfile,ntcreatemutant ntclose ntdelayexecution,ntcreatesection ntmapviewofsection ntclose,ntdelayexecution getforegroundwindow findwindowa,ntdelayexecution ntcreatemutant ntclose,ntdelayexecution ntdelayexecution ntdelayexecution,ntdelayexecution socket gethostbyname,ntdelayexecution timegettime ntdelayexecution,ntenumeratevaluekey ntenumeratevaluekey ntenumeratevaluekey,ntfreevirtualmemory ntclose outputdebugstringa,ntfreevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntopenfile ntopenfile ntopenfile,ntopenkey ntqueryvaluekey ntclose,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntqueryattributesfile ntqueryattributesfile ntqueryattributesfile,ntqueryinformationfile ntallocatevirtualmemory ntallocatevirtualmemory,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntreadfile ntwritefile ntreadfile,ntreadfile ntwritefile ntsetinformationfile,ntreadfile setfilepointer ntreadfile,ntsetinformationfile ntfreevirtualmemory ntclose,ntwritefile ntreadfile ntwritefile,ntwritefile ntsetinformationfile ntfreevirtualmemory,ntwritefile setfilepointer ntwritefile,outputdebugstringa ntcreatefile ntqueryinformationfile,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,regclosekey regclosekey regclosekey,regclosekey regclosekey regopenkeyexa,regclosekey regopenkeyexa regqueryinfokeya,regclosekey regopenkeyexa regqueryvalueexa,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regenumkeyexa regopenkeyexa regqueryvalueexa,regopenkeyexa regqueryinfokeya regenumkeyexa,regopenkeyexa regqueryvalueexa regclosekey,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryinfokeya regenumkeyexa regopenkeyexa,regqueryvalueexa regclosekey regclosekey,regqueryvalueexa regclosekey regopenkeyexa,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regqueryvalueexw,setfilepointer ntreadfile ntclose,setfilepointer ntreadfile setfilepointer,setfilepointer ntwritefile setfilepointer,socket gethostbyname ntdelayexecution,socket gethostbyname socket,timegettime ntdelayexecution timegettime
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-ad74a71d3a7f3b6b6210cc7dd1d30b3663949dd5ef418dbd619adf39ca5c48ba.json,0.03666437503190132,0.014754689764380413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5320381442029947,0.09535882748755985,0.015908241022789853,0.0,0.5268486838432866,0.032557878916412895,0.19629676365698817,0.011717434347391233,0.008626242353570032,0.01962967636569882,0.0,0.0,0.0,0.01427739670644012,0.0,0.1319769631360379,0.00803532230587618,0.0,0.03666437503190132,0.02760292457232724,0.0,0.01801541183420874,0.18286935262411072,0.0,0.0,0.0,0.008608943895894599,0.0,0.0,0.0,0.017114552936401798,0.0,0.0,0.13457914628067016,0.0,0.0,0.0,0.0,0.006922173703165953,0.0,0.03922015213710831,0.0,0.005930016229316715,0.0,0.0,0.05018393854251569,0.0,0.0,0.008498207479659459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059169558869825195,0.0,0.0,0.022453290984609922,0.02330693005541099,0.15149504536017144,0.0,0.0,0.0,0.005833108591862597,0.005852299319562248,0.036651541570121175,0.02894346209113981,0.05444619822932073,0.15680699011875004,0.0,0.0,0.03268544980053822,0.1509993238180556,0.1626146564194445,0.4520105336722116,0.009579450437611839,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-ad90f50d4ca71148c1a52506f79f120410d3181462295f8524580688548a0396.json,0.0,0.0,0.06148254634855183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025569271245549318,0.0,0.0,0.0019558836855993462,0.008471843188934236,0.0,0.004489500548633625,0.003594712199684319,0.003470997939190995,0.9810677385447439,0.05996143507036312,0.06253581588091277,0.045202779762300485,0.0202451714482003,0.06148254634855183,0.10492147061255913,0.0,0.06557957019080125,0.0,0.0,0.0,0.0,0.0019618332539857865,0.05765250434688858,0.0,0.0017723377768085237,0.0,0.0,0.0,0.0036712006452235177,0.0,0.0,0.0,0.001824583785846047,0.0,0.0,0.0,0.0,0.0,0.02122611171793531,0.0,0.0,0.0,0.0066900214276076125,0.0,0.0050575958376579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00252322846248402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018956143288891736,0.0,0.0,0.0,0.002468531749978449,0.0,0.0024766229781703957,0.0,0.0,0.0,0.0,0.0024766229781703957,0.0024712244747456375,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-ad96e019652bae1367bbbde130c9e6e7098048b89b82f89353ea0aa688f49b10.json,0.0,0.0,0.03537369507367001,0.0,0.0,0.0,0.0,0.0,0.0,0.6304026609818364,0.0,0.0,0.0,0.0,0.05546107490189064,0.0,0.0,0.014141377038697427,0.009423521577840039,0.0012576635555909888,0.011236107041656156,0.014994455998709069,0.0038609099870177675,0.09683671379883296,0.0,0.012275423226005519,0.006517855736459911,0.012510776760047063,0.03537369507367001,0.11670774827225566,0.1557651964371147,0.07294640386707094,0.0,0.0,0.0,0.0,0.0032733215645221808,0.0627347512213407,0.0032045645686643834,0.05717152978456393,0.0,0.0,0.0,0.006125403479262742,0.0,0.0,0.0,0.0020295470882836664,0.0,0.0,0.0,0.5333579743691577,0.0,0.023610531654891256,0.0,0.008208731794549517,0.0,0.008371732674634634,0.0,0.005625737215062746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04631011292041959,0.0,0.0,0.0,0.008291629738720262,0.004145814869360131,0.0,0.0,0.002108556796103436,0.01660140620990754,0.016656024268355843,0.0,0.004118748723162726,0.006456559133917126,0.004132248948867616,0.0,0.0,0.0,0.011019330530313644,0.004132248948867616,0.03985800153644395,0.0,0.0,0.0,0.4963575367874679,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-ad9900cf8bf77c5291d6583fa7d2bf68ad622e2404b85bd87fc99b4a76cf9ee1.json,0.0,0.0,0.13105571015816492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12158418784556044,0.0374951652149077,0.0,0.013950604642791948,0.04028437743843814,0.005376354576736507,0.02134797948662031,0.021366475365093868,0.01650490784025021,0.3661996780159447,0.0,0.008745983448053366,0.01592172513112803,0.0,0.13105571015816492,0.49891104323946406,0.0,0.31183676313408354,0.0,0.0,0.0,0.0,0.013993040743141675,0.2681832238438268,0.01369911317585281,0.12641438649846887,0.0,0.0,0.0,0.021821112175092493,0.0,0.0,0.0,0.008676060245435583,0.0,0.0,0.0,0.019159989130497084,0.0,0.10093207309510298,0.0,0.0,0.0,0.03578811128015561,0.0,0.024049323755355706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20996812569435794,0.0,0.0,0.0,0.07679897601264377,0.03544568123660481,0.0,0.0,0.009013816875461983,0.10645340623107635,0.11867070477277396,0.29728242057586635,0.07042854489903047,0.0662423607877419,0.07065939201210074,0.0,0.0,0.0,0.11187737068582618,0.05888282667675062,0.4112813237859168,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-ada0d13de57259ca50f6c6137799d46819ad67d2730c83da6e11cf07eec1f93f.json,0.0,0.0,0.024477426671126613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02270841948638876,0.0,0.0,0.0026055705756712817,0.008276355779587656,0.0,0.003987186837031601,0.003990641333661379,0.0030826407402307124,0.8712996759856695,0.05325257053701437,0.05553891334288713,0.040145206914015484,0.017980013642337044,0.024477426671126613,0.09318219298931048,0.0,0.05824211317281903,0.0,0.0,0.0,0.0,0.002613496415249469,0.05120197758385004,0.0025585992233129024,0.023610561279301508,0.0,0.0,0.0,0.004075554376864961,0.0,0.0,0.0,0.001620437813778811,0.0,0.0,0.0,0.46342006828389876,0.0,0.018851200111529486,0.0,0.0,0.0,0.006684186965229705,0.0,0.004491720032659928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013445482235882607,0.0,0.0,0.0,0.0066202309096645585,0.002206743636554853,0.0,0.0,0.001683521010490961,0.013254950594512427,0.01329855892847804,0.0,0.0021923368075551764,0.002062027065624005,0.0021995227379705694,0.0,0.0,0.0,0.008798090951882278,0.0021995227379705694,0.0021947282532474486,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-ae51172509ee5dc56c8f1c971c67fcf819300950ca16836957b08483d575ed52.json,0.007937208150420372,0.0,0.032287940356649586,0.2541875425202765,0.2189536257352877,0.0,0.0,0.2541875425202765,0.0,0.3729056628030216,0.0,0.0,0.0,0.0,0.05062303711327076,0.0,0.0,0.01588650070878296,0.00946162712782341,0.00229590749776544,0.010255947342972471,0.016423732944780955,0.0035241110979104978,0.0892392511584301,0.0,0.01400575103012472,0.006799181040642292,0.014845250882138115,0.032287940356649586,0.10652697739169234,0.1421773258838004,0.06658306779619386,0.0,0.0,0.0,0.00661434012535031,0.002987779795786595,0.0572622085848083,0.003900027574975578,0.056682928985982144,0.0,0.21546194231691915,0.0,0.006522910279840654,0.0,0.0,0.21546194231691915,0.0037050070794719574,0.2541875425202765,0.2156019896161262,0.0,0.47251296575973223,0.0,0.021550913363002078,0.0,0.004495595532796282,0.0,0.00933953904916633,0.0,0.0051349870937665775,0.0,0.01922743007805192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02049471093440319,0.0,0.0,0.0,0.00756832572638123,0.003784162863190615,0.0,0.0,0.0019246209910898204,0.015153215190713581,0.015203068750255554,0.0,0.0037594577790232377,0.0058933338965843195,0.00377178033909091,0.0,0.0,0.0,0.010058080904242428,0.00377178033909091,0.036381067164845404,0.0,0.0,0.0,0.4434600606860247,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-afee8e31fe9fb0951bdb8389508c98a1de93dbf3beb5eab5725263e529f36abb.json,0.0037994831178677214,0.0005096699872865837,0.016829865997589323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06541323294256125,0.9519170480080851,0.0038323795011544924,0.0,0.0015843231151806622,0.00548995304423796,0.0010990340195984037,0.008364242188085388,0.002329457798462735,0.0022492880566646204,0.05343161913972297,0.002023771665224521,0.005959511044805285,0.006780662327376011,0.004373115277060457,0.016829865997589323,0.05099367995984523,0.0009863657879712008,0.03187282445327859,0.001367660686828904,0.0011102538061806518,0.0,0.004643812699616104,0.0022247994159500656,0.02720795332939351,0.004044981401598485,0.05340601442495363,0.0,0.0,0.0,0.0035685361571456374,0.0,0.0014325006364919346,0.0,0.0017735596173433525,0.0,0.0,0.034533615599038225,0.0013055612044059045,0.0,0.0103162635961638,0.0,0.0038257928722353085,0.0,0.010567271229041036,0.0,0.0024580805244727565,0.0013055612044059045,0.008590427300203762,0.011094396795552268,0.0,0.0,0.0029355285453530975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019212556733218963,0.0,0.0,0.0,0.008855982218669426,0.056758795128744974,0.0,0.0,0.0009213019017968334,0.010880598859338916,0.018598303712486903,0.030385225618783648,0.13397206594467587,0.17754094705303114,0.0072220939408889325,0.0,0.0,0.0,0.1380222397592107,0.006018411617407443,0.04203704945559636,0.0026472171008497555,0.039394491264236636,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b0e89e830426555734cc9364af793e2d18c2da4c2637ba0a4958fdefaf4c4f3b.json,0.0008279659350656633,0.0,0.00847638625475131,0.0,0.0,0.0,0.0,0.0,0.0,0.0018032866622428921,0.0,0.0,0.0,0.0,0.08855356252161269,0.0,0.0,0.0025893632018087515,0.0008523960891176776,0.00011974822646618838,0.0016047660973887922,0.002617440166671675,0.000367615902866578,0.06241428169140578,0.0032414311399061283,0.004139508438803274,0.003147311079609241,0.0018463778720536881,0.00847638625475131,0.03965073842878907,0.007496182763773426,0.003472789861539436,0.001564680307174584,0.0,0.0,0.0006899716125547193,0.00020777917923678053,0.0030530092223190084,0.0003051220829195628,0.004129610675445424,0.0,0.00877961161889519,0.0,0.0009234463512150095,0.0,0.0,0.00877961161889519,0.0008212827022795221,0.0,0.008810677927233378,0.9930281220661509,0.0014936350265953107,0.0,0.002248072848281305,0.0,0.004220602382605275,0.0,0.0007085450093583006,0.00023644541142812944,0.000535653634132725,0.0,0.002005699840773456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002204704853303652,0.0,0.0,0.0,0.0007894861477952891,0.00039474307389764454,0.0,0.0,0.00015057441372980974,0.0008562125724246667,0.0008590294824944266,0.00041383806298756555,0.001176497925854698,0.0013524724511827992,0.0008524780269029445,0.0,0.0,0.0,0.0007213275612255684,0.0008524780269029445,0.0021592656685993535,0.0,0.0,0.0,0.0014017974691376731,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b4b202425d9d0632578ac630d5d3399c1e978c392bccc49015d296804c2d050e.json,0.0,0.0,0.030219683481596392,0.0,0.0,0.0,0.0,0.0,0.0,0.6400748285511733,0.0,0.0,0.0,0.0,0.028035677870315877,0.07781292559976816,0.0,0.0032168217330879626,0.009289035433660725,0.0012397150295681888,0.004922556844556431,0.00492682174528079,0.003805809683708817,0.08444071873975428,0.0,0.002016706110832421,0.003671335597380621,0.0,0.030219683481596392,0.11504217400351362,0.0,0.07190536199044396,0.0,0.0,0.0,0.0,0.003226606926874745,0.06183944316393182,0.0031588311844880502,0.030121105248472453,0.0,0.0,0.0,0.005031654876783875,0.0,0.0,0.0,0.0020005827610861276,0.0,0.0,0.0,0.5323733026470067,0.0,0.02327357807144992,0.0,0.0,0.0,0.0082522569522933,0.0,0.005545450487858872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04841582478207061,0.0,0.0,0.0,0.01907102678005967,0.008173297191454145,0.0,0.0,0.0020784648956447076,0.024546723206173147,0.02736386787300756,0.06854932641701306,0.016239874877252754,0.015274597143942581,0.016293105115608678,0.0,0.0,0.0,0.02715517519268113,0.013577587596340566,0.09483593970611924,0.0,0.0,0.0,0.4975666340290991,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b50c771b0643fcc2080eafe121cb24dc5f21cbdb5ee1d6a80833e7c892d0c42d.json,0.02524038475632148,0.0,0.07358439926713363,0.352138707860415,0.3281292505062958,0.0,0.0,0.352138707860415,0.0,0.0,0.0,0.0,0.0,0.0,0.10112950360330342,0.0,0.0,0.02841704888938319,0.023249856179226636,0.0073010040193356735,0.01993077395578787,0.030466100460396387,0.008405025893510098,0.20405243001104795,0.0,0.023753812884134994,0.014864746557096208,0.023604007666690834,0.07358439926713363,0.25406747360076515,0.22606251095619598,0.15880101204191965,0.0,0.0,0.0,0.021033653963601233,0.007917636170431798,0.13555907260840713,0.009301588923376682,0.1087235268453398,0.0,0.2997621735306537,0.0,0.01629799783153199,0.0,0.0,0.2997621735306537,0.00883646388363404,0.3481371316347285,0.30039877772917395,0.0,0.0032523700691514776,0.0,0.051399056332878855,0.0,0.011913357821180545,0.0,0.024299843004351583,0.0,0.012246974708469981,0.0,0.06114337986960766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03055000454330849,0.0,0.0,0.0,0.012033667863738162,0.006016833931869081,0.0,0.0,0.00459023249150525,0.024093672136385233,0.024172939493399482,0.0,0.007970070333665685,0.00937042422400006,0.0079961942260467,0.0,0.0,0.0,0.0159923884520934,0.0079961942260467,0.05984073186673835,0.0,0.0,0.0,0.0030523950298809725,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b62439942588e8e2953b38988d69c96093a848cbd09b6c56ff8a90a46acdeee1.json,0.0,0.0,0.03233632609208316,0.0,0.0,0.0,0.0,0.0,0.0,0.6421001767762263,0.0,0.0,0.0,0.0,0.02999934868210086,0.0,0.0,0.0034421338861666158,0.00993965668259543,0.0013265469667075342,0.005267341844573943,0.005271905466845409,0.004072375643899864,0.088390861727923,0.0,0.0032369399139217433,0.003928482743463245,0.0013196003723266716,0.03233632609208316,0.12309994097672372,0.0,0.07694174674292283,0.0,0.0,0.0,0.0,0.003452604453052477,0.06470033026407294,0.00225338771474675,0.05926316340785444,0.0,0.0,0.0,0.005384081305073576,0.0,0.0,0.0,0.0021407072835848153,0.0,0.0,0.0,0.5389330747163575,0.0,0.024903702591930803,0.0,0.0,0.0,0.008830260315847622,0.0,0.005933864112511657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05180695883607224,0.0,0.0,0.0,0.00874577006709294,0.00437288503354647,0.0,0.0,0.0022240444271180177,0.01605145738184078,0.01756829032086555,0.0,0.0028962242994442127,0.006810190926174084,0.0029057173965867018,0.0,0.0,0.0,0.011622869586346807,0.0029057173965867018,0.04204106161949502,0.0,0.0,0.0,0.5013594572817363,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b66dc00d759d7e7bd24d8a7ffea8a7629b7d498777351a92b218c94084490813.json,0.022896395315820644,0.0,0.04657037035751256,0.3775161865226011,0.3521064431989645,0.0,0.0,0.3775161865226011,0.0,0.0,0.0,0.0,0.0,0.0,0.07301591742756045,0.1039258578113284,0.0,0.022913825209062644,0.014887567353245366,0.004967238292214561,0.014792621048403606,0.023688699788303763,0.005082986316187007,0.1323913842708538,0.0,0.018854391816565015,0.011032615355904486,0.01976490743063687,0.04657037035751256,0.15364872256944007,0.20506884767847133,0.09603579827505217,0.0,0.0,0.0,0.019080329429850537,0.0043094111950011445,0.0825918975266707,0.0070314847650896645,0.0441224886978005,0.0,0.3075334017828826,0.0,0.010752332885566276,0.0,0.0,0.3075334017828826,0.0066798760606249195,0.3775161865226011,0.30776668908749666,0.0,0.0,0.0,0.03108386616710838,0.0,0.0,0.0,0.015920087809562746,0.0,0.0074064263033274255,0.0,0.05546520031115235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06466350009765796,0.0,0.0,0.0,0.0254709972949073,0.010916141697817414,0.0,0.0,0.0027759687165811054,0.03278426104655274,0.036546800159723516,0.09155352398545549,0.023497229505528874,0.02040053883941654,0.023574247532868176,0.0,0.0,0.0,0.0362680731274895,0.019947440220119225,0.12666155795241335,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b76eaa093ad34277a7a5edbc5fb0baa5a29e0225f975fff671c4640b229a4b7b.json,0.0,0.0,0.13092959436876214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12146718656564268,0.037459083365790576,0.0,0.013937179882321396,0.04024561151167985,0.005371180874646488,0.021327436182693605,0.021345914262459183,0.01648902505667076,0.3658472816082164,0.0,0.00873756712948683,0.01590640354818332,0.0,0.13092959436876214,0.49843093779435244,0.0,0.3115366805241767,0.0,0.0,0.0,0.0,0.013979575146126966,0.26792514932773875,0.013685930427308658,0.12629273708597183,0.0,0.0,0.0,0.021800113572404467,0.0,0.0,0.0,0.008667711214436182,0.0,0.0,0.0,0.0,0.0,0.10083494548380634,0.0,0.0,0.0,0.03575367214049597,0.0,0.02402618092971042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20976607195790187,0.0,0.0,0.0,0.08262700044590632,0.035411571619674134,0.0,0.0,0.009005142818990817,0.1063509654038492,0.11855650715716957,0.2969963437074778,0.07036077103762672,0.06617861531940201,0.07059139600497086,0.0,0.0,0.0,0.11765232667495144,0.05882616333747572,0.4108855450079202,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b7736881b6aa7a0bf18c5e27ba9055755ffde26b3664c0cc2170381946bfa384.json,0.0,0.0,0.10402738736840222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0965092279582349,0.6026873033522023,0.0,0.011073496541644084,0.03197631397842793,0.004267560104852147,0.01694527105234261,0.01695995242648774,0.013101012075745246,0.29067635216484694,0.0,0.0069422523213239695,0.012638102268036822,0.0,0.10402738736840222,0.3960179399646857,0.0,0.24752499311253384,0.0,0.05173351978219707,0.0,0.0,0.011107180817164454,0.21287435762119364,0.010873871510277258,0.10034326880793178,0.0,0.0,0.0,0.017320827046056655,0.0,0.0,0.0,0.006886749756224129,0.0,0.0,0.0,0.0,0.0,0.08011630972117564,0.0,0.0,0.0,0.028407336931990136,0.0,0.0190895025880766,0.06083408678178591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666652717402679,0.0,0.0,0.0,0.0656495655082102,0.02813552807494723,0.0,0.0,0.007154849022906966,0.08449894867855276,0.09419660814305654,0.23597227076744223,0.055903687929067344,0.05258084304413322,0.05608692620251041,0.0,0.0,0.0,0.09347821033751737,0.046739105168758684,0.3264605680685887,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b8c6f42091540caf959c5f816c3b30a2c84f93031292bcd29cc41b3bb4f9bda8.json,0.030138867331006132,0.0,0.06947477773920777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14293571055082263,0.022799859960724787,0.0,0.04901294215993962,0.019596727395375085,0.006538449997284317,0.030289386019480224,0.04850500596477762,0.006690810851043739,0.19685915215802288,0.0,0.04254568751816596,0.019363195294231757,0.047697545553162295,0.06947477773920777,0.20225010973230334,0.5398703777300005,0.1264133564831982,0.0,0.0,0.0,0.025115722775838446,0.0056725423582789395,0.10871694901478267,0.007404518783045221,0.10761713969608315,0.0,0.387766146922583,0.0,0.015922638524549844,0.0,0.0,0.387766146922583,0.00879282068647855,0.0,0.3882379801082024,0.0,0.011650703937974844,0.0,0.04091615757079061,0.0,0.0,0.0,0.020955849502600286,0.0,0.0097491896289291,0.0,0.07300967207315995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851175315467759,0.0,0.0,0.0,0.03352785439239839,0.016763927196199194,0.0,0.0,0.0036540491072955873,0.04315441276227419,0.048107099226471495,0.12051327185013848,0.03330896622752237,0.03356691768951577,0.033418144667940276,0.0,0.0,0.0,0.04774020666848611,0.02864412400109166,0.2310352951232429,0.0,0.0,0.0,0.0036447831416026536,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b8ff0d86c56138a367840fcfdd9fb22a6e81662f2587374bc7da963bd7932695.json,0.0,0.0,0.16528480998998277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15333951768745444,0.0,0.0,0.011729480207800945,0.0508058417480726,0.0,0.026923639793014077,0.02155757313657298,0.02081565582289872,0.45180354576914816,0.0,0.01103025736644695,0.020080157589739918,0.0,0.16528480998998277,0.6292165132234141,0.0,0.3932822162445636,0.0,0.0,0.0,0.0,0.011765159908566141,0.3457434169761315,0.0,0.0,0.0,0.0,0.0,0.02201627613342454,0.0,0.0,0.0,0.010942071638067596,0.0,0.0,0.0,0.0,0.0,0.1272934884201977,0.0,0.0,0.0,0.04012021497118926,0.0,0.03033052052821142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01513186010414372,0.0,0.0,0.0,0.04470337600007828,0.014901125333359426,0.0,0.0,0.011368043465997846,0.08950458803845161,0.08979905507088637,0.0,0.014803842639971622,0.013923920856349503,0.014852365924680732,0.0,0.0,0.0,0.05940946369872293,0.014852365924680732,0.01481999097337935,0.0,0.0,0.0,0.0,0.0,0.0
