,__exception__,cocreateinstance,coinitializeex,copyfilea,couninitialize,createprocessinternalw,createthread,createtoolhelp32snapshot,cryptcreatehash,crypthashdata,deletefilew,drawtextexw,findfirstfileexw,findresourcea,findresourceexw,findwindowa,findwindowexa,getasynckeystate,getfileattributesw,getfilesize,getfiletype,getforegroundwindow,gethostbyname,getkeystate,getsystemdirectorya,getsystemdirectoryw,getsysteminfo,getsystemmetrics,getsystemtimeasfiletime,getsystemwindowsdirectoryw,gettemppathw,gettimezoneinformation,getusernamew,getvolumenameforvolumemountpointw,getvolumepathnamesforvolumenamew,ldrgetdllhandle,ldrgetprocedureaddress,ldrloaddll,ldrunloaddll,loadresource,loadstringa,loadstringw,lookupprivilegevaluew,ntallocatevirtualmemory,ntclose,ntcreatefile,ntcreatemutant,ntcreatesection,ntdelayexecution,ntduplicateobject,ntenumeratevaluekey,ntfreevirtualmemory,ntmapviewofsection,ntopenfile,ntopenkey,ntopenkeyex,ntopenmutant,ntopenprocess,ntopensection,ntprotectvirtualmemory,ntqueryattributesfile,ntquerydirectoryfile,ntqueryinformationfile,ntquerykey,ntqueryvaluekey,ntreadfile,ntsetinformationfile,ntsetvaluekey,ntterminateprocess,ntunmapviewofsection,ntwritefile,outputdebugstringa,process32firstw,process32nextw,readprocessmemory,regclosekey,regcreatekeyexa,regenumkeyexa,regenumkeyexw,regenumkeyw,regenumvaluew,regopenkeyexa,regopenkeyexw,regqueryinfokeya,regqueryinfokeyw,regqueryvalueexa,regqueryvalueexw,regsetvalueexa,regsetvalueexw,setendoffile,seterrormode,setfileattributesw,setfilepointer,setfiletime,sizeofresource,socket,thread32next,timegettime,uuidcreate,writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b76eaa093ad34277a7a5edbc5fb0baa5a29e0225f975fff671c4640b229a4b7b.json,0.0,0.0075858396479050174,0.025238188226915034,0.003954859758270834,0.019235478989260653,0.002525148535317101,0.011964186527733942,0.0,0.0,0.0,0.0,0.015241480674596452,0.0,0.007844964742090527,0.12103121909988482,0.0,0.0,0.0,0.045089931072142236,0.009066352055631851,0.0,0.007146391382522242,0.0,0.0,0.0,0.01091411988205815,0.004813510895419304,0.10343505754188025,0.07752693540653419,0.03560095266524944,0.0060442347037545675,0.0,0.0,0.026661664125236156,0.05338051082006091,0.07526650009476532,0.4123148380531063,0.046853958869671176,0.012512446352746655,0.09028498673220704,0.3245150730809424,0.006361242257031533,0.13944989684875816,0.04690078941716769,0.41700023394007346,0.04460028347771418,0.011842921859968507,0.0229322619853378,0.010859094522694115,0.03525641638337718,0.07340297504112925,0.004699459116795637,0.027916156034283112,0.005015011512570378,0.030455073265286264,0.0,0.0,0.0,0.030658939952452197,0.0,0.024761469477539176,0.02541971336115811,0.005878308264716735,0.0,0.02108428149135203,0.011251235076240625,0.0,0.0,0.008005791659175606,0.02995319511267767,0.0,0.0,0.0,0.0,0.0,0.2884398549155813,0.01963662698862097,0.0,0.0,0.02214859104633539,0.0,0.03570819342959725,0.4139479275723283,0.0,0.0,0.023140218228339008,0.44763806277052737,0.007508250822486457,0.0,0.0,0.009617405790226768,0.0,0.0,0.0,0.007491181966133911,0.011906621835862786,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b7736881b6aa7a0bf18c5e27ba9055755ffde26b3664c0cc2170381946bfa384.json,0.0,0.0070674998027498515,0.02351366474833756,0.0036846244923199327,0.01792112017552902,0.004705210656593922,0.01114667457387847,0.0,0.0,0.0,0.0,0.014200031461392005,0.0,0.01096337834848969,0.11276116512049429,0.0,0.0,0.0,0.042008939517509794,0.008446848910461062,0.0,0.006658079003857897,0.0,0.0,0.0,0.010168358902094212,0.004484604062690062,0.09636734794104777,0.3333670422332223,0.03316834228216837,0.011262465213948082,0.0,0.0,0.02483987464698498,0.04973302458293547,0.07012354587805361,0.3863240181558518,0.04365243143003975,0.011657471846821503,0.08674443985747975,0.302340982863026,0.005926579058289277,0.12992129602215732,0.10705535202199525,0.4037849907278677,0.03936576268980132,0.011033695911621955,0.021365302271152378,0.012646366776678734,0.032847348138185274,0.06838735534934536,0.017513381733639317,0.02600864721946998,0.023361680790120472,0.028374080429525838,0.0,0.0,0.0,0.028564016921490895,0.0,0.023069520154784032,0.023682786283988712,0.027383219544366337,0.0,0.01964359414351789,0.02620609760185985,0.0,0.0,0.007458756525087631,0.0279064955728455,0.003207153758630438,0.0,0.0,0.0,0.0,0.268730781606233,0.01829485776265763,0.0,0.0,0.020635179507701936,0.0,0.03326825529325927,0.385662897221153,0.0,0.0,0.021559048879914076,0.41705098804820406,0.006995212615860433,0.0,0.0,0.008960249185357422,0.006979310073161933,0.0,0.0,0.010468965109742899,0.011093043273016856,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b8c6f42091540caf959c5f816c3b30a2c84f93031292bcd29cc41b3bb4f9bda8.json,0.0023810929756361726,0.021794040214922546,0.020947061282278582,0.0022724543785983447,0.012631619577022078,0.010156616511077065,0.00859324657608202,0.0,0.0,0.0,0.01184769158454058,0.030652033357203824,0.06545906212138392,0.004507700795415264,0.08851091771599726,0.0,0.0,0.0,0.037423508410743433,0.005209507463228686,0.02588459369750736,0.004106301962902125,0.008145754951003075,0.0,0.0,0.006271231100587571,0.00276583357674079,0.16414987056491862,0.06168021162392199,0.02630087362317988,0.0034730049754857907,0.0,0.0,0.015319738014832081,0.030672333017922562,0.08784745525258233,0.40921728089948256,0.08076656859858208,0.020130953477445847,0.07133165856622642,0.18836841263349927,0.3472399027697678,0.08012762728850896,0.09432184394593142,0.5195982579842113,0.03237124071584946,0.13473739281906583,0.019033200514601882,0.16690966489513268,0.02493324946828201,0.042177200262416024,0.0027002996565611277,0.02478996643371903,0.005763230843585946,0.0349988463927189,0.012512202629104905,0.0,0.002296757917980442,0.022020705725541233,0.0,0.014227890032531915,0.019474820840182375,0.003377663980870696,0.0,0.06057492644893656,0.00646493680595674,0.0,0.0,0.015333705383604694,0.032857449602669675,0.0,0.0,0.0,0.0,0.0,0.2398469746053685,0.10342902125387264,0.0,0.0,0.012726535396803866,0.0967536344152765,0.02784566085314002,0.25962897084628106,0.0,0.0,0.013296322360037808,0.3270265852906305,0.03451380529282583,0.0,0.0,0.013815354547687874,0.004304417931436592,0.0,0.0,0.004304417931436592,0.013683041411840695,0.0,0.0,0.002152208965718296,0.09736005146301883
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-b8ff0d86c56138a367840fcfdd9fb22a6e81662f2587374bc7da963bd7932695.json,0.0,0.0,0.03622164625902023,0.0,0.026620655672526125,0.0,0.028975902171990326,0.0,0.0,0.0,0.0,0.024608757810077108,0.0,0.012666409615206979,0.19541591935038843,0.0,0.0,0.0,0.07280179774638582,0.009758967068066537,0.0,0.023076998685781336,0.0,0.0,0.0,0.017621839939434076,0.0077718514605325485,0.16700531493387308,0.0,0.057480978433241285,0.009758967068066537,0.0,0.0,0.03228576258170516,0.08618769334783548,0.09873874974261836,0.5522448626515966,0.05295498682960515,0.008080993401632949,0.1457733287082841,0.5239591224544743,0.010270804616472213,0.22515455102147977,0.08329815270319678,0.36311990968872104,0.015160256239590771,0.02294577032542931,0.016456099663014836,0.02629949473259983,0.06130351580434017,0.11851578425296999,0.007587704483091156,0.01639024538609092,0.008097192547262835,0.04538998871109013,0.0,0.0,0.0,0.0,0.0,0.039979646230172576,0.0,0.009491063729818288,0.0,0.030259992474060086,0.0,0.0,0.0,0.0,0.00879311996593183,0.0,0.0,0.0,0.0,0.0,0.1741688647430478,0.052841869291524915,0.0,0.0,0.0,0.0,0.065890432466519,0.16944251985631714,0.0,0.0,0.03321065646580611,0.12390041071068615,0.0,0.0,0.0,0.01552817701284066,0.0,0.0,0.0,0.012095195122549186,0.03844864936033269,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-ba96f8453e48690995c933fb5c2c66ddda190efb57210194df1d4a39567cb717.json,0.0,0.007764291264629452,0.0071755275282116395,0.0010119737728195009,0.004218852919744049,0.003876826355023668,0.0038267611619687515,0.0,0.0,0.0,0.0,0.006825011347469025,0.029150355969329387,0.0020073780242362894,0.03519272573598437,0.16510354389730333,0.34618210407799543,0.0,0.015383546809827566,0.0023199079249927963,0.011526977258009132,0.0941742555260055,0.0,0.0,0.0,0.002792716745758839,0.001231686350232312,0.04159111610320852,0.005340912688116185,0.01106166940302654,0.001546605283328531,0.0,0.0,0.0051166614905944815,0.013659062579055399,0.030092614183619568,0.8554181067002223,0.06294246755677879,0.008964755082823806,0.027433885783880122,0.08303726627871695,0.0781306328331396,0.03568258973992776,0.025802202654141678,0.21280548554910927,0.004805207812103163,0.06424404743162693,0.005215939454305795,0.15421434226477304,0.010409365132927688,0.018782432280487534,0.006613764620803405,0.005844449504526656,0.0025664930901762363,0.01558575387120237,0.00557195824044104,0.0,0.0,0.0009806303203749684,0.00350047731974187,0.0063359914685562,0.0021681412073912727,0.0015041478474681412,0.0,0.026975343238619484,0.0,0.0,0.0,0.006145591766787513,0.012541836785859246,0.0,0.0,0.0,0.0,0.0,0.06660568592115643,0.02679808669330237,0.0,0.0,0.0,0.0430865153445318,0.009137050978848748,0.033566653955596285,0.0,0.0,0.0059211439534426,0.04908947547296293,0.005763657911927208,0.0,0.0,0.006152280369688267,0.0019168517066356092,0.0,0.0,0.0019168517066356092,0.02132675449970679,0.0,0.0,0.0009584258533178046,0.024962871422832513
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-baab9ad8886c8e2217215c04cafec5d183d1e867148ff7dab39ac3b405b0d32e.json,0.0011187369539642183,0.010239750574251255,0.00908474260410486,0.0010676940025227386,0.0059348625836237534,0.00409028806798845,0.004037466238218153,0.0,0.0,0.0,0.0,0.009258175163240895,0.030755402042822726,0.002117906150177778,0.03713047038368272,0.0,0.0,0.0,0.016230579395964548,0.0024476442418252054,0.01216166348985758,0.0019293122095776366,0.0,0.0,0.0,0.00294648636187864,0.0012995041615240755,0.052524421367257386,0.052324892048584086,0.011670735345833193,0.0016317628278834703,0.0,0.0,0.007197852926202517,0.014411143438142659,0.034289505233054136,0.9208595294481021,0.07083534841908477,0.009458362946846292,0.028944421391212345,0.08850334965033128,0.0824325791140126,0.037647306761373525,0.027855986860987895,0.23906930091441111,0.014575637863860449,0.0626658089884184,0.008254700994919956,0.07255787117202059,0.010982514587834615,0.01981661070404332,0.006977924734209864,0.010277084004269453,0.002707806618606878,0.016443920168716108,0.005878755512656117,0.0,0.0,0.009311622750412415,0.0036932169001200857,0.006684857130402433,0.00915008442285773,0.00158696764558904,0.0,0.02846063106123942,0.0030374973946302257,0.0,0.0,0.006483973841605181,0.014702669044225226,0.0,0.0,0.0,0.0,0.0,0.09622977279250364,0.022972311865323607,0.0,0.0,0.00597945800101913,0.04545889948786829,0.01308305476632615,0.11883654887412974,0.0,0.0,0.006247167720118425,0.15192433889213028,0.010135017247881167,0.0,0.0,0.00649103072528557,0.0020223953682101566,0.0,0.0,0.0020223953682101566,0.003214432243234653,0.0,0.0,0.0010111976841050783,0.026337350650547348
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-bb3bcd7121f8fc69917389f87203921a174bdc227a86543480d0eb1e00424e03.json,9.031385766160843e-05,0.00023145886467893176,9.778624576368688e-05,0.0,4.791120314022851e-05,5.5033743344565135e-05,0.00010430023604312519,0.0,0.0003790609908827522,0.00029482521513102955,0.00016177606974613108,3.321767903572282e-05,0.0003797276699724099,6.839008004876139e-05,0.00032372826209757646,0.0,0.0,0.0,0.0010045394895014672,0.00028980516783331964,0.00016830716228066823,0.0,0.0,0.0,0.0,0.00013082584062329905,0.0009441621653134042,0.00018249018510731755,0.00025994495012444854,0.00022168468953680918,0.00022394035696211064,4.748863072444075e-05,0.0,0.0,0.0,0.002409304689953186,0.011130506166431402,0.0016951046088326722,0.0004472271918092498,0.0006395007000234672,0.0016021526673270674,0.002953001471427902,5.285577892712758e-05,0.0034753711722547947,0.005197640035517049,0.0008185517200869436,8.259446925683847e-05,0.00018881018897985304,0.00035499889168377617,7.092807693444317e-05,0.0001599763511984352,0.0014748657574621576,0.00022124071225121267,0.00022952677454206704,0.000714803148302934,3.163883977766602e-05,2.1000429405162346e-05,0.0004007292958009306,0.00010022833561835235,0.0010584237501799188,0.00013491447503008458,7.38671784488228e-05,0.0,5.24138706519814e-05,0.0005309966244536081,0.0015448377477445545,5.300875582883867e-05,0.0003089943755151484,0.000209376364492936,0.0002967307807703748,0.0004051291746043462,0.0,0.0,0.0,0.9998830753370971,0.002545198299680717,2.8531050080954786e-05,0.0011513463949970463,0.0004951666222893225,0.0,0.0016464619210420327,0.0012229385873002519,0.00290981227047955,0.0,0.00056915159292922,0.0005155311275339197,0.0037630055287947305,0.0,4.165174010221948e-05,0.00011070290120103587,0.0005973720865593419,0.0,0.0017356831803865456,6.664253230237388e-05,0.0005061207757513635,1.7299734016990044e-05,0.0,0.0,3.265295327428152e-05,0.0005371383138891916
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-bb50e9e002128a3c9f93d264af4e428ddb1b17d052fdd7d3382eebd968752ba4.json,0.0018458965931675776,0.013516328844180244,0.011242250935284111,0.0017616766075514959,0.00489621022404307,0.0033744522262448484,0.009326449087827414,0.0,0.0,0.0,0.0,0.018670457216596072,0.0,0.010483525372274937,0.08822107136012608,0.2845718597233554,0.5966781986321033,0.0,0.030127696679932155,0.008077141192595113,0.0,0.16234991785336492,0.0063148400615549985,0.0,0.0072560885779745414,0.007292477178751265,0.0032162390310758013,0.10970175358075465,0.0013282333139939808,0.024920190884620688,0.01211571178889267,0.0,0.0,0.013360874212617986,0.03566720552385674,0.05972026125183394,0.30575883607254495,0.04591600268666204,0.024523926439066437,0.07163669079839094,0.21830597038122437,0.13742912256334813,0.09317610593782633,0.060586135302390695,0.43202784346086553,0.014638856502660105,0.10972795835109125,0.010215085228578525,0.24306631636700496,0.025369342334108463,0.04904559654139887,0.005233388603028017,0.011304673711996787,0.003350875508222633,0.021914455827725065,0.0,0.0,0.0,0.0017071129138526034,0.0,0.016544847686174462,0.0,0.003927703684158904,0.0,0.014609637218483377,0.0012529545199690118,0.0,0.0,0.00713229634067581,0.032749851441038216,0.00460017114241354,0.0,0.0,0.0,0.0029185536516096898,0.1577328694941551,0.11662743571702291,0.0,0.0,0.0,0.07500639663011191,0.02499525798586624,0.08180748050775422,0.0,0.0,0.013743624683950968,0.10254785205756496,0.026756164609764876,0.0,0.0,0.006426052948100219,0.0033369173217964667,0.0,0.0,0.0100107519653894,0.005303757514873901,0.0,0.0,0.0016684586608982333,0.04803050623526568
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-bbc2b33dd5221c657bc85954d7765dbaeea17c76cd081f0245b310266d729a9e.json,0.0,0.0,0.006724727228852612,0.0,0.004942255986125033,0.0015138608072519577,0.005379519111946171,0.0,0.0,0.0,0.0,0.004568737227741376,0.010043747744297934,0.004703162800612415,0.03627992897974839,0.0,0.0,0.0,0.015017791912285468,0.005435401066434973,0.0,0.004284358593552986,0.008498969520653987,0.0,0.0,0.006543162948243102,0.004328647634746256,0.031005360183463403,0.003575265356498139,0.01067162707202594,0.005435401066434973,0.0,0.0,0.0059940110171937885,0.01600117024233414,0.04230308249650983,0.9789220038094272,0.06320156409099602,0.0030005525411814513,0.028755008328646046,0.09727559460933874,0.0019068255200967237,0.04180105258405185,0.009841180856166544,0.09269562733346082,0.008443728968174987,0.005679993868527775,0.0061103120875976155,0.0065101744987395935,0.013007199980628971,0.02200303972148412,0.0028173895011314332,0.00608585974515024,0.001503283721851291,0.014044792020221337,0.004351584738335165,0.0,0.0,0.0,0.004100701142441995,0.00742241845335741,0.0,0.00176206277976088,0.0,0.009831354414154935,0.0,0.0,0.0,0.004799580719448103,0.0048974582357706005,0.00206374793069778,0.0,0.0,0.0,0.0,0.05342355321918981,0.009810353585452968,0.0,0.01433787033930926,0.0,0.008185057770389938,0.013761994138253653,0.06466333632784947,0.0,0.021349289236621893,0.006165722127222755,0.047922337861983744,0.0,0.0,0.0,0.0057657652568283545,0.0,0.0,0.0,0.004491065226425847,0.007138181335467262,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-bc0d7b7b3bd4174a6a541b3a330761d73e33784bb20ec3af183d87af0b0d22a2.json,0.0,0.003682333585391685,0.012251172244073502,0.0019197760023066967,0.00933732501619806,0.0012257626961926008,0.005807679560578691,0.0,0.0,0.0,0.0,0.0073985502968896355,0.0,0.003808118611364467,0.058751218541178665,0.0,0.0,0.0,0.021887645304471962,0.00440100690510353,0.0,0.0034690157218763384,0.6101647417123058,0.0,0.0,0.005297954091053452,0.002336584169525177,0.05020965429958377,0.08395116616914797,0.017281486263342256,0.0029340046034023533,0.0,0.0,0.012942158786325429,0.02591207525093941,0.03653601631697858,0.20014670048260128,0.022743943236659236,0.006073816950883644,0.04382632039848932,0.1575267614445037,0.0030878870494381056,0.06769205025147111,0.023905009606274903,0.20242109480626722,0.02164995958138043,0.005748815020915327,0.011131824875962329,0.35185550830444307,0.01711424076633593,0.035631420226008216,0.0022812209250601336,0.013551116779599318,0.0024343970056055534,0.014783563103828504,0.0,0.0,0.0,0.014882524482388752,0.0,0.012019762467029581,0.01233928854094258,0.0028534602566282694,0.0,0.010234774456496657,0.0054615972287022675,0.0,0.0,0.003886187537904582,0.014539940398511322,0.0,0.0,0.0,0.0,0.0,0.14001505626532443,0.009532051087314674,0.0,0.0,0.010751413747791306,0.0,0.01733354329151713,0.2009394380915808,0.0,0.0,0.011232771414966314,0.21729337148522646,0.003644670261231022,0.0,0.0,0.004668500520634247,0.003636384662546035,0.0,0.0,0.003636384662546035,0.5124699600659157,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-bd5688c51d6dfccc1039fb219ab892c35ba24d9822d86ab40c97923c9c570d17.json,0.0,0.008520714085153158,0.006299672837526406,0.001110563589899048,0.003086578308416772,0.004254519543777013,0.0041995768347647565,0.0,0.0,0.0,0.0,0.009629905404459778,0.031990279631394954,0.002202943401061779,0.038621316956460816,0.0,0.0,0.0,0.016882262593528083,0.002545920993818866,0.012649973337424245,0.0020067771182024348,0.023885308183138297,0.0,0.0030494994541898175,0.003064792406724078,0.0013516812900521975,0.05463335919576765,0.005861241988244328,0.012139333659087578,0.0016972806625459107,0.0,0.0,0.005615143500666939,0.014989773430775614,0.033024335743499965,0.9400714606280267,0.07039023533044007,0.009838131041289661,0.030106585268648633,0.09112703017684175,0.085742376344898,0.039158905124646204,0.02699891781456117,0.23222199132378826,0.005273346979291798,0.0691726704074539,0.005724093450496092,0.10672692602650412,0.011423479759149925,0.020612278678268172,0.005278617707156599,0.006413835019307883,0.0028165292977267733,0.017104169332630297,0.006114796759041599,0.0,0.0,0.001076166555112615,0.0038415053462715746,0.006953264619976048,0.0023793686628655166,0.001650686883484175,0.0,0.029603369998783206,0.0,0.0,0.0,0.006744315552330936,0.01376370382211093,0.0,0.0,0.0,0.0,0.0,0.04872975410432991,0.005514158350718948,0.0,0.0,0.0,0.04728414554059633,0.01504081885623746,0.03683682790905205,0.0,0.0,0.006498001293969442,0.05387193381071825,0.00843356325831265,0.0,0.0,0.006751655780949881,0.002103597711523949,0.0,0.0,0.002103597711523949,0.04123645973305362,0.0,0.0,0.0010517988557619746,0.027394836552225525
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-be2a1bf597deb7b1eb6afb35c154773f8b5df2a71a3f59048395d8353cf6c790.json,0.0,0.007423583782857817,0.021954098516441565,0.002580178695014071,0.016134896051594204,0.003294849805455474,0.009756900708512902,0.0,0.0,0.0,0.0,0.014915475941272065,0.0,0.0076771663704436645,0.11844244500706672,0.0,0.0,0.0,0.04085693390991626,0.011829905405124285,0.0,0.004662356674684725,0.009248812023389074,0.0,0.0,0.010680674404050815,0.004710553225536831,0.1012226531784029,0.1692455344615384,0.034839472903045426,0.005914952702562142,0.0,0.0,0.026091389564076296,0.05223873860211502,0.07519111423409222,0.40960928009568753,0.04585178508533815,0.014693776531980533,0.08835385329109154,0.3175739200448187,0.006225179683460721,0.13646715997398295,0.06731650047437836,0.4401771368192463,0.0459434886860767,0.012362250613171638,0.023272932933555604,0.007084550666051863,0.033617631500842175,0.07183293615748033,0.007664901559333232,0.028146898720953877,0.004907743883809138,0.03056785672355877,0.0,0.0,0.0,0.030003166425155305,0.0,0.024231838766055905,0.024876003268128968,0.005752575315330028,0.0,0.02139749970649114,0.012845675426871948,0.0,0.0,0.010446071081295558,0.03375380743098036,0.0,0.0,0.0,0.0,0.004274558633440172,0.2539667972442456,0.012811075409695593,0.0,0.0,0.021674847997892186,0.0,0.0316163798747742,0.4050938676145367,0.0,0.0,0.020129124408983342,0.4380633941149694,0.004898436352512191,0.0,0.0,0.00941169613006619,0.004887300508967552,0.0,0.0,0.0073309507634513275,0.007767964951534611,0.0,0.0,0.0,0.00669963992946664
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-bf2d7a37fa5bcd8842cc68ecc95f4fc5c2a15eef9763641463ae52c526eaf30f.json,0.0015167886696989534,0.011106480461940236,0.011290707540194312,0.0014475844031016183,0.006034885339553656,0.0064699031092488235,0.006568818190250523,0.0,0.0,0.0,0.019622566530425177,0.01952576290601142,0.041698314501267104,0.002871466827561441,0.05638266061425505,0.21746662188517007,0.45597478378640455,0.0,0.023839284781659236,0.003318527237612908,0.01648883888276154,0.12424908933946631,0.38917176719625607,0.0,0.0,0.003994859661409695,0.0017618736749884809,0.1045657042177853,0.008731363387699214,0.01675401486754832,0.002212351491741939,0.0,0.0,0.007319161393974537,0.019538694066487707,0.05251633207811312,0.23752475171570553,0.04630446423338664,0.012823691664819817,0.04543923845526415,0.11999324551168879,0.22119654947444073,0.05104239038318077,0.057509258381006435,0.30612395798738945,0.008592050591245013,0.08582955512610076,0.008393820971373575,0.42430124351458715,0.015882819645949942,0.02686745126387348,0.008600638374420459,0.010218059435677204,0.0036712565758063903,0.02229474203829727,0.007970443563100765,0.0,0.0014630660888423853,0.002805497919236178,0.0,0.009063359816641019,0.0031014315586430944,0.0021516179790779205,0.0,0.0385870535278222,0.0,0.0,0.0,0.009767779262856987,0.018937248523446245,0.0,0.0,0.0,0.0,0.0,0.11673521104204292,0.06588569583848845,0.0,0.0,0.0,0.06163338346503527,0.01773806538194419,0.05228369297791988,0.0,0.0,0.008469938515937981,0.07256103500411679,0.021985764248608243,0.0,0.0,0.008800569091682862,0.0027419728733220346,0.0,0.0,0.0027419728733220346,0.32686064329800807,0.0,0.0,0.0013709864366610173,0.06201967938734469
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-bfe79b9f278996be40eeab42d7dec753d39d33682821dcb7980722614df16770.json,0.0,0.0,0.004647364764370784,0.0,0.0034155238636105973,0.0,0.003717710283155009,0.0,0.0,0.0,0.0,0.0031573902832482737,0.0,0.0016251449565780301,0.02507255058182116,0.0,0.0,0.0,0.00934072701196308,0.0012521098396374778,0.0,0.002960860193730797,0.5247010085518234,0.0,0.0,0.002260944117014379,0.000997155909847913,0.021427369991308655,0.0,0.007375011944016159,0.0012521098396374778,0.0,0.0,0.004142377028920711,0.011058184554142878,0.012668529286340657,0.6532244991269651,0.03979525180416875,0.0010368199094901549,0.018703231393167614,0.06722580045790072,0.0013177803994605312,0.028888121745553497,0.00874427425718096,0.04658956308780732,0.0019451142602101106,0.00294402313299576,0.0021113755345624017,0.30143905537922583,0.007865456949245913,0.015205992456012705,0.0009735292041949807,0.002102926198936661,0.00103889831691744,0.005823695385975915,0.0,0.0,0.0,0.0,0.0028339371025836494,0.005129529393928187,0.0,0.0012177368979569996,0.0,0.0038824635906506096,0.0,0.0,0.0,0.0,0.0011281882553413841,0.0,0.0,0.0,0.0,0.0,0.022346478657240234,0.006779797905175667,0.0,0.0,0.0,0.0,0.0084539745091734,0.02174007196512623,0.0,0.0,0.004261044171132184,0.0158968589917284,0.0,0.0,0.0,0.001992319790998369,0.0,0.0,0.0,0.0015518561257200267,0.44069000798784697,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-c2adcdc79196196daea550cedc591a6ab1a113a4617322f937400937ae6ac165.json,0.0009816380571798491,0.0053909342088483865,0.008967854489213061,0.00046842515686333543,0.008462280880959192,0.0011963439121050442,0.002834146489910596,0.0,0.0,0.0,0.0009768744915143147,0.0018052455490732515,0.03293927163306934,0.0009291805688472248,0.014986895742569603,0.05902018657542269,0.12216447090611328,0.0,0.002966990730167715,0.009306658872783494,0.0019055851457490947,0.033434360130186254,0.1035444564074921,0.004781137021302957,0.0019293747875077157,0.0006463501401138976,0.0008551894633689887,0.012251150740022108,0.040614978944518564,0.0012047659881764584,0.0017897420909199027,0.0,0.0,0.00947365643546497,0.009483815741647715,0.04206663893072086,0.11293273049479183,0.011099039852067992,0.0035568257812056917,0.011361969010530062,0.039220933051858545,0.001130166207233036,0.017234977714436304,0.024720046695065914,0.16149102984758928,0.03558796140534877,0.0005610841212130861,0.005734124382868792,0.08553116389588952,0.006745641119053708,0.00869406305140639,0.019203310052326807,0.01202353152475774,0.03415457630279504,0.01387379981508499,0.008167349816011752,0.0,0.0066280884553509235,0.0059009185927496825,0.005671086431023388,0.02676199040922393,0.07025165460969772,0.0038293421299651713,0.0,0.005549519926033996,0.0636330438136405,0.002160607467916658,0.0,0.0031607645976336396,0.013868453957517759,0.03180250726688885,0.0,0.0,0.0,0.0,0.136932393490646,0.0023258195333412564,0.0,0.002832661994222774,0.07542113721925867,0.019944002750905968,0.006948271855232803,0.21269006479493463,0.0008313458029902966,0.0007029788803251426,0.004872524670233197,0.9070132110463752,0.002667897562185794,0.0,0.0015040629377488146,0.021358381323528148,0.0,0.00847885940191154,0.0012072500579029186,0.0008872775021262237,0.08696573205997205,0.0,0.0,0.0004436387510631119,0.01155488143672004
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-c2bc77299f390a7cbd648d41be0b58bf472b3f7705ba113048130d96feb229d7.json,0.0,0.03189850761801377,0.025942095461678708,0.003326042468145719,0.02079908247844297,0.0021236533733658327,0.010061897240436827,0.0,0.0,0.0,0.0,0.012818106102274206,0.0,0.006597626082373985,0.10178742087018368,0.0,0.0,0.0,0.0379206937282852,0.007624814484288148,0.0,0.0060101249311181855,0.0,0.0,0.0,0.009178789754615878,0.004048169249381093,0.0869890249230502,0.06520025875710567,0.029940449904306384,0.005083209656192099,0.0,0.0,0.022422496010514634,0.04489308264029627,0.06329922956695136,0.37237010126143577,0.04531488004768795,0.01894137210622292,0.0759297973788554,0.27291762049548535,0.00534981344225989,0.1172775540592878,0.061137623515089855,0.4748211344127303,0.03750889943138574,0.009959913488919489,0.019286063707914133,0.10045764687309397,0.03421233971517965,0.06173200244697958,0.02173738351125763,0.023477525422546098,0.004217631544118713,0.027582970463810058,0.0,0.0,0.0,0.02578421045068124,0.0,0.023427483425732896,0.021378013718562093,0.004943665293923911,0.0,0.017731909583877895,0.009462304094198515,0.0,0.0,0.006732881739702224,0.07557203422427773,0.0,0.0,0.0,0.0,0.0,0.28202194073089837,0.06605772066501385,0.0,0.0,0.0186269953759151,0.1416119505163162,0.030030639533860582,0.3603888993210842,0.0,0.0,0.019460955192824956,0.46789124895084,0.015786123038152126,0.0,0.0,0.008088251429090042,0.00630009428371302,0.0,0.0,0.00630009428371302,0.1435266219999052,0.0,0.0,0.00315004714185651,0.0
