,cryptcreatehash cryptcreatehash crypthashdata,cryptcreatehash crypthashdata crypthashdata,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata cryptcreatehash cryptcreatehash,crypthashdata crypthashdata cryptcreatehash,crypthashdata crypthashdata crypthashdata,findfirstfileexw ntclose findfirstfileexw,findresourceexw loadresource findresourceexw,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getforegroundwindow getforegroundwindow getforegroundwindow,gethostbyname gethostbyname gethostbyname,gethostbyname socket gethostbyname,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics getkeystate getkeystate,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,ldrgetdllhandle ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress ntprotectvirtualmemory ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntclose findfirstfileexw ntclose,ntclose lookupprivilegevaluew ntclose,ntclose ntclose ntclose,ntclose process32nextw ntopenmutant,ntdelayexecution ntdelayexecution ntdelayexecution,ntdelayexecution socket gethostbyname,ntdelayexecution timegettime ntdelayexecution,ntenumeratevaluekey ntenumeratevaluekey ntenumeratevaluekey,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntopenfile ntopenfile ntopenfile,ntopenkey ntqueryvaluekey ntclose,ntopenmutant ntclose process32nextw,ntprotectvirtualmemory ldrgetprocedureaddress ntprotectvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntreadfile ntwritefile ntreadfile,ntreadfile setfilepointer ntreadfile,ntwritefile ntreadfile ntwritefile,ntwritefile ntwritefile ntwritefile,ntwritefile setfilepointer ntwritefile,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw ntopenmutant ntclose,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,regclosekey regclosekey regclosekey,regclosekey regopenkeyexa regqueryvalueexa,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa regopenkeyexa,regopenkeyexa regqueryvalueexa regclosekey,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexa regclosekey regopenkeyexa,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regopenkeyexw regclosekey,regqueryvalueexw regopenkeyexw regqueryvalueexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,searchpathw searchpathw searchpathw,sendto sendto sendto,setfilepointer ntreadfile ntreadfile,setfilepointer ntreadfile setfilepointer,socket gethostbyname ntdelayexecution,socket gethostbyname socket,thread32next thread32next thread32next,timegettime ntdelayexecution timegettime,timegettime timegettime timegettime,writeprocessmemory writeprocessmemory writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-fc8b05fc42da2ed41761fde7f03d261e995e4259ddfff316df66a78330d81802.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3478821043225899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12158488760340809,0.0,0.0,0.010458378518267327,0.04276039961605146,0.0,0.01765157297104736,0.37854855946874605,0.0,0.008923506033356598,0.0,0.0,0.01683279051500242,0.3478821043225899,0.6448316417090093,0.0,0.012507021080549083,0.0,0.009968800248147067,0.0,0.0,0.3842582320469934,0.017493341514095595,0.0,0.0,0.0,0.0,0.1400898464469476,0.0,0.0,0.0,0.0,0.03378355859901336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011180345323002173,0.0,0.03207662917483375,0.01055004729321437,0.0,0.0,0.014664106022694875,0.009534960107042833,0.0,0.06590375547909237,0.06478583954325608,0.0,0.010741985505745276,0.010101387007415181,0.010670181438614135,0.0,0.0422870500627724,0.0,0.0,0.011157001456816149,0.0,0.010753086942529133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-fc942dfd6593fd253fef1cdc8bb0276001e70905efca529a92c61065e6a66f79.json,0.0,0.0,0.0,0.0,0.0,0.0,0.04442580387578959,0.16358580591983252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889377544860723,0.0,0.0,0.05970077006733615,0.04610666863585652,0.0,0.0587781324642765,0.4028367682442556,0.0,0.04527918238197576,0.0,0.0,0.029360394045410222,0.16358580591983252,0.613494490032896,0.3722046734864602,0.0,0.0,0.009484342313395112,0.0,0.036864730540185076,0.35498762916616816,0.20526626055992164,0.0,0.0,0.016332267440051715,0.0,0.1332818418726738,0.0,0.0,0.0,0.0,0.04821264741119307,0.0,0.0,0.0,0.09825302765017205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060276386758626614,0.0,0.020345191917520013,0.010037342253893704,0.0,0.0,0.013951468358994176,0.009071585682195784,0.0038310033581610294,0.04180066882961043,0.04109161008973237,0.0,0.013626603686965413,0.016017476164565708,0.013535517586971607,0.0,0.023468671736224377,0.0,0.0,0.014153066684517135,0.0,0.10230514700864025,0.0,0.0,0.0,0.0,0.0,0.015339502795143007,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-fcacccc27ced6fc2122a3391adf451a7a284e36038bce02d594e7eea2a52ebf2.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14586740211555185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1137261672748201,0.17676603323040585,0.0,0.014673591367762829,0.039996552658217936,0.0,0.0206383147192295,0.3619492834532889,0.0,0.008346729267354542,0.0,0.0,0.01574479186965593,0.14586740211555185,0.6031525183318922,0.0,0.0,0.0,0.00932446019317834,0.0,0.0,0.351607935180645,0.12271985785664934,0.0,0.0,0.0,0.0,0.13103504575747,0.0,0.0,0.0,0.0,0.03554992771811538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1830096842666427,0.0,0.07000778131061863,0.024670344869236218,0.0,0.0,0.01371628174639977,0.008918661599041476,0.022598533751351478,0.09246603341159003,0.10099727263485815,0.2258637034326924,0.06028602063481302,0.0566908627128159,0.05988304285473537,0.0,0.09394027112666438,0.0,0.05695530818595655,0.05217930611993749,0.0,0.3520318897834517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-fd92729faaabee0ce7cd46a9e0eae99c072a550221e3c1dd344fe71bb060c88b.json,0.0,0.0,0.0,0.0,0.0,0.0,0.016817637642098367,0.04320441338984612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05692682629044944,0.0,0.0,0.020088943919046184,0.012320427134222382,0.0,0.01907210765219576,0.10705025766119533,0.0,0.014998102761171278,0.0,0.0,0.009093716274338836,0.04320441338984612,0.15482785721625536,0.14090017020045584,0.0,0.0,0.0023935673772875915,0.0,0.013955350852667282,0.09025694418852728,0.0357021576787255,0.0,0.0,0.7017332259628708,0.0,0.033636393347029676,0.0,0.0,0.0030886000531113503,0.0,0.013181399498927427,0.0,0.0,0.0,0.0371942356041452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01610679871146302,0.0,0.007701786700009797,0.002533128200113438,0.0,0.0,0.003520937817921771,0.002289399816211427,0.0,0.014505221520454605,0.014259171531760165,0.0,0.0038688205351432065,0.002425402235419434,0.003842959668986276,0.0,0.010153368609306091,0.0,0.0,0.004018292179194134,0.0,0.002581879210144566,0.0,0.0,0.0,0.0,0.0,0.6561746105577164,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-fe361256b4bd636ad4d3d0a22a55d1139a0ece4464d50289d1c0506e0975389f.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736897469394001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13541798186481438,0.0,0.0,0.011648261066306984,0.04762538448550048,0.0,0.019659847828092547,0.4216172171684711,0.0,0.009938761321532638,0.0,0.0,0.01874790992224368,0.1736897469394001,0.7181961614147302,0.0,0.0,0.0,0.011102981939835232,0.0,0.0,0.4279764971159689,0.0,0.0,0.0,0.0,0.0,0.15602830795449632,0.0,0.0,0.0,0.0,0.03762722009179904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012452368300336625,0.0,0.035726087949767976,0.011750359285485668,0.0,0.0,0.016332487388748033,0.010619782444253883,0.0,0.07340183258137693,0.0721567278408991,0.0,0.011964134910861552,0.011250653510833835,0.011884161469653123,0.0,0.0470981804679194,0.0,0.0,0.012426368529229011,0.0,0.011976499392950587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-ffbedf6e89ad3aef0e0a79d0f3347687f408065d287fdaed68924e625d6572aa.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16928168866271368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13198121967078785,0.0,0.0,0.018921067958188664,0.04641670363956126,0.0,0.025547869484413795,0.4109170273387202,0.0,0.012915368384308153,0.0,0.0,0.018272108207061544,0.16928168866271368,0.6999691181413401,0.0,0.0,0.0,0.010821200244034464,0.0,0.0,0.40502462821663493,0.2183751191332872,0.0,0.0,0.018634369212751238,0.0,0.15206847793346373,0.0,0.0,0.0,0.0,0.04278432884250758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06877259693386957,0.0,0.023212932269626726,0.011452147851505655,0.0,0.0,0.01591798648998188,0.01035026383003001,0.004370999390825335,0.04769264887254605,0.046883645321697136,0.0,0.01166049808228343,0.018275206783291257,0.011582554280680364,0.0,0.030601919660547934,0.0,0.0,0.012111000710404711,0.0,0.11672548767164685,0.0,0.0,0.0,0.0,0.0,0.008750835108288533,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.IRC.Bot-34e70a3b9185409c555dae164f6ce54c835a58e0fccc69e8ab692f58fbac5d02.json,0.0,0.0,0.0,0.0,0.0,0.0,0.002154719725490757,0.0004428369964462761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016743222875971473,0.0012983982422689103,0.00038607720639334867,0.0011049677461410531,0.0,0.0008145227734403311,0.0031054095913762877,0.00019393207016468145,0.002141207146474682,0.0,0.0,0.0018641771455734021,0.0004428369964462761,0.0,0.0,0.0,0.0,0.00036800413603078994,0.0,0.00343295242558802,0.0,0.008879433904949056,0.0,0.0,0.0,0.0,0.0,0.0,0.002195749521798057,0.0,0.0,0.003117849938006919,0.0,0.0,0.0,0.0,0.1659066095736002,0.004789572450884378,0.0,0.006072416431239624,0.0,0.0,0.0,0.0,0.0,0.0,0.009080038802202426,0.0,0.057627546585825425,0.014410064890001583,0.06275910342474765,0.08712103296885931,0.0,0.0003519886715487711,0.04816183464645985,0.0681205272240982,0.072146824642153,0.03431912249972326,0.008129207872196313,0.04940907170613976,0.015755841440754433,0.0,0.025952479091315435,0.06850879394235068,0.0044956573457569675,0.016474691355453947,0.06974026187138163,0.964604395976777,0.0,0.0,0.0,0.005500650546965964,0.0015089558044939666,0.0,0.0,0.0,0.0,0.0,0.0050624861900915915
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.IRC.Bot-c65a88ed3b60dac0bad2893199d6b6c7923b99ff7d48ebc5d312c308662676d4.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027066150314872507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035662792674047886,0.0,0.0,0.012585065578224822,0.007075148834222548,0.0,0.011948050952060368,0.7509844545637908,0.039510358620096796,0.055703791695395785,0.0,0.0,0.03797943655757834,0.027066150314872507,0.09699458290364514,0.08826934303274059,0.000940643428926517,0.0,0.0022492373813018866,0.0011709486241223322,0.0,0.05779953174430194,0.0532842604077071,0.0,0.0,0.46478895721469043,0.0,0.021072099050761472,0.0,0.0022367329697578534,0.005804720402917112,0.0,0.006352088598326869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027748550488949607,0.0,0.0048249171822928325,0.0015869218732923744,0.0,0.0,0.002205752254272866,0.0014342340213553974,0.0,0.009913141448109978,0.009744986253941155,0.0,0.002423689385632565,0.0015194350837620298,0.002407488399766599,0.0,0.0063607529745184094,0.0,0.0,0.0025173284763705573,0.0,0.0016174627847867192,0.0,0.0,0.0,0.0,0.0,0.431079832627926,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.IRC.Bot-e175aa9bce80ff1635cb64cd8c4dba0fad4d92e9a5c1fd82bf102afbe951c220.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12061741487269613,0.00038518607232732326,0.0,0.0,0.0,0.0,0.0006909439364571864,0.0001725971199895605,0.00024431379666348644,0.0,0.0,0.00027651572893806477,0.0,0.0,0.0,0.0,0.0,5.458651403833008e-05,0.0,0.0,9.148245506786276e-05,0.0002394722806071804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018498983326228885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9926985367217778,0.0,6.122061449078326e-05,0.0,0.0,0.00017330780746152528,0.0,0.0,0.00024089030054028188,5.2210920149067505e-05,0.0,0.0,0.0,0.0,5.882027205007873e-05,0.00016593757221367665,0.00011685418393225425,0.0,0.00011577635193965012,0.0,0.0,6.109278965253264e-05,0.0,5.888106058227549e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-0037c09a25f1cc673258bfe88602b45bd9fe591f456dd9db43b756945781be7e.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457341666180293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11362228962800912,0.2025065791936975,0.0,0.016289098320042234,0.039960019748771974,0.0,0.02199409456267614,0.3616186784506673,0.0,0.008339105352686197,0.0,0.0,0.01573041055383267,0.1457341666180293,0.6026015979432623,0.0,0.0,0.0,0.009315943217658456,0.0,0.0,0.3486846517140729,0.15530316945570005,0.0,0.0,0.0,0.0,0.13091535815584562,0.0,0.0,0.012021062364849016,0.0,0.036832917709119714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1288604447488943,0.0,0.0699438361012155,0.02957737312836557,0.0,0.0,0.01370375327467726,0.00891051528054845,0.022577892217712205,0.09238157480201138,0.1009050215789487,0.22565739919704625,0.0602309552957692,0.05663908119625374,0.05982834559618274,0.0,0.09879417468022085,0.0,0.05690328512451411,0.052131645465737564,0.0,0.35171034334265094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-0464a333c082adab92eb04afc8a724e2a628ae16afec7998a75b8300cb62b48f.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759170578003024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13715451466012213,0.0,0.0,0.01769644885247147,0.048236108710668545,0.0,0.024889944913719986,0.42702382650201093,0.0,0.010066211049714283,0.0,0.0,0.018988323787338435,0.1759170578003024,0.7274059515074952,0.0,0.0,0.0,0.01124536105373667,0.0,0.0,0.41461836535587415,0.06413375165646372,0.0,0.0,0.0,0.0,0.1580291373128148,0.0,0.0,0.0,0.0,0.042873449437525246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012612051273269805,0.0,0.0,0.0,0.0,0.0,0.016541927077546707,0.010755965248335915,0.0,0.0,0.0,0.0,0.012117557021825646,0.0,0.012036558041013837,0.0,0.0,0.0,0.0,0.012585718094038861,0.0,0.012130080059878586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-04db3585e05b1de037228276a73bc2c3e003a091131321be5027f8b42f7bcdae.json,0.0,0.0,0.0,0.0,0.0,0.0,0.09136863646617922,0.14359677415672392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11195586211191615,0.0,0.0,0.08185600080956616,0.08268529703830468,0.0,0.08533161332737421,0.49961565672696784,0.00967469013330703,0.01643360175294219,0.0,0.0,0.0348743303938211,0.14359677415672392,0.5937636147681133,0.0,0.011516516198066809,0.0,0.009179312067493367,0.0,0.07492612507378837,0.34613467112995266,0.2657810176004841,0.0,0.0,0.0,0.0,0.12899530394971837,0.0,0.0,0.011844756913136696,0.0,0.0816586024350963,0.0,0.0,0.0,0.2139594015372266,0.0,0.0,0.0,0.0,0.1126162483147146,0.0,0.0,0.0,0.0,0.0,0.07206435411611026,0.0,0.01969086094880809,0.02428631681360773,0.0,0.0,0.013502768841029286,0.017559660580001,0.005561689075663505,0.030342223883702,0.02982753309921303,0.0,0.009891264217081117,0.023253496245152907,0.02456286684549121,0.0,0.03407082766911153,0.0,0.0,0.025683531508375216,0.0,0.15347304021534608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-064f619bc0626ec107ff2f2ce3763da0ace04717ca7476b4a8413f01d3785f16.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14868950559594385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11592643277501505,0.028829749436534872,0.0,0.016619424476889712,0.04077036784120874,0.0,0.022440112174423845,0.36895193324168896,0.0,0.008508213830551406,0.0,0.0,0.016049407097520244,0.14868950559594385,0.6148217384352518,0.0,0.0,0.0,0.009504860962522952,0.0,0.0,0.3557556177484969,0.16123242740526475,0.0,0.0,0.0,0.0,0.1335701869426989,0.0,0.0,0.012264837143181504,0.0,0.03757985138913579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13147360200580552,0.0,0.07136222514403051,0.030177171828279826,0.0,0.0,0.013981651293626562,0.009091211363924209,0.02303574864533392,0.09425497810330516,0.10295127161255398,0.23023349911224178,0.06145237710778095,0.05778766349659572,0.06104160289766353,0.0,0.10079761891021129,0.0,0.05805722520872672,0.05318882160639871,0.0,0.3588426672906829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-153e9e991e97d81f1f96724322e3e07fab09ac894e0fe1a97d2618e48d879d82.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11732779647146034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0914751371038282,0.0,0.0,0.007868425325709798,0.03217104933510789,0.0,0.013280269361202461,0.284803334200636,0.0,0.006713654582720132,0.0,0.0,0.01266425335048551,0.11732779647146034,0.5292469603021603,0.0,0.0,0.0,0.00750008810662723,0.0,0.0,0.27652951789942887,0.0,0.0,0.7092342266054209,0.0,0.0,0.10539745656868599,0.0,0.0,0.0,0.0,0.02541726784976965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06615483537454042,0.0,0.0,0.0,0.0,0.011032630250122355,0.014347371622636215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07355254952494077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-1e401816a3b3bb2d0d4dfcc0b84790c5537dbe0223c57e6f87248f2f9e992f53.json,0.0,0.0,0.0,0.0,0.0,0.0,0.012967040732064323,0.030568890346292784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02383317099302392,0.0,0.0,0.0034167667880549792,0.010058315001485324,0.0,0.005190114066071878,0.9811338986221412,0.048742651294430984,0.05888950067062723,0.0,0.0,0.04564415714122074,0.030568890346292784,0.1264004357901168,0.0,0.001634424463443628,0.0,0.0019540925323249516,0.0,0.010633518823356784,0.07532261887452164,0.04743532145087739,0.0,0.0,0.0,0.0,0.027460528446982577,0.0,0.0,0.0,0.0,0.014348276173246055,0.0,0.0,0.0,0.030365127269555956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011688429906994327,0.0,0.0027945278144445368,0.0034467151041532793,0.0,0.0,0.002874470283171298,0.003115084710528389,0.0007893151476535506,0.004306169690373094,0.004233124752580277,0.0,0.0028075372678233574,0.0033001371656171726,0.004880348334841539,0.0,0.0048353332964977324,0.0,0.0,0.0043740094469152235,0.0,0.022483510013413078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-20c5fb0feba45ee409d8d4ff16af10eed02d7c9992f2b78a37f4fd1b5aeeae4d.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2596934689585516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076293618537343,0.0,0.0,0.007807163873459633,0.03192057416109299,0.0,0.013176872740701747,0.28258593171709073,0.0,0.00666138386620211,0.0,0.0,0.012565652865661725,0.2596934689585516,0.5251263852131198,0.0,0.009336472472679056,0.0,0.0,0.0,0.0,0.2743765331336964,0.006529376597738849,0.0,0.6347209150551175,0.0,0.0,0.10457686019957844,0.0,0.0,0.0,0.0,0.025219375809589703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06563977154402116,0.0,0.0,0.0,0.0,0.010946733145773765,0.014235666829721223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07297988907331558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-224a48c9064f345e1d74ea7c7d74eb5409c095ad7b2b6d6fa49ce24ec703f807.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12597295316299265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09821537187704632,0.5292123407530116,0.0,0.014080334538957757,0.03454153417158632,0.0,0.019011746582861127,0.3125840281690919,0.0,0.0072083420957048125,0.0,0.0,0.013597403532188976,0.12597295316299265,0.5208902252319177,0.0,0.0,0.0,0.008052723022069984,0.00419223200784315,0.0,0.3014038253236713,0.13659958679984405,0.0,0.0,0.0,0.0,0.11316354060271881,0.0,0.03603579619157389,0.010391034315416298,0.0,0.03183845988284037,0.0,0.0,0.0,0.0,0.026024329106395398,0.0,0.0,0.0,0.027442974447899345,0.0,0.0,0.0,0.0,0.0,0.11138726866611544,0.0,0.06045961488435485,0.025566750242924863,0.0,0.0,0.011845556258284859,0.007702270168646874,0.019516382636033745,0.07985484849382982,0.0872225357461447,0.19505878161322993,0.05206377808659705,0.04895895374645738,0.05171576132425535,0.0,0.08539791476893319,0.0,0.04918733223760048,0.045062715799361816,0.0,0.30401924021681387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Krademok-2c5d455f8e7c12b6fae98f88a428cc725985e4736637d8c792406394bad27c3f.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07797206613393559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079126732432481,0.0,0.0,0.007843632092955242,0.021379786050659436,0.0,0.011032019607135863,0.18927061682999455,0.0,0.004461666671218771,0.0,0.0,0.008416232380373463,0.07797206613393559,0.32240958134682535,0.0,0.0,0.0,0.004984303664157986,0.0,0.0,0.18794875878713438,0.05685225967400866,0.0,0.0,0.6566065203363879,0.0,0.07004356768876341,0.0,0.0,0.0,0.0,0.019002883954138735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005590064478456106,0.0,0.01603800420814713,0.005274921562440024,0.0,0.0,0.007331911118803368,0.004767387791521599,0.0,0.03295124004287963,0.032392292892118424,0.0,0.005370888811476592,0.005050595760858562,0.005334987472700172,0.0,0.021143115854235863,0.0,0.0,0.005578392771242569,0.0,0.005376439422449008,0.0,0.0,0.0,0.0,0.0,0.6046023339979787,0.0,0.0,0.0,0.0,0.0
