,drawtextexw drawtextexw,findfirstfileexw findfirstfileexw,findfirstfileexw ntclose,findresourcea loadresource,findresourceexw findresourceexw,findresourceexw loadresource,findwindowa findwindowexa,findwindowexa findwindowexa,findwindowexa ntdelayexecution,getcursorpos getcursorpos,getfileattributesw getfileattributesw,getforegroundwindow findwindowa,getforegroundwindow getforegroundwindow,gethostbyname gethostbyname,gethostbyname ntdelayexecution,getkeystate getkeystate,getkeystate getsystemmetrics,getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics,getsystemmetrics ldrloaddll,getsystemtimeasfiletime getsystemtimeasfiletime,getsystemwindowsdirectoryw getsystemwindowsdirectoryw,getvolumenameforvolumemountpointw ntclose,getvolumepathnamesforvolumenamew getvolumepathnamesforvolumenamew,getvolumepathnamesforvolumenamew ntclose,ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress getsystemmetrics,ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ntallocatevirtualmemory,ldrgetprocedureaddress regopenkeyexw,ldrloaddll ldrgetprocedureaddress,ldrloaddll ldrloaddll,loadresource findresourceexw,loadresource sizeofresource,loadstringa loadstringa,loadstringw loadstringw,lookupprivilegevaluew ntclose,ntallocatevirtualmemory getsystemmetrics,ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory writeprocessmemory,ntclose findfirstfileexw,ntclose getsystemtimeasfiletime,ntclose ldrgetprocedureaddress,ntclose ldrunloaddll,ntclose lookupprivilegevaluew,ntclose ntallocatevirtualmemory,ntclose ntclose,ntclose ntdelayexecution,ntclose ntopenkey,ntclose ntquerydirectoryfile,ntclose ntunmapviewofsection,ntclose regopenkeyexw,ntcreatefile ntclose,ntcreatefile ntcreatesection,ntcreatemutant ntclose,ntcreatesection ntmapviewofsection,ntdelayexecution getforegroundwindow,ntdelayexecution gethostbyname,ntdelayexecution ntcreatemutant,ntdelayexecution ntdelayexecution,ntdelayexecution socket,ntdelayexecution timegettime,ntenumeratevaluekey ntenumeratevaluekey,ntfreevirtualmemory ntallocatevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory,ntopenfile ntqueryinformationfile,ntopenkey ntopenkey,ntopenkey ntqueryvaluekey,ntqueryattributesfile ntqueryattributesfile,ntquerydirectoryfile ntclose,ntqueryvaluekey ntclose,ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile,ntunmapviewofsection ntclose,process32nextw process32nextw,regclosekey ntclose,regclosekey regclosekey,regclosekey regcreatekeyexa,regclosekey regopenkeyexa,regclosekey regopenkeyexw,regclosekey regqueryvalueexw,regcreatekeyexa regclosekey,regenumkeyw regenumkeyw,regenumvaluew regenumvaluew,regopenkeyexa regqueryvalueexa,regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw,regopenkeyexw regqueryvalueexw,regqueryvalueexa regclosekey,regqueryvalueexw regclosekey,regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw,sizeofresource findresourcea,socket gethostbyname,timegettime ntdelayexecution,writeprocessmemory ntallocatevirtualmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-3dcad6d545e8868831f788877b06959257e02c106c906c5de1d5e3137ae297b4.json,0.0059519775313262475,0.012386326627445047,0.01535695102853054,0.001588779594047635,0.006107895949520698,0.028443390922324008,0.0878806075419446,0.0878806075419446,0.07050885953946717,0.0,0.006551657094783346,0.0878806075419446,0.0005295931980158783,0.0,0.01127741649045537,0.0,0.0,0.0,0.04940167897035222,0.005988082299436633,0.11858472602208477,0.004626549301155464,0.0045809219621405235,0.007125878607774148,0.005089913291267249,0.003913776722500044,0.03228865796062536,0.010583446076188482,0.01859043943187521,0.9349034145871981,0.06126716148450238,0.0058706650837500665,0.0067720707728266116,0.08023242281125091,0.0,0.023686760265755172,0.0015421831003851548,0.07094042261771713,0.13251077494304755,0.0365419306630956,0.004990068582863862,0.009345308844079542,0.0014822700359153804,0.022033817653806624,0.011803071493407575,0.008887626115229225,0.007559604340134629,0.00635511837619054,0.0365419306630956,0.004446810107746142,0.0704479810050008,0.05058107853095596,0.0058706650837500665,0.007587688817190583,0.011458328777244692,0.009387710227464074,0.009998315094474594,0.005988082299436633,0.06682551818227372,0.005988082299436633,0.0790737581465529,0.0019596684168565115,0.06997535242520204,0.0,0.009438494873718355,0.0,0.01374276588642157,0.0014676662709375166,0.003802912896956976,0.007634869936900874,0.0034245546321875387,0.00978444180625011,0.004672654422039771,0.0071285880644668485,0.010762885986875121,0.021663016038028286,0.0,0.015316790371125596,0.0,0.0043218310377720545,0.023716320574646087,0.030843662007703096,0.0,0.018281330442956358,0.013607287812242333,0.03775397949487342,0.0,0.027221250987745128,0.002964540071830761,0.016966233181737126,0.05682035137675625,0.0301394907302794,0.003458630083802554,0.03359812081408196,0.010479144024014108,0.07608986184365618,0.0,0.0,0.0,0.02230363911933712
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-3de946b734dddd194061f0086d142c4c9f0debb15ec9766271e499fe08179160.json,0.00414984262594861,0.01727200949498217,0.02141437182764398,0.0014769736048039323,0.005678069590098505,0.025050093730800832,0.13251892001331517,0.13109398538951608,0.11826957377532428,0.0,0.006324856199987677,0.13251892001331517,0.0007384868024019662,0.0,0.21524550555217792,0.0,0.0,0.0,0.03966264840710131,0.004175015621800138,0.0,0.004300968633240026,0.004258552192573878,0.007097586987623131,0.004258552192573878,0.002728766596646931,0.02728766596646931,0.008433141599983568,0.01500821628155812,0.8616080528912685,0.05511837454209283,0.0034109582458086637,0.0,0.06685478161784981,0.0,0.02108285399995892,0.0014336562110800087,0.0659481857096804,0.09238927051756035,0.03397039291049045,0.004175015621800138,0.002171914616596025,0.0013779593635523208,0.017169781752338183,0.016458694255032755,0.0017704679784326118,0.002108285399995892,0.004430920814411797,0.03397039291049045,0.0027559187271046417,0.041613690598865695,0.07563108654103844,0.0068219164916173275,0.0,0.005325990219965124,0.006200817135985444,0.0,0.005566687495733518,0.0998403048378266,0.005566687495733518,0.12064150400386736,0.0,0.10463027062127964,0.0,0.16159311497133427,0.0,0.012775656577721634,0.0013643832983234656,0.0,0.0014195173975246262,0.004093149894970396,0.010232874737425991,0.00434382923319205,0.0018073454476145454,0.011597258035749456,0.03020781139984802,0.0,0.007578776499537764,0.0,0.00225995291921463,0.02618122790749409,0.018637530744040114,0.0,0.005511837454209283,0.008433141599983568,0.023398098095396818,0.0,0.0,0.0027559187271046417,0.008350031243600276,0.011023674908418567,0.0048228577724331225,0.0034448984088808017,0.013090613953747046,0.0013916718739333796,0.0034448984088808017,0.0,0.20961436644306705,0.0,0.018231692730797673
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-4a81b16c87269e6d8ac8e8468e32828f88ec41e9a143d42bc73360fb361afc39.json,0.0,0.0,0.0,0.10862030384254176,0.008699569315670983,0.03198343840237206,0.0,0.0,0.0,0.0,0.0021534519415383683,0.0,0.0007543076655732068,0.0,0.0,0.0,0.0,0.0,0.03198343840237206,0.002132229226824804,0.07389463947922136,0.005857479734489081,0.006524676986753238,0.010874461644588732,0.006524676986753238,0.056441324994570496,0.04459561481052483,0.006460355824615106,0.009755290739802308,0.11706348887762769,0.002111219809335469,0.003484032407072253,0.011399302485810139,0.020207387961019067,0.1883868857279106,0.02799487523999879,0.10543463522080346,0.10104152541993666,0.0,0.05204722892455126,0.004264458453649608,0.17303865612403524,0.07178147351740594,0.0009230324232202287,0.0,0.008137788022046689,0.007178173138461228,0.005280153659012447,0.05053861359340485,0.003518699682225781,0.0675902286972017,0.0026039783587703293,0.004180838888486704,0.010807260856510006,0.015543116532813967,0.010556099046677344,0.014240752613201742,0.002132229226824804,0.0,0.002132229226824804,0.0039750338543370935,0.0,0.0,0.835717267537084,0.0022405653563881663,0.0,0.019574030960259715,0.0787391323998329,0.0162496404434325,0.002174892328917746,0.002090419444243352,0.009755290739802308,0.006655332927847509,0.008307291808982058,0.009755290739802308,0.0,0.0,0.012667318856012813,0.0,0.006155649833338544,0.033075777012922344,0.0014643699336222703,0.0060769963138035685,0.02955707733069656,0.019381067473845316,0.0014937102375921108,0.0,0.0,0.008444879237341876,0.023454521495072846,0.07811513294541235,0.04644683580538031,0.009148619173787032,0.05066927542405125,0.014925604587773629,0.08656001218275422,0.36049886879843496,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-4f5f7c4d780510736d8a42273323eec46d041b41264b2852d85960680aaaca15.json,0.005987233333110911,0.012459695499239158,0.015447916026067755,0.0015981905332107034,0.006144075314745833,0.02861187182588308,0.08840115743715299,0.08840115743715299,0.08120571438994285,0.0,0.006590465024194883,0.08840115743715299,0.0005327301777369012,0.0,0.0014180271087982379,0.0,0.0,0.0,0.0496943036975864,0.005521589299731822,0.013254127551173483,0.004653954092966256,0.004608056486059375,0.007680094143432292,0.003584043933601736,0.00393695949421443,0.03247991582726905,0.010646135808314812,0.018700557597518545,0.9409333191172489,0.061630069927929465,0.004921199367768038,0.0074314737767595535,0.08070766963139582,0.0,0.023827065856704577,0.0015513180309887522,0.0713606294254826,0.13329568610763715,0.03675838226384617,0.005019626636119839,0.0031335548745494908,0.0014910500789015195,0.022164332243902688,0.011872985525648397,0.007663089315287562,0.007604382720224865,0.00479457159963211,0.036225652086109277,0.003976133543737385,0.06840467121197573,0.051493709638261186,0.005905439241321645,0.0076326335522025395,0.009330733955615058,0.008946300473409117,0.010057538875696237,0.006023551963343806,0.06882185921711217,0.006023551963343806,0.08047793166311062,0.0,0.07208598354857954,0.0,0.002637334063664788,0.0,0.013824169458178125,0.0014763598103304113,0.0,0.0015360188286864583,0.0034448395574376263,0.009842398735536075,0.004700332311824237,0.00717081337302734,0.010826638609089683,0.021791334230675183,0.0,0.011431383938244983,0.0,0.004347430868687503,0.023856801262424312,0.031026360619775047,0.0,0.018389617639785406,0.013687888896404756,0.037977610516772946,0.0,0.02738249269675754,0.002982100157803039,0.01706673056280745,0.05665990299825774,0.030815034963964733,0.003479116850770212,0.033797135121767775,0.010541215935851661,0.07654057071694466,0.0,0.0,0.0,0.022435751963468236
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-52cd5962bb91930a3086d8b81460d144e25e44885ba42ad1e96b45623ec94a49.json,0.0,0.0,0.0,0.0017311153168934742,0.006655090656891881,0.02446703674209259,0.0,0.0,0.0,0.0,0.00494211289415733,0.0,0.0017311153168934742,0.0,0.013823705979482537,0.0,0.0,0.0,0.02446703674209259,0.0016311357828061729,0.0,0.005041032997653728,0.00499131799266891,0.008318863321114851,0.00499131799266891,0.0015991516829814514,0.015991516829814513,0.00494211289415733,0.0063966067319258055,0.9898748917655183,0.05491216822459159,0.0015991516829814514,0.0,0.0623669156362766,0.0,0.02141582254134843,0.0016803443325512427,0.07729583929735717,0.0,0.039815652288549906,0.0032622715656123458,0.0,0.0016150637713115174,0.0,0.0,0.0,0.00164737096471911,0.0,0.039815652288549906,0.0016150637713115174,0.0063966067319258055,0.001992019537678051,0.0031983033659629028,0.0,0.0,0.00646025508524607,0.0,0.0032622715656123458,0.0,0.0032622715656123458,0.0,0.0,0.0,0.0,0.01885413120032699,0.0,0.014973953978006731,0.0015991516829814514,0.0,0.0016637726642229702,0.0015991516829814514,0.0063966067319258055,0.005091268588071096,0.0,0.0063966067319258055,0.0,0.0,0.0016150637713115174,0.0,0.0,0.003230127542623035,0.0016803443325512427,0.0,0.00646025508524607,0.00988422578831466,0.0034280238546049073,0.0,0.0,0.003230127542623035,0.009786814696837037,0.011305446399180621,0.004845191313934552,0.004845191313934552,0.014535573941803657,0.0016311357828061729,0.003230127542623035,0.0,0.01397246725543602,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-5f7fb14fdd898ed311b835a9076315476cd27ad4c910796ff374b95fb9a46538.json,0.003027576357417358,0.012601038715327832,0.05815286484302966,0.0016163204618193333,0.006213773917326469,0.025890504215669376,0.0,0.0,0.0,0.0,0.0025635490334835996,0.0,0.0005387734872731111,0.0,0.15416717515949951,0.0,0.0,0.0,0.036551300069180295,0.003553598617836973,0.0,0.0015689162363132475,0.004660330437994851,0.0077672173966580865,0.004660330437994851,0.0024885128116846284,0.053254174170051044,0.007690647100450798,0.03334607167657402,0.9446394633154849,0.056800000027347176,0.004977025623369257,0.001252629445326453,0.0676875484778219,0.0,0.022046521687958957,0.0015689162363132475,0.07217014687040939,0.0674038984873703,0.037714144109117775,0.004061255563242255,0.0026409183577301687,0.001507964602495943,0.02241576519441118,0.044599928595977056,0.0012916699441925922,0.004101678453573759,0.006465281847277333,0.036097823647298445,0.004021238939989181,0.07266457410119115,0.0,0.005972430748043108,0.0,0.009991675189992374,0.007539823012479714,0.0,0.005584226399458101,0.0,0.005584226399458101,0.0,0.0,0.0,0.0,0.11575873994102541,0.0,0.013980991313984555,0.001493107687010777,0.004642601870943143,0.0015534434793316172,0.0034839179363584795,0.009954051246738514,0.004753653043914304,0.0013185744232006576,0.010949456371412364,0.022038535878838646,0.0,0.015079646024959427,0.0,0.0038471547402905465,0.0211115044349432,0.03660804551397577,0.0,0.0055292035424851236,0.009228776520540959,0.043742933986931264,0.0,0.02769312063967321,0.003015929204991886,0.009645481962700356,0.0105557522174716,0.004021238939989181,0.003518584072490533,0.014074336289962132,0.0005076569454052818,0.01859823009744996,0.0,0.15727576313719738,0.0,0.022690263908650046
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-671047fbfeb5a9a6c354cc7ce9e4998f33ba116a7addc63fe9e4d6f76439cead.json,0.0,0.0,0.0,0.001710155326730575,0.006574512180495534,0.024170794865872678,0.0,0.0,0.0,0.0,0.006509699736170805,0.0,0.0008550776633652875,0.0,0.0,0.0,0.0,0.0,0.024170794865872678,0.001611386324391512,0.013296257760997432,0.004979997201245156,0.00493088413537165,0.008218140225619418,0.00493088413537165,0.0031595789630104476,0.018957473778062686,0.004882274802128104,0.007109052666773507,0.9834189522370018,0.054247302923834895,0.0015797894815052238,0.007952102206019263,0.06635115822321941,0.0,0.021156524142555116,0.0016599990670817185,0.07635995708575906,0.0,0.039333572514803225,0.003222772648783024,0.0,0.0015955089095245558,0.0,0.0,0.0061499580648045095,0.0032548498680854024,0.004275388316826437,0.037623417188072654,0.0015955089095245558,0.038704842296877984,0.0009839502862885041,0.0031595789630104476,0.008167354677078915,0.0061668472037436466,0.008775299002385056,0.010762142138032638,0.00402846581097878,0.0,0.00402846581097878,0.0,0.0,0.0,0.0,0.002539888532223419,0.0,0.01479265240611495,0.0015797894815052238,0.0,0.0016436280451238834,0.0015797894815052238,0.006319157926020895,0.005029624549409277,0.0062780569018169655,0.007109052666773507,0.0,0.0,0.006382035638098223,0.0,0.0043612498223670835,0.03350568710001567,0.0016599990670817185,0.0,0.01914610691429467,0.014646824406384313,0.0016932590214822796,0.0,0.0,0.0031910178190491115,0.01772524956830663,0.05823607519764628,0.02951691482620428,0.003988772273811389,0.03350568710001567,0.011279704270740583,0.06541586529050679,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-6d16e41061297a74f80adbd06cea1fbde5c8dcfdb3fcbc44dc659d2fbb1652d1.json,0.008373984542441145,0.017426629581503136,0.021606074595393404,0.0014901955629455321,0.005728900016723048,0.02948673432090571,0.0,0.0,0.0,0.0,0.007090529666605634,0.0,0.0007450977814727661,0.0,0.21618074171829993,0.0,0.0,0.0,0.05897346864181142,0.007020651028787074,0.0,0.004339471167782329,0.004296675012542286,0.007161125020903809,0.004296675012542286,0.0027531946822956592,0.035103232199269654,0.012762953399890142,0.022713856128939187,0.8830871943463326,0.06256327230647289,0.0055063893645913185,0.000866163093366066,0.07984264578657412,0.0,0.024107800866459157,0.0014464903892607763,0.06653855790599571,0.1864326898479944,0.03427449794774724,0.005616520823029658,0.0036522628820411427,0.001390294940143842,0.030088161092893632,0.016606033493728436,0.0026794759742652914,0.005672423733284507,0.004470586688836597,0.03427449794774724,0.0034757373503596046,0.06676497104566974,0.07545074581959678,0.0068829867057391475,0.0,0.006909002756371664,0.008341769640863052,0.0,0.006318585925908366,0.10073408135970664,0.006318585925908366,0.0,0.0,0.10556692721013076,0.0,0.16230197020230708,0.0,0.012890025037626856,0.0013765973411478296,0.0,0.001432225004180762,0.004129792023443489,0.010324480058608723,0.004382715458449371,0.0018235249147208262,0.011701077399756551,0.0304782335770481,0.0,0.011817506991222658,0.0,0.002280184156118697,0.027110751332804918,0.015188149087238152,0.0,0.006256327230647289,0.008508635599926762,0.01844340570480762,0.0,0.038298251933504106,0.002780589880287684,0.009126846337423196,0.012512654461294579,0.007646622170791131,0.0034757373503596046,0.015988391811654182,0.0014041302057574145,0.024330161452517235,0.0,0.21850713111216552,0.0,0.03137954205010207
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-74f99525871355cc9150bfa112df57962296db99fc8dab149bcf0d60ee2e7113.json,0.008322927292180982,0.017320377201501178,0.02147433960685052,0.0014811096508079733,0.005693970183692329,0.029306949946340984,0.0,0.0,0.0,0.0,0.007047297804183368,0.0,0.0007405548254039866,0.0,0.2227475284677586,0.0,0.0,0.0,0.05861389989268197,0.0076756297478512096,0.0,0.004313012859400303,0.004270477637769246,0.007117462729615411,0.004270477637769246,0.0027364081036727254,0.034889203321827246,0.012685136047530063,0.022575366855299983,0.8777028992530266,0.062181816067205076,0.005472816207345451,0.0017217639733437572,0.07935583500650903,0.0,0.02396081253422345,0.0014376709531334342,0.06613286384413798,0.1852959859940523,0.03406552196858339,0.005582276180255426,0.0029039956560797235,0.0013818181348267797,0.0299047097427028,0.016504784392584192,0.0017754259119959885,0.005637838243346694,0.00444332895242392,0.03406552196858339,0.003454545337066949,0.06635789651406358,0.07754721459296765,0.006841020259181813,0.0,0.006866877686640237,0.008981817876374067,0.0,0.006280060702787354,0.10345722259744111,0.006280060702787354,0.0,0.0,0.1084600117226961,0.0,0.16864477598383093,0.0,0.01281143291330774,0.0013682040518363627,0.006381348190234356,0.0014234925459230823,0.004104612155509088,0.01026153038877272,0.0043559934841195845,0.0018124066510728971,0.011629734440609081,0.030292403905242016,0.0,0.011745454146027626,0.0,0.0015108543886107725,0.026945453629122203,0.015095545007901062,0.0,0.006218181606720509,0.00845675736502004,0.01833095391128597,0.0,0.03806474261382656,0.0027636362696535593,0.009071198792915066,0.011745454146027626,0.007599999741547288,0.003454545337066949,0.015890908550507964,0.0013955690450638564,0.02418181735946864,0.0,0.22713701508948347,0.0,0.03118821698574575
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-7576abded5038819514c68c8cd5b85c3191c78abeaecf1872e1da5d9501d392f.json,0.008150217367792513,0.016960960264186187,0.021028723366363144,0.0014503749913760218,0.0055758140199565764,0.028698798399223138,0.12033749289388147,0.12173676606706614,0.10214694164248078,0.0,0.006901058599132643,0.12173676606706614,0.0007251874956880109,0.0,0.20461308652506366,0.0,0.0,0.0,0.057397596798446276,0.006833047237910271,0.0,0.004223513083818541,0.004181860514967432,0.0069697675249457205,0.004181860514967432,0.002679624616314221,0.03416521385800631,0.012421905478438758,0.02210690308459232,0.8594895956827863,0.05344918341422461,0.006029155386706997,0.0008430177355969982,0.06967024002416974,0.0,0.023463599237050985,0.0014078376946061802,0.06476053395188429,0.18145088983893096,0.0333586248016485,0.005466437790328217,0.0028437345421015734,0.0013531438839044204,0.02928415402027405,0.016162291905935995,0.0017385838654114623,0.005520846879306113,0.006526687461192097,0.0333586248016485,0.004736003593665472,0.06833042771601262,0.071765605409529,0.006699061540785552,0.0,0.010460150397035892,0.008118863303426522,0.0,0.006149742514119244,0.09477421810648147,0.006149742514119244,0.1095518747761743,0.0026834314279777704,0.09928265027932111,0.0,0.15365684831745716,0.0,0.012545581544902295,0.0013398123081571104,0.00624892817444649,0.0013939535049891441,0.0040194369244713314,0.010048592311178328,0.00426560181315236,0.0017747972133499426,0.011388404619335438,0.02966380310117944,0.0,0.016914298548805256,0.0,0.0022192537395759747,0.0263863057361362,0.018301890029880342,0.0,0.006089147477569892,0.00828127031895917,0.022976724982049668,0.0,0.03727485720597533,0.0027062877678088407,0.008882961409283352,0.012178294955139784,0.0074422913614743125,0.003382859709761051,0.015561154664900835,0.0013666094475820543,0.023680017968327357,0.0,0.19413294127928632,0.0,0.030541027071870168
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-7761f5078b70054621da0e20d683283d3a2d965de213d508fd763e65cc5f76d8.json,0.006173139537143272,0.012846574474015826,0.015927580550370624,0.0016478150457057393,0.006334851530654533,0.029500282914188974,0.05723124188937406,0.05723124188937406,0.051932052825543126,0.0,0.002613500705809201,0.05723124188937406,0.001098543363803826,0.0,0.0014620574684559749,0.0,0.0,0.0,0.05123733348253874,0.005693037053615416,0.0,0.0031989742637286048,0.0031674257653272666,0.005279042942212112,0.0031674257653272666,0.00253700237631699,0.03196622994159407,0.010976702964398644,0.019281218060009125,0.9620313010994026,0.06354371045554812,0.00507400475263398,0.0012770373793199443,0.07763227271529989,0.0,0.02456690663460649,0.0015994871318643024,0.07357640806575791,0.13743457524715297,0.037899746051231996,0.00517548823055947,0.0032308531189043526,0.0015373478336019708,0.022852544418562507,0.012241646900076172,0.0019752578944623495,0.004181601129294722,0.0038449017733133916,0.037899746051231996,0.004099594222938588,0.05733625370476397,0.03160274509630558,0.006088805703160776,0.0,0.005659092535861014,0.006149391334407883,0.0,0.003622841761391628,0.042080223310946026,0.003622841761391628,0.05113686912880096,0.0,0.04372016750027204,0.0,0.0010876897742419917,0.0,0.0142534159439727,0.001522201425790194,0.004733064633451897,0.0015837128826636333,0.003551803326843786,0.01014800950526796,0.004846279678356529,0.0013442673187389709,0.011162810455794757,0.022467964654484026,0.0,0.007686739168009853,0.0,0.0022412102458137816,0.021010420392560267,0.037321366410167055,0.0,0.004612043500805912,0.006272401693942082,0.044595280743921654,0.0,0.028232731027381112,0.0030746956672039415,0.00672813469972731,0.009736536279479147,0.006661840612275206,0.003587144945071265,0.012298782668815766,0.0015526464691678406,0.018960623281090973,0.0,0.0007388955658449084,0.0,0.023132391838696347
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-8968952d2b276d6b51e5b53e71e08a324cee715d69c2e44624780e03e2bfa78d.json,0.004367834527909298,0.018179310937439536,0.022539272231050095,0.0015545592663043718,0.005976339500786449,0.026365979191739854,0.1349808002316317,0.1349808002316317,0.1259820802161896,0.0,0.006657101915534057,0.1349808002316317,0.0007772796331521859,0.0,0.0,0.0,0.0,0.0,0.04174613372025476,0.004394329865289976,0.014503819895035573,0.0045268992087203275,0.004482254625589837,0.007470424375983062,0.004482254625589837,0.004308163718635775,0.03015714603045043,0.008876135887378742,0.016514627588103806,0.9118946537779058,0.058738923535578524,0.004308163718635775,0.008132165379927812,0.07682891964900466,0.0,0.02219033971844685,0.001508966402906776,0.0694124545337117,0.09724249378799214,0.03575486312500055,0.004394329865289976,0.0022860056414477827,0.0014503437910019389,0.018071713154998673,0.01732327211685562,0.008385619260066791,0.008136457896763845,0.004663677798913115,0.03575486312500055,0.0029006875820038777,0.0696486467846117,0.07513186489134832,0.00718027286439296,0.007424259478652408,0.008809059827222637,0.009427234641512603,0.009782963877291804,0.005859106487053301,0.09924688035630147,0.005859106487053301,0.12288273063162158,0.0,0.10393963270113371,0.0,0.003078400494920015,0.0,0.01344676387676951,0.001436054572878592,0.006697805226798572,0.0014940848751966124,0.004308163718635775,0.010770409296589439,0.0045720112828955654,0.007609142381052072,0.012206463869468031,0.031794632601198365,0.0,0.01160275032801551,0.0,0.0031715581470558043,0.031182391506541684,0.023388979245055026,0.0,0.018129297387524234,0.013314203831068114,0.02847520457801014,0.0,0.03995240886961643,0.0029006875820038777,0.01684493115027824,0.055113064058073674,0.030457219611040715,0.0036258594775048472,0.03335790719304459,0.010253436352343276,0.08121925229610857,0.0,0.0,0.0,0.01918940648830214
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-a0c34cdf49f2afd4ad187a519eb60b4f3f254f5778afc08109bdef5a95c02bd7.json,0.008934485327766136,0.018593056330501265,0.023052246572082772,0.0015899396906168374,0.006112355818694894,0.031460387085580986,0.0,0.0,0.0,0.0,0.007565124219098568,0.0,0.0007949698453084187,0.0,0.01798650635292207,0.0,0.0,0.0,0.06292077417116197,0.007490568353709758,0.0,0.004629927519249166,0.00458426686402117,0.007640444773368618,0.00458426686402117,0.002937475865734463,0.0374528172881144,0.013617223594377423,0.024234175892309317,0.942195383934329,0.06675085625561364,0.0066093206979025414,0.0009241384922446597,0.08518680010629942,0.0,0.02572142234493513,0.0015433091730830554,0.07099222196182055,0.19891129767685353,0.03656861288418726,0.005992454682967806,0.00389672192101145,0.0014833523612358586,0.03210206950603663,0.01771753480677654,0.002858822900477473,0.006052099375278854,0.007154728607775767,0.03656861288418726,0.0051917332643255055,0.07637437250909604,0.07684180115229386,0.007343689664336157,0.0,0.01146669543046272,0.008900114167415152,0.0,0.006741511518338782,0.10269983767032932,0.006741511518338782,0.0,0.0,0.10757074704114328,0.0,0.014168080024092792,0.0,0.01375280059206351,0.0014687379328672315,0.00799194839404733,0.0015280889546737235,0.004406213798601694,0.011015534496504236,0.004676066305213739,0.0019455799700628265,0.012484272429371467,0.03251825093899489,0.0,0.01854190451544823,0.0,0.0024328050504746307,0.028925371044099243,0.016204746317372083,0.0,0.006675085625561364,0.00907814906291828,0.019677888922351096,0.0,0.040861691139357434,0.002966704722471717,0.009737738859822686,0.013350171251122728,0.008158437986797223,0.0037083809030896463,0.017058552154212373,0.0014981136707419515,0.025958666321627525,0.0,0.014971818104709404,0.0,0.0334798872170987
