,closesocket ntdelayexecution,connect shutdown,createtoolhelp32snapshot process32firstw,findfirstfileexw findfirstfileexw,findfirstfileexw ntclose,findresourcea loadresource,findresourceexw findresourceexw,findresourceexw loadresource,findwindowa findwindowexa,findwindowexa findwindowexa,findwindowexa ntdelayexecution,getfileattributesw getfileattributesw,getfiletype writeconsolew,getforegroundwindow findwindowa,gethostbyname gethostbyname,gethostbyname ntdelayexecution,gethostbyname socket,getkeystate getkeystate,getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime,getsystemwindowsdirectoryw getsystemwindowsdirectoryw,getvolumenameforvolumemountpointw ntclose,getvolumepathnamesforvolumenamew getvolumepathnamesforvolumenamew,getvolumepathnamesforvolumenamew ntclose,ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress getsystemmetrics,ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ntallocatevirtualmemory,ldrgetprocedureaddress ntclose,ldrgetprocedureaddress regopenkeyexw,ldrloaddll ldrgetprocedureaddress,loadresource findresourceexw,loadresource sizeofresource,loadstringa loadstringa,loadstringw loadstringw,lookupprivilegevaluew ntclose,ntallocatevirtualmemory getsystemmetrics,ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory writeprocessmemory,ntclose findfirstfileexw,ntclose getsystemtimeasfiletime,ntclose ldrgetprocedureaddress,ntclose ldrunloaddll,ntclose lookupprivilegevaluew,ntclose ntallocatevirtualmemory,ntclose ntclose,ntclose ntdelayexecution,ntclose ntopenkey,ntclose ntquerydirectoryfile,ntclose ntunmapviewofsection,ntclose regopenkeyexw,ntcreatefile ntclose,ntcreatefile ntcreatesection,ntcreatemutant ntclose,ntcreatesection ntmapviewofsection,ntdelayexecution getforegroundwindow,ntdelayexecution ntcreatemutant,ntdelayexecution ntdelayexecution,ntdelayexecution socket,ntenumeratevaluekey ntenumeratevaluekey,ntfreevirtualmemory ntallocatevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory,ntopenkey ntclose,ntopenkey ntopenkey,ntopenkey ntqueryvaluekey,ntqueryattributesfile ntqueryattributesfile,ntquerydirectoryfile ntclose,ntqueryvaluekey ntclose,ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile,ntunmapviewofsection ntclose,process32firstw process32nextw,process32nextw ntclose,process32nextw process32nextw,readprocessmemory readprocessmemory,regclosekey ntclose,regclosekey regclosekey,regclosekey regcreatekeyexa,regclosekey regopenkeyexa,regclosekey regopenkeyexw,regclosekey regqueryvalueexw,regcreatekeyexa regclosekey,regenumkeyw regenumkeyw,regenumvaluew regenumvaluew,regopenkeyexa regqueryvalueexa,regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw,regopenkeyexw regqueryvalueexw,regqueryvalueexa regclosekey,regqueryvalueexw regclosekey,regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw,shutdown closesocket,sizeofresource findresourcea,socket gethostbyname,writeprocessmemory ntallocatevirtualmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-daff2ff7139c9765e1c19855ca445709d88fe0fdc69cb479e3a5a8fefa02a20d.json,0.0007856046027829968,0.0007947059049928449,0.0,0.014158205736816205,0.014271693849690799,0.001754618168538313,0.006975779143670658,0.027877981936935945,0.0926414404576847,0.0926414404576847,0.08712706900187014,0.006499320672303947,0.003307995478140225,0.0926414404576847,0.0,0.0036076229484677414,0.0,0.0,0.04851640357153453,0.13177561994414538,0.004599519933739366,0.0045811680762439175,0.007635280127073194,0.0045811680762439175,0.0038661189098494306,0.03195920826223555,0.012182830675583197,0.018400756272196225,0.924002419454014,0.06004457309874557,0.0049104394298470615,0.004307040131239284,0.009546251736093152,0.07925543765191333,0.023079065320281186,0.001740404382226171,0.08054837527348156,0.1315979632844064,0.04060352636918424,0.0049104394298470615,0.00903507918528365,0.0014643362837293017,0.02616783174996141,0.01112588266989983,0.00860046997319401,0.007696582589291757,0.004806672597180531,0.04068637181700963,0.003389612997509831,0.06765708092236504,0.06027667741965282,0.005799178364774146,0.008321681162918789,0.009189301159827846,0.008716147707882423,0.009050280627862218,0.005845665013416332,0.07562309768595106,0.005822375109162269,0.08982126168804626,0.07751244394756944,0.0,0.003046426146414435,0.015727444708110355,0.0019485550044721107,0.005107002891715253,0.0007343270566225502,0.003382854046118252,0.009665297274623577,0.005242481569370118,0.00702871819721163,0.010631827002085934,0.020710219821824152,0.0,0.011339194051135443,0.0,0.0,0.0,0.0,0.003693815158216882,0.027677356024231697,0.03502103272760068,0.0,0.021772905444345174,0.016018493607480692,0.04228266390121487,0.0,0.03186457900844001,0.0034247763120074082,0.020130307448557462,0.06631033214138843,0.03574991819796594,0.003995572364008643,0.039209587700994905,0.012207613501423652,0.08879818391107669,0.0007856046027829968,0.0,0.003476979006870225,0.0260016330485753
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-dc8ee33477d236031ad4b21d32bb79a28ac57465568baa3c0b21c561e4a6b764.json,0.0,0.0,0.0,0.002975282202416386,0.0,0.0017207166002772018,0.007411080913924842,0.03117644270438952,0.0,0.0,0.0,0.004412592768351044,0.0,0.0,0.0,0.15425326190833702,0.0,0.0,0.16340263246810938,0.0,0.003007100707228469,0.0029951025238422616,0.004492653785763393,0.0029951025238422616,0.0014217826218777953,0.02136935021013074,0.009671738845451316,0.009972363431394347,0.9397983130612227,0.05271106385165583,0.0024077815883533234,0.0015839333846471794,0.002880555505510892,0.06445414552512672,0.026004041154215892,0.0022757032577532506,0.07899207300121548,0.04163074668975514,0.039819011968542053,0.004334006859035982,0.0014767515631703774,0.0014360433494771585,0.0007547715960086929,0.0,0.0,0.0030191497305266015,0.0026187784766351675,0.03874372755095759,0.0033241211437981155,0.05260595700947843,0.0,0.004265347865633386,0.0,0.004240824272415631,0.005698493389368198,0.0,0.004299539213975216,0.0,0.004282409279844497,0.0,0.0,0.0,0.13145286534044678,0.020564759273129493,0.0014331797379917386,0.005008328769762323,0.000720138876377723,0.002369637703129659,0.007108913109388977,0.005141189818282373,0.0,0.006634985568763045,0.0007811565651278232,0.0,0.009186174245790218,0.0,0.0,0.0,0.0,0.002587461222971308,0.023184297770613375,0.0011448126521915287,0.0,0.006347958429767574,0.007563590137259465,0.0011518251755304801,0.0,0.031248912751395547,0.0033586050560598666,0.008709424853923444,0.014702237610632872,0.00791658948264847,0.003918372565403177,0.01413676693330084,0.0017102494416749634,0.021487885738617277,0.0,0.0,0.1493492016786419,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-e389ab6f42e98edd3a5dcb9ac24a481f10e0b41b5809c01f4f6c9b1c6f5c6617.json,0.0017043835881096533,0.0017241290301067342,0.0,0.0,0.0,0.00190333814189845,0.007567040369055746,0.023874391932262488,0.0,0.0,0.0,0.005965551878693577,0.0,0.0,0.0,0.0,0.0,0.0,0.023922097043734186,0.017868101455724882,0.0049893714092800415,0.004969464063640921,0.008282440106068201,0.0038651387161651603,0.0031453559444622552,0.01943511563975513,0.0056637588207202275,0.007353827539366807,0.9792541507092488,0.053577886358243884,0.0015979932548109675,0.00292006328907737,0.00955881606990578,0.06605247483370737,0.020773912312542574,0.0018879196069067424,0.08737558841858069,0.0,0.0440450474181673,0.003195986509621935,0.000544493609200867,0.0015884522065046384,0.0008348763340072875,0.0,0.005997496267921153,0.005009363108330539,0.005214082159797277,0.043495278331047695,0.003151640374014346,0.050325695111396083,0.0,0.0031453559444622552,0.009027019921545587,0.011727269019019583,0.007879100935035865,0.0098173748697956,0.004227425804770345,0.0,0.004210583180020502,0.0,0.0,0.0,0.0019827832122966058,0.01706048981157107,0.0015852846767888795,0.0036932454664993677,0.0,0.0015726779722311276,0.007339163870411929,0.005686829937190356,0.0062381998576196175,0.007339163870411929,0.0,0.0,0.01230029468684533,0.0,0.0,0.0,0.0,0.0045793141165220395,0.02939778094866859,0.0012663128756316042,0.0,0.022980024739913375,0.017376207773041063,0.0012740696457701783,0.0,0.0,0.003715057497406549,0.021194284482849025,0.06942880181494071,0.03565262795902361,0.004334233746974307,0.03940553616523662,0.013242320645847556,0.07693461822736673,0.0017043835881096533,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fc68a12586c831fc539a61595af9cde18d9a8269be59c57ad8643db8c8b5a7ce.json,0.0024847007178015533,0.0025134862061421625,0.010188782567259663,0.022389700768318036,0.022569170182398936,0.1331876419478377,0.011031454871892669,0.034804793466100756,0.15696708496047854,0.15696708496047854,0.15347892751691233,0.0023718429997181914,0.005231244006146501,0.15696708496047854,0.0,0.0,0.0,0.0,0.03487433938612924,0.22141348989241816,0.0072736529549468345,0.007244631438696547,0.01046446763367279,0.008049590487440608,0.0634312665763641,0.05207161643710684,0.008256794835079722,0.010720626913521995,0.13297639017213678,0.002297277195754713,0.0038826695811226843,0.005959736271469896,0.01509638465518061,0.024455428077634348,0.030284822732756938,0.13210871736127555,0.1273787126187776,0.0,0.06421017058542745,0.004659203497347221,0.19844471500694721,0.08027734092722477,0.0012171073699930376,0.017594403442995135,0.013600731105777818,0.008114219382323129,0.008445825468649703,0.06247622008119351,0.004594554391509426,0.08406553401686807,0.003530413794739581,0.009170785529112881,0.013159856170376488,0.01709635903131872,0.011486385978773566,0.014312058949689144,0.0038517913473396998,0.0,0.0038364453000584607,0.15726167033338612,0.0,0.7179792169547866,0.0028905599098747524,0.02487128576957965,0.08782084271934516,0.024228550289625686,0.0,0.005349624891982514,0.015284642548521469,0.008290428589859882,0.0111151723704072,0.016813106803373615,0.03275101614401347,0.013460328864878291,0.01481317054817036,0.010188782567259663,0.0,0.0,0.0,0.005841376910556964,0.04285695305593982,0.025844956183520094,0.008266748265261166,0.03908445166069496,0.02533154873559271,0.031575397905029175,0.0,0.0,0.010831841018509293,0.03089765369439668,0.10121535721721957,0.06018210429131974,0.0117344944367184,0.06565320468143972,0.01930504602581217,0.11215755799745952,0.0024847007178015533,0.34582075498415815,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fe4b25fabba21b5e2f35cb28a19f636e57f4c1527414d9aa3569bdfccc59ec85.json,0.03049504415800706,0.030848332073838365,0.0,0.0,0.0,0.001891931327670318,0.007521690663795019,0.026895486182378543,0.0,0.0,0.0,0.006468872711404033,0.0,0.0,0.0,0.0031119590561697512,0.0,0.0,0.03804596887904949,0.0,0.0033063132142437594,0.0032931211877242025,0.004939681781586304,0.003841974719011569,0.0015632528232914743,0.023495643098922627,0.009383025984198627,0.013053135054957017,0.9780751831060325,0.05847804504620743,0.0031768327798729415,0.001161025273181387,0.0007917941282561172,0.06930420849925537,0.022767301589089416,0.0018766051968397254,0.08685194152514411,0.07094828774136801,0.043781082932557204,0.004235777039830589,0.0021649217115691293,0.0015789325216777521,0.0124480930865768,0.0,0.0,0.0033195611393476926,0.002879352148620327,0.043234608642986755,0.0026106270109914034,0.05419276454077111,0.0008023928178589636,0.0031265056465829485,0.0,0.005828493412886293,0.005743379424181087,0.0,0.004727351925445652,0.0,0.004708517528766026,0.0,0.0,0.0,0.04861554022082486,0.01695824532141052,0.0015757839751485505,0.004588889544264787,0.0007917941282561172,0.0015632528232914743,0.00729517984202688,0.005652748440470173,0.0,0.00729517984202688,0.0,0.0,0.009037036148110819,0.0,0.0,0.0,0.0,0.0017069512595216277,0.02549118155493726,0.00125872379021948,0.0,0.005710576034681374,0.007676476074266425,0.0012664340735914447,0.0,0.03435824178163769,0.0036927929455715935,0.008299225970472954,0.010569514303266669,0.007460833625835296,0.0043082584365001925,0.014299931116184317,0.0018804226659487548,0.022382500877505887,0.03049504415800706,0.0,0.05548639771044941,0.011601298990270686
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fe886cbca8fdd9fdb8532abe7e12709f40e6f426085582c9f8d119b0bb0c23c0.json,0.005192021953369131,0.005252172009402893,0.0,0.0,0.0,0.0019326974448637209,0.0076837632076596895,0.0242426583429549,0.0,0.0,0.0,0.004956194859305901,0.0,0.0,0.0,0.009537040634216705,0.0,0.0,0.024291099313594165,0.0,0.005066333281470132,0.0050461188617599425,0.008410198102933237,0.0050461188617599425,0.001596936787854655,0.01600127471808909,0.005751123229323888,0.006400509887235637,0.9885038716820314,0.05440433404150292,0.001622642562819716,0.0,0.0,0.06228053472633154,0.02109435331665631,0.0019170410764412964,0.08872337119857122,0.0,0.044724449497495086,0.003245285125639432,0.0,0.0016129543422786353,0.0,0.0,0.0,0.0016955444519189673,0.0,0.04481570307516898,0.0032002549436178185,0.00638774715141862,0.0024590467838427606,0.00319387357570931,0.0,0.0,0.0048003824154267275,0.0,0.0032194759057951414,0.0,0.0032066490870461804,0.0,0.0,0.0,0.014093575779506191,0.017323650664646934,0.0016097379528975707,0.0,0.0,0.001596936787854655,0.00638774715141862,0.005774550221548978,0.0,0.00638774715141862,0.0,0.0,0.0016291341847177489,0.0,0.0,0.0,0.0,0.0,0.003810797430729449,0.0019287689390993744,0.0,0.007778165129999145,0.011762825751631246,0.0038811671369687085,0.0,0.0,0.0037723628685325476,0.01173884170725062,0.013337791007553073,0.005716196146094173,0.005658544302798821,0.01714858843828252,0.0019209408019149224,0.003810797430729449,0.005192021953369131,0.0,0.009191672895562381,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut-65a7187a76a416bebecca86ca97f8602ecf9fe18cd03b8c79134efe0f5a2cbf2.json,0.0,0.0,0.0,0.031824375100853966,0.03207947015602875,0.002629317480492811,0.010453293127467088,0.04617292982603239,0.2355056247544129,0.24046363790713735,0.2181525787198772,0.011237670106214763,0.007435609489309253,0.24046363790713735,0.0,0.38112783210157547,0.0,0.0,0.0925303824470809,0.024683428796260138,0.006892438697207061,0.006864938207027768,0.010297407310541653,0.00800909457486573,0.006517606502829037,0.057687220165454176,0.02347216148008488,0.0359184578388677,0.17054403682402644,0.026122514791903778,0.009933779908792018,0.0072609232726377915,0.013204780397218457,0.05865845852546133,0.037527612988769846,0.002608017942231653,0.12070275740293378,0.2958018144333824,0.060844896950476186,0.008830026585592905,0.006769590120935851,0.0021943264108206244,0.05708926180339512,0.02500841349509902,0.012427630248117648,0.013840111430470162,0.0072028595790164865,0.059643627945752425,0.007619066814305269,0.10971304279762212,0.1589057298059174,0.01086267750471506,0.012470144297535436,0.0133652754704429,0.015238133628610538,0.013561959795518887,0.009854778187949293,0.2010777470960599,0.009815515445401506,0.2331434748878081,0.2064948906265455,0.0,0.3245791821089249,0.023567774479941364,0.0021899507084331762,0.0,0.0016505975496523071,0.006517606502829037,0.01629401625707259,0.00785592482664712,0.011490134146517226,0.018466551758015603,0.04655178885534998,0.0,0.018838873881325477,0.0,0.0,0.0,0.0,0.0059306021304377935,0.05573185316875137,0.040671581298814645,0.0,0.03306787877743271,0.02400391493061852,0.04884085234440668,0.0,0.07162421098024169,0.00513207054697277,0.030609130476495577,0.10109498946889783,0.05573185316875137,0.006415088183715963,0.06091621160305382,0.018293262973067406,0.1464581257690443,0.0,0.0,0.35482122191156434,0.05844566315496276
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut-aeb0389045c85533bbdb04b07f27e3d8f6a64af825371cf697438a9cdbb7b07f.json,0.0,0.0,0.0,0.019100940252177318,0.049204789093227924,0.0031562244939446382,0.012548100431413453,0.03958988628236163,0.27972442487120164,0.2767486331172527,0.2737728413633037,0.005395865643042335,0.0044628412072106214,0.27972442487120164,0.0,0.4360895479138547,0.0,0.0,0.039668993634859255,0.0,0.004136830945774462,0.008240650389003746,0.01236097558350562,0.00961409212050437,0.003911857247886674,0.08361969384712424,0.009391969784161418,0.05487542408717529,0.15777824233142917,0.005226230865445265,0.005299768171473744,0.005810659750239754,0.003962744289731928,0.018255333823471144,0.034448493114579336,0.003130656594720473,0.14489121311070932,0.0,0.07303802432053069,0.005299768171473744,0.0027087316147229082,0.002634062572102775,0.03945653517305977,0.032164308722782385,0.0016575653940531963,0.006922344394799894,0.010087338506970151,0.07159602475803777,0.005226230865445265,0.11605176502063799,0.0,0.009127666911735572,0.0,0.01312661040848606,0.013065577163613163,0.0,0.007886429977858017,0.0,0.00785500939548302,0.2683238869584294,0.0,0.0030935215057966495,0.3715400299858195,0.028290682898975114,0.002628809992619339,0.0,0.001981372144865964,0.005215809663848899,0.015647428991546697,0.009430227632991705,0.0017240901441631033,0.01695138140750892,0.027940310995585076,0.0,0.019953640046171027,0.0,0.0,0.0,0.0,0.004271445767991394,0.03267226030517304,0.0488220392003477,0.0,0.012702265099222728,0.019209483022791053,0.05862840665618557,0.0,0.0859774792251131,0.006160521460486142,0.020767841759650317,0.02022568495082141,0.009334931515763726,0.007700651825607678,0.029560616466585133,0.0015685125539266816,0.0513421233367005,0.0,0.0,0.42029730514271285,0.04112709850282018
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Dexbia-1c06d2b577d1bdbb6c98890fa28726f14d66ab095f62a10318035783b576069e.json,0.0,0.0,0.0,0.042872574793622255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021665533084206656,0.021579088676648442,0.03596514779441407,0.021579088676648442,0.006829098065299814,0.013685485242835877,0.0,0.0068427426214179386,0.8126626697706778,0.04789919834992557,0.04163415335172481,0.007607939671095209,0.010376900656423254,0.14341105937129608,0.0,0.0,0.0,0.0,0.0,0.0,0.056744996529249254,0.027590380438463527,0.0,0.022460248884503507,0.0,0.01450156252181413,0.030188403914434964,0.0,0.027370970485671754,0.3960876877873892,0.010515802354695798,0.013658196130599628,0.0,0.030554253922213843,0.06842742621417938,0.0,0.0,0.013032230100533417,0.0,0.0,0.0,0.0,0.0,0.0,0.0275353625099731,0.0,0.06226140393853953,0.006829098065299814,0.034145490326499064,0.0,0.0,0.08877827484889758,0.03376842025617517,0.0,0.027867144632358124,0.0,0.0,0.0,0.137111394611334,0.03728423633809983,0.12222294689136709,0.008248136263495446,0.0,0.07484026224512767,0.008383705937711686,0.016597320061606947,0.0,0.0,0.016132032377883444,0.0669328945278555,0.07333376813482026,0.17111212564791392,0.016132032377883444,0.13851933981021605,0.032858640902213666,0.154815732729065,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7.json,0.0,0.0,0.0,0.04084998385594133,0.041177425599969196,0.0033750097618536904,0.013417917999809981,0.05080104520955222,0.0,0.0,0.0,0.012982274651622442,0.0095443988023261,0.0,0.0,0.46840047301337445,0.0,0.0,0.08059571108870861,0.02640318059770919,0.008847181087348943,0.008811881271522411,0.014686468785870686,0.008811881271522411,0.00836604393884234,0.058679315218357314,0.020086017179952655,0.030736784161996687,0.19381335124984755,0.020956898292270466,0.008500711537757513,0.012426893852128812,0.016949745732262628,0.05437928560247521,0.042503557688787566,0.003347669529992109,0.15493487855304783,0.18984660823454125,0.07810092265021949,0.008500711537757513,0.007241243184278292,0.0028166522727506088,0.04219160951113765,0.032100969282192984,0.015952190526738467,0.016284822545040344,0.01386845915687157,0.07485765525658958,0.01117701242254425,0.14501142827326724,0.1953841585336083,0.013943406564737233,0.013338968207577684,0.02651344464152163,0.018162645186634407,0.01740822363192313,0.011244142365881305,0.24746126549866512,0.011199344212288957,0.0,0.2540141495303277,0.0,0.3990526299062571,0.030251755265423484,0.002811035591470326,0.02210248136912513,0.0021187182165328285,0.00836604393884234,0.020915109847105852,0.010083918421807827,0.01474881416839616,0.023703791160053295,0.05975419209897411,0.0,0.03413887957313251,0.0,0.0,0.0,0.0,0.006090048914183249,0.07153778495226748,0.0033681495337619096,0.0,0.04244615361424972,0.03081158810778483,0.0033887810555828547,0.0,0.09193732329276429,0.0065875605829496435,0.03929008760884338,0.126438875729589,0.06821044611727829,0.008234450728687054,0.07652879320475126,0.02348135649966747,0.18633097475939436,0.0,0.0,0.45545092844396,0.04397797406047604
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-02842b14fc265c045f10e2c5ab47c0b0a757c41d13a53194deb66aceb2e3993d.json,0.012392894168580191,0.012536466997307708,0.0,0.022334536316587092,0.022513563548258644,0.0036905413897241396,0.014672366966732934,0.05555046450713858,0.3583950107447988,0.3583950107447988,0.3270789418447678,0.009463996712168356,0.005218355101982216,0.35491544753368426,0.0,0.004552813386491997,0.0,0.0,0.08813065104847607,0.0,0.009674309198831091,0.009635709182668204,0.01605951530444701,0.009635709182668204,0.004574095129074606,0.05805429965540968,0.021963870621995233,0.03361038401102666,0.19363669379749165,0.021388426188835147,0.007746206674418811,0.005095759272908065,0.0,0.04421625291438786,0.046477240046512866,0.0036606451036658725,0.1694198305660171,0.20759547818418767,0.085402623386182,0.009295448009302574,0.007918231226080635,0.0030799827338387764,0.04856434489693697,0.017551053796230794,0.0019381744564317498,0.004856536387436454,0.01348002620347899,0.08371650787711277,0.012221957822191513,0.09453129933420852,0.22773759908419766,0.010672888634507414,0.0,0.022170507426732777,0.013749702549965454,0.0,0.009221522837265187,0.285144765632571,0.009184783067972276,0.34748479609945876,0.29285784551244076,0.0,0.011533752228385534,0.033080009480485305,0.0030738409457550624,0.008056285074126854,0.0,0.006098793505432808,0.018296380516298425,0.011026669826828435,0.002015961174135986,0.019821078892656625,0.032670323156290634,0.0,0.027997907477367016,0.0,0.0,0.0,0.0,0.001664852783336347,0.030926516281264485,0.0018415198974567075,0.0,0.014852630154118609,0.022461454280842758,0.003705600169722931,0.0,0.0,0.007203435457720868,0.022415656057890213,0.027288102601115718,0.01273444788052067,0.009004294322151087,0.03456492996141324,0.0036680917416832336,0.009096034200371908,0.012392894168580191,0.0,0.0021939704887610095,0.048089500463328536
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448.json,0.0,0.0,0.00522196703200036,0.0,0.005012443845648054,0.0,0.00028269272249038064,0.0028541111024524275,0.0,0.0,0.0,0.0012156198120675417,0.0,0.0,0.0,0.0,0.0,0.011488327470400793,0.029670571326461285,0.02714598240032862,0.0014911605260866832,0.0014852108691938315,0.002475351448656386,0.0014852108691938315,0.0008225388451001547,0.008948264753230583,0.003103307069813545,0.004709613028016097,0.04347705324100818,0.004591872702315694,0.0010745732479873968,0.0017017879345249843,0.009641762880001502,0.014100665916002652,0.0015521613582040177,0.00014105941226425205,0.008231497459606768,0.009633795145877514,0.0,0.0008357791928790865,0.020626204497673814,0.0011868415044776154,0.0,0.003478180385780759,0.019418275442264474,0.0016218966762541612,0.0020777589957193757,0.0,0.0011774032570040242,0.025028682000904707,0.0003618823804266888,0.012220577127202299,0.024505762335254245,0.004074444569539161,0.011774032570040243,0.02218908157018958,0.0023689496518948987,0.0006727210571255274,0.004601047312832878,0.0,0.0,0.0,0.0,0.0025494122281016713,0.0016582647563264294,0.006829705070817814,0.00874900705777914,0.005875277465001105,0.0055227608171010386,0.0008498040760338905,0.018333214096168393,0.005170244169200973,0.0005810396531509836,0.04612276291481995,0.00467511302881258,0.00522196703200036,0.00519682264044804,0.20152123350181841,0.0023592207323778662,0.008853181471934443,0.030003387622404353,0.0,0.0025421302271239144,0.08542050805321509,0.06376073782902093,0.0,0.13987948958251611,0.009297422942836125,0.0002775774059419242,0.12380640089248922,0.1409037596285812,0.05664190934323065,0.0002775774059419242,0.060006775244808706,0.05738662266554727,0.9338904904338103,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a.json,0.0,0.0,0.0,0.0,0.0,0.0055170256408297,0.02193386178854885,0.06920243416029719,0.0,0.0,0.0,0.017291779086413238,0.0,0.0,0.0,0.5490209069047643,0.0,0.0,0.0693407124395973,0.0,0.009641478267638002,0.009603009245269984,0.01600501540878331,0.008002507704391655,0.004558572387412448,0.05176704484137885,0.016417000190109166,0.021315841993508937,0.24160433653285973,0.0045676804271804865,0.004631951394549098,0.00507846620126574,0.0,0.019753813678787275,0.060215368129138275,0.005472333396703054,0.25326732600812424,0.0,0.12766919897649684,0.009263902789098196,0.006313087805265793,0.00460429566329059,0.0024199767977359505,0.0,0.0,0.0016133517158041398,0.008396425071346239,0.12422158203478634,0.009135360854360973,0.1048471649104863,0.0,0.009117144774824896,0.0,0.010197816528329325,0.01370304128154146,0.0,0.012253637988024663,0.0,0.012204817870065447,0.0,0.0,0.0,0.467447516185923,0.04945162273776009,0.004595114245509248,0.008028945102299973,0.0,0.004558572387412448,0.021273337807924758,0.01648387424592003,0.0,0.021273337807924758,0.0,0.0,0.01705176807447505,0.0,0.0,0.0,0.0,0.0016592029052879026,0.07252132571919376,0.003670540956639482,0.0,0.014802225968289487,0.022385228635700034,0.00369302477010515,0.0,0.0,0.010768484600379581,0.02233958583452238,0.027195497144697656,0.01450426514383875,0.012563232033776179,0.03444762971661704,0.0054834654471372125,0.010878198857879063,0.0,0.0,0.5313255716405645,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-05339051a960d18fafb2e5d656e36b2fa007462d9a7b2fbfcb4532b3235ac5ed.json,0.0,0.0,0.0,0.0,0.0,0.0037156268829205215,0.014772098556993277,0.04660671192582459,0.0,0.0,0.0,0.012704434350839301,0.0,0.0,0.0,0.5706781136311285,0.0,0.0,0.046699840094033405,0.0,0.009740067794104593,0.008084337836993768,0.016168675673987536,0.009701205404392522,0.00307012423235024,0.03383884183615334,0.011056582153949765,0.013843162569335462,0.1673217706630881,0.0046143875231118205,0.0031195437981287946,0.008550660614017219,0.0046650924993822725,0.019955807510276563,0.04055406937567433,0.003685527384649922,0.17057141770681697,0.0,0.08598312545936629,0.006239087596257589,0.003188821335614947,0.0031009181137073823,0.0,0.0,0.0,0.008149245712876034,0.0067858265840860105,0.08428554901959219,0.007690645871853034,0.1212699071778345,0.002363768928418508,0.00614024846470048,0.0,0.013736126567667442,0.013843162569335462,0.0,0.0077368364460499005,0.0,0.007706011864134191,0.0,0.0,0.0,0.48771029592635406,0.03330486222297711,0.003094734578419961,0.0,0.0023325462496911363,0.00307012423235024,0.013815559045576081,0.01110162074099237,0.0,0.013815559045576081,0.0,0.0,0.020358155968286013,0.0,0.0,0.0,0.0,0.0033523383724098944,0.07326289697651676,0.05747515161860137,0.0,0.01682278541596297,0.02261413016197819,0.067154184378926,0.0,0.10121594130818959,0.0072523989327460715,0.024448689024003777,0.025642013941780867,0.01648415181971627,0.00906549866593259,0.03846302091267129,0.0036930246392483193,0.060441890005626324,0.0,0.0,0.5544297412621596,0.0
