,findfirstfileexw ntclose findfirstfileexw,findresourcea loadresource sizeofresource,findresourceexw loadresource findresourceexw,findwindowa findwindowexa findwindowexa,findwindowexa findwindowexa ntdelayexecution,findwindowexa ntdelayexecution getforegroundwindow,findwindowexa ntdelayexecution socket,getforegroundwindow findwindowa findwindowexa,gethostbyname gethostbyname gethostbyname,gethostbyname gethostbyname ntdelayexecution,gethostbyname ntdelayexecution getforegroundwindow,gethostbyname ntdelayexecution gethostbyname,gethostbyname ntdelayexecution socket,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics getkeystate getkeystate,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemmetrics ldrloaddll ldrgetprocedureaddress,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getvolumenameforvolumemountpointw ntclose regopenkeyexw,getvolumepathnamesforvolumenamew getvolumepathnamesforvolumenamew ntclose,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress getsystemmetrics getsystemmetrics,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress getsystemmetrics,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,ldrloaddll ldrgetprocedureaddress ldrloaddll,loadresource findresourceexw loadresource,loadresource sizeofresource findresourcea,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,lookupprivilegevaluew ntclose lookupprivilegevaluew,ntallocatevirtualmemory getsystemmetrics getsystemmetrics,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory writeprocessmemory ntallocatevirtualmemory,ntclose findfirstfileexw ntclose,ntclose lookupprivilegevaluew ntclose,ntclose ntclose ntclose,ntclose ntclose ntunmapviewofsection,ntclose ntdelayexecution ntcreatemutant,ntclose ntopenkey ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose ntunmapviewofsection ntclose,ntclose regopenkeyexw regopenkeyexw,ntcreatefile ntclose ntquerydirectoryfile,ntcreatefile ntcreatesection ntmapviewofsection,ntcreatemutant ntclose ntdelayexecution,ntdelayexecution getforegroundwindow findwindowa,ntdelayexecution gethostbyname gethostbyname,ntdelayexecution ntcreatemutant ntclose,ntdelayexecution ntdelayexecution ntdelayexecution,ntdelayexecution socket gethostbyname,ntdelayexecution timegettime ntdelayexecution,ntenumeratevaluekey ntenumeratevaluekey ntenumeratevaluekey,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntopenkey ntqueryvaluekey ntclose,ntqueryvaluekey ntclose ntopenkey,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntunmapviewofsection ntclose ntclose,process32nextw process32nextw process32nextw,regclosekey regclosekey regclosekey,regclosekey regcreatekeyexa regclosekey,regclosekey regopenkeyexa regqueryvalueexa,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regclosekey,regclosekey regqueryvalueexw regqueryvalueexw,regcreatekeyexa regclosekey regcreatekeyexa,regenumkeyw regenumkeyw regenumkeyw,regenumvaluew regenumvaluew regenumvaluew,regopenkeyexa regqueryvalueexa regclosekey,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regopenkeyexw,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexa regclosekey regopenkeyexa,regqueryvalueexw regclosekey regclosekey,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regopenkeyexw regclosekey,regqueryvalueexw regopenkeyexw regqueryvalueexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,sizeofresource findresourcea loadresource,socket gethostbyname ntdelayexecution,timegettime ntdelayexecution timegettime,writeprocessmemory ntallocatevirtualmemory writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-3dcad6d545e8868831f788877b06959257e02c106c906c5de1d5e3137ae297b4.json,0.011038740159391444,0.0016926135516195744,0.025234797557816074,0.0936240041144417,0.07511693353367996,0.06461759425622117,0.011367957208520928,0.0936240041144417,0.0,0.0,0.011431682183055902,0.0,0.0054535324932909095,0.0,0.0,0.0,0.0,0.03650991987088283,0.006379430656217166,0.11450631643368817,0.004928915296816823,0.004338049781427005,0.014738669030785218,0.009381509538834088,0.008590569381384196,0.01684419317804025,0.005369105863365122,0.0032214635180190733,0.9334601991139918,0.06786426492618838,0.06527124856490596,0.046847912276424444,0.03149143438187386,0.025234797557816074,0.0,0.07229075768664674,0.13965298825748446,0.03723749813563063,0.005316192213514305,0.0,0.0015791431104412734,0.02376128316681452,0.009089220822151516,0.038930111687250205,0.053524781875558584,0.006394238488799343,0.07544053282385757,0.004211048294510062,0.00808357872014815,0.008138121713017346,0.0076672015728261695,0.00808357872014815,0.006379430656217166,0.07544053282385757,0.09253535290380865,0.0,0.07454855930803295,0.0,0.0,0.0,0.013014149344281013,0.0,0.0,0.009381509538834088,0.003158286220882547,0.018851184701718995,0.0,0.007895715552206367,0.0,0.019865691694450953,0.031341151179166526,0.0,0.011164003648380041,0.00473742933132382,0.014786745890450467,0.0,0.05027961272553529,0.0,0.028951719522024997,0.0015791431104412734,0.004638221268523775,0.01464091801231614,0.015948576640542916,0.051436584105013984,0.010527620736275155,0.010527620736275155,0.011275122313066757,0.010527620736275155,0.0,0.0036846672576963044,0.015791431104412734,0.0,0.013159872510011363,0.008948477625833883,0.0,0.06948229685941602,0.0,0.0,0.0,0.02376128316681452
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-3de946b734dddd194061f0086d142c4c9f0debb15ec9766271e499fe08179160.json,0.014915210353218017,0.0015246720069249378,0.021763718197313334,0.1353276247791546,0.1206181003466378,0.0031181903684338414,0.12441631127157785,0.1367985772224063,0.0,0.0,0.1390152751043031,0.0,0.1694788908891788,0.0,0.0,0.0,0.0,0.028292833656507334,0.004309846449746139,0.0,0.004439867074424658,0.0043960808080305116,0.011379681052958154,0.00915489660537844,0.006529115459194002,0.012802141184577925,0.004352743639462667,0.0029018290929751114,0.8366167051684297,0.061130755395696505,0.05689840526479077,0.0419625738827832,0.026051185375308573,0.021763718197313334,0.0,0.065118050424895,0.09434743758071654,0.03354278415234863,0.004309846449746139,0.0,0.0014224601316197693,0.018820479563813313,0.012281079049940493,0.03506745615927357,0.026439957134277225,0.003927136724102022,0.10807349563947634,0.004267380394859308,0.0,0.004712564068922426,0.005179844920162102,0.0,0.005746461932994851,0.10807349563947634,0.1367985772224063,0.0,0.10800927259253418,0.0,0.21638379706012162,0.0,0.011722882154748033,0.0,0.0,0.00915489660537844,0.0028449202632395386,0.025471148081540208,0.0,0.004267380394859308,0.0,0.02394009001704467,0.018478783133825744,0.0,0.004309846449746139,0.0014224601316197693,0.008879734148849317,0.0,0.02893582519948495,0.0,0.0,0.0014224601316197693,0.0,0.008792161616061023,0.008619692899492278,0.0,0.002133690197429654,0.0014224601316197693,0.0014509145464875557,0.002133690197429654,0.0,0.0014224601316197693,0.005689840526479077,0.0,0.0,0.002133690197429654,0.0,0.0014224601316197693,0.0,0.22882142856853088,0.0,0.018820479563813313
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-4a81b16c87269e6d8ac8e8468e32828f88ec41e9a143d42bc73360fb361afc39.json,0.0,0.10871284833125364,0.02801872687108421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02155286682391093,0.0021340458859265784,0.06413798579893153,0.006595279095009228,0.0065302360109355355,0.0035216976140258456,0.01046100240707139,0.004310573364782186,0.005634716182441353,0.004310573364782186,0.004310573364782186,0.09624122214505679,0.0,0.0021130185684155077,0.0042260371368310155,0.0,0.02801872687108421,0.3608060138009248,0.09673076006013535,0.0,0.049826722151824585,0.004268091771853157,0.3819482845682582,0.06550357562088073,0.0,0.0,0.05058167248745829,0.050057267377167834,0.007778179633322895,0.0,0.0042260371368310155,0.01081646864174868,0.010111633523319763,0.008793705460012305,0.01081646864174868,0.0021340458859265784,0.0,0.0,0.0,0.0,0.7090071148639617,0.0,0.0,0.017413962695828095,0.16378961830718103,0.0,0.009763602246599964,0.0042260371368310155,0.0,0.0,0.0042260371368310155,0.0,0.02658186908282348,0.0007624898702596291,0.00715092353005635,0.014938321201486048,0.010565092842077538,0.019785837285027683,0.0,0.0,0.0,0.0,0.006339055705246523,0.005319692107524488,0.01959070803280661,0.021340458859265783,0.06882622391291016,0.012678111410493046,0.01901716711573957,0.015087006776737652,0.012678111410493046,0.00715092353005635,0.0042260371368310155,0.02324320425257058,0.0,0.0176089518345582,0.010565092842077538,0.0,0.07395564989454277,0.3608060138009248,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-4f5f7c4d780510736d8a42273323eec46d041b41264b2852d85960680aaaca15.json,0.011085943102748564,0.001699851365033872,0.02534270450213676,0.09402435130073912,0.08637120642742314,0.08343502282683972,0.0034249703767397404,0.09402435130073912,0.0,0.0,0.0012756183769379308,0.0,0.0009128087392922578,0.0,0.0,0.0,0.0,0.036666040556282975,0.005872817360174,0.00624009078914981,0.004399992813172678,0.0038120248157364556,0.014801693302520394,0.009421625970326418,0.008627303660301877,0.016916220917166165,0.005392064787688672,0.0032352388726132036,0.9374517840474786,0.06815446045638737,0.06555035605401889,0.047048239425868395,0.03162609543665893,0.02534270450213676,0.0,0.07259988141734919,0.14025016076079427,0.03739673003074519,0.005338924872885455,0.0,0.001585895710984328,0.02386288919134454,0.009128087392922578,0.0385299642741011,0.052597667409617355,0.007005361090983151,0.07667593410054965,0.004229055229291541,0.008118145047730863,0.006421581000067888,0.007149988321405601,0.008118145047730863,0.0064067098474625455,0.07667593410054965,0.09402435130073912,0.0,0.07667136989523593,0.0,0.0,0.0,0.013069799368239276,0.0,0.0,0.009421625970326418,0.003171791421968656,0.018931794571218713,0.0,0.006872214747598754,0.0,0.019950639714448087,0.03147516960540862,0.0,0.011211742233059456,0.005286319036614426,0.014849975744457787,0.0,0.050494614227267545,0.0,0.02907552045917512,0.001585895710984328,0.004658054844878921,0.014703524289269188,0.016016774618656363,0.04993464851989505,0.010572638073228852,0.011101269976890295,0.011323336054146213,0.010572638073228852,0.0,0.0037004233256300984,0.015858957109843277,0.0,0.013216145663261418,0.008986742362244525,0.0,0.06977941128331042,0.0,0.0,0.0,0.02386288919134454
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-52cd5962bb91930a3086d8b81460d144e25e44885ba42ad1e96b45623ec94a49.json,0.0,0.0018253154621158643,0.022581183146598103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017643278065977278,0.0,0.0,0.0,0.0,0.01737014088199854,0.0017198954547461755,0.0,0.005315345191541539,0.005262924901331872,0.0017029488707709707,0.008430854561592071,0.003474028176399708,0.0034058977415419413,0.003474028176399708,0.003474028176399708,0.9880961546185907,0.07318486371349837,0.057900261606213005,0.04597961951081621,0.0187128633264158,0.022581183146598103,0.0,0.07795839614260924,0.0,0.04015694016654902,0.003439790909492351,0.0,0.0017029488707709707,0.0,0.0,0.04198225562866488,0.0,0.0,0.0,0.0034058977415419413,0.0,0.0,0.005315345191541539,0.0,0.003439790909492351,0.0,0.0,0.0,0.0,0.0,0.014732791210595246,0.0,0.01403446640355166,0.0,0.0,0.006744683649273656,0.0034058977415419413,0.0,0.0,0.0017029488707709707,0.0,0.001737014088199854,0.0018435445143863075,0.0,0.005159686364238527,0.0017029488707709707,0.010630690383083077,0.0,0.0,0.0,0.0,0.0017029488707709707,0.0,0.010525849802663745,0.010319372728477053,0.0,0.0017029488707709707,0.0017029488707709707,0.001737014088199854,0.0017029488707709707,0.0,0.0017029488707709707,0.006811795483083883,0.0,0.0,0.0017029488707709707,0.0,0.0017029488707709707,0.0,0.015728711934900524,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-5f7fb14fdd898ed311b835a9076315476cd27ad4c910796ff374b95fb9a46538.json,0.04616535905702182,0.0016988919654310922,0.02317279242955123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924939386626948,0.0,0.0,0.0,0.0,0.02640620532669791,0.003735138100902841,0.0,0.00494719812921275,0.004898408529983948,0.029058344850091625,0.016740103796039074,0.005927923644768918,0.03222834610646526,0.004311217196195577,0.004311217196195577,0.9280295041929162,0.0690620494102554,0.05970169032837007,0.045436684674688727,0.023867450761764976,0.02317279242955123,0.0,0.07255890589512033,0.07008550164095805,0.03680932591767366,0.004268729258174676,0.0,0.0015850006281868162,0.023849420927658495,0.043790090311892654,0.03794192056129439,0.057189342160756544,0.005251055438093133,0.0,0.0042266683418315095,0.0,0.008168308459255985,0.005496886810236389,0.0,0.005869502729990179,0.0,0.0,0.0,0.0,0.0,0.16531036800095542,0.0,0.01306242274662386,0.0,0.0,0.00941630838527198,0.0031700012563736324,0.01892110942746723,0.0,0.00792500314093408,0.0,0.018322673083831204,0.03603302749392903,0.0,0.00480232041544651,0.0010566670854578774,0.0098943962584255,0.0,0.057942576439294145,0.0,0.02905911017569213,0.0015850006281868162,0.0006650608327363528,0.009796817059967896,0.00960464083089302,0.0,0.0010566670854578774,0.0021133341709157548,0.0005389021495244471,0.0015850006281868162,0.0,0.0021133341709157548,0.005283335427289386,0.0,0.0,0.002641667713644693,0.0,0.01585000628186816,0.0,0.17485857835374077,0.0,0.023849420927658495
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-671047fbfeb5a9a6c354cc7ce9e4998f33ba116a7addc63fe9e4d6f76439cead.json,0.0,0.0018140616038814067,0.02244196039898408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017263046460756982,0.0017092915563913316,0.005708016261143665,0.005282573792572796,0.005230476696094225,0.002538674183139136,0.00921676217183874,0.0034526092921513965,0.0042311236385652266,0.0034526092921513965,0.0034526092921513965,0.9836798899762436,0.07273364741788606,0.057543281484487084,0.045696135296504445,0.01859749044134083,0.02244196039898408,0.0,0.07747774895773435,0.0,0.039909355285390954,0.003418583112782663,0.0,0.0016924494554260907,0.0,0.0,0.039909355285390954,0.027757393930348484,0.004672524918165444,0.0,0.002538674183139136,0.008663589963664321,0.0037380199345323547,0.007923860688859195,0.008663589963664321,0.00427322889097833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01394793785625127,0.0,0.0,0.006703099761337265,0.0033848989108521813,0.0,0.0,0.0042311236385652266,0.0,0.03021033130632472,0.0009160891330854541,0.0,0.011110395116543657,0.005077348366278272,0.01584772137771839,0.0,0.0,0.0,0.0,0.0016924494554260907,0.0042608759548978395,0.015691430088282676,0.01709291556391332,0.05374906981347211,0.010154696732556544,0.009308472004843499,0.012084132522529887,0.010154696732556544,0.0,0.0033848989108521813,0.016924494554260906,0.0,0.01410411691998057,0.008462247277130453,0.0,0.05923573093991317,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-6d16e41061297a74f80adbd06cea1fbde5c8dcfdb3fcbc44dc659d2fbb1652d1.json,0.014957105547842924,0.0015289546438409828,0.024734830114987835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647848680432597,0.0,0.0,0.0,0.0,0.04219471019615572,0.007203253895101899,0.0,0.004452338175454193,0.004408428918226593,0.018543923665239215,0.008474410808015757,0.010184930047347931,0.020683607165074513,0.005819960027055961,0.0029099800135279803,0.8488534826029116,0.061302465001811295,0.06419050499505882,0.04422012566326275,0.03483248040779111,0.024734830114987835,0.0,0.0653009599066615,0.18922489842844686,0.03363700216450163,0.005762603116081518,0.0,0.0014264556665568627,0.03219570486726821,0.01231557525782603,0.035165956808342606,0.049129297564008766,0.005513434670315818,0.10837706226886908,0.004279366999670589,0.0,0.005513434670315818,0.005936450900605591,0.0,0.006482928505591708,0.10837706226886908,0.0,0.0,0.10831265882641204,0.0,0.2241903687902251,0.0,0.011755810448604248,0.0,0.0,0.009180611708683737,0.0028529113331137255,0.025542693750754703,0.0,0.007132278332784314,0.0,0.02400733511160584,0.013898016010986022,0.0,0.004321952337061138,0.0021396834998352945,0.008904676350908386,0.0,0.02144742378489306,0.0,0.03922856398735498,0.0014264556665568627,0.000897803865113024,0.008816857836453185,0.008643904674122276,0.0,0.0028529113331137255,0.003566139166392157,0.0014549900067639902,0.0028529113331137255,0.0,0.0021396834998352945,0.005705822666227451,0.0,0.0,0.0028529113331137255,0.0,0.020683607165074513,0.0,0.23824748017702524,0.0,0.03219570486726821
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-74f99525871355cc9150bfa112df57962296db99fc8dab149bcf0d60ee2e7113.json,0.014834566139224065,0.0015164283433972215,0.02453218452658282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2711658332338068,0.0,0.0,0.0,0.0,0.04184902066299422,0.00785866360178995,0.0,0.004415861406252681,0.004372311885365534,0.018391998452694375,0.008404982315618892,0.010101487746239984,0.02051415212031296,0.005772278712137134,0.002886139356068567,0.8418990619478257,0.06080023094428112,0.06366461002855744,0.04385784246411736,0.034547107577048854,0.02453218452658282,0.0,0.06476596729170599,0.18767463142824312,0.033361423554738874,0.005715391710392691,0.0,0.0014147691117457211,0.03193193440567169,0.012214677172693998,0.034877851898136095,0.04872679488392159,0.005468264632449993,0.11115356227151539,0.004244307335237164,0.0,0.005468264632449993,0.005887815208336908,0.0,0.006429815674191777,0.11115356227151539,0.0,0.0,0.11104636028248738,0.0,0.2325533476393447,0.0,0.011659498360974758,0.0,0.0,0.009105397508587134,0.0028295382234914423,0.02533342956011713,0.0,0.0070738455587286055,0.0,0.023810649687565678,0.01378415342858235,0.0,0.003572119818995432,0.002122153667618582,0.008831722812505362,0.0,0.021271711002858313,0.0,0.0389071752656801,0.0014147691117457211,0.0008904484075791604,0.008744623770731067,0.00785866360178995,0.0,0.0028295382234914423,0.0035369227793643028,0.0014430696780342834,0.0028295382234914423,0.0,0.002122153667618582,0.005659076446982885,0.0,0.0,0.0028295382234914423,0.0,0.02051415212031296,0.0,0.24609586249992382,0.0,0.03193193440567169
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-7576abded5038819514c68c8cd5b85c3191c78abeaecf1872e1da5d9501d392f.json,0.014765950281784951,0.0015094142500930664,0.024418713268957344,0.12523597529916755,0.10630495577720037,0.0,0.10796492068037794,0.12523597529916755,0.0,0.0,0.12403161076336848,0.0,0.16656705722422788,0.0,0.0,0.0,0.0,0.041655452047044884,0.007111194645376278,0.0,0.004395436264467026,0.004352088177695896,0.018306928034590695,0.00836610587913034,0.01005476428721773,0.020419265884735777,0.005745579592695845,0.0028727897963479227,0.838004938892889,0.06051900532975457,0.055624896720487114,0.04365498223633166,0.024930802111373704,0.024418713268957344,0.0,0.06446639854551639,0.1868065604894531,0.03320711350204746,0.005688955716301022,0.0,0.0014082252334300534,0.03178423631741137,0.012158179359432692,0.03471652775214053,0.05081100491813197,0.006220539086702311,0.10456034249112114,0.004224675700290161,0.0,0.008553241244215677,0.005860581685956035,0.0,0.00640007518083865,0.10456034249112114,0.12523597529916755,0.0,0.1033240699885741,0.0,0.20203535618152807,0.0,0.011605568473855722,0.0,0.0,0.009063281369057867,0.002816450466860107,0.02521625222073107,0.0,0.008449351400580321,0.0,0.023700515819870364,0.018293861538673326,0.0,0.004266716787225767,0.0021123378501450804,0.008790872528934053,0.0,0.028646257487466863,0.0,0.038727213872381934,0.0014082252334300534,0.0008863297242002251,0.008704176355391792,0.008533433574451533,0.0,0.002816450466860107,0.003520563083575134,0.0014363948981739613,0.002816450466860107,0.0,0.0021123378501450804,0.005632900933720214,0.0,0.0,0.002816450466860107,0.0,0.020419265884735777,0.0,0.2156927273739522,0.0,0.03178423631741137
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-7761f5078b70054621da0e20d683283d3a2d965de213d508fd763e65cc5f76d8.json,0.011398581581501562,0.0017477894556360723,0.02605740279253935,0.060703512428705024,0.055082816833454555,0.056000501622094793,0.0,0.060703512428705024,0.0,0.0,0.002623185055457234,0.0,0.0,0.0,0.0,0.0,0.0,0.037700072125376086,0.006038438694187863,0.0,0.0028275490735275494,0.003359596314268398,0.015219120925427921,0.009149143556457073,0.008870605205970843,0.01739328105763191,0.005544128253731777,0.0033264769522390663,0.9590455186827355,0.07007650774093761,0.06739896409832365,0.048375062941538746,0.032517993787080986,0.02605740279253935,0.0,0.07464729554112731,0.1442054035848574,0.03845136802399359,0.005489489721988967,0.0,0.0016306200991529915,0.02453585470328043,0.009385511712170634,0.04019915747962966,0.044572246355542716,0.0042017043125658375,0.04598900738963611,0.004348320264407977,0.0,0.004801947785789528,0.003958568702938569,0.0,0.003842642805392276,0.04598900738963611,0.05957937330965493,0.0,0.04637270909423657,0.0,0.0007837250194829207,0.0,0.013438385257073592,0.0,0.0,0.009687328471542783,0.003261240198305983,0.01946569659470489,0.0,0.004348320264407977,0.0,0.018850036062688043,0.03707012970218693,0.0,0.0032936938331933796,0.0016306200991529915,0.006786117776466119,0.0,0.059610279048725685,0.0,0.029895489170998515,0.0016306200991529915,0.0006842026064430699,0.006719192628536796,0.006587387666386759,0.0,0.0027177001652549855,0.0027177001652549855,0.0016632384761195332,0.0027177001652549855,0.0,0.0021741601322039887,0.004348320264407977,0.0,0.0,0.0027177001652549855,0.0,0.016306200991529914,0.0,0.0008367039817109522,0.0,0.02453585470328043
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-8968952d2b276d6b51e5b53e71e08a324cee715d69c2e44624780e03e2bfa78d.json,0.01607656516697851,0.0016433887486077738,0.023458323790879324,0.1426937738476065,0.1331808555910994,0.13275888735213506,0.001655602924240632,0.1426937738476065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030495820928143125,0.004645427430667493,0.007756481103257193,0.004785571954022773,0.004738376322956644,0.012265746154082298,0.009108675282863162,0.007037497137263799,0.014565573557972729,0.004691664758175865,0.003127776505450577,0.9032769655505968,0.06589062772510619,0.06209533990504164,0.04522993894317848,0.029015617062031745,0.023458323790879324,0.0,0.07018838865900068,0.10169368669189265,0.03615455246937103,0.004645427430667493,0.0,0.0015332182692602873,0.020285913441116944,0.01323733041583184,0.037797941217978796,0.052806363595500116,0.0067726695602159225,0.10986984245140427,0.004599654807780862,0.007848491053652196,0.005926085865188932,0.007178357931034159,0.007848491053652196,0.00619390324088999,0.10986984245140427,0.1426937738476065,0.0,0.10987887475113076,0.0,0.0,0.0,0.012635670194551052,0.0,0.0,0.009867731556435092,0.0030664365385205746,0.02745442821879424,0.0,0.007666091346301436,0.0,0.02736804442269255,0.02323721310388385,0.0,0.010839330671557483,0.005366263942411006,0.014356715862068319,0.0,0.036613030965531486,0.0,0.042164612887996285,0.0015332182692602873,0.004824998492685067,0.014215128968869933,0.015484758102224976,0.049940698811087016,0.009965918750191868,0.011499137019452155,0.01094721776907702,0.009965918750191868,0.0,0.003833045673150718,0.015332182692602872,0.0,0.012777155420604936,0.00843270048093158,0.0,0.07436108605912393,0.0,0.0,0.0,0.020285913441116944
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-a0c34cdf49f2afd4ad187a519eb60b4f3f254f5778afc08109bdef5a95c02bd7.json,0.01650766906119162,0.001687457321830494,0.027299024434704316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02174767731674784,0.0,0.0,0.0,0.0,0.04656892403567207,0.00794999614622833,0.0,0.0049139002806266345,0.004865439067010307,0.020466323111955037,0.009352930529228268,0.011240774767231189,0.022827821932565235,0.00642329986698925,0.003211649933494625,0.9368518746776981,0.06765752916887886,0.07084496461830589,0.04880430895927739,0.03844347138642624,0.027299024434704316,0.0,0.07207053744919063,0.2088413424243627,0.03712406108027087,0.006359996916982664,0.0,0.0015743325470734643,0.03553334830998154,0.0135922983229674,0.03881151840210136,0.05766509387932288,0.006084997838448726,0.11417530591292616,0.004722997641220393,0.0,0.009562139460419427,0.006551867040835512,0.0,0.007154996531605498,0.11417530591292616,0.0,0.0,0.11416850952310637,0.0,0.01589010214098412,0.0,0.012974504178694153,0.0,0.0,0.010132341406663957,0.0031486650941469287,0.02819063715369952,0.0,0.009445995282440786,0.0,0.02649611195133066,0.015338786517394513,0.0,0.004769997687736998,0.0023614988206101966,0.009827800561253269,0.0,0.023670821398141716,0.0,0.04329528530621533,0.0015743325470734643,0.0009908768136815025,0.009730878134020614,0.009539995375473996,0.0,0.0031486650941469287,0.00393583136768366,0.0016058249667473125,0.0031486650941469287,0.0,0.0023614988206101966,0.006297330188293857,0.0,0.0,0.0031486650941469287,0.0,0.022827821932565235,0.0,0.016964255830351063,0.0,0.03553334830998154
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-a2b66bb54b6ab53c07ca12f058f214b3e15a0426ad3bc41e869ce5dbf8ff8ca2.json,0.007587214194144905,0.0011633774668682875,0.017344534924499066,0.04714027844725853,0.04115421134284475,0.003172382777467538,0.03984881768500218,0.04714027844725853,0.0,0.0,0.0427785979541409,0.0,0.05122752114518901,0.0,0.0,0.0,0.0,0.02509422074182844,0.0040193534119515135,0.0048808173397742625,0.0030113529915161133,0.0033543616799981144,0.010130271866037144,0.006448156339198755,0.005904522527489044,0.011577453561185308,0.0036903265796806527,0.0022141959478083916,0.6415915557502762,0.04664488036572942,0.04486263254959307,0.03292338356462072,0.021203152354999415,0.017344534924499066,0.0,0.04968732436001587,0.0959871434115133,0.025594304271102323,0.003653957647228649,0.0,0.0010853862713611228,0.01633175002864551,0.006247258676242561,0.02598209676005842,0.036393399017472745,0.004794465803404665,0.034359922719334086,0.0032561588140833683,0.0253109154677651,0.005993082254255832,0.008657639850608826,0.024693576066112288,0.005846332235565838,0.034359922719334086,0.04639202005920681,0.0,0.03457100649255721,0.0,0.06729533423959358,0.0,0.008944964479994972,0.0,0.0,0.007881079970131813,0.002532567966509286,0.012956911212702614,0.0,0.005426931356805613,0.0,0.016606469608562935,0.021541591128504546,0.0,0.05005921976703249,0.0079594993233149,0.016562441453338624,0.10234731043502608,0.034558489994235074,0.126112784389513,0.019899272392558974,0.0010853862713611228,0.04827498221219442,0.054415200586636084,0.057732530826212644,0.050084417707861914,0.008321294747101941,0.014110021527694595,0.010332914423105828,0.011939248984972348,0.0,0.004341545085444491,0.018089771189352042,0.11391864689120451,0.017487239375279098,0.009768476442250104,0.11101259614438025,0.6837933509575073,0.0,0.07073055885768599,0.0,0.01633175002864551
