,cryptcreatehash cryptcreatehash crypthashdata,cryptcreatehash crypthashdata crypthashdata,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata cryptcreatehash cryptcreatehash,crypthashdata crypthashdata cryptcreatehash,crypthashdata crypthashdata crypthashdata,findfirstfileexw getfileattributesw setfileattributesw,findfirstfileexw ntclose findfirstfileexw,findresourceexw loadresource findresourceexw,findresourceexw loadresource ntqueryvaluekey,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getfileattributesw findresourceexw loadresource,getfileattributesw ntqueryvaluekey getfileattributesw,getfileattributesw setfileattributesw findfirstfileexw,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress ntprotectvirtualmemory ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadresource ntqueryvaluekey getfileattributesw,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntreadfile ntreadfile,ntclose findfirstfileexw ntclose,ntclose ntclose ntclose,ntclose ntopenkeyex ntopenkeyex,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose process32nextw ntopenmutant,ntdelayexecution ntdelayexecution ntdelayexecution,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntopenfile ntopenfile ntopenfile,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntquerykey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntopenmutant ntclose process32nextw,ntprotectvirtualmemory ldrgetprocedureaddress ntprotectvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntquerykey ntopenkeyex ntopenkeyex,ntqueryvaluekey getfileattributesw findresourceexw,ntqueryvaluekey getfileattributesw ntqueryvaluekey,ntqueryvaluekey ntclose ntopenkey,ntqueryvaluekey ntquerykey ntclose,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntallocatevirtualmemory ntreadfile,ntreadfile ntreadfile ntallocatevirtualmemory,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntwritefile ntwritefile ntwritefile,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw ntopenmutant ntclose,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regqueryvalueexa regclosekey,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regopenkeyexw,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regopenkeyexw regclosekey,regqueryvalueexw regopenkeyexw regqueryvalueexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,searchpathw searchpathw searchpathw,sendto sendto sendto,setfileattributesw findfirstfileexw getfileattributesw,setfilepointer ntreadfile ntreadfile,writeprocessmemory writeprocessmemory writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-cfed87753467056a61a22a8dbdafecce4712cc6c2aa98f82088ca691f0164407.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02880354165173696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022257074238656863,0.0,0.0019628699415219554,0.0,0.003498205787556327,0.9821623882427494,0.04676042795068675,0.05933081925849054,0.0,0.0,0.04528338466562306,0.02880354165173696,0.0,0.15792479252015493,0.0,0.0,0.0019113095310105525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006755759764699975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003814915286703324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020562295508784944,0.005954660531772747,0.00196022078571125,0.0,0.0,0.0018261040761807345,0.0,0.012207865354995216,0.011986174663691626,0.0,0.0019855585617644723,0.001903614593683692,0.0020450540070854656,0.0019735086651002146,0.007851479766087821,0.0,0.0,0.002033261130450766,0.0,0.001986230549100326,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d0c1a6206bfda3a1772801450dc6c3e26221d6d6889f6ef30752372d7e1dca15.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12183846332472562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1591084703353521,0.4472372916476547,0.057566804963047204,0.0,0.05770965558823582,0.32565081331268986,0.0,0.044780618011885286,0.0,0.0,0.021519579223736183,0.12183846332472562,0.0,0.5789498286109298,0.3822157597489178,0.0,0.007006830958855139,0.0,0.0,0.0,0.09475032108064163,0.0,0.0,0.027461921987941618,0.0,0.0,0.0,0.0,0.0,0.027862323783561797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013985419997434733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13191684613733662,0.05093594969065812,0.021558416569373188,0.0,0.0,0.006694469089111705,0.015719648740902942,0.06713076625455543,0.07323521591624386,0.15757610202107242,0.047313673866278355,0.04187172863109956,0.0524799528690712,0.04702653809910743,0.071958506203809,0.0,0.03961205612281684,0.04099646992191089,0.0,0.25485215853162135,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d11e60d5923575c7b9b809d4ec305276d88a2631590861cd056d9e46aa451422.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056430718949924484,0.14664827007964829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19150751981753927,0.0,0.06928905808130106,0.0,0.06946099719225222,0.3919626620294459,0.0,0.05389923662315121,0.0,0.0,0.03330203523933571,0.14664827007964829,0.0,0.6968406241501891,0.4600458544439172,0.0,0.008433622772457463,0.0,0.0,0.04659151525311273,0.1292500988853754,0.0,0.01006084003607631,0.0,0.0,0.0,0.0,0.0,0.0,0.048440733312772044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016833252759392854,0.0,0.1396449456775623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054438480270184275,0.02627484447087971,0.0086494429024681,0.0,0.0,0.008057655064176108,0.0,0.053867010858543,0.052888804224669704,0.0,0.013141868151798816,0.00839966898442914,0.009023768136573032,0.013062113186997501,0.03464452904065053,0.0,0.0,0.013457598385220034,0.0,0.008764210567917015,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d1ce1168f670ed149018d22a3c35352ecf04cc6e66f39442961ed779e293853f.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048977235796415344,0.12727867084594263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1662128204181396,0.01906966847753148,0.060137219566009835,0.0,0.06363569575760201,0.34661014969747067,0.0,0.05012155367163078,0.0,0.0,0.028903435270155473,0.12727867084594263,0.0,0.6048005093078958,0.3992820702897186,0.0,0.007319692869963338,0.0,0.0,0.04043761396499164,0.21115950152857624,0.0,0.008731983996060441,0.028688123882393418,0.0,0.0,0.0,0.0,0.0,0.04204258357431548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014609882790064052,0.0,0.12120035965334328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13780706338850846,0.053210290067628514,0.02627452464697552,0.0,0.0,0.006993383734744382,0.020526933196115635,0.07012822115933162,0.07650524051745408,0.16461203034769906,0.04942627605609521,0.05467667825045137,0.05482323451035808,0.04912631939380178,0.0751715244575123,0.0,0.041380773486527106,0.04282700272679456,0.0,0.36892087419367786,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d2579c5f1412b097800637bf4b9152c9c2652deeee85a0beba137b372cf2b9c6.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15355871877253655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11865790134551987,0.0,0.015696808936639498,0.0,0.023312237312465522,0.4020932523293102,0.0,0.009303149856501118,0.0,0.0,0.017882725094515703,0.15355871877253655,0.0,0.8419356582960777,0.0,0.0,0.01018965814372411,0.0,0.0,0.0,0.14238331603909155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04051868185651745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020338245578789774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1808773259907594,0.03174575033307659,0.01045041599413739,0.0,0.0,0.00973540704383171,0.0,0.06508311323401633,0.06390122598792747,0.0,0.010585497869634588,0.005074317276277424,0.010902682626521673,0.010521256926090992,0.041858157164371995,0.0,0.0,0.010839811919559223,0.0,0.010589080398324034,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d3412d00575a34aeb900d4662a6605369729d471d3101e45fabb5473a07ffa76.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008215283159142701,0.033447256528768586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04861128384590286,0.007197040184678434,0.017652639811806543,0.0,0.0179773403507687,0.9641428229863954,0.04505674726208975,0.0694997460044833,0.0,0.0,0.04794300227852112,0.033447256528768586,0.0,0.15217092261222726,0.13394856669468622,0.0,0.001841672419448013,0.0,0.0,0.006782874606958193,0.05091511721928354,0.0,0.0014646747596561848,0.007218079700682365,0.0,0.0,0.0,0.0,0.0,0.009764428180677437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003675921744782704,0.0,0.02032975641338715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024436186123914228,0.013387982991815173,0.006296005432401781,0.0,0.0,0.0017595713606709806,0.004820369957467746,0.01764462157477633,0.019249112484269783,0.041417234518777706,0.01275477495427646,0.012839804889240853,0.013793808119597056,0.012677369168753663,0.018913542655507015,0.0,0.010411615702933757,0.011102024561421883,0.0,0.08421000487367426,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d4124e30e5bbabf058ae54a9b04a0380c775ec4929342ce9712a32443274d594.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15783638536102082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219633400995203,0.0,0.010756048691843453,0.0,0.01916931478194097,0.41329431524968985,0.0,0.009562306572752222,0.0,0.0,0.01838088199670484,0.15783638536102082,0.0,0.8653893577273781,0.0,0.0,0.010473510213719898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03701991631863655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02090480561703579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01126763658814177,0.03263008784651547,0.010741531963918966,0.0,0.0,0.010006605096078949,0.0,0.06689612561899257,0.0656813146833577,0.0,0.010880376798824415,0.010431343833351252,0.011206397332981316,0.010814346303114678,0.04302419476737381,0.0,0.0,0.011141775244366835,0.0,0.010884059125580684,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d4c4d0369b08f274d60181525bc17932307b02f0a882a2160255e8e1b20cd963.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1579405164971662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1220438043165866,0.0,0.010763144898260971,0.0,0.019181961565018307,0.4135669824582739,0.0,0.009568615218539526,0.0,0.0,0.018393008618340864,0.1579405164971662,0.0,0.86596029057548,0.0,0.0,0.010480420017916759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03704433987558414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0209185973745879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01127507031007422,0.03265161525359724,0.010748618593055755,0.0,0.0,0.01001320686382236,0.0,0.06694025973641103,0.05477053945015305,0.0,0.010887555029592688,0.01043822581865778,0.01121379065286577,0.010821480970857082,0.043052579593043885,0.0,0.0,0.01114912593040934,0.0,0.010891239785730927,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d596a78c7f746430a32f09c5c746a441795b4557c276ec7dddc14f6d1e0ce1d7.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03660881121905067,0.10782132130914197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1847648107219084,0.3492211862882573,0.07304459171926467,0.0,0.07009654026237704,0.29266359767597144,0.0,0.059942639604974805,0.0,0.0,0.028805774442790328,0.10782132130914197,0.0,0.4520677271880452,0.5968994246693632,0.0,0.005471220457842407,0.0,0.0,0.030225735522247967,0.1603006807608974,0.0,0.006526859845833622,0.02144339292247577,0.0,0.0,0.0,0.003556993576033254,0.0,0.031425395496614064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01092038846816786,0.0,0.09059312993231511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10300607386689016,0.039772874730903275,0.019639309916747505,0.0,0.0,0.005227315522497796,0.01534318158350745,0.05241845048629119,0.05718505468568179,0.1230418712977799,0.03978633451557337,0.04086894982141987,0.04097849562090511,0.039544880433687105,0.05618814747635744,0.0,0.030930715056349586,0.03492187857351271,0.0,0.2757557550667648,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d75ca2c9ff0ccce2634a5be2c14ecc1fb27825883b9fdca3a8ece6e3636a0098.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13713044817582346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10596344721537172,0.0355599034228925,0.014017507189546924,0.0,0.020818209322096083,0.367055316210659,0.0,0.008307865026918998,0.0,0.0,0.015969566081418512,0.13713044817582346,0.0,0.7518623174263996,0.0,0.0,0.009099531431211845,0.0,0.0,0.0,0.12304899745028056,0.0,0.0,0.03566385770659331,0.0,0.0,0.0,0.0,0.0,0.0361838458075985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018162386047650483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171315890847346,0.0661487736625089,0.027997177373353166,0.0,0.0,0.00869387776718983,0.020414569531562936,0.0871804273746133,0.09510806711545565,0.20463868781313882,0.05671813669573915,0.05437738015876409,0.0681539177189821,0.056373927414112346,0.09345004793031284,0.0,0.051442820850268425,0.048400646949674844,0.0,0.3309677713774309,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-d89da1b4694551124448c2f43c6af6012f42c9b2f1581416cea63e88cdc4ca2a.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1294383494853448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16903313803668496,0.01939324473267053,0.06115763459443948,0.0,0.06130939577594818,0.3459638494570586,0.0,0.050972021767493374,0.0,0.0,0.022861900423971074,0.1294383494853448,0.0,0.6150628315993723,0.40605713285573747,0.0,0.007443894232478966,0.0,0.0,0.0,0.18789966950121204,0.0,0.0,0.029174907158346395,0.0,0.0,0.0,0.0,0.0,0.02960028471270633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01485778490576152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14815369690401317,0.054113168186104045,0.026720353702726757,0.0,0.0,0.007112048247570346,0.020875236481037153,0.07131816461372548,0.07780338994539603,0.16740518558233264,0.05026494660406745,0.05560443820666504,0.05575348124948587,0.049959900243775154,0.07644704324304935,0.0,0.04208292705229591,0.04355369607112269,0.0,0.3751807646083888,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-da5280e02869dbb4ef5ead5952294d1dfdd2a268ec1e8e56b1360207c17d4ed2.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03424033634726553,0.1394042410046181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20260612773933934,0.0,0.07357413163546528,0.0,0.07258596271797034,0.37020750290742116,0.0,0.05840056195010795,0.0,0.0,0.03143248674178646,0.1394042410046181,0.0,0.6342305519582481,0.5582819104361585,0.0,0.007675874569606772,0.0,0.0,0.028270225559432947,0.17760906620128425,0.0,0.006104592554934105,0.0,0.0,0.0,0.0,0.0,0.0,0.04069699104321597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015320810553865492,0.0,0.08473203953751428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041289387885062166,0.013285605324193362,0.007872303588576893,0.0,0.0,0.007333686989150257,0.0028701052045256143,0.02996103104470052,0.029416948890177888,0.0,0.013290101388108414,0.012741619129811428,0.008212996268668261,0.013209446830006685,0.021021180467275795,0.0,0.0,0.013609392889513775,0.0,0.07976759553516354,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-daee7b270f12f7a6d61375e796ad0fa027c45389c0944c1dfe686e8535bfe50c.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05644928604833545,0.14669652097761723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19157053051513553,0.0,0.0693118558904401,0.0,0.06948385157359967,0.3920916274131013,0.0,0.05391697080143708,0.0,0.0,0.03331299243033168,0.14669652097761723,0.0,0.697069901903266,0.46019722087716425,0.0,0.008436397642366814,0.0,0.0,0.04660684501082127,0.1292926253558916,0.0,0.010064150300601073,0.0,0.0,0.0,0.0,0.0,0.0,0.048456671508833586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016838791314746682,0.0,0.1396908923090644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05445639187293058,0.021902907952321336,0.008652288782523478,0.0,0.0,0.008060306231436106,0.0,0.053884734433757464,0.04849735545029277,0.0,0.013146192150567906,0.008402432682704752,0.009026737178863245,0.013066410944415999,0.03465592794522005,0.0,0.0,0.013462026267023478,0.0,0.008767094209365094,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-dc2fdb367369aaa7c95cf828241a0dada47bcbeba50ecb90798d6667b72bb844.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11858699401743049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09163454833082799,0.502271531518037,0.0121219908732068,0.0,0.01800306859033715,0.3174202897064082,0.0,0.007184434626667821,0.0,0.0,0.013810082753685754,0.11858699401743049,0.0,0.6501917941977182,0.0,0.0,0.007869048003190193,0.0,0.0,0.0,0.10995669658015833,0.0,0.0,0.03084121533000216,0.0,0.0,0.0,0.020463553543505226,0.0,0.03129088808060802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01570637881102409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814971287016285,0.05720381090360425,0.02421126124682291,0.0,0.0,0.007518248824244545,0.017654010958994923,0.07539146088295952,0.08224708615820281,0.1769664372154364,0.049048431085075714,0.04310551957088113,0.0589378095114422,0.04875076747670855,0.08081327248804533,0.0,0.044486469413333826,0.04185567324115828,0.0,0.2862126803084228,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-dc5c9a4b0c463b6ddbf931f14494e075687d02b0c9bee2187dbc47d935148d01.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028469813376925505,0.11591044799039707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16846092244129407,0.4073716819731674,0.061174685195472034,0.0,0.06035305235925703,0.3134131049152616,0.0,0.04855831680403254,0.0,0.0,0.026135170590484334,0.11591044799039707,0.0,0.527343693971563,0.46419467497725664,0.0,0.0042548397555649846,0.0,0.0,0.02350584520075608,0.17260903053910645,0.0,0.005075785734652178,0.02501403518751577,0.0,0.0,0.0,0.011064761724892267,0.0,0.03383832822936908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012738794760309506,0.0,0.07045215117672038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08010540637697912,0.04639564697733507,0.021818614916651633,0.0,0.0,0.0060977409166884135,0.016704845157299014,0.061146898239448716,0.06670721257960822,0.143530163780868,0.04420128382413883,0.042377097592333095,0.047802021587656215,0.043933036433825096,0.06554430556657719,0.0,0.03608113686074376,0.03847372771539474,0.0,0.2918272050739243,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-dd3cdfccc3334918bd154d33832ce70934a0eea601173ac4f225b074ce628d31.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13580615614789787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10494014020904656,0.14673539748388645,0.013882137741919176,0.0,0.0206171643389601,0.36351060068225766,0.0,0.008227634563367064,0.0,0.0,0.01581534526953917,0.13580615614789787,0.0,0.744601455332601,0.0,0.0,0.009011655710739018,0.0,0.0,0.0,0.12186069238356982,0.0,0.0,0.03531944577566052,0.0,0.0,0.0,0.0,0.0,0.03583441226326083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017986988800934193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696614641935716,0.06550996372070811,0.02310566989707354,0.0,0.0,0.008609919513045666,0.020217422566437302,0.08633851118095136,0.09418959235840592,0.20266245724960544,0.0561704000168022,0.05385224856325293,0.0674957437604793,0.05582951482266771,0.08792020569882145,0.0,0.05094602879239761,0.04793323368183725,0.0,0.32777155939850217,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-dfb73826879a08016e3a44a6a8773b052d1f7123b2fe90d96969be4fe7b97bb0.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2365378680055458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208809508613465,0.0,0.0889004090445404,0.0,0.0848771554719191,0.3199056375808508,0.0,0.07338866364580637,0.0,0.0,0.02712872102615218,0.2365378680055458,0.0,0.5108983664439124,0.6745779949649838,0.0,0.006183227481760656,0.0,0.0,0.0,0.005574206015546051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02185538174718345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012341532681449593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006652054448280823,0.01284251104534447,0.00634145900278114,0.0,0.0,0.005907581543019853,0.0,0.03949334596617123,0.03231346684007797,0.0,0.01284685715898255,0.006158333791242243,0.006615900738803875,0.012768892547811045,0.025400116869868688,0.0,0.0,0.013155499823989003,0.0,0.00642560250814858,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-e00e76616386b9aa48a136124e352ddc354b01d415c1234703c91b949e00991b.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04910459764755302,0.1276096500624232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16664504514758866,0.023899072258635516,0.060293602168695636,0.0,0.06380117590114892,0.34751148497233336,0.0,0.05025189124078331,0.0,0.0,0.028978596617266743,0.1276096500624232,0.0,0.6063732504228628,0.40032037518323205,0.0,0.007338727215583676,0.0,0.0,0.04054276913119129,0.20509271296892378,0.0,0.008754690905255267,0.02876272532740996,0.0,0.0,0.0,0.0,0.0,0.04215191235091064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014647874760962156,0.0,0.1215155326497975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13816542094804823,0.053348659678170755,0.02634284969722358,0.0,0.0,0.007011569536447758,0.02058031203972583,0.07031058465777344,0.07670418700546207,0.15678808771858155,0.049554805604792335,0.05481886110015286,0.054965798469288264,0.0492540689263312,0.07536700271086955,0.0,0.041488381272614915,0.042938371330131744,0.0,0.3698802269357547,0.0,0.0,0.0,0.0,0.0,0.0
