,createtoolhelp32snapshot process32firstw,cryptcreatehash cryptcreatehash,cryptcreatehash crypthashdata,cryptdecrypt cryptdecrypt,crypthashdata cryptcreatehash,crypthashdata crypthashdata,findfirstfileexw ntclose,findresourceexw loadresource,getasynckeystate getasynckeystate,getasynckeystate getkeystate,getforegroundwindow getforegroundwindow,gethostbyname gethostbyname,gethostbyname socket,getkeystate getasynckeystate,getkeystate getkeystate,getkeystate getsystemmetrics,getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime,ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ntprotectvirtualmemory,ldrgetprocedureaddress process32nextw,ldrloaddll ldrgetprocedureaddress,loadresource findresourceexw,loadstringa loadstringa,loadstringw loadstringw,lookupprivilegevaluew ntclose,ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntreadfile,ntclose findfirstfileexw,ntclose ntclose,ntclose ntcreatefile,ntclose ntdelayexecution,ntclose ntopenkey,ntclose ntopenkeyex,ntclose process32nextw,ntclose regopenkeyexw,ntcreatefile ntclose,ntcreatesection ntmapviewofsection,ntdelayexecution getforegroundwindow,ntdelayexecution ntdelayexecution,ntdelayexecution timegettime,ntenumeratevaluekey ntenumeratevaluekey,ntfreevirtualmemory ntallocatevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory,ntopenfile ntopenfile,ntopenkey ntclose,ntopenkey ntopenkey,ntopenkey ntqueryvaluekey,ntopenkeyex ntopenkeyex,ntopenkeyex ntqueryvaluekey,ntopenmutant ntclose,ntprotectvirtualmemory ldrgetprocedureaddress,ntprotectvirtualmemory ntprotectvirtualmemory,ntquerydirectoryfile ntclose,ntqueryvaluekey getfileattributesw,ntqueryvaluekey ntclose,ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile,ntreadfile ntwritefile,ntreadfile setfilepointer,ntwritefile ntreadfile,ntwritefile ntwritefile,ntwritefile setfilepointer,process32nextw ldrgetdllhandle,process32nextw ntopenmutant,process32nextw process32nextw,readprocessmemory readprocessmemory,regclosekey regclosekey,regclosekey regopenkeyexa,regclosekey regopenkeyexw,regclosekey regqueryvalueexw,regenumkeyexa regopenkeyexa,regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa,regopenkeyexa regqueryvalueexa,regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw,regopenkeyexw regqueryvalueexw,regqueryvalueexa regclosekey,regqueryvalueexa regqueryvalueexa,regqueryvalueexw regclosekey,regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa,searchpathw searchpathw,sendto sendto,setfilepointer ntreadfile,setfilepointer ntwritefile,setfilepointer setfilepointer,socket gethostbyname,thread32next thread32next,timegettime ntdelayexecution,timegettime timegettime,writeprocessmemory writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-e389ab6f42e98edd3a5dcb9ac24a481f10e0b41b5809c01f4f6c9b1c6f5c6617.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031132240922325468,0.0,0.0,0.0010437180656817824,0.0,0.0,0.0,0.0,0.0,0.0,0.029227756722470435,0.013815704534213255,0.0034282267099647575,0.019396867092569284,0.007394582271914696,0.9739110565332991,0.05355267496511069,0.002663416579331173,0.0,0.06569207340642168,0.02901009003414045,0.12495510846140864,0.0,0.06992326329735463,0.0005268661948889575,0.0018172460242033637,0.0,0.0,0.050026096750553035,0.0019237256735736058,0.0,0.0035636150751161212,0.0,0.0,0.009178680372205752,0.008088779326137547,0.004433311338391509,0.0,0.0,0.0,0.027235250664173375,0.0018135741128888143,0.002860426462877718,0.0,0.0,0.0018236926952912324,0.007328359677036041,0.0,0.0,0.0,0.0,0.002410295965172003,0.006825832033170882,0.0,0.007328359677036041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02911206215009792,0.0,0.02337021446271898,0.018077692046760165,0.0,0.0,0.0038890479391216156,0.003529658759718618,0.021643876112669352,0.0720951332487604,0.03544987135888637,0.004111719251871505,0.003281061233516632,0.03916153399030588,0.0141333821421125,0.08038288273502812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001553415290573546
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fc68a12586c831fc539a61595af9cde18d9a8269be59c57ad8643db8c8b5a7ce.json,0.006199384865241742,0.0,0.0,0.0,0.0,0.0,0.023976394640581405,0.059037560285660824,0.0,0.0,0.0019792525818381995,0.0,0.0,0.0,0.0,0.0,0.0,0.05542599563657062,0.22269475161076258,0.08993202978918492,0.06760157246175576,0.014022700702935242,0.17203217972378737,0.0029868971683797286,0.0,0.0,0.031638102018167795,0.0550132238651288,0.2369583598944043,0.0,0.13259883484093743,0.24978040306221336,0.1194658648296242,0.01649741943475649,0.017729754717280593,0.10870163845140338,0.0012160177259113903,0.004979752945395948,0.013515708063352772,0.0029062934593558033,0.0,0.017405971422645404,0.015339139842059969,0.0052544379566670536,0.22543026598644192,0.7706774424004328,0.0,0.05164751091940076,0.1306883648046497,0.024409636965992906,0.0,0.0,0.00806949697759536,0.019853028032784104,0.003151768644766621,0.005831605977951619,0.0,0.007873897235746455,0.013712279212905888,0.015820630676014434,0.0,0.021838330836062514,0.0352211281020281,0.011221763659185416,0.0,0.0,0.0,0.011545595198156023,0.0,0.0,0.0,0.0,0.0,0.05520659847501686,0.005746175058427117,0.05170440048907203,0.034281593692501,0.0,0.0,0.011062481949142342,0.01338692208727346,0.04104431942452166,0.13671745590354087,0.07783980921764827,0.014480607600903932,0.006222033642164609,0.08487302112669452,0.026801809813083062,0.15243391239469914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002945815853562161
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fe4b25fabba21b5e2f35cb28a19f636e57f4c1527414d9aa3569bdfccc59ec85.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035078447312852985,0.0,0.0,0.0010376610556193757,0.0,0.0,0.0,0.0,0.0,0.0,0.046493022805676784,0.0,0.0017041658392876573,0.023453879880364816,0.013127980866870346,0.9729242177356969,0.058461686074036394,0.0026479599713142834,0.0,0.06893922267386664,0.03179986249416463,0.12422995635933645,0.06914707582590084,0.06951747755567378,0.0020952345271575456,0.0018066999985893698,0.0006653144580841365,0.0,0.053880428609347816,0.0,0.0008702436036476305,0.0035429343442959426,0.0,0.0,0.00669197006683585,0.0,0.004958531435703977,0.0,0.0,0.0,0.027077196307590683,0.001803049396481312,0.003554783184015814,0.0,0.0007124615936909739,0.0018131092577046645,0.007285831000217798,0.0,0.0,0.0,0.0,0.0023963082922606516,0.0,0.0,0.007285831000217798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025248250207565506,0.0,0.00580864751861779,0.00798790300399099,0.0,0.0,0.003866478623446262,0.003509175087616505,0.008476894315477143,0.010977519273562572,0.007419820018118392,0.004087857707551001,0.00326202024767933,0.014214097776334882,0.00200733741026079,0.023390164880114493,0.0,0.0,0.0,0.0,0.0,0.0,0.0970206128030163,0.0,0.0,0.0,0.0015444003541117974
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut!gm-fe886cbca8fdd9fdb8532abe7e12709f40e6f426085582c9f8d119b0bb0c23c0.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031617250166559176,0.0,0.0,0.0031799344546078255,0.0,0.0,0.0,0.0,0.0,0.0,0.02968309600350646,0.0,0.0017408175304031311,0.015972203452051702,0.006436956414917236,0.9832592506456599,0.054386972196598944,0.002704909951602187,0.0,0.061950098182844485,0.029462038285399176,0.12690178434860916,0.0,0.0710125979575488,0.0,0.0018455569036862965,0.0,0.0,0.006350681676613876,0.0,0.002666880099387922,0.0036191326415718804,0.0,0.0,0.0055930050313622946,0.0,0.003376783428517587,0.0,0.0,0.0,0.0276595486893012,0.0018418277876579583,0.0,0.0,0.0,0.0018521040074760688,0.006379309891930313,0.0,0.0,0.0,0.0,0.0024478459708835837,0.0,0.0,0.006379309891930313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037743317904455984,0.0,0.00791143302701826,0.012239549631789226,0.0,0.0,0.0039496354248232755,0.0035846473206681893,0.011989672419469933,0.013852111468303015,0.0056845492068024195,0.005368854515662823,0.002499132669827395,0.017044984974629737,0.0020505094472945606,0.003982203308662253,0.0,0.0,0.0,0.0,0.0,0.0,0.01607144534667077,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut-65a7187a76a416bebecca86ca97f8602ecf9fe18cd03b8c79134efe0f5a2cbf2.json,0.0,0.0,0.0,0.0,0.0,0.0,0.030776079942084617,0.07072852509155257,0.0,0.0,0.002540566945003901,0.0,0.0,0.0,0.0,0.0,0.0,0.13280355435207966,0.022419670225557006,0.00834482006750222,0.06763214756609515,0.04242745602237192,0.1992459577549337,0.030671829492580162,0.0,0.0,0.06853045680742942,0.0615617318953366,0.20277303396044435,0.3385937522384968,0.11346916839017042,0.007694829953722237,0.0029489669875647846,0.0,0.022757898204137494,0.12811329524176743,0.003121758655098062,0.2024135449121326,0.014457292893944455,0.0037305158336400704,0.0,0.020852804224168364,0.013126204644158165,0.012140265834485688,0.3018077810129535,0.0,0.0,0.044196467642243255,0.0029430083308371584,0.0,0.0,0.0017443618652871894,0.008878285299153937,0.01911249753106941,0.004045607574631625,0.007485444515682426,0.0,0.0,0.0,0.01476898050521789,0.0,0.021660830535211995,0.04520981033085526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06483223744010168,0.0,0.039504598135131956,0.029335883170044746,0.0,0.0,0.006311018889450641,0.005727813967479749,0.036719467801315554,0.12331758618407396,0.06509621029224989,0.0071489598867167424,0.005989947852172818,0.07111552919898621,0.02293518698328061,0.17975639576410432,0.0,0.0,0.0,0.0,0.0,0.0,0.728674004866231,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Breut-aeb0389045c85533bbdb04b07f27e3d8f6a64af825371cf697438a9cdbb7b07f.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0463489710470453,0.059544003429836304,0.0,0.0,0.0029943468687876253,0.0,0.0,0.0,0.0,0.0,0.0,0.0559014576198135,0.0,0.004917659400564044,0.09625620769633277,0.06364346368989003,0.18098671694298923,0.006025039462268157,0.0,0.0,0.020940611877701232,0.055485144959609614,0.23899106477317847,0.0,0.13373631021264856,0.003023077194520458,0.0034756927317887037,0.0,0.028738681464846646,0.1330559498740441,0.0,0.0,0.011927693877652646,0.002198418433214255,0.0,0.01755528543311704,0.0,0.009539121981999387,0.34104611876244373,0.0029442748519003907,0.0,0.05209055984778291,0.003468669777660439,0.0,0.0,0.0020559286971858232,0.006976045468382381,0.018021000312363283,0.004768208291957883,0.004411223524555217,0.0,0.0,0.0,0.002175865244269167,0.0,0.019522750338393555,0.026642449684094238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03731756637378297,0.0,0.01489941069555581,0.023050448138773792,0.0,0.0,0.007438252980362644,0.006750879701182083,0.024461515456452913,0.024223964968585848,0.010705574193954405,0.008425861673897259,0.007059834274639553,0.03388376445425033,0.0019308374529635197,0.06187159513608445,0.0,0.0,0.0,0.0,0.0,0.0,0.847475013497183,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Dexbia-1c06d2b577d1bdbb6c98890fa28726f14d66ab095f62a10318035783b576069e.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007290863236436959,0.013378903752938195,0.0067397886424660275,0.7916806927271024,0.046896421541434044,0.0,0.0,0.1397083575400769,0.0,0.0,0.0,0.0,0.05378373876624027,0.0309181238006555,0.0,0.017043050694538958,0.38566839196433483,0.0,0.011169383196704146,0.015157591570274975,0.06844632850232846,0.0,0.07808177106864485,0.0,0.0,0.0,0.0,0.0,0.0,0.03085565091195677,0.0,0.0,0.05486571704415207,0.0077569514221503535,0.033397150442687845,0.06362359923090644,0.009810041160799985,0.0,0.0,0.0,0.0,0.0,0.0868325911509884,0.027346000481650982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07127747448430666,0.11855695562203422,0.0,0.07455269963270753,0.00854357994471449,0.0,0.0,0.0,0.015013160718688119,0.06695326407150193,0.07459095153257476,0.16665554587215375,0.014990498554611074,0.21980334982338762,0.13484310206712577,0.03435163923650178,0.15844288235998377,0.11765570012612457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7.json,0.0,0.0,0.0,0.0,0.0,0.0,0.03456474698371095,0.06808757911769059,0.0,0.0,0.0028533215995828758,0.0,0.0,0.0,0.0,0.0,0.0,0.10121044841568007,0.020983022915386007,0.009372103100869148,0.060193095726819204,0.03176697152107531,0.19811837078422276,0.021529789286306247,0.0,0.0,0.0555871687811848,0.061006097941848164,0.22773526151321294,0.1901380454952806,0.12743770822141534,0.007201747020564881,0.003311997433731283,0.0,0.025559492787494385,0.14815838940208617,0.0017530302472038208,0.2177596644437115,0.016237047469624694,0.004189758284718133,0.0,0.021747025478537043,0.014742096564459567,0.01211980841899588,0.0,0.0,0.0,0.049637241796312785,0.0033053052408808362,0.017594657961329824,0.0,0.00195910026992222,0.009971240183673312,0.021465327703573265,0.004543639166380944,0.008406934743867988,0.0,0.0,0.0,0.01658710515864478,0.0,0.02432737139738303,0.050775331303019956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07281336309633978,0.0,0.04436778309010091,0.03294725583064685,0.0,0.0,0.007087932301117692,0.00643293235942553,0.04123979130277188,0.1349472645542401,0.06970937482673341,0.008029027418243887,0.006727336046227868,0.07817078993986278,0.02575860657344973,0.20009858224971244,0.0,0.0,0.0,0.0,0.0,0.0,0.8183768907282944,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-02842b14fc265c045f10e2c5ab47c0b0a757c41d13a53194deb66aceb2e3993d.json,0.0,0.0,0.0,0.0,0.0,0.0,0.028725219406457073,0.1131690997149133,0.0,0.0,0.004742536609559263,0.0,0.0,0.0,0.0,0.0,0.0,0.16822297807279837,0.0,0.007788736830600092,0.09051925145447651,0.05280022603675325,0.30086636339045836,0.03339923534775827,0.0,0.0,0.06870176801829364,0.10139889346432904,0.37852123475035393,0.3160304964442974,0.2118155895103963,0.011970101408409874,0.005504906661251634,0.0030407599449222135,0.021241354336675303,0.14680625718621945,0.0,0.3858049083916016,0.018891440224254,0.0034819212200588876,0.0,0.02502413005423671,0.0,0.01510834823254815,0.5982407214540046,0.0,0.0,0.08250259502853531,0.0054937834953259585,0.009748090263931756,0.0,0.0,0.011048870579629543,0.028542202178756138,0.0037760158354282767,0.006986628461859721,0.0,0.0,0.0,0.0034462008012425822,0.0,0.030920719026985812,0.04219711293712484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047846648747250024,0.0,0.02359813467874617,0.036507992879643646,0.0,0.0,0.011780928735492838,0.010692246266896105,0.03576266190239556,0.044269204755999575,0.019781778707341793,0.01334513308129841,0.007454385206982963,0.0536661250134419,0.006116236834976463,0.014847589822702728,0.0,0.0,0.0,0.0,0.0,0.0,0.005992216114287564,0.0,0.0,0.0,0.007058543037272993
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448.json,0.002397060363263923,0.0,0.0,0.0,0.0,0.0,0.004017319268770771,0.0036524035537269335,0.0,0.0,0.0,0.0,0.0,0.0,0.005671047943866419,0.00831292125844512,0.007639282768175219,0.03557557786844579,0.02059823499038819,0.0008798040766230989,0.008764216641977865,0.004647455574325897,0.042433982655813524,0.004504174941821023,0.0005858800971600866,0.0,0.013762372753236817,0.002127146825837905,0.011552409341880518,0.00921247296866874,0.0,0.019586493135997654,0.001332484355478241,0.01413173625826524,0.0026442275359092565,0.02441600668463692,0.0033853437521987138,0.0003850952526332605,0.01358759277562615,0.0,0.0,0.013460420699240095,0.017941417719128022,0.00475414581291622,0.0,0.0,0.0,0.003994015663723714,0.0018617087290520547,0.005191040077136589,0.0,0.007724224135019148,0.006686056684979637,0.005411856155722076,0.0,0.0,0.001059096764885197,0.0,0.005125270165061243,0.019686329104402774,0.0,0.005066418528761092,0.0004714143466354558,0.029009437167386222,0.0010999201549124846,0.014515318575446724,0.00022015072489210474,0.005580289258809973,0.0010703374180993045,0.0,0.0,0.08872818086461931,0.0012287436360717918,0.02915805368463644,0.001333093083169402,0.08525192108632786,0.06509852301210867,0.009509108531883711,0.09067300235151356,0.0018535531534628054,0.0002588100353425489,0.12407640361503099,0.14358817573408844,0.05527017237698391,0.00025841936507693203,0.0,0.05852380583582859,0.06010664488600202,0.957563415947565,0.0,0.0,0.0,0.017124056572629668,0.0,0.017093497161563533,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08426944083997245,0.0,0.0,0.0028251592299129496,0.0,0.0,0.0,0.0,0.0,0.0,0.07911434072974376,0.0,0.004639800081243382,0.04824679986512482,0.02001581944756704,0.22438781948303846,0.004263457924208823,0.0,0.0,0.018346173919996857,0.07852515570574176,0.3382312614891093,0.0,0.18926984133508695,0.005704532449373062,0.004918961879755414,0.001811400044236018,0.0,0.09732719475522052,0.0,0.0,0.00964607239479439,0.0,0.0,0.014907033474611166,0.0,0.012000185546805679,0.0,0.0,0.0,0.07372098109906773,0.004909022668695629,0.005806999386712319,0.0,0.0,0.004936411872167117,0.01983656665765964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01983656665765964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06706483071737596,0.0,0.014057558957374983,0.02174804361902578,0.0,0.0,0.01052696129543975,0.00955415868647276,0.02130404521414933,0.026371446909914588,0.013467578772445952,0.011129692947920301,0.008881249383878395,0.03196925208964863,0.005465221790329986,0.010613764459724877,0.0,0.0,0.0,0.0,0.0,0.0,0.8674131064789119,0.0,0.0,0.0,0.004204818993130092
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-05339051a960d18fafb2e5d656e36b2fa007462d9a7b2fbfcb4532b3235ac5ed.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058244143139402516,0.0,0.0,0.0029289795376321345,0.0,0.0,0.0,0.0,0.0,0.0,0.05468111500339896,0.0,0.0032068704547753984,0.0323657506308563,0.013340166679334046,0.1594784695423831,0.004420133522862708,0.0,0.0,0.01902036792707321,0.054273890551313986,0.23377383084578215,0.0,0.13081681355435956,0.0029570826732635263,0.0033998175016469283,0.0,0.0,0.11552756344201134,0.0,0.002456414543106965,0.006667033929444871,0.0,0.0,0.01545484429749424,0.0,0.00777573382905079,0.0,0.0,0.0,0.05095341007026779,0.0033929478603405604,0.0,0.0,0.0020110472663195872,0.0034118783370539036,0.01322069807094834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01322069807094834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06952936131391424,0.0,0.016395921993231158,0.022547251167014885,0.0,0.0,0.007275874082027948,0.006603506331176783,0.02392751453689528,0.025517853668252842,0.01570780330071992,0.008241923034039212,0.0069057163500451674,0.036632923357185286,0.0037773735896627727,0.060520922944249704,0.0,0.0,0.0,0.0,0.0,0.0,0.9288954492114443,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-05bb2dcf38927dc99961deedaaff6ff120bdfd383745bac5aeb0c28340ea1010.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0495700817503835,0.11392025161976595,0.0,0.0,0.004092012738242034,0.0,0.0,0.0,0.0,0.0,0.0,0.18589153192552485,0.0,0.008960496024114651,0.10482233224439602,0.06626578760372236,0.30865488010911596,0.04940216877010223,0.0,0.0,0.09811545857773223,0.09915558084361815,0.3266002651769717,0.545362502638941,0.18276128616228798,0.014459462533097827,0.0047498100774320704,0.0,0.03665544398665832,0.1961328752262916,0.0,0.3122940368548866,0.02328591529495237,0.006008626673462971,0.0,0.02638976051874812,0.0,0.01955395134855764,0.4560436616948515,0.0,0.0,0.07118588586418202,0.004740212653014576,0.0,0.0,0.0028095897991965153,0.014299980014039395,0.030783909674395676,0.006516135212211718,0.012056574368100122,0.0,0.0,0.0,0.005946985226766685,0.0,0.0348884309643151,0.07281804564574541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048568968905870126,0.0,0.022906381143845016,0.03150026751718309,0.0,0.0,0.010164963272352764,0.009225613111002588,0.033428603041249436,0.04583626814601983,0.02682169806452264,0.011514608965197461,0.009647824065686665,0.056053244793563245,0.005277285364204015,0.0896768379077142,0.0,0.0,0.0,0.0,0.0,0.0,0.015510828922568482,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-06ba9a22cbf334f6beeb0bc5302d3f0d6b7ad734c9ed071d6f279936a37f4687.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11683443564076364,0.0,0.0,0.004196690159209343,0.0,0.0,0.0,0.0,0.0,0.0,0.21937440804439814,0.03086201211680376,0.009189713691407421,0.10328794854869731,0.06796092693696527,0.31235783111222737,0.05066592134074247,0.0,0.0,0.1090107866968847,0.10169207110920918,0.334954998075641,0.5593133732545214,0.18743648668386687,0.008473913590318927,0.004871314554762638,0.0,0.0,0.1948641915389512,0.0051567441877649525,0.3378807596039557,0.00955263610528172,0.0,0.0,0.034446153230318445,0.021682803504247734,0.015597679434232337,0.0,0.0,0.0,0.07300688580191364,0.00486147161946817,0.01725225036714209,0.0,0.0028814616708081123,0.0048885955185297035,0.018942834109753094,0.0,0.0,0.0,0.0,0.0,0.018297343611538064,0.0,0.018942834109753094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1046039556732491,0.0,0.06525652022799716,0.04845910966981141,0.0,0.0,0.0104249923112737,0.009461612715372544,0.06065584277408156,0.20370480746979827,0.10753057528066343,0.011809163172876133,0.009894624211664774,0.11747371670062086,0.03788598198588786,0.2969344691513328,0.0,0.0,0.0,0.0,0.0,0.0,0.015907610084441682,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-07adf0e72d58706d13117578493d64cc085811d7454fd598a805aa818a445f09.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11011781875433586,0.0,0.0,0.004614667679806854,0.0,0.0,0.0,0.0,0.0,0.0,0.1636873268091741,0.03732935167738443,0.010104981104062718,0.08112508051396418,0.04437071642646795,0.30428012509124275,0.027856046170776853,0.0,0.0,0.07837518373562313,0.09866496243694847,0.36831549272644865,0.3042030831213712,0.20610458821185557,0.006988417124547992,0.005356482604441544,0.0,0.0,0.2073600675307264,0.002835170078507067,0.0,0.010504049481771768,0.0,0.0,0.032465901319224236,0.023842344500721,0.014700994852306732,0.5538530628312143,0.0,0.0,0.08027814862008141,0.005345659342858095,0.022132275438910012,0.0,0.0031684464514734646,0.005375484699413171,0.020829482524077837,0.0,0.0,0.0,0.0,0.0,0.020119703143963556,0.0,0.020829482524077837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12049943728304528,0.0,0.07175587030936184,0.05328548896915111,0.0,0.0,0.011463289701170894,0.010403960440268768,0.06669697943432037,0.21824976907889881,0.11549051787922207,0.012985319752484131,0.010880098558909632,0.12642536259957188,0.04165931006471053,0.32361878184986603,0.0,0.0,0.0,0.0,0.0,0.0,0.011661306304851241,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-0814e28a9bbff170fb9257df3ad5cf8a27287f7c9001f15ea6a683c05e72095c.json,0.0,0.0,0.0,0.0,0.0,0.0,0.03328147897425831,0.06555972574836072,0.0,0.0,0.002747387760948081,0.0,0.0,0.0,0.0,0.0,0.0,0.09745285890589987,0.0,0.0060160998226150755,0.05519841607546768,0.030587575116715685,0.1825285584322155,0.020730463607620004,0.0,0.0,0.04666143599019043,0.058741155169167024,0.21928024878414648,0.18307888573117378,0.12270639240314621,0.006934371374273674,0.0063780691353228485,0.0017615355124136456,0.024610558329866666,0.1357992397913782,0.0,0.21658737368928932,0.01563422275936274,0.00403420723217747,0.0,0.017718152337596917,0.0,0.011669842376075858,0.3230124389907876,0.0,0.0,0.04779438483847965,0.0031825908324953954,0.01129428661858328,0.0,0.005659097213059934,0.009601042955025672,0.020668395257708857,0.004374949755998147,0.008094814697988702,0.0,0.0,0.0,0.0039928210080736656,0.0,0.023424181292070037,0.048890221067402394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032609329264009466,0.0,0.015379402564921672,0.02114935973549268,0.0,0.0,0.0068247821967793955,0.006194100109106619,0.020717583795035115,0.027355188464814,0.016371051185919472,0.007730937747930196,0.0064775736180223255,0.035998017604617384,0.0035431828168925343,0.05848899258647567,0.0,0.0,0.0,0.0,0.0,0.0,0.8122927793870619,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Graybird-08c34b0421ec2fd129554058eb0e19111b167fdeee45c3c51252c4ace128e70e.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03150907485564477,0.0,0.0,0.0031690546217158916,0.0,0.0,0.0,0.0,0.0,0.0,0.029581538210777303,0.0,0.0017348614944858844,0.01591755612929872,0.006414933001816541,0.979895125853411,0.054200892521862304,0.0026956553683139947,0.0,0.06173814201661232,0.029361236819904685,0.12646760237815993,0.0,0.0707696353399135,0.0,0.001839242512307705,0.0,0.0,0.0063289534440425085,0.0,0.0,0.0036067501352919193,0.0,0.0,0.0074318254865224235,0.0,0.0033652300962275813,0.0,0.0,0.0,0.02756491426462938,0.0018355261550829843,0.0,0.0,0.0,0.00184576721582597,0.006357483710736707,0.0,0.0,0.0,0.0,0.0024394709067152593,0.0,0.0,0.006357483710736707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037614182855463833,0.0,0.007884364837249455,0.012197673216860785,0.0,0.0,0.00393612213578555,0.003572382802521007,0.011948650934840323,0.013804717831696072,0.005665100080941864,0.005350485508129704,0.002490582133264261,0.01698666723543836,0.0020434938309514096,0.003968578591814026,0.0,0.0,0.0,0.0,0.0,0.0,0.08408640700707891,0.0,0.0,0.0,0.0
