,__exception__,cocreateinstance,coinitializeex,copyfilea,couninitialize,createthread,createtoolhelp32snapshot,cryptcreatehash,cryptdecrypt,crypthashdata,drawtextexw,findfirstfileexw,findresourceexw,findresourcew,findwindowa,findwindowexa,getasynckeystate,getcursorpos,getfileattributesw,getfilesize,getfiletype,getforegroundwindow,gethostbyname,getkeystate,getsystemdirectorya,getsysteminfo,getsystemmetrics,getsystemtimeasfiletime,getsystemwindowsdirectoryw,gettemppathw,gettimezoneinformation,getvolumepathnamesforvolumenamew,ldrgetdllhandle,ldrgetprocedureaddress,ldrloaddll,ldrunloaddll,loadresource,loadstringa,loadstringw,lookupprivilegevaluew,ntallocatevirtualmemory,ntclose,ntcreatefile,ntcreatemutant,ntcreatesection,ntdelayexecution,ntdeviceiocontrolfile,ntduplicateobject,ntenumeratevaluekey,ntfreevirtualmemory,ntmapviewofsection,ntopenfile,ntopenkey,ntopenkeyex,ntopenmutant,ntopenprocess,ntopensection,ntprotectvirtualmemory,ntqueryattributesfile,ntquerydirectoryfile,ntqueryinformationfile,ntquerykey,ntquerysysteminformation,ntqueryvaluekey,ntreadfile,ntsetinformationfile,ntsetvaluekey,ntterminateprocess,ntunmapviewofsection,ntwritefile,outputdebugstringa,process32firstw,process32nextw,readprocessmemory,recv,regclosekey,regcreatekeyexa,regenumkeyexa,regenumkeyexw,regenumkeyw,regenumvaluew,regopenkeyexa,regopenkeyexw,regqueryinfokeya,regqueryvalueexa,regqueryvalueexw,regsetvalueexa,searchpathw,select,sendto,seterrormode,setfileattributesw,setfilepointer,setfilepointerex,shgetfolderpathw,sizeofresource,socket,thread32next,timegettime,writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-c0fae0e25640957bae1c6618b9da6c47ffb7e4965d066c4dcb7f7f18c9e08a4a.json,0.006001345034742993,0.0,0.0,0.0,0.0,0.002316262428149031,0.0,0.0,0.0,0.0,0.005795727164317545,0.03263064936208362,0.02265326140195123,0.0,0.0,0.0,0.0,0.0,0.02439501508573657,0.0,0.09204214489950036,0.0,0.012790130669280255,0.0,0.0,0.005927948660015644,0.01252579145776466,0.020448111781657754,0.01323476825982023,0.028874562216836052,0.0,0.018939675755596724,0.16642259598081946,0.7186461703978276,0.07132964470449903,0.0092892849391944,0.02213534277620456,0.0,0.010977379926999407,0.0,0.08742249325168037,0.31741691893502066,0.03214649967612205,0.009275356992199672,0.003790840128575054,0.5448927651304983,0.0035331875686680564,0.009786084763140912,0.0,0.019664728257023634,0.0056465483843486245,0.0038060571425301494,0.09807826146868616,0.07455066658290875,0.0,0.0,0.0,0.009371586125052215,0.0,0.005154371774608867,0.006407535089285122,0.0,0.004422533930046139,0.08956398919483892,0.01977969785058619,0.0,0.0,0.012343427974951663,0.00968351429901501,0.009065977318543703,0.0,0.0,0.0,0.0,0.0,0.0017850243588786914,0.0,0.0,0.0,0.0,0.0,0.0,0.001999973039309463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02566118742467758,0.0,0.07334351938948024,0.0,0.0,0.0,0.009357520845509403,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-c0ffbf6feb06275ae4cfdaa0ddb9da59a4327cace6a9938285a69ded419e2d6e.json,0.006024475529148886,0.0,0.0,0.0,0.0,0.0023251898093988536,0.0,0.0,0.0,0.0,0.005818065162545649,0.032756415010977466,0.02274057201867125,0.0,0.0,0.0,0.0,0.0,0.024489038801537882,0.0,0.0923968954271536,0.0,0.012839426626133882,0.0,0.0,0.005950796268764202,0.012574068593567701,0.020526923270155505,0.013285777947052813,0.028985851085575078,0.0,0.019012673402220622,0.1670640250109891,0.7214159896846661,0.07339467885129357,0.009325087872049763,0.022220657221431996,0.0,0.011019689146603158,0.0,0.08596842968129714,0.3275908836533347,0.032270399306392084,0.009311106243705574,0.0038054508543173696,0.5304799076140686,0.003546805245175394,0.009823802471014564,0.0,0.019740520414333242,0.005668311414979368,0.003820726517967513,0.10740684709945401,0.07982720120868465,0.0,0.0,0.0,0.009407706264651743,0.0,0.0051742378490985475,0.006432231128869624,0.0,0.006659369012483703,0.0989001072061184,0.019855933125817758,0.0,0.0,0.012391002242065333,0.009720836677919413,0.009100919575060621,0.0,0.0,0.0,0.0,0.0,0.0017919042325917336,0.0,0.0,0.0,0.0,0.0,0.0,0.0020076813721798237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02576009124519429,0.0,0.07362620133079932,0.0,0.0,0.0,0.009393586774449838,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-c12c97079b521bebe0155a3afe8bdcdd549ad449a45d1113ef7681d96fa10563.json,0.005934730996658614,0.0,0.0,0.0,0.0,0.002290552259393712,0.0,0.0,0.0,0.0,0.0057313954540400254,0.032268454003086575,0.022401813566669485,0.0,0.0,0.0,0.0,0.0,0.02412423404338981,0.0,0.09102049076860005,0.0,0.012648162119467636,0.0,0.0,0.005862149310784021,0.012386757033918996,0.020221140779475517,0.013087864298825868,0.028554058866995833,0.0,0.018729448169149825,0.16457532989586884,0.7106693046973999,0.07230134365407791,0.009186175256759245,0.021889643760705776,0.0,0.010855532641050925,0.0,0.09174510329621749,0.322710875334055,0.03178967830669442,0.009172401907906462,0.003748762366467596,0.5490114144541894,0.003493969711688336,0.00967746067648452,0.0,0.019446452695553864,0.005583872536360758,0.003763810473829042,0.10580684437182132,0.07863804294622385,0.0,0.0,0.0,0.009267562911684013,0.0,0.005097159013851553,0.006336412401955262,0.0,0.006560166690918297,0.0974268264464064,0.019560146143712386,0.0,0.0,0.01220641775866597,0.00957602872926842,0.008965346317514207,0.0,0.0,0.0,0.0,0.0,0.001765210853750173,0.0,0.0,0.0,0.0,0.0,0.0,0.001977773635769587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02537635205752208,0.0,0.07252941722312105,0.0,0.0,0.0,0.009253653754654024,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-c461a5bf4f9a666560c9f2e83ae5d2ed2dfd58f23ea555886709b857d513b465.json,0.005991445032473717,0.0,0.0,0.0,0.0,0.002312441450824421,0.0,0.0,0.0,0.0,0.005786166355574392,0.032576820845165756,0.022615891889285734,0.0,0.0,0.0,0.0,0.0,0.02435477232293762,0.0,0.09189030936294999,0.0,0.012769031678651125,0.0,0.0,0.005918169734650321,0.012505128529181408,0.020414379951231593,0.013212935781426297,0.02882692985612089,0.0,0.01890843228736181,0.1661480601778735,0.7174606697014743,0.07299227657012518,0.009273961050725135,0.022098827637940226,0.0,0.010959271305422269,0.0,0.08549708907795027,0.3257947954227538,0.03209346982732974,0.009260056079697637,0.003784586642788436,0.5378354719299281,0.0035273591144223677,0.00976994133849168,0.0,0.019632288720012818,0.005637233665482268,0.0037997785542920287,0.1068179657123783,0.07938953122540497,0.0,0.0,0.0,0.009356126470030278,0.0,0.005145868965326963,0.006396965023482014,0.0,0.006622857574274469,0.09835786586968343,0.019747068656218468,0.0,0.0,0.012323065878745692,0.009667540077739642,0.009051021805153422,0.0,0.0,0.0,0.0,0.0,0.001782079728116536,0.0,0.0,0.0,0.0,0.0,0.0,0.001996673822631697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02561885594527323,0.0,0.0732225296773092,0.0,0.0,0.0,0.009342084393002667,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-c50884bc541ad822db7f1732f50650a0a14c1dc440a95b45d559545fe7fda0b4.json,0.006026292881309249,0.0,0.0,0.0,0.0,0.0023258912295810617,0.0,0.0,0.0,0.0,0.005819820248650841,0.03276629635937002,0.022747431973116423,0.0,0.0,0.0,0.0,0.0,0.02449642620104774,0.0,0.09242476801070099,0.0,0.012843299786478534,0.0,0.0,0.00595259139473037,0.012577861705617456,0.020533115452059162,0.013289785754394275,0.02899459500010099,0.0,0.019018408793279082,0.16711442179080896,0.7216336130945431,0.07341681919820413,0.009327900891790294,0.022227360337613754,0.0,0.011023013362259807,0.0,0.0824112645842171,0.3276897052017404,0.03228013404257144,0.00931391504572751,0.0038065988122263673,0.5306399329642367,0.0035478751796690303,0.009826765933735476,0.0,0.019746475368793277,0.005670021326148528,0.0038218790839557037,0.107439247607128,0.07985128199976271,0.0,0.0,0.0,0.009410544207178259,0.0,0.005175798717308202,0.0064341714851847,0.0,0.006661377887547256,0.0989299415581083,0.019861922895846307,0.0,0.0,0.012394740130049892,0.009723769079827542,0.00910366497186255,0.0,0.0,0.0,0.0,0.0,0.0017924447810614731,0.0,0.0,0.0,0.0,0.0,0.0,0.0020082870122992663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02576786207225618,0.0,0.073648411519122,0.0,0.0,0.0,0.009396420457670147,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-ccb981c0c0989bcf76cce628d5450564782afa9165b2d215572a9dbb4356b690.json,0.005993232647293288,0.0,0.0,0.0,0.0,0.0023131313936653347,0.0,0.0,0.0,0.0,0.005787892723198507,0.032586540505014375,0.02262263959426842,0.0,0.0,0.0,0.0,0.0,0.02436203884239925,0.0,0.09191772586729942,0.0,0.012772841462457303,0.0,0.0,0.005919935486963002,0.012508859574523265,0.020420470810437574,0.013216878008999929,0.02883553069393785,0.0,0.018914073830193053,0.1661976323149802,0.7176747321386102,0.07301405463444918,0.00927672804101221,0.02210542107100464,0.0,0.010962541126924609,0.0,0.08195915650610565,0.325891999953761,0.0321030452739814,0.009262818921280662,0.0037857158166574993,0.5379959411748101,0.003528411541573533,0.009772856310060035,0.0,0.019638146233528803,0.005638915597368013,0.003800912260838267,0.10684983605041344,0.07941321798240067,0.0,0.0,0.0,0.009358917975291689,0.0,0.005147404293043755,0.006398873629738814,0.0,0.006624833578107186,0.09838721204205036,0.019752960415615677,0.0,0.0,0.012326742603653957,0.00967042449674342,0.009053722279016315,0.0,0.0,0.0,0.0,0.0,0.0017826114315894666,0.0,0.0,0.0,0.0,0.0,0.0,0.0019972695526594016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025626499618260298,0.0,0.07324437644023003,0.0,0.0,0.0,0.009344871708652917,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-ce203247b1127b4a9182f5f0483d3c01a8455b86804db1e7005b79c55ee08720.json,0.006017145905608339,0.0,0.0,0.0,0.0,0.002322360888295141,0.0,0.0,0.0,0.0,0.005810986666306515,0.03271656221559192,0.022712904907868477,0.0,0.0,0.0,0.0,0.0,0.024459244434473622,0.0,0.09228448158191188,0.0,0.012823805654118857,0.0,0.0,0.005943556286427898,0.012558770466997523,0.020501949375035845,0.013269613925749376,0.028950585712609136,0.0,0.018989541805476077,0.16686076807939823,0.7205382854604667,0.07330538388059339,0.009313742588422344,0.022193622660254247,0.0,0.011006282141696647,0.0,0.08765266690751909,0.32719232317435587,0.03223113781760778,0.009299777970699537,0.003800820987031953,0.5318961168994806,0.0035424900567257124,0.00981185043079117,0.0,0.017924093899199422,0.005661415115279691,0.0038160780656843907,0.1072761715325757,0.07973008016796929,0.0,0.0,0.0,0.009396260464105901,0.0,0.005167942659524013,0.00642440541317499,0.0,0.006651266951541979,0.09877978128721755,0.019831775584774666,0.0,0.0,0.01237592684151221,0.009709009910094804,0.009089847023759642,0.0,0.0,0.0,0.0,0.0,0.0017897241285507988,0.0,0.0,0.0,0.0,0.0,0.0,0.002005238744838033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02572875046369657,0.0,0.0735366246803732,0.0,0.0,0.0,0.009382158152253758,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-ce52ac7d54eb6b3241a59245c397694765961738f13958c48c5eac2cd65120fb.json,0.005977861310821298,0.0,0.0,0.0,0.0,0.00230719871541831,0.0,0.0,0.0,0.0,0.005773048038910763,0.03250296312565351,0.022564617450702023,0.0,0.0,0.0,0.0,0.0,0.024299555518585793,0.0,0.09168197691924472,0.0,0.012740081905907885,0.0,0.0,0.005904752141743844,0.012476777074023686,0.02036809675019056,0.01318297959541551,0.02876157383780861,0.0,0.01886556335012162,0.16577137158433503,0.7158340527533155,0.07282678948606931,0.009252935253968987,0.022048725480305204,0.0,0.010934424596469865,0.0,0.09063470445866696,0.3232798947918199,0.032020707954587536,0.009239061808100277,0.0037760062800801966,0.5407124048534026,0.003519361934423429,0.009747791062058659,0.0,0.026710607271052917,0.005624453006962241,0.0037911637486912793,0.10657578949180875,0.07920954037370942,0.0,0.0,0.0,0.009334914388967214,0.0,0.0051342023220871495,0.0063824619124915475,0.0,0.006607842322804254,0.09813487027094918,0.01970229837415405,0.0,0.0,0.012295127193521337,0.00964562196403454,0.009030501453184105,0.0,0.0,0.0,0.0,0.0,0.0017780394215030312,0.0,0.0,0.0,0.0,0.0,0.0,0.001992146991242892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025560773227944127,0.0,0.07305652056658021,0.0,0.0,0.0,0.009320904147943227,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-d9234ef5810be3158f8c45cf818a5a836e289d8a38e189da7df37633803fb0f4.json,0.0060780516543576975,0.0,0.0,0.0,0.0,0.0023458679015846153,0.0,0.0,0.0,0.0,0.005869805664455465,0.03304772033432531,0.022942805678331325,0.0,0.0,0.0,0.0,0.0,0.02470682171105864,0.0,0.09321858813954977,0.0,0.01295360863670108,0.0,0.0,0.006003717158631686,0.012685890754699185,0.020709470780881124,0.01340392939431885,0.029243624493323343,0.0,0.019181754572161987,0.1685497382616397,0.727831597683068,0.07404738338711114,0.00940801659721411,0.022418267238728508,0.0,0.011117688091511146,0.0,0.08492601702000971,0.3305041746302766,0.032557382454620074,0.00939391062917144,0.0038392930220646575,0.5185376617638223,0.0035783472575858307,0.009911166303545238,0.0,0.019916074383851123,0.005718720145270016,0.0038547045333689922,0.10836202446894314,0.08053711066160424,0.0,0.0,0.0,0.009491369721549197,0.0,0.005220252745087783,0.006489433456053949,0.0,0.0067185912943733455,0.09977963348209093,0.020032513469474145,0.0,0.0,0.012501196380023323,0.009807284827716149,0.009181854754282381,0.0,0.0,0.0,0.0,0.0,0.001807839775040704,0.0,0.0,0.0,0.0,0.0,0.0,0.0020255358373618745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025989177722061087,0.0,0.0742809648138714,0.0,0.0,0.0,0.009477124665632686,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-e8329ea785806fe2d7f125793f9a41f585836989de5ee54a16b3e24475e9f414.json,0.006114393219771749,0.0,0.0,0.0,0.0,0.0023598941910349587,0.0,0.0,0.0,0.0,0.005904902096446074,0.03324531751819493,0.023079984090223094,0.0,0.0,0.0,0.0,0.0,0.024854547434439416,0.0,0.09377595579802468,0.0,0.013031060169262698,0.0,0.0,0.006039614267155179,0.012761741562641378,0.02083329575471697,0.013484073460968846,0.02941847642826965,0.0,0.019296445105935374,0.1695575219539953,0.7321834099284689,0.07449012359073753,0.00946426851312848,0.022552309358087896,0.0,0.011184162384920779,0.0,0.09088702359069516,0.3324803077342675,0.032752047836138595,0.009450078203426757,0.00386224872011389,0.5090684825993609,0.0035997427225030318,0.00997042662560775,0.0,0.020035155523856395,0.005752913214704524,0.003877752379112592,0.10900993696205492,0.08101865389976821,0.0,0.0,0.0,0.009548120018061948,0.0,0.005251465404571759,0.006528234733807855,0.0,0.006758762740570202,0.10037623059632896,0.020152290815909954,0.0,0.0,0.012575942873115857,0.009865924027145317,0.009236754415251177,0.0,0.0,0.0,0.0,0.0,0.0018186491151350188,0.0,0.0,0.0,0.0,0.0,0.0,0.0020376468142534934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026144570840769862,0.0,0.0747251016352271,0.0,0.0,0.0,0.009533789788859513,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-f06cc3b6fe65a6170d7097da6bfc9744efe2ba244cc2ebcc0e47cea7933c11a6.json,0.006036717471196449,0.0,0.0,0.0,0.0,0.002329914675282783,0.0,0.0,0.0,0.0,0.0058298876716095845,0.03282297717598421,0.02278678164529087,0.0,0.0,0.0,0.0,0.0,0.024538801372961473,0.0,0.09258464910524908,0.0,0.0128655167838448,0.0,0.0,0.00596288849201361,0.012599619534604768,0.02056863468617374,0.013312775106041619,0.029044751334646058,0.0,0.019051307810283708,0.1674035048715216,0.7228819318559263,0.07354381936995777,0.00934403677220974,0.022265810363252782,0.0,0.011042081534996497,0.0,0.0879377688389438,0.32825655962688466,0.032335973870725385,0.009330026732714557,0.0038131836616958708,0.5274212240303326,0.003554012475755939,0.009843764776439324,0.0,0.01978063383262696,0.005679829619263538,0.0038284903660213785,0.10762510151701137,0.07998941283462413,0.0,0.0,0.0,0.009426823048234834,0.0,0.00518475207885722,0.00644530164435851,0.0,0.006672901079985632,0.09910107563483175,0.019896281066721564,0.0,0.0,0.012416181185962548,0.009740589753301518,0.00911941295750999,0.0,0.0,0.0,0.0,0.0,0.0017955454437916186,0.0,0.0,0.0,0.0,0.0,0.0,0.0020117610499690818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02581243663901949,0.0,0.07377581231112662,0.0,0.0,0.0,0.009412674866741884,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-f16b5467323088ac2465e85bf5a244bdfb32ab50e409573c021ddfe16383ea21.json,0.006056453539681353,0.0,0.0,0.0,0.0,0.0023375319533506687,0.0,0.0,0.0,0.0,0.005848947543617043,0.03293028657525866,0.02286127933136742,0.0,0.0,0.0,0.0,0.0,0.02461902700332185,0.0,0.0928873395962503,0.0,0.012907578503902294,0.0,0.0,0.005982383188627746,0.012640811946740202,0.020635880500599252,0.013356299064628487,0.029139708437442853,0.0,0.019113592970631994,0.16795080347420124,0.7252452770649214,0.07378425895697711,0.00937458558463002,0.022338604818235613,0.0,0.01107818182930883,0.0,0.08822526710873962,0.3293297411982149,0.03244169109169585,0.00936052974158344,0.0038256502470962695,0.5229203004905728,0.0035656317430071234,0.009875947368502655,0.0,0.019845303406092713,0.005698398900811538,0.0038410069942084886,0.10797696432728358,0.08025092524386043,0.0,0.0,0.0,0.009457642516954837,0.0,0.005201702784699231,0.006466373512516307,0.0,0.006694717047576623,0.099425070525265,0.01996132873005869,0.0,0.0,0.012456773876174795,0.009772435031363937,0.009149227398806989,0.0,0.0,0.0,0.0,0.0,0.0018014156883434823,0.0,0.0,0.0,0.0,0.0,0.0,0.0020183381763704575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025896826213270843,0.0,0.07401701036143281,0.0,0.0,0.0,0.00944344808027764,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-f35dfbf1d7b1a3a7b45e0654b0a68217352823ceedf3bef2eea9f57ae0f976a8.json,0.0060033351308008895,0.0,0.0,0.0,0.0,0.002317030520085193,0.0,0.0,0.0,0.0,0.005797649075774989,0.0326414699575145,0.022660773412334488,0.0,0.0,0.0,0.0,0.0,0.02440310467616561,0.0,0.09207266684227558,0.0,0.012794371983265294,0.0,0.0,0.005929914417223638,0.012529945114662874,0.020454892546038488,0.013239157019338064,0.02888413726244808,0.0,0.01894595631001258,0.16647778310142142,0.7188844794606213,0.07313713066472823,0.009292365343542282,0.022142683040452672,0.0,0.010981020117722033,0.0,0.08209731083376616,0.32465750685318384,0.03215715972347981,0.009278432777924188,0.003792097202772974,0.5368459322493102,0.003534359203128583,0.00978932991045316,0.0,0.019671249244895078,0.00564842082687865,0.00380731926281679,0.10702994731423643,0.07954708075265624,0.0,0.0,0.0,0.009374693821159625,0.0,0.005156081007270911,0.006409659881352266,0.0,0.00663600071876435,0.09855305829656921,0.019786256963333575,0.0,0.0,0.012347521158598274,0.009686725433106032,0.009068983672222445,0.0,0.0,0.0,0.0,0.0,0.0017856162878411635,0.0,0.0,0.0,0.0,0.0,0.0,0.0020006362470467933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02566969688841265,0.0,0.07336784071211111,0.0,0.0,0.0,0.00936062387745283,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-f3861b0dd5878ca2d68273240289b132d9c0a69f632467312cc20669c57f2fe4.json,0.006045893093405223,0.0,0.0,0.0,0.0,0.0023334560728951576,0.0,0.0,0.0,0.0,0.005838748918976141,0.03287286707720471,0.022821416842437107,0.0,0.0,0.0,0.0,0.0,0.024576099585430215,0.0,0.09272537488321951,0.0,0.012885071967948159,0.0,0.0,0.005971951896477514,0.012618770563185359,0.02059989836914899,0.01333301010884012,0.029088898450469535,0.0,0.01908026520374867,0.16765795297588543,0.7239806898382085,0.0736556036808103,0.009358239416566674,0.02229965370030479,0.0,0.011058865154413348,0.0,0.08986880765703423,0.32695902121725545,0.03238512354211655,0.009344208082248577,0.003818979581889144,0.5261514255299182,0.003559414463832805,0.00985872699177102,0.0,0.019810699778890686,0.005688462783072386,0.003834309551927653,0.10778868831338093,0.08011099424643846,0.0,0.0,0.0,0.00944115152514837,0.0,0.005192632740251222,0.006455098301762539,0.0,0.006683043681430642,0.09925170617781262,0.019926522793172887,0.0,0.0,0.012435053393976535,0.009755395145817136,0.009133274180676915,0.0,0.0,0.0,0.0,0.0,0.0017982746168446113,0.0,0.0,0.0,0.0,0.0,0.0,0.0020148188639974706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02585167073735483,0.0,0.07388794924401149,0.0,0.0,0.0,0.009426981838860978,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-f66b01a11e5992bddb906405f898d966287f056c3b5bfd3f4f12baf6211ccdc2.json,0.006071694318555691,0.0,0.0,0.0,0.0,0.002343414241950639,0.0,0.0,0.0,0.0,0.0058636661434669085,0.0330131540838879,0.022918808659511528,0.0,0.0,0.0,0.0,0.0,0.02468097962034444,0.0,0.09312108619295688,0.0,0.01294005981470444,0.0,0.0,0.00599743757296704,0.01267262195211878,0.02068780971784269,0.013389909559498104,0.02921303713547512,0.0,0.019161691423307457,0.16837344372740334,0.7270703225019886,0.07396993355479288,0.00939817628585439,0.022394818860688892,0.0,0.011106059549906204,0.0,0.08483718868500602,0.33015848391529506,0.032523329072900294,0.009384085071943597,0.0038352773149973995,0.5200755998945056,0.003574604486641074,0.009900799722942721,0.0,0.018086584703155054,0.005712738652122436,0.003850672706637383,0.10824868325091641,0.08045287290152663,0.0,0.0,0.0,0.009481442227020975,0.0,0.005214792623726676,0.0064826458356138815,0.0,0.006711563986379979,0.09967526901263271,0.020011560469676528,0.0,0.0,0.012488120758453432,0.009797026901903523,0.009172250996815732,0.0,0.0,0.0,0.0,0.0,0.0018059488657198007,0.0,0.0,0.0,0.0,0.0,0.0,0.0020234172289278914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025961994351567895,0.0,0.07420327066714921,0.0,0.0,0.0,0.00946721207071525,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-f731ba8b6510fe6ea56ccca7d771536e02497f8a9135c7d756fc92abe8bad870.json,0.006046082213692575,0.0,0.0,0.0,0.0,0.0023335290652349515,0.0,0.0,0.0,0.0,0.005838931559630925,0.03287389536632125,0.022822130714291,0.0,0.0,0.0,0.0,0.0,0.024576868345139294,0.0,0.09272827540581755,0.0,0.012885475023125531,0.0,0.0,0.005972138703826117,0.012619165288245507,0.020600542750159177,0.013333427175874569,0.029089808374073663,0.0,0.019080862049439182,0.1676631974484148,0.7240033365231539,0.07365790768597844,0.009358532149650147,0.022300351250997552,0.0,0.0110592110844064,0.0,0.08268188931804735,0.3287657830861964,0.032386136574232,0.009344500376420884,0.0038190990425717533,0.5261678839600045,0.003559525805114532,0.00985903538049917,0.0,0.019811319473148747,0.005688640722658731,0.0038344294921437727,0.10779206002826112,0.08011350018129669,0.0,0.0,0.0,0.009441446851787756,0.0,0.0051927951698841615,0.006455300222310397,0.0,0.006683252732289116,0.09925481084918253,0.01992714611046586,0.0,0.0,0.01243544237221925,0.009755700302243939,0.00913355987667101,0.0,0.0,0.0,0.0,0.0,0.0017983308682878675,0.0,0.0,0.0,0.0,0.0,0.0,0.002014881889114957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025852479397931998,0.0,0.07389026051713143,0.0,0.0,0.0,0.009427276722261443,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-f736b2b9dfb1dd46ca4e433d7b9cc51d796deac55333e90111a48cb35ff70a69.json,0.006031070166008904,0.0,0.0,0.0,0.0,0.0023277350570887825,0.0,0.0,0.0,0.0,0.005824433854191796,0.032792271520110626,0.0227654647771739,0.0,0.0,0.0,0.0,0.0,0.024515845503161226,0.0,0.09249803684093925,0.0,0.01285348118668119,0.0,0.0,0.005957310253297889,0.01258783268237947,0.02054939287836707,0.01330032110197804,0.029017580181504354,0.0,0.01903348545070835,0.16724690011306062,0.7222056810783753,0.07347501966306053,0.009335295493925956,0.02224498085997236,0.0,0.011031751748215616,0.0,0.0860625342340389,0.3279494780082945,0.03230572380289369,0.00932129856072059,0.003809616456177888,0.5289942089487796,0.0035506877229930845,0.009834556006250524,0.0,0.01976212919387437,0.005674516180059818,0.0038249088411930828,0.10752441901911296,0.0799145833220281,0.0,0.0,0.0,0.009418004323993328,0.0,0.00517990178108351,0.006439272111655489,0.0,0.0066666586296697476,0.09900836730100726,0.019877668240824535,0.0,0.0,0.012404565938975168,0.009731477502594734,0.009110881813167385,0.0,0.0,0.0,0.0,0.0,0.0017938657241182072,0.0,0.0,0.0,0.0,0.0,0.0,0.0020098790621722704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025788289292712457,0.0,0.07370679557652411,0.0,0.0,0.0,0.009403869378021028,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\Backdoor.Matsnu.B-f918a751ccb0dfe5811dddff7062f1c0b5064c0c3d72787cbe2bef7eee6e90e7.json,0.006063023042166901,0.0,0.0,0.0,0.0,0.0023400675002473747,0.0,0.0,0.0,0.0,0.005855291962041765,0.032966006423200786,0.022886077215212512,0.0,0.0,0.0,0.0,0.0,0.024645731535608017,0.0,0.09298809552616132,0.0,0.012921579497802142,0.0,0.0,0.005988872346180048,0.012654523575989788,0.020658264469592316,0.013370786790709088,0.029171316603138115,0.0,0.019134325697417662,0.1681329815778793,0.7260319586796804,0.07386429356294516,0.009384754301833198,0.02236283575122561,0.0,0.011090198456297901,0.0,0.08832096603679405,0.3296869688297308,0.032476880954685115,0.009370683212257404,0.0038297999724499717,0.5214101865334939,0.0035694994233987517,0.009886659918406558,0.0,0.019866829827322328,0.005704580017449723,0.003845173377196508,0.10809408814089534,0.08033797431464135,0.0,0.0,0.0,0.009467901326935872,0.0,0.005207345129538379,0.006473387659753568,0.0,0.0067019788815849135,0.09953291800459625,0.019982981005247095,0.0,0.0,0.012470285877283244,0.009783035300284975,0.009159151667480643,0.0,0.0,0.0,0.0,0.0,0.0018033697039674013,0.0,0.0,0.0,0.0,0.0,0.0,0.002020527490228719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025924916788565643,0.0,0.07409729743543682,0.0,0.0,0.0,0.00945369149339541,0.0,0.0,0.0
