,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata crypthashdata crypthashdata,deletefilew deletefilew deletefilew,deviceiocontrol deviceiocontrol deviceiocontrol,drawtextexw drawtextexw drawtextexw,drawtextexw drawtextexw getsystemmetrics,drawtextexw getsystemmetrics getsystemmetrics,findresourceexw loadresource findresourceexw,findresourceexw loadresource ntqueryvaluekey,findwindowexa findwindowexa findwindowexa,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getcursorpos getcursorpos getcursorpos,getfileattributesw setfileattributesw findfirstfileexw,getforegroundwindow getforegroundwindow getforegroundwindow,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics drawtextexw drawtextexw,getsystemmetrics drawtextexw getsystemmetrics,getsystemmetrics getkeystate getkeystate,getsystemmetrics getsystemmetrics drawtextexw,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ntdeviceiocontrolfile ldrgetprocedureaddress,isdebuggerpresent isdebuggerpresent isdebuggerpresent,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrgetprocedureaddress recv getsystemtimeasfiletime,ldrgetprocedureaddress recv ntdeviceiocontrolfile,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,module32nextw module32nextw module32nextw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntclose ntclose ntclose,ntclose ntdeviceiocontrolfile ntclose,ntclose ntopenkeyex ntopenkeyex,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose ntquerykey ntopenkeyex,ntdelayexecution ntdelayexecution ntdelayexecution,ntdeviceiocontrolfile ldrgetprocedureaddress recv,ntdeviceiocontrolfile ntclose ntdeviceiocontrolfile,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntopenfile ntopenfile ntopenfile,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntreadvirtualmemory ntreadvirtualmemory ntreadvirtualmemory,ntwritefile ntwritefile ntwritefile,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,recv getsystemtimeasfiletime ntdeviceiocontrolfile,recv ntdeviceiocontrolfile ldrgetprocedureaddress,recv select recv,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regopenkeyexa regopenkeyexa,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,select recv select,sendto sendto sendto,setfilepointer ntreadfile ntreadfile,setfilepointer setfilepointer setfilepointer,thread32next thread32next thread32next,timegettime timegettime timegettime,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
benreport984.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035823229546221094,0.0,0.0,0.0,0.0,0.0,0.0032605127567706498,0.03552406719176594,0.006748743309561204,0.008823551531223417,0.0,0.0,0.0,0.008233187598668335,0.0,0.0,0.06390067582852622,0.0,0.01939683573134906,0.012981129493426767,0.06542448388736966,0.0,0.0,0.2991059254191768,0.0,0.19194686885173734,0.0,0.0,0.0,0.0,0.0,0.0,0.021522992065541216,0.2035079524639553,0.20200432585411646,0.3093019235641462,0.0,0.6668419850662027,0.4558544181600509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05407503001721964,0.018335019563097514,0.006700167773667673,0.0038495607991231116,0.0,0.0,0.015933943769929345,0.0,0.014256383175433913,0.16666151701487594,0.014760790000691925,0.012653989593405938,0.010503848388663617,0.006765663563566772,0.0035429900783103797,0.013372567044395376,0.013954028125100815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,14,0,0,0,0,1,4,1,0,5,1,0,0,4,5,4,63,226,2,0,0,0,2,1,0
benreport988.json,0.0,0.0,0.0,0.0,0.0015367703238057505,0.516770758410329,0.46410109093106816,0.00020738123784110895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008521631748999901,0.0011769361348861872,0.0015863502708628203,0.5230948223396422,0.009427459955691374,0.0008501102783654496,0.4599450394285679,0.0009648314179330021,0.17927253969926957,0.0,0.0,0.0,0.0,0.0,0.0,0.00029813396817671134,0.0,2.0055538113424646e-05,0.0,0.0,0.0,5.6141001872918165e-05,0.00023330389257124757,0.0,0.0003332053989803954,0.0,0.00039679326314579015,2.2129145196477116e-05,5.5765097485596085e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.630305081058884e-05,0.0,7.338119794924815e-05,0.0,0.0,0.0,0.0,0.0,0.004607760900354561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011421886329639304,2.6249638726614062e-05,0.0,0.0,0.0,2.4840950951753953e-05,0.0,0.0,0.0,0.00034514343075490886,0.0031992202173282904,0.00011533538081142824,0.0008455710936188784,0.0029787342040500505,0.010133543804866963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,227,720,0,0,0,0,2,0,0
benreport990.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044137697296895775,0.060670880827140644,0.0,0.0,0.0,0.0,0.0,0.1346741545447333,0.04157553535863226,0.07247648178792461,0.0,0.0,0.0,0.13525448770597615,0.0,0.0,0.0,0.0,0.03983130847742565,0.03998503006362226,0.9404420313967663,0.0,0.0,0.0,0.0,0.14781073799358627,0.0,0.0,0.0,0.0,0.0,0.0,0.09944406053828539,0.0,0.17777781743763638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0
benreport992.json,0.0,0.0,0.0,0.0,0.07189907897514368,0.02417177250560792,0.07737919097947299,0.011475076679685888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03143530204686483,0.025727879340485826,0.06958969199868499,0.033989554584080796,0.053502763495728474,0.0066020153887715516,0.08450670715491572,0.06471182118503259,0.9731852403519822,0.0,0.0,0.0,0.0,0.0,0.006561194512016521,0.12097594425248098,0.006790315031547031,0.014796506511370976,0.0,0.0,0.0,0.013806505632335065,0.011475076679685888,0.0,0.003782017582877243,0.0,0.006505439565537512,0.006530546109287823,0.008228436688024247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010827785992353471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01685360068554035,0.003873273787448207,0.0,0.0,0.0,0.003665414414986352,0.0,0.0,0.0,0.05411073294186467,0.0035228504197507685,0.01701834878242856,0.0035648146153801773,0.0,0.00701999191421779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,27,21,0,0,0,0,2,0,0
benreport994.json,0.0,0.0,0.0,0.0,0.006256721174918205,0.005468967222805587,0.029178956507759316,0.008654284417333362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9445741298116044,0.0,0.0,0.0,0.0,0.0,0.010986117907038219,0.027511885818259252,0.0,0.023900006269205177,0.0,0.3139708301840005,0.0,0.0,0.0,0.0,0.0,0.0,0.06220755990101473,0.0,0.010043319219218609,0.0,0.0,0.0,0.006247562254460511,0.008654284417333362,0.0,0.00427848851217497,0.0,0.007359418045493575,0.007387820361628341,0.018617190994700616,0.0,0.0,0.0,0.0,0.027310200294429984,0.0,0.0,0.0,0.0,0.0,0.0,0.018373747728056396,0.0,0.03284705744679476,0.0,0.0,0.0,0.006104373282547692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,0,2,0,1,0,6,0,0,1,16,0,0,0,0,2,0,0
benreport995.json,0.0,0.0,0.0,0.0,0.08508863202909726,0.009465976263797119,0.06974427280945499,0.005349746744883917,0.0,0.0,0.01962731566015124,0.0,0.0,0.0,0.0,0.08474293682188078,0.0,0.0,0.061552338156392834,0.03598345595324541,0.14333957923749285,0.01765711164118588,0.06530608421178438,0.009233692633604504,0.07091552322101255,0.12670989750182496,0.7158449663697234,0.0,0.0,0.0,0.41701566324730244,0.0,0.36798165402724126,0.30994188321265725,0.0037988207051614527,0.04221708458228862,0.0,0.0,0.0,0.07878486933631303,0.005349746744883917,0.0,0.001057919009233764,0.0,0.03184517007320105,0.041101805097859115,0.002301686704987462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030287856622050026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037714778736071364,0.0010834455096824219,0.0,0.0,0.0,0.0010253023687381894,0.0010031023759421033,0.0,0.0,0.015136040943315816,0.0019708477520647477,0.003808344998545361,0.0019943244912869816,0.0,0.0019636563627682562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,0,20,0,0,0,3,0,5,1,0,2,1,0,3,0,1,0,31,20,0,0,0,0,2,0,0
benreport999.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12596821884513987,0.0,0.0,0.0,0.0,0.0,0.1398089424546985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1394712469346121,0.0,0.0,0.0,0.0,0.1534463908995074,0.0,0.0,0.0,0.0,0.0,0.0,0.13764748437202304,0.0,0.1230373599739441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514200573660433,0.0,0.0,0.0,0.1019034560518894,0.0,0.09117483639664978,0.10151066308140172,0.09440070436079792,0.24278081265346882,0.4478399355510543,0.17307567029649512,0.5438095260540504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,12,6,0,0,0,0,2,0,0
report10.json,0.0,0.0,0.0,0.0,0.037609296019163,0.03287408875213047,0.11693025597601439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03301890470391862,0.06614983336206294,0.0,0.08619809502540028,0.0,0.8578572447170857,0.0,0.0,0.0,0.0,0.0,0.0,0.37393108459522545,0.023087406907190383,0.06037062464038598,0.0,0.0,0.0,0.05633136230396901,0.0,0.0,0.025718093626104468,0.0,0.06635644870462594,0.04440835945042932,0.03730278887776204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0736300156761613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03083172091603469,0.0,0.022921230315272906,0.026338644842932368,0.0,0.041465828792578756,0.0,0.024925180551745644,0.0,0.0,0.0,0.06493382397469877,0.09582292513509176,0.023145290985941185,0.09696436785817952,0.0,0.21481487699787422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,27,5,0,1,0,2,0,0
report100.json,0.0,0.0,0.0,0.0,0.0,0.011142762409804902,0.06935920334383197,0.37028661068383606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02238369634649786,0.02242166717256564,0.0,0.06817318752178872,0.0,0.5067759087196119,0.0,0.0,0.0,0.0,0.0,0.007561488462932768,0.5830268396981817,0.0,0.006820929516570899,0.0,0.0,0.0,0.019093669519070343,0.3614702628104114,0.24680944584628595,0.008717218264802188,0.0,0.17993360007002723,0.015052335050147346,0.07586329467357379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01871782158957574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05102511754549555,0.03107685514500552,0.008927555799155303,0.0,0.0,0.01847628593618401,0.008448458206817744,0.008265530987445173,0.0,0.0684637979484872,0.11738398645663183,0.016239721445110065,0.02353547929252589,0.01643316901355321,0.0,0.032360929261903565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,1,1,6,2,0,10,0,0,0,15,2,0,60,26,1,0,0,0,2,0,0
report1003.json,0.0,0.0,0.0,0.003482141534750941,0.003841686822994087,0.0025184987545229863,0.008024946314399192,0.15891623958975282,0.0,0.0,0.0,0.0,0.0,0.00341427554103254,0.0,0.0,0.0,0.0,0.08870599972303261,0.00390925531374362,0.0,0.0023187937390319623,0.003589669386271647,0.0020063032322573835,0.0056864978360801335,0.0,0.06572083012456079,0.003871657073732053,0.0,0.0,0.006290024397993132,0.0,0.007548328416542279,0.08713471293072664,0.003979657457686984,0.005395857554110571,0.0,0.0,0.0,0.009829911842298812,0.15891623958975282,0.0,0.031196016763485917,0.02560581810655452,0.0950350299168755,0.0032603884128683575,0.03357895573737455,0.03755962637950185,0.0,0.0,0.015213838187064576,0.0,0.0,0.0,0.036760090008916016,0.0,0.005712726784068228,0.004767635455061469,0.011281657366937817,0.0,0.0,0.0,0.0008512185233100454,0.0,0.0,0.050534306027320924,0.0,0.0,0.0,0.02823726814260697,0.0,0.027421548111186026,0.8002228988007444,0.0,0.0,0.0,0.022045632318963667,0.03491860465741517,0.019608731257614708,0.020346305801004636,0.05571699926465975,0.0005294526385039599,0.022968161550900017,0.02864293972487546,0.032381854518402954,0.0429859703831995,0.017892111798405535,0.043251466088316766,0.028446520229959908,0.027484153184915365,0.01980929045366427,0.03407380173061775,0.328227009366688,0.0,0.0,0.0,0.0,0.0,0.3833388789182333,0.0,13,0,7,6,139,0,96,0,0,0,44,23,288,37,23,282,106,4,40,57,11,7,853,2881,39,10,1,0,2,5,0
report1004.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333755832709411,0.0,0.0,0.0,0.2865095591774798,0.0,0.26547888456722113,0.6886800034294366,0.032708280139233915,0.02850932705227719,0.0,0.0,0.0,0.04788329810107174,0.0,0.0,0.043722256779267214,0.0,0.557781921714703,0.08178819680563092,0.005284742775545515,0.0,0.013489855932943969,0.02805752587005284,0.00951012488738093,0.011628557477798824,0.0,0.0,0.0,0.06467084404096413,0.0,0.0,0.06780329522919756,0.012726661149706588,0.05594450298843333,0.0,0.0,0.025102125511448112,0.0,0.10588363595968217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014217923040658545,0.03896742628403305,0.007462871663964273,0.0,0.0,0.0,0.007062376396663028,0.013818921635787391,0.03846368015995287,0.014307850581160287,0.05519564099027564,0.04751382786674733,0.045906399550270205,0.061816901918880805,0.0,0.04734045555384375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19,0,34,0,0,0,0,0,73,15,0,18,10,0,0,0,1,0,57,51,0,0,0,0,2,0,0
report1005.json,0.0,0.0,0.0,0.0,0.02362030416496752,0.017342962736225712,0.016890597699349356,0.022216659604261984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026850547416821524,0.0,0.0,0.01410138782959954,0.007478104696827848,0.0,0.014436326039557282,0.0,0.15331921922292824,0.0,0.0,0.0,0.016935014904637447,0.0,0.01569193321130138,0.049317510478759506,0.002899982883223058,0.003538773183934449,0.0,0.0,0.0,0.006132289152693901,0.022216659604261984,0.0,0.003876504534509834,0.0,0.0027783193121752236,0.001115616689184383,0.0018742243280392378,0.0,0.0,0.0,0.0,0.0,0.9851943423694153,0.0,0.0,0.0,0.0007251456767155827,0.0,0.003699432959460031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002664729136780085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005672655356631112,0.0011516438523202532,0.0006616734353827038,0.0,0.0,0.001369385738217926,0.004383152952283816,0.004900855200920733,0.00272821471785871,0.005074252954230658,0.008700014575660815,0.0018054312714451204,0.0023258029091363084,0.0018269375694830985,0.0,0.0029980724453895842,0.0,0.0,0.0,0.0010053635568318723,0.001117577131390479,0.0,0.0,2,0,0,1,0,0,25,0,0,0,4,5,2,2,0,14,2,0,4,13,2,0,73,37,1,0,1,0,2,1,0
report1006.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050584111957182404,0.0,0.0,0.0,0.0,0.23834552498435357,0.0,0.904417469004161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049588392735927356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28575111141099124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06453488840207762,0.0,0.06530362801890711,0.0,0.06429940826150421,0.0,0.0,0.0,0.1078097393733432,0.11984291497942666,0.0,0.0,0,0,0,3,0,0,3,0,0,0,5,5,2,0,0,3,2,2,4,0,0,0,7,6,8,0,0,0,2,0,0
report1007.json,0.0,0.0,0.0,0.0,0.0,0.0,0.09000577483353356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08846671054384364,0.0,0.6037267677485372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028906963210829206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056675892450774465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05443209040289854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34762387471366546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4664301008076292,0.4998209480483727,0.036879319862982075,0.0,0.037318626336153085,0.0,0.14697900642531486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,4,0,0,0,3,3,3,1,0,12,1,1,2,0,1,0,11,15,8,0,0,0,2,0,0
report1009.json,0.0,0.0,0.0,0.0,0.023800058644605777,0.020803506659364823,0.05549718907540673,0.10081809499499862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034598085242491822,0.0034029870354834093,0.023507043349739548,0.026163244197422157,0.0,0.0500025243575811,0.0,0.9849258301023559,0.0,0.0,0.0,0.0,0.0,0.0,0.013310578128219846,0.0,0.007959160361358122,0.0,0.0,0.0,0.004455978535472581,0.10081809499499862,0.0,0.0020343778045488745,0.0,0.006998656971285241,0.0017564167491536196,0.008852285108371756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029121767697456117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011907969200242233,0.007252550345957682,0.0041669305080971894,0.0,0.0,0.004311896854853412,0.0019716560187562106,0.0019289654420567585,0.0,0.015977715221827327,0.027394447334313298,0.0037899393885072108,0.003661722905762363,0.0038350851480408133,0.002412507144605481,0.007552220699900846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,14,0,0,0,0,0,1,1,0,11,0,0,0,13,2,0,73,33,1,0,1,0,2,0,0
report101.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14198646170844484,0.0,0.14437891982616038,0.9028707780816713,0.011493900852476497,0.010018361623258832,0.0,0.0,0.0,0.056088333853127836,0.0,0.0,0.08962498630054594,0.0,0.2312455927941889,0.04421676999900795,0.0,0.0,0.023702112423432575,0.04929797885174512,0.01670959648213191,0.020431750941685915,0.0,0.0,0.0,0.0,0.02874069553992536,0.0,0.10080448983347799,0.022361154547886015,0.09829629804026566,0.0,0.0,0.04410524500016758,0.0,0.1014768911257883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024981349838912387,0.057055855107416745,0.01311250646857929,0.0,0.0,0.0,0.012408823353072869,0.024280291487928225,0.06758192792435529,0.025139355431079587,0.09698052333086918,0.05963094974916863,0.06913630816926605,0.07240952837612999,0.0,0.08317870889736344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,13,0,22,0,0,0,0,0,34,10,0,11,4,0,0,0,0,0,36,49,0,0,0,0,2,0,0
report1011.json,0.0,0.0,0.0,0.0,0.0546473655334445,0.0047766976114129115,0.06583739414669044,0.12472041197911882,0.0,0.0,0.0,0.0,0.0,0.7693093597609436,0.0,0.0,0.0,0.0,0.06988587563749163,0.03177629499551243,0.043756192519482894,0.007196609665132869,0.04325290627195036,0.03261638252918766,0.048011832193920224,0.044758025322534235,0.5448945142075885,0.0,0.0,0.0,0.003767350161573805,0.0,0.0064829424789377066,0.1507747380175412,0.010063995591678315,0.0160820397062516,0.0,0.0,0.0,0.013641842455002698,0.12472041197911882,0.0,0.1756348349013761,0.0,0.009641778740062827,0.0,0.002710100101556404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026746621226559604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01458235388663071,0.0149873367184151,0.003827079219068378,0.0,0.0,0.003960222234546298,0.005432548319586944,0.010629844020558287,0.015779829283662516,0.016508909735038317,0.04403031436155509,0.008702087932051952,0.010089227750305666,0.00880574720702928,0.0022157451248664504,0.008670335047058109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,27,0,0,0,0,0,1,3,0,11,0,0,0,14,2,0,74,41,0,0,1,0,2,0,0
report1012.json,0.0,0.0,0.0,0.0,0.0,0.0016438276498636425,0.021926066452550998,0.053325628848406505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016510689902239969,0.008269348995064119,0.0,0.012930683466547238,0.0,0.17893792324111457,0.0,0.0,0.0,0.0038894283453384504,0.0,0.007808520317178705,0.221570775346324,0.0034633706312452105,0.005031262502395315,0.0,0.0,0.0,0.01690067547263947,0.053325628848406505,0.0,0.0823040686627242,0.0,0.12829875072923516,0.0055514610382141946,0.018652792549365277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022825932862246836,0.046187826457236555,0.0,0.05246531868027701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007527442116599582,0.012607621671206371,0.002634061919051354,0.0,0.0,0.002725700196385845,0.0012463524472947618,0.0012193662467406955,0.010860775287359998,0.008837561544473875,0.024893165044700377,0.0011978763503951839,0.011573512979691078,0.0012121454539671095,0.001525029799920148,0.004774021767635439,0.0,0.0,0.0,0.0,0.0,0.0,0.9393425521088966,0,0,0,0,4,0,22,0,0,0,0,0,1,2,0,15,0,0,0,14,4,0,72,90,0,0,1,0,2,0,0
