,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,LABEL
Backdoor.Graybird-0e4b24dfaad406b918efb40923889150f139511f43c56e34deac187d950ce03f,T,1,9,8,1,3,5,A,4,2,D,5,3,8,8,3,A,2,0,A,B,B,2,0,8,D,B,4,7,3,A,6,4,6,C,A,3,2,2,7,1,C,5,1,7,5,7,8,5,3,B,E,7,C,8,0,B,4,E,D,B,6,5,F,D,6,1,7,6,3,F,E,1.0
Backdoor.Graybird-0e9e218c49e56ec187e145db72a72726d50ae295f08b4bf344f19e13de603ba2,T,1,D,8,1,3,9,E,4,1,E,5,3,C,9,3,9,2,0,D,7,3,2,0,8,D,B,8,6,3,A,7,4,6,8,7,3,1,2,6,5,C,1,1,7,5,E,4,A,3,A,9,7,D,8,0,B,4,F,E,B,A,9,F,D,6,1,3,A,3,F,E,1.0
Backdoor.Graybird-0eec1cf54f4696068a4411a96e8deb728f734fac856440cb5175b1204d1dd137,T,1,6,8,5,3,9,F,4,2,D,5,2,C,9,3,9,3,0,9,B,6,3,0,8,E,B,4,7,3,9,7,8,2,8,7,7,6,2,A,0,8,5,1,7,5,A,8,1,3,B,9,B,D,8,0,F,0,E,E,7,6,D,F,D,2,5,7,9,3,E,E,1.0
Backdoor.Graybird-10672ba06f9cceb9fb651a6338f13de953b8a97d9d5164acd08456fb7a974b69,T,1,3,7,F,2,8,F,4,2,C,9,7,C,9,3,E,2,0,9,B,B,3,0,8,D,A,4,6,1,9,5,8,2,D,A,7,5,2,A,4,C,A,1,3,5,A,C,2,7,7,9,9,C,C,0,F,0,C,E,B,6,5,F,C,2,5,7,9,3,F,F,1.0
Backdoor.Graybird-1078ebc75c7612450f362dc2e480699e1e6f21473898effad033a32e4e47d5ed,T,1,2,4,7,2,6,E,C,2,D,A,7,C,E,2,4,2,0,8,7,5,3,1,8,F,9,4,A,2,9,5,8,2,4,7,7,9,7,5,8,C,6,1,7,D,D,8,1,3,A,5,D,E,4,0,F,0,8,F,B,B,D,B,C,3,9,A,C,3,B,A,1.0
Backdoor.Graybird-1203e135f7e763fee8490a3e11c091a2a7617dc3e486d2bbe6ac81a32bc931be,T,1,B,9,6,3,2,8,8,8,D,6,3,C,B,3,8,1,0,C,2,B,3,0,4,E,A,4,9,1,5,A,8,7,4,3,B,9,3,5,C,C,9,2,B,E,D,4,5,3,5,5,A,F,8,0,7,4,D,F,B,B,4,B,9,5,9,9,A,3,F,E,1.0
Backdoor.Graybird-12efad6f7e8313a41ffc7a49cdd612243712922f8d7947141e366574279077b3,T,1,E,5,F,1,6,E,8,3,D,6,3,C,E,2,8,2,0,8,6,5,3,1,C,E,8,4,9,2,8,6,8,2,4,7,7,9,7,5,8,C,6,1,7,D,D,8,6,7,9,5,D,E,8,0,F,0,8,F,B,7,D,B,C,2,9,A,C,3,B,A,1.0
Backdoor.Graybird-12f4f6331583edc2599a31940233f76e950dee226f92573abf7ad0bad10cb2c7,T,1,0,8,7,3,5,1,8,9,D,6,3,C,B,3,8,1,0,8,6,B,3,0,4,E,9,4,9,2,5,A,8,7,4,3,B,9,3,5,C,C,9,2,B,E,D,4,1,3,5,5,E,F,8,0,7,4,D,E,B,B,5,B,9,1,8,9,E,3,F,E,1.0
Backdoor.Graybird-143c25c7cc08038a40638df3cd01232232baed4a9469f356efc615b5041c794a,T,1,1,A,1,3,8,E,8,1,E,6,3,C,9,3,4,3,0,8,7,2,3,1,8,E,B,8,7,3,A,3,8,6,8,7,7,5,2,6,1,8,1,5,7,5,9,8,5,3,A,9,B,D,8,0,F,4,E,E,7,A,D,F,D,7,1,3,9,3,E,E,1.0
Backdoor.Graybird-14818f4633cc87ac1b11b53895daa6cbc595065596c7ea86f807fb1a1ad79b72,T,1,1,7,F,2,7,2,C,1,D,9,2,C,A,7,9,2,0,D,6,6,3,1,C,E,A,8,9,1,D,6,4,2,C,3,7,5,3,6,4,C,6,1,3,9,E,8,6,3,A,4,D,D,8,0,B,4,8,F,B,A,9,F,C,2,5,7,D,3,F,A,1.0
Backdoor.Graybird-152a87566246d7b100a299d29e34ce080c52e714e0c2883b904d85c1144de18d,T,1,2,8,F,2,8,1,C,1,E,A,2,C,A,6,9,2,0,D,6,7,3,1,8,E,B,8,9,1,D,1,4,2,C,3,7,4,3,6,4,D,2,0,7,9,E,4,6,3,A,4,D,E,8,0,7,5,9,F,B,E,9,F,C,2,6,7,D,3,F,6,1.0
Backdoor.Graybird-16274674297d97fdb7c53027a4e6facd681428961e31bc85dfff497056b071a4,T,1,B,F,2,3,7,E,8,1,D,6,3,C,5,2,4,3,0,8,7,2,3,1,8,E,B,8,7,3,E,3,8,6,8,7,7,6,2,A,5,8,2,5,7,5,9,8,5,3,6,9,B,D,8,0,F,4,A,E,7,A,D,F,D,3,1,3,9,3,F,E,1.0
Backdoor.Graybird-16648fd7040db9b96d76e5f70711e8c62721035832f7b87594d62b0dd9b865ea,T,1,9,3,0,2,A,1,8,3,D,6,7,C,E,3,9,1,0,9,7,A,3,1,C,E,9,4,9,2,8,5,8,2,8,7,7,5,6,5,8,C,A,1,7,9,D,C,2,3,9,5,D,D,8,0,F,0,C,F,B,7,9,B,C,2,9,A,C,3,F,A,1.0
Backdoor.Graybird-16ce6a8444870c762676cc776860c1ff7daa2a2dc76abd29136a36d6538bba8a,T,1,5,A,7,3,6,1,8,5,D,6,3,C,B,3,D,1,0,9,6,B,3,0,4,E,A,0,9,1,5,9,8,3,4,7,B,9,3,5,C,C,8,2,B,E,9,4,1,3,6,9,9,F,C,0,7,4,D,E,B,B,0,B,9,5,9,A,A,3,F,F,1.0
Backdoor.Graybird-16dc33ad95a90a03f9489182cf6061392a79cbaf96cceb87bd3c6c664daff4a3,T,1,2,1,D,2,2,C,4,1,E,5,3,C,9,3,9,2,0,A,B,3,1,1,8,C,B,8,7,3,A,7,4,E,8,6,3,2,2,2,2,C,1,2,B,5,9,4,9,3,A,E,7,D,8,0,7,9,F,D,7,6,5,F,D,D,5,3,6,3,E,E,1.0
Backdoor.Graybird-16dc7da8aef050616f3d99fd34b3f0410ce6a38f5a61c9ebc8e86e87195c4be3,T,1,F,A,7,2,0,E,8,6,D,6,3,C,A,2,9,5,0,8,7,5,3,1,8,E,9,4,A,2,8,2,8,2,8,3,B,9,7,9,C,C,B,5,7,9,D,C,5,3,7,A,D,D,8,0,F,0,4,F,F,7,E,B,C,2,8,5,C,3,B,5,1.0
Backdoor.Graybird-1966b6b19ef74c24f458b6477ccb7e8c8427df6d65ea4dc5e0bffb811fbba2d7,T,1,9,B,1,3,5,E,4,2,C,5,2,C,5,3,9,3,0,9,B,A,3,0,8,E,A,4,6,2,D,6,8,2,D,7,7,5,2,B,4,8,6,1,3,5,A,C,2,3,7,9,A,D,C,0,F,0,D,E,B,6,9,F,D,2,5,7,9,3,F,F,1.0
Backdoor.Graybird-1c7dfb9affef8bef118a41d36e3e8c413f3076918a8821efeb3721af52ee5c52,T,1,7,6,D,2,3,8,8,3,C,9,3,C,9,3,4,3,4,5,B,5,3,1,8,E,9,4,B,2,8,2,D,2,5,7,7,5,6,A,4,8,2,6,2,9,D,C,2,3,6,5,E,D,8,0,E,0,D,F,B,A,E,F,C,3,5,7,D,3,E,A,1.0
Backdoor.Graybird-1cb523870e23e55d0d36af5a2e10472ac25390d3838c52c35b1106034132aad5,T,1,3,9,C,2,A,3,C,2,D,9,7,C,A,3,5,2,0,8,7,9,3,1,8,F,A,4,A,2,D,2,8,1,8,7,7,5,7,5,4,8,6,1,7,9,E,C,1,7,A,5,D,D,8,0,F,0,8,F,B,A,9,F,C,3,8,6,D,3,F,A,1.0
Backdoor.Graybird-1d17564930dc9cfdb8bf4483ba9763d17dd3f549facfdbe21ad18447663adedd,T,1,D,6,F,1,7,F,8,3,D,6,7,C,E,3,8,2,0,8,6,5,3,1,C,F,8,4,9,2,8,6,8,2,4,7,7,9,7,5,8,C,6,1,7,D,D,8,6,7,9,5,D,E,8,0,F,0,8,F,B,7,D,B,C,2,9,A,C,3,B,A,1.0
Backdoor.Graybird-1d2b95795f54a30db2241b441843c8baa1319704e0bd48f022ac919e71899787,T,1,6,7,F,2,2,D,8,3,D,A,2,C,9,7,4,3,4,4,6,5,3,2,8,F,A,8,B,2,8,3,D,2,4,3,7,5,6,E,4,9,3,5,3,8,D,8,2,3,6,5,E,E,8,0,E,4,9,F,7,6,E,F,D,3,5,6,C,3,B,9,1.0
Backdoor.Graybird-1f987748aa836fcff784691f0f5195eaed0187c12906f016b7bbad1f9b10d20a,T,1,2,5,D,2,6,1,8,1,D,6,2,C,A,6,9,3,0,D,6,6,3,1,8,E,B,8,D,1,E,6,4,2,C,3,7,5,3,6,4,C,6,1,3,9,E,4,6,3,B,8,D,D,8,0,B,4,4,F,B,A,9,F,C,2,5,7,D,3,F,A,1.0
Backdoor.Graybird-1fe3c46136004caa9f4598dbd12db50b539bc0e44de422870a0150ccdf6c4297,T,1,9,1,F,1,6,E,8,3,D,6,7,C,E,2,8,2,0,8,6,5,3,1,C,E,8,4,9,2,8,6,8,2,4,7,7,9,7,5,8,C,6,1,7,D,D,8,6,7,9,5,D,E,8,0,F,0,8,F,B,7,D,B,C,2,9,A,C,3,B,A,1.0
Backdoor.Graybird-201267f2b8c394b866ce09e16997ce04701a0bdaa1f5651e81d1675af4a567a6,T,1,6,7,7,3,8,2,8,9,D,6,3,C,B,3,8,1,0,8,6,A,3,1,4,F,9,4,A,2,5,A,C,2,4,3,B,9,3,5,C,C,9,2,B,E,D,4,1,3,5,5,D,F,8,0,7,4,D,E,B,B,5,B,9,1,8,9,E,3,F,E,1.0
Backdoor.Graybird-20459a8ebc99703a2171b85dc321c41ccb8fdd67b606ac75c890156db25d67e2,T,1,B,A,1,3,3,E,4,2,C,5,6,8,5,3,9,3,0,A,B,B,3,0,C,D,A,4,6,2,D,6,8,2,D,7,7,5,2,B,4,8,5,1,3,5,A,C,2,3,B,9,A,D,C,0,F,0,D,E,A,6,9,F,C,2,5,7,9,3,F,F,1.0
Backdoor.Graybird-21f994f2239ccaaddf25e98859f58e609dbc589127160c943dd884506d0f1e95,T,1,8,E,5,3,9,F,8,2,D,9,3,C,9,3,4,3,0,8,B,2,3,1,8,E,A,8,7,3,9,3,8,2,8,7,7,5,6,A,4,8,2,5,7,9,D,8,6,3,6,5,E,D,8,0,F,4,D,E,7,A,D,F,D,2,1,7,D,3,F,9,1.0
Backdoor.Graybird-22772293d3a3b20b3610ae1c06ab72da41745c57356905855180b45c5d43ae96,T,1,C,6,C,2,8,5,C,2,D,9,7,C,A,2,5,2,0,8,7,5,3,1,8,F,A,4,A,2,D,2,8,1,8,3,7,9,7,5,8,8,6,1,7,D,D,8,1,7,9,5,D,D,8,0,F,0,8,F,B,A,D,F,C,3,9,6,D,3,F,A,1.0
Backdoor.Graybird-22c98fc9dac84f509083a90a332517ead8eb265fc53ddb1d16e5cfd0dab0ebe1,T,1,3,D,1,3,2,C,8,9,D,A,3,C,B,3,8,1,0,9,6,A,3,1,4,E,C,4,8,1,4,9,C,2,4,7,B,9,7,5,C,D,9,2,B,E,D,4,1,7,5,5,D,F,8,0,B,4,C,F,F,B,5,B,8,1,8,A,A,3,F,A,1.0
Backdoor.Graybird-23259ea20d4f481cdc1bf58894f6280ddbe3fc56d7bfbaaf11bafdf4840f8c2c,T,1,4,6,D,4,2,9,9,2,8,F,3,C,B,D,1,6,C,B,A,1,3,1,F,B,9,8,7,2,9,2,B,1,C,A,7,9,D,9,0,0,2,5,1,4,9,D,1,7,D,0,F,4,4,0,9,D,7,A,6,7,E,E,C,2,1,E,9,F,E,8,1.0
Backdoor.Graybird-2486e00f3531d89506d2a87525b723d2508b4b8c0040824956aeca41b97d17d7,T,1,5,E,D,2,4,B,8,3,D,A,3,C,9,3,4,3,8,4,B,1,3,2,8,F,9,4,B,2,D,2,D,2,4,3,7,5,6,A,5,8,2,5,3,8,D,C,1,3,6,5,E,E,8,0,E,4,9,F,7,A,E,B,D,3,5,7,D,3,A,9,1.0
Backdoor.Graybird-2565563f99f161ad465a603000f5a2440b83b12413930bac01d20c6d3924f79e,T,1,9,3,1,3,4,E,4,2,C,9,2,8,9,3,D,3,0,A,B,B,3,1,C,D,A,4,6,2,D,5,8,2,D,7,7,5,1,B,0,8,5,1,3,5,A,D,2,3,7,9,A,D,C,0,F,0,D,E,A,6,9,F,C,2,5,7,9,3,E,F,1.0
Backdoor.Graybird-272ea0be5ed16c1b6a1d0149a85107e382cf7dab94eb40fb49ec17acd3c00b0b,T,1,7,4,F,2,3,B,8,3,D,A,6,C,9,3,4,3,4,4,B,5,3,1,8,F,9,4,B,3,8,3,D,1,4,7,7,9,A,A,4,8,6,5,3,9,D,C,2,3,6,5,E,D,8,0,E,4,D,F,B,A,E,B,C,3,4,6,C,3,A,9,1.0
Backdoor.Graybird-27c0a52403d572f0ee5abc626a7f5cd834ed6a5b7eeebeadc848a5cc091eb5d1,T,1,9,5,C,2,1,F,4,2,C,9,7,8,9,3,E,2,0,A,F,F,2,0,8,D,9,0,6,2,9,4,8,2,E,A,3,5,1,7,4,8,D,1,3,5,B,D,2,7,B,D,6,9,C,0,F,0,D,D,A,6,4,B,D,6,9,B,5,3,F,F,1.0
Backdoor.Graybird-27d4f0a222bbb2285e395dcbed061a6eeb91a69d6c8cab8c98fd1ffb244c699a,T,1,F,2,1,3,4,D,8,3,D,A,6,C,9,2,4,3,4,8,6,5,3,1,8,F,A,4,B,2,8,3,D,1,4,7,7,9,7,9,4,8,3,5,3,9,D,8,6,3,6,1,E,D,8,0,F,4,9,F,B,A,E,F,C,3,5,6,C,3,B,9,1.0
Backdoor.Graybird-2821c9781c0351109c2a8b9633972e2c71f46371b648d2103c2741f560b60a1b,T,1,6,4,A,3,3,7,8,9,D,6,3,C,B,3,8,1,0,C,6,B,3,0,4,E,A,4,9,1,5,9,8,3,4,7,B,9,3,5,C,C,9,2,B,E,D,4,5,3,6,5,9,F,C,0,7,4,D,E,B,B,4,B,8,1,9,A,A,3,F,E,1.0
Backdoor.Graybird-2860ba35f778ed52b8487fe93a77c05a2d49222ba8f6cb81877c1779d13c1f4a,T,1,1,2,0,3,5,0,8,2,D,A,2,C,9,7,4,3,4,5,6,5,3,2,8,E,A,4,B,2,D,3,9,2,8,3,7,5,6,A,4,8,2,5,3,5,E,8,2,3,7,4,E,E,8,0,F,4,9,F,7,A,D,F,C,3,1,7,D,3,F,9,1.0
Backdoor.Graybird-2a1858cfa17d4f07292362a2719d61c97a487d29a5adf45d8e8b32f3252331a2,T,1,B,1,F,2,7,1,4,3,C,9,6,C,9,3,9,3,0,5,F,A,3,0,8,E,A,0,7,3,9,2,C,1,D,B,7,5,5,F,0,8,9,1,2,5,A,D,2,3,7,9,A,9,C,0,E,0,D,E,A,6,D,B,D,3,5,7,9,3,E,E,1.0
Backdoor.Graybird-2a7c74a91f4b6f4ed632d97fc3ee8835a7a615cb15dbf6ecbb96526d06f64db6,T,1,C,C,F,3,F,7,8,2,C,6,9,C,1,6,0,3,4,0,B,0,3,2,D,B,8,5,7,7,C,3,B,2,A,B,B,A,E,D,4,4,3,D,6,9,9,D,2,2,1,0,F,9,9,5,D,4,9,F,6,9,F,E,E,3,1,7,C,2,6,D,1.0
Backdoor.Graybird-2b470ddd183ec9f15d7cef2e1f2daf7243e1deef16fb6e74cb75b67c5d25df18,T,1,8,7,3,3,7,B,4,2,D,5,3,C,8,3,9,3,0,9,B,7,3,0,8,D,B,4,7,3,A,7,8,6,C,A,7,2,2,B,0,8,5,1,6,5,A,8,5,3,B,9,7,C,8,0,F,4,E,D,B,6,9,F,D,6,1,7,9,3,E,E,1.0
Backdoor.Graybird-2ca870cb512099a0df67fefee9eb2bf8fd53cc078919852144d6cbff26456347,T,1,2,8,B,2,F,9,8,3,D,6,6,C,9,2,4,3,4,4,B,5,3,1,C,F,9,4,B,2,8,3,D,2,4,7,B,9,B,D,4,8,7,5,6,9,D,C,2,3,6,5,E,D,8,0,E,0,8,F,B,A,E,B,C,3,5,6,C,3,A,9,1.0
Backdoor.Graybird-2ec9be730d82cf10af338e7f25781006744b9dda9c9ff484acfd2de501b05e24,T,1,9,E,1,3,B,3,4,1,D,5,3,C,5,3,4,3,0,9,B,2,3,0,8,E,B,8,7,3,E,7,4,6,8,7,7,6,2,6,1,8,2,2,7,5,9,8,5,3,A,9,B,D,8,0,F,4,E,E,7,6,D,F,E,6,1,3,A,3,E,E,1.0
Backdoor.Graybird-31e4807b0f375d8f919a3037f2764686a46d2e41bd957f8edd8f771621a3e53f,T,1,B,A,2,3,7,B,4,2,E,6,3,C,9,3,4,3,0,4,7,2,3,1,8,E,7,8,B,3,D,3,8,6,8,7,7,6,2,6,1,8,2,5,7,5,9,8,5,3,B,9,B,D,8,0,E,8,E,E,7,6,D,F,E,6,1,3,9,3,E,D,1.0
Backdoor.Graybird-32cbc565918830a83537aef008c3587ea24d2172c7ed3563ac2f4a7506a7a00d,T,1,D,D,6,3,7,A,8,2,D,A,3,C,9,3,4,2,4,4,7,2,3,1,8,E,A,8,B,3,D,3,8,2,8,3,7,5,6,A,5,8,2,5,7,5,D,8,5,3,7,5,F,D,8,0,E,8,A,E,7,A,D,F,D,3,1,3,9,3,F,9,1.0
Backdoor.Graybird-33e8337aad51e26cebf92f17cdc0c3ffa5ed55c74de4e7cd5b92db2d75e15339,T,1,D,7,2,4,5,0,8,2,C,6,9,C,5,6,4,3,8,0,B,4,3,2,D,B,9,8,7,7,C,3,F,1,6,B,E,A,E,E,1,4,3,A,1,4,8,E,2,2,6,1,F,5,9,5,D,4,9,F,6,5,F,E,E,3,1,3,C,2,6,C,1.0
Backdoor.Graybird-340c5cae28749592b0ea9453bd4f7d109b2fe2c8a03041e5da9961a7339eaa34,T,1,5,6,2,3,7,D,8,1,E,6,3,C,9,3,4,2,0,8,7,2,3,0,8,E,B,8,7,3,9,3,4,6,8,7,7,5,2,A,5,8,2,5,7,9,D,8,6,3,A,5,B,D,8,0,F,4,A,E,7,6,D,F,D,6,1,3,D,3,F,E,1.0
Backdoor.Graybird-3472255f40fa8003a08d8c641d9d2c5d0f749bf4c0420fc9a22040103a97c35b,T,1,E,5,D,2,1,C,4,1,E,6,3,C,9,3,9,2,0,9,7,3,1,1,9,C,B,8,7,3,B,7,0,A,8,6,7,2,2,2,1,C,1,1,B,5,A,4,9,3,E,E,7,D,8,0,7,9,F,D,7,6,5,F,E,A,1,3,6,3,E,E,1.0
Backdoor.Graybird-3473cb362c74478f5f8d200d068fbf1806d2dca138264e942574fb7abd324b42,T,1,8,4,1,3,2,B,8,7,D,A,3,C,9,3,4,3,8,4,B,1,3,2,8,F,5,4,B,2,C,3,D,2,4,3,7,5,6,A,5,8,2,5,7,8,D,D,1,3,6,5,E,E,8,0,E,4,8,F,B,A,E,B,D,3,5,6,C,3,A,9,1.0
Backdoor.Graybird-349a9ef306724d4e0a569074528204ac93186fc10679de7c0fd4117b7e674adf,T,1,E,2,2,3,D,2,8,1,E,6,3,C,9,2,8,2,0,8,7,6,3,0,8,D,B,4,7,3,E,3,4,6,8,7,7,5,3,6,4,C,5,1,7,5,E,8,5,3,B,9,B,D,8,0,B,4,A,E,B,A,9,F,D,2,1,7,9,3,F,E,1.0
Backdoor.Graybird-34cb2e3660a417e83f902c990f20b3d0efa6e84ad20a7c769f2944cc333bc47b,T,1,3,6,6,3,7,B,8,2,D,A,3,C,9,3,4,2,4,4,7,2,3,1,8,E,6,8,B,3,9,3,8,2,8,7,7,5,6,A,5,8,2,5,7,4,D,8,5,3,6,5,F,E,8,0,E,4,A,F,B,6,E,F,D,3,1,3,D,3,F,9,1.0
Backdoor.Graybird-3512ae0eba2c3f6e4e6195c0e1bd70b9a9e3b3d7708f403ed4b5e281e4a1a120,T,1,C,A,C,2,7,C,8,1,D,9,3,C,A,7,9,2,0,E,A,7,2,1,8,D,D,8,9,1,E,5,4,3,C,3,7,5,3,6,4,C,5,1,3,9,E,4,6,3,A,8,8,E,C,0,B,4,9,F,B,A,9,F,C,1,5,7,A,3,F,B,1.0
Backdoor.Graybird-35808e06d5ab73341611da612e9a37252f07f2bc7801725569ebb49895f59a05,T,1,A,E,D,2,B,6,8,2,C,6,9,C,5,2,4,3,4,4,B,4,3,1,C,B,9,4,7,7,8,3,A,1,6,B,F,A,E,D,4,4,3,A,5,9,8,D,3,2,6,1,F,9,9,4,D,0,9,F,7,9,F,E,E,3,0,7,C,2,6,D,1.0
