,0,1,2,3,LABEL
Backdoor.Graybird-3ac9b0f65d3a26c5fe28cad9856d7119d2088f7cab78c37aa12348ea3b3bc000,-1.5594711,0.10141346,1.312927,-0.020090912,1.0
Backdoor.Graybird-3b6230033969a93587fc1d795bd800de9478b437d400bfaa3a1fd7ab0b082102,-1.1858877,0.007928063,1.402071,0.023572348,1.0
Backdoor.Graybird-3bd529df6d6af1c83eca9ff3fd494825f98908773b73ab6023b2d08e30fc9141,-1.3726817,-0.13025197,1.2645599,-0.14487682,1.0
Backdoor.Graybird-3d4c37580fcfcd3162538e57ebfd65f89caf379c9158dba626690d2ac7a24154,-1.4219942,-0.20202853,2.4570198,0.23671994,1.0
Backdoor.Graybird-3f40d1874219ac8f6ba08b587a9547da773b0356b58e4d40f584b595740fa7a4,-1.8905205,-0.1559356,0.9973279,-0.22566096,1.0
Backdoor.Graybird-3f4164fb248bf610709ce9546b2e1a2463d08270db94dbd7b8e42d16023a71b0,-1.1363188,0.400697,1.6392207,0.052625943,1.0
Backdoor.Graybird-3fb1f955c5fedc93b423be002cde34a6436194ec36974c890a015566749cbfc9,-1.9693602,-0.64708126,0.7932854,0.15491633,1.0
Backdoor.Graybird-4038529ffe618fbca7b702da5a4588bf4f827bfe34e22bedebc16bea8ac5cd5b,-1.5473629,-0.18531375,0.94159836,-0.033245675,1.0
Backdoor.Graybird-43915d2a212d5620489fc5dbbbf17d934ab474e34a1058aa28ea2ae0160d6a7e,-1.7077874,0.18411283,2.1054811,-0.09599344,1.0
Backdoor.Graybird-442eb6cd344fcc9a88b1ef5a28e662ea6a9415ff012b27b75ca3b8c07af9ae61,-0.72225034,-1.273528,0.89407915,0.94921994,1.0
Backdoor.Graybird-45133c62869e94f748e8f947328388b6cf1190cc750f712e25695ff4e87a8ec0,-1.0538435,0.3487893,1.2318244,-0.079422265,1.0
Backdoor.Graybird-4611ce9f971ce2a63d17317779aaa34aebb478c1a91c3031abf37b39a0e8a754,-0.97343904,-0.16013815,1.2729707,0.23291351,1.0
Backdoor.Graybird-4768fb2a55ff7a38d1c9f26c22517c25e81050233f75a43909f56cf2bab55549,-1.1559037,-0.50178355,0.5844903,0.20352417,1.0
Backdoor.Graybird-48641176d1e0ac527a5bb4a797afe8ebddb93625bfb2e7878a0cd40164988326,-1.0166389,-0.04527779,0.41396245,0.20552672,1.0
Backdoor.Graybird-4873836e446dfd4e56e491364059f5f6642b9e62c3af541249d2a58f060d810a,-1.5243443,-1.2931881,1.0450661,0.5463616,1.0
Backdoor.Graybird-49584192e192cd599da8b7891636d00d60f6e3a1714cec9384e53f0c3ff64dad,-1.1649417,-0.21328135,0.64972854,0.15371557,1.0
Backdoor.Graybird-4a7c1f06c02316a383b3509b0530d50eea0fc52e3292f80ef6d99337ed1976cf,-1.1428411,-0.53202724,1.0654701,0.21459801,1.0
Backdoor.Graybird-4b3805331f864f1002915b1b89e8f70643baaf6b43b688a32c2cb3810ffb3b4a,-0.73615366,-1.1246331,1.0129905,0.7169642,1.0
Backdoor.Graybird-4ee3bccc014a06cfedefb088d22c918bad78cbcb74568815a14ebfbbcf119d37,-1.420743,-1.5077577,1.1236552,0.800367,1.0
Backdoor.Graybird-4fa0fe574b88526a330dea8e92ead1925846131a452b09c7a42eeee07e2be5c5,-0.96796817,-1.4691436,0.66141117,0.8854036,1.0
Backdoor.Graybird-4fb50e21fca67a80c0600b322ca12170a8283b4b04073cc330aefa42e3f01cb1,-0.77809334,1.2625482,2.0275974,0.30548233,1.0
Backdoor.Graybird-50d21079164fd8e7d563e365422688728379b15b4239beb025e4109a16f4f758,-1.2290128,-0.77749217,1.1886317,0.39463654,1.0
Backdoor.Graybird-51500e8ba9a95263700256b5b7b75c162508a80b3de7f0eb946ecacf98d78ff7,-0.6677507,-0.3452698,0.8928032,0.44590393,1.0
Backdoor.Graybird-51faade6c8030b7f7b359977e1d699538610f96747fa89f8a1b0ea49926cdd36,-1.170838,0.0842086,1.1126229,0.059281573,1.0
Backdoor.Graybird-523152dee0737aae6b8210fb53d9ae9b2bf6be10a89e399cf1b0a193972f282f,-1.1417428,-1.6112355,0.99533266,0.97493047,1.0
Backdoor.Graybird-5266d90616b279757b5839b40696798dbe68c783582ecadb11cac439583b6212,-1.3692212,-0.60967815,0.65500385,0.18958159,1.0
Backdoor.Graybird-53078f85f6b3651de46b7551e7f032e1734e80f6c89faf69560b2b92a5a94747,-1.2691339,0.36026543,1.722786,0.004836097,1.0
Backdoor.Graybird-53ee4a2152057901cd94a7f4d548f02a3937cdf4186d27a33f991382b93cb631,-1.531352,-0.07121972,1.458981,-0.049466647,1.0
Backdoor.Graybird-540e9c189e9d37ffb217e7a0dc732fffef53c3efd3d0317f44bc3bc05b69fe28,-1.34818,-1.5023572,0.8141457,0.7273042,1.0
Backdoor.Graybird-54aa30e8c4b561710cadfa1b08bec3380375ff52f9b9485c946e177499b90e93,-1.4732139,-0.12570016,1.6983968,-0.06473937,1.0
Backdoor.Graybird-54c2b04305bbaf46d7fa1fc9901bfc4cc51b632f8ff0004fca5c9d0d34a43e88,-1.2578491,-0.4949787,1.0879346,0.18601859,1.0
Backdoor.Graybird-5508b64b67d9039955e8e78c7303205e0bf31f2fff2a412cc009217a3b843c42,-0.87168556,-1.3036268,1.2061571,0.9067732,1.0
Backdoor.Graybird-553ea1898739926e3c60643be9671a798abf142557d4b169cf15e8e5bdb907c4,-1.1072583,-0.8320497,1.2239763,0.38134488,1.0
Backdoor.Graybird-56d68b4fdc5c32b9c7b6eb0c20c22903b6db6bbdc85deeb1672b96b1053b7702,-0.6690437,-0.26972616,0.04207358,0.46322525,1.0
Backdoor.Graybird-57ff8c60d243dfa0c50b38830b71d9935436c7681da9891396a9a5dd5cbc2596,-1.2038703,-0.706214,1.361731,0.23867492,1.0
Backdoor.Graybird-598964da286937c1fb024677585b5d6fb4a214187a0bc61264871b41016b7f75,-1.4498445,-1.5228344,1.4404484,0.7540519,1.0
Backdoor.Graybird-5a80a9d8a1cd9ff7dd8ded5152045cf323620251db85d71f355794d2e4c26c82,-1.0906482,-0.008360573,1.327414,0.03366577,1.0
Backdoor.Graybird-5c75303926f53f292fe5acf87d08293b2b626af5cc8c69501dec28f11fb03bce,-0.9692685,0.23891991,1.3028167,0.032016378,1.0
Backdoor.Graybird-5cbab5b1edf3be8aba7f313ea0e50221e824a6cba2e40df2dae24cb8a7a8fafa,-1.162814,-0.3267711,1.5210321,0.28833714,1.0
Backdoor.Graybird-5e73532a8544c28bf2076391c5b7c0c39fa3ad1ba60441f722a4649aca25d20b,-1.4053653,0.13058268,1.3204442,-0.08317003,1.0
Backdoor.Graybird-5e906a24c568f2c1132a8a0154207773b8c0ff6986ab56ceab00a8cfc9c2d5b6,-1.2408218,-1.2547755,1.5029601,0.77864975,1.0
Backdoor.Graybird-5fcb64cfd38ba0a62f85708679fde53986d09f5038c72f149819ecab6dc8507e,-1.2127628,-0.10237239,1.1447968,-0.016088925,1.0
Backdoor.Graybird-60b1b1bee471d35c2e07afcaf3c8005576c2cb29eccec1ee68bf23cc76af078b,-1.0737143,-0.527891,1.3850303,0.32575423,1.0
Backdoor.Graybird-60d764cb2a5e9e67977f7d978aa66df908db656bba989d480f3b6ff68202e4e2,-1.0897113,-0.1759975,0.83697927,0.20314045,1.0
Backdoor.Graybird-61add8504bacaafb7dc19c8a24bde60b28dfcf574d101e5533c12d95895958e8,-1.6404479,-0.03395191,1.0774305,-0.14956005,1.0
Backdoor.Graybird-61f39838e948a57120a57619fe6b93fb9c9b2a150636f0a3a1cb870b52b288e8,-1.1215438,-0.5340995,1.3821396,0.18046446,1.0
Backdoor.Graybird-61fb0d0c3ed4f269fb8497a0abfef6dc543c509650b2af81aabeb605fb11e7ac,-1.112342,-0.5786507,0.39595008,0.34257412,1.0
Backdoor.Graybird-62a7401d04f88017eaf9a90cbe104e71cf86c982e930cdaa41f630cb40eeef87,-1.2327286,-0.51365393,0.3910086,0.26516795,1.0
Backdoor.Graybird-63e2eb4bc7fc4ce5504efdadfe434d52ad8b3699d5670c575b0d6749eb9da2a1,-0.89987296,0.30008084,1.2983059,0.05406261,1.0
Backdoor.Graybird-65991ce74d589f9fe4d0cefbe5eda390986221c041faed595ca5b635a48460cb,-1.089062,0.71386594,1.062932,0.02330928,1.0
Backdoor.Graybird-65d264ba371d426165a67d137b3a7da59ee4c7d2f919832a3ab028825e0177be,-1.2210412,0.6626864,1.7795719,0.024040889,1.0
Backdoor.Graybird-66786bb835a1674bc9295a67c584c9da1aff48441df00a21451727cf3b1e6a9e,-1.1945425,0.7657463,2.209225,0.2298263,1.0
Backdoor.Graybird-66c23272f29f90036382aa571ce861ef2d542d96de626fda2ee58ae67bf5b9d6,-1.9788995,-0.43273205,1.3588233,0.1107817,1.0
Backdoor.Graybird-66ef45fab44825af0fcd0f58e3ccab4792697337741dae14ea4faa1d4664e20d,-1.6762145,-0.2124451,2.4586232,0.1296798,1.0
Backdoor.Graybird-67425cd076901418623f3637faf1494475f22b93e177b42592d3330628cb1290,-0.82331777,0.26522064,1.5127163,0.037552435,1.0
Backdoor.Graybird-69c8069ecc84dde235d404175eb4bb9f290b5d1a4ea6e38ec5546db7e8297763,-1.2953932,-1.3784829,0.99509627,0.8311923,1.0
Backdoor.Graybird-6a098aa51cf1f256b4f7ba9a00f9dd694ce861af7631c2017787b649a3c9303e,-1.7963593,-0.5765139,0.6361484,-0.030298818,1.0
Backdoor.Graybird-6a7abfcf01608d31fd5666e4b92bd5e4a461b40fb54721d26ba40107a3707012,-2.0843277,-0.040470462,0.84694904,-0.21826315,1.0
Backdoor.Graybird-6acf73ce429b03da848243858022756272a351e5d0a2f668c20fa8454b22ace8,-1.7492107,-0.7697746,0.68029785,0.121820375,1.0
Backdoor.Graybird-6b70eac6c80bae3841169ad629bbb4f713f1f459d39f758be7868a807a6e9d7f,-1.2453868,-0.36801222,1.0083693,0.016014785,1.0
Backdoor.Graybird-6c59c054dc3d17fd97cb3525e71853d608222e848f3e57dbd3adad8585231eec,-1.5814381,-1.673973,0.8305405,0.8901997,1.0
Backdoor.Graybird-6cfb5586d80cc93044a1795e99640f6a849914656deec59bbe8118ff968eca77,-1.2367569,-0.31349415,0.865419,0.09508073,1.0
Backdoor.Graybird-6d242d408bf0e3c49e088eb4cd4a939511c4ea60db11d94d96a7a7a39be70f9c,-1.2611632,-0.03777603,1.1647196,-0.023842234,1.0
Backdoor.Graybird-6d321e528269b7a7e1f6436e1380c65a20f1d714ebc0026e0a99839dc1a501e4,-0.5837436,-0.52724046,0.75918424,0.44464222,1.0
Backdoor.Graybird-6d34635438401f6c4f7794bc4f2c8c446f82edeb567f31a83cf3ae034ea773d1,-1.276151,-1.1638511,1.058704,0.57986176,1.0
Backdoor.Graybird-6ee285070d1eef800260ba31817c3e7cec3985f0a6a2849a5dc74e445f878a15,-0.45265204,-0.4943932,0.043027773,0.5890443,1.0
Backdoor.Graybird-6f9dc6c32999551acea67812a90d930ad72a1eb37dd2694c27e9a8adff7a3a9f,-1.7161433,-0.7369669,0.5245096,0.13416906,1.0
Backdoor.Graybird-71c886f2fd76eb9bd2bc630b058bd694391456685963926b6189fd07dca25a9e,-1.1943555,-0.34009314,0.9856429,0.1459103,1.0
Backdoor.Graybird-725f4e4c108170d54ef93e14503fab7add7cc13b10df35ba8fe020f0dab88d2d,-0.96054196,0.4223843,1.3157266,0.19846658,1.0
Backdoor.Graybird-730ed728d5c30bbf322823b8d041c6e3c86249b31946b64b6568a1948cc8e6ed,-1.2237366,0.016525166,1.4986537,0.09610316,1.0
Backdoor.Graybird-739a860eb0dbc39fe915e0761f973180262e418e737f75ebbc4007fe1eaea473,-1.7052082,-0.095851876,0.92042226,-0.13530663,1.0
Backdoor.Graybird-757d5da46a1617a1b5a07c2d4c17ec72f6c946ab3ca540e8da0131504084de93,-1.58781,-0.29151848,1.1702758,0.092638105,1.0
Backdoor.Graybird-759d25eb1e779c0cf9a1791494780efd719aef5f5a316dee827da31758678a77,-1.5399648,-0.6601662,0.8355945,0.14803979,1.0
Backdoor.Graybird-764e8d67b8a22cd013f7d302251a249fe7c6c3c4a2d2acb9d1e5f88d557715a3,-1.9650533,-0.3441022,1.1259937,-0.018593198,1.0
Backdoor.Graybird-76c6fe9ca5a7a1b18fae029ae849431daf6bb211afe955222d5c778bf3472509,-1.7066548,-0.5838416,0.48350438,0.07607378,1.0
Backdoor.Graybird-79ebf2c2afd7a143d1833a4702c1dd0aa83e71d78c456649eb59051335c309de,-0.74208856,-0.5222541,0.9413811,0.29767287,1.0
Backdoor.Graybird-7a94befd3a93c00b1ca28bd169792504aae64411f804665e0641305e801b215e,-1.7441396,-0.66789705,0.7593599,0.1186176,1.0
Backdoor.Graybird-7c1334bb1b9e6b4730760f754ab9010783b7f29f821b02bf1478448ad59cf6df,-1.3539796,-0.82621115,1.2729665,0.24597175,1.0
Backdoor.Graybird-7cdae407c0cbf514980c892b1c4495e999866aa3be4f6ebc6e482feecd8cfdea,-1.8488259,-0.018070148,1.0591567,-0.1196284,1.0
Backdoor.Graybird-7d85ae8d40e1df6c39d67e97e16bbaa2a1aa6f8bcbec78dfc492de86ef57dc87,-1.9396939,-0.00031819835,0.997796,-0.16222753,1.0
Backdoor.Graybird-7d9aec70614646558761e1e9d7aaea88933ee32493d21395b322b04a438140bc,-1.3288417,-0.53612953,1.6395043,0.26377738,1.0
Backdoor.Graybird-813477cf47cbe8c132ebbd8bc358f8c03417de303cf35c71f5ab051cdae4724e,-1.5440143,-0.5741706,1.3668058,0.118239895,1.0
Backdoor.Graybird-81819096e605e81210d610faa6bf8fb85c29c7418b86a6314d154d531cfd0c1e,-1.1495963,-0.040198673,0.526086,0.12752075,1.0
Backdoor.Graybird-82198faa9497d0ea97adae75c36085d9a604203cc0b853faa079881ea9f79ca8,-1.4750009,-1.3403981,1.6132642,0.6612582,1.0
Backdoor.Graybird-829996786890ae93f6bf998085dd695982bcf299bf215faed795aa37dbc490be,-0.9374979,-1.1274849,0.6931811,0.66672206,1.0
Backdoor.Graybird-83423cd8ce4f3caa1de47af0f9f15b5582728ea77bf70cfdf4ef7190035b612b,-1.0982044,-0.96648514,1.2546582,0.44479465,1.0
Backdoor.Graybird-8367e7bcdb92a165868cea32162a752a53fe5d15ceaa3674f817bab68caf2e48,-1.3435514,-0.24132961,2.0914774,0.20756346,1.0
Backdoor.Graybird-8422d4ab5d5079a5a7d9896892e0c3271aee157a1f54d7bc0dba7937c1e98f74,-1.1994094,-0.46845934,1.5749681,0.3446618,1.0
Backdoor.Graybird-85ec05a6c1aa040abed43cef7e85100a0da06525f674231cde7ed92af582c824,-0.9352181,-0.61575824,0.70782965,0.34841663,1.0
Backdoor.Graybird-861fb76c171296ca9ff2fc6e65fb4ef70adca3e8be932551485a48097ec54c0a,-1.7634634,-0.25126922,1.1161718,-0.113789015,1.0
Backdoor.Graybird-8670f570c5bc895583b54b34f673e9b6d727cc2a8c2a196f1fe5d7a542f71908,-1.280781,-1.2634295,1.1081114,0.60325027,1.0
Backdoor.Graybird-8918ce36caf2732f3bfec79d19f8a096bce314c983cf02357466949b290681e2,-1.3757868,-0.3769038,0.818478,0.13153581,1.0
Backdoor.Graybird-8923ffa1222f65f71c7c385d1cec6fde5720dbe5add154d279f4f359b631134a,-1.1410538,-0.36466876,1.5164851,0.20972976,1.0
Backdoor.Graybird-89481ef77be1b32a0454fa76de2d79cec871effda0b9fd6c21861f3c572c3798,-0.9472304,0.63074,0.9024069,0.086574115,1.0
Backdoor.Graybird-89b141aa860cddf3c6b0bec91bfca679ff5d8614135a0677e4c1caa7d37a9c89,-1.3251305,-0.11026434,1.3871802,0.028322712,1.0
