,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,LABEL
Backdoor.Graybird-08c383b4ffb8ed9df7a17296ae0c1798d7f4b769f188d5eef55c77bb79dcd432,0.12664776,-0.067202374,0.10748761,0.03925781,-0.063837364,0.0017006233,-0.067755416,0.0038868142,-0.04119098,0.054963384,-0.12656052,-0.09451804,-0.025958266,-0.055648845,-0.026827553,0.004954899,0.030071193,0.04629941,0.06044546,-0.086561814,0.15589236,0.017219488,0.110086046,0.066333525,-0.16803224,-0.011197425,-0.15059789,-0.08241843,0.008039894,-0.039602578,0.097892,0.046560287,0.19045427,-0.14205296,-0.106283404,0.092747815,0.16870616,0.023384446,0.048670523,-0.0746706,-0.0418781,0.2424046,0.031059898,-0.070913196,-0.10172397,-0.18581718,-0.076314524,0.064400315,0.0114276735,-0.0048350818,-0.01072296,-0.05978744,0.047526028,-0.031298067,0.05169423,-0.065483816,0.042302616,0.04697204,0.006088634,0.010060426,0.0082463585,0.050310552,-0.01777952,0.03987873,0.053671118,0.021595942,-0.049169764,0.05445784,0.017165147,-0.0136976475,-0.05514414,0.027213855,1.0
Backdoor.Graybird-08cadbda2bd111540dc25897982bc801f681dc16e0eba323973e193712332ef3,0.07423592,-0.040099658,0.14254268,0.06759854,-0.07361405,-0.0076315356,-0.0151307,0.0024202133,-0.05920392,0.044579316,-0.11885737,-0.09704006,-0.02823013,-0.041063577,-0.01983634,0.0016541058,0.051333055,0.044941727,0.06375258,-0.08731248,0.12562662,0.037116066,0.11833545,0.073652074,-0.15575032,-0.021051351,-0.13003162,-0.078615986,-0.008087409,-0.04508893,0.11637155,0.038230013,0.20444885,-0.15209273,-0.10372003,0.09945963,0.15583263,0.012933716,0.031142361,-0.07043929,-0.040605776,0.23597322,0.036892064,-0.07585259,-0.08543959,-0.17599258,-0.058599338,0.061932303,0.010442319,-0.027758451,-0.010588503,-0.081425816,0.05791548,-0.048254654,0.05497256,-0.07807915,0.057291392,0.05927832,0.028605089,0.03749956,0.0029855059,0.070386864,-0.020053491,0.03431608,0.07149035,-0.010574603,-0.060884356,0.063750155,0.017573627,-0.021621488,-0.07594756,0.028990822,1.0
Backdoor.Graybird-0904d313bde15d4656a630055d025d6a289de46fc2369597deb20d51da0ccd57,0.09284077,-0.061428804,0.11462733,0.0770063,-0.054635968,0.00010713596,-0.025771312,0.004817459,-0.047349464,0.048015054,-0.13587244,-0.09873355,-0.03259614,-0.05255452,-0.021432025,0.0022846125,0.05122339,0.06615467,0.07151154,-0.08926576,0.1543139,0.01983605,0.12117856,0.07792012,-0.16325803,-0.01036268,-0.1420433,-0.07458581,0.0014753337,-0.045816395,0.10619484,0.050775483,0.18870074,-0.13377008,-0.09440127,0.08822638,0.15329859,0.021882795,0.038659245,-0.066897616,-0.040629145,0.24438685,0.029646872,-0.08133767,-0.103051655,-0.20203121,-0.07598844,0.062653415,0.017890185,0.00028058668,-0.021107756,-0.07024883,0.061781567,-0.032148898,0.048900586,-0.07111229,0.050327167,0.057965543,0.00833926,0.018093232,0.011809669,0.04523981,-0.014818936,0.032768924,0.05040827,0.0084128,-0.04816407,0.05185318,0.01328125,-0.010720257,-0.059589244,0.0375136,1.0
Backdoor.Graybird-095879f4cafe44bf45530fa8b6999d7361bdac2f041fc3c4e7afc1d80cbe914b,0.021722244,-0.09890841,0.11085677,0.13704464,-0.017944245,0.010066749,0.012572345,-0.0026182102,5.082329e-07,0.05338936,-0.09670687,-0.06702821,-0.036058694,-0.10372247,-0.03490967,-0.031771637,0.052360415,0.13035229,0.09408389,-0.12280906,0.14663331,-0.01180232,0.11872967,0.090368666,-0.1481138,0.011583886,-0.14895527,-0.08581488,0.011547139,-0.052185565,0.12191039,0.060288,0.22900711,-0.15870294,-0.1202001,0.098403014,0.08105438,0.015080723,0.0076417727,-0.030380188,-0.033338137,0.23092207,0.024648694,-0.084738046,-0.053947844,-0.19181071,-0.039801642,0.053692084,0.007041879,-0.041621897,-0.07215853,-0.15580273,0.09857637,-0.059603814,0.09484484,-0.13503706,0.038264565,0.074893445,0.062403027,0.0851705,-0.01636467,0.07555647,-0.012654216,0.03385921,0.048676673,-0.044379245,-0.042782094,-0.012169021,0.021796688,-0.029221904,-0.08342412,0.07489912,1.0
Backdoor.Graybird-09a45409e39fb3077d1e7fea751027d152dfa6d9bd30829749ff4ec5caecdfb2,0.08279019,-0.043142673,0.11531053,0.0132049,-0.11868739,-0.004709884,-0.09054972,0.008405329,-0.07611641,0.061033394,-0.18753394,-0.1348841,-0.046767276,-0.066420205,-0.019548075,0.007052178,0.04010285,0.048691753,0.07010542,-0.07792758,0.14063704,0.018097471,0.113705,0.059468374,-0.14382412,-0.0061539495,-0.14292228,-0.07304132,0.021932486,-0.03765621,0.062384397,0.044091642,0.13362436,-0.13674955,-0.088600606,0.060921237,0.1797569,0.024401842,0.048398007,-0.091363974,-0.051452145,0.26590508,0.0476068,-0.07066431,-0.1424469,-0.20146254,-0.08775461,0.081219,0.021491656,0.025034284,-0.0015496445,-0.019305164,0.03952795,-0.00095089275,0.03236407,-0.037397593,0.044839006,0.044478357,-0.006679179,-0.0062209675,0.032315627,0.03079098,-0.005249256,0.01918444,0.06496814,0.053913865,-0.050626997,0.075299196,0.015811088,0.00091797166,-0.029206641,-0.014626334,1.0
Backdoor.Graybird-0a1311fceceea990bf446f7afa4fedcc6b7f8780afd4a6c87a31949818f87cea,0.09387367,-0.032114,0.11534132,0.03310404,-0.0905335,-0.0054451325,0.014609383,-0.0048748455,-0.08552444,0.054623846,-0.13362719,-0.116463125,-0.03089745,-0.034670178,-0.0010775194,0.008984035,0.04891361,0.008959538,0.05678166,-0.08548357,0.111423396,0.06826632,0.115305595,0.08864868,-0.15054545,-0.028714696,-0.13171326,-0.06951886,0.003657295,-0.025363963,0.08354965,0.022563398,0.14232929,-0.112316415,-0.08314108,0.09438185,0.21418622,0.02846019,0.0570901,-0.092881046,-0.062723465,0.269264,0.048469257,-0.07605462,-0.14802217,-0.18962583,-0.097559705,0.07424797,0.009035898,0.0013825473,0.017618498,-0.0064820214,0.014305421,-0.0129364,0.0134259295,-0.012478356,0.03840454,0.022093441,-0.0033517214,-0.0022868717,0.011036591,0.02154659,-0.008081303,0.019297805,0.057895545,0.043578282,-0.052183907,0.07185341,0.012432032,-0.0011465796,-0.025213908,0.005488261,1.0
Backdoor.Graybird-0ded1dc774b46d985a4e90a46f5d56a0047630d7a6e8df439870f7bb40b57a14,0.043915194,-0.029466873,0.093802154,0.07878794,-0.077679805,0.0029887522,-0.007225145,-0.0067124167,-0.048780095,0.06273574,-0.14293158,-0.117102586,-0.021851009,-0.055990264,-0.019035049,-0.016058292,0.05275127,0.06316634,0.0718666,-0.08990372,0.12544188,0.028669106,0.11057251,0.08404253,-0.1533812,-0.010348202,-0.14482948,-0.07719639,-0.0042345994,-0.041013192,0.116627134,0.044686824,0.20165405,-0.12926985,-0.09984265,0.096656606,0.14654794,0.0122190565,0.038722046,-0.060440063,-0.03196146,0.23475163,0.03458618,-0.082210705,-0.07898699,-0.1787986,-0.05495887,0.04524138,0.0021262506,-0.03633182,-0.02835011,-0.08625824,0.057202257,-0.04834236,0.05992265,-0.08230976,0.046558693,0.053152118,0.023035122,0.05209986,-0.005296217,0.06783056,-0.020582145,0.026705215,0.0532768,-0.03488001,-0.038100667,0.034581643,0.013433438,-0.028987791,-0.071452245,0.010352688,1.0
Backdoor.Graybird-0e4b24dfaad406b918efb40923889150f139511f43c56e34deac187d950ce03f,0.02583363,-0.0006189247,0.0945386,0.05589592,-0.07300761,0.005136168,0.0012164871,-0.0031468144,-0.05483543,0.047080353,-0.12781559,-0.111040674,-0.025563661,-0.055058524,-0.021767532,-0.018879285,0.04450889,0.0715316,0.06345315,-0.07664478,0.09994879,0.013200993,0.091587186,0.07324895,-0.13499512,-0.0025814192,-0.13527861,-0.065412834,0.0040558986,-0.048435833,0.095900185,0.052726027,0.1997765,-0.14917746,-0.112542026,0.10020896,0.17571977,0.022090314,0.043938722,-0.080251776,-0.052912027,0.27443087,0.048139345,-0.07358181,-0.11574582,-0.18248366,-0.08694596,0.059940167,0.018362163,-0.022258254,-0.008918808,-0.086991824,0.05937151,-0.0482672,0.057542786,-0.062180553,0.042308986,0.063366964,0.040281985,0.05801078,0.0007229575,0.05144772,0.0032089702,0.0036467116,0.053226564,-0.00863457,-0.02934618,0.023672357,0.0010508104,-0.026089195,-0.04223338,-0.0063863187,1.0
Backdoor.Graybird-0e9e218c49e56ec187e145db72a72726d50ae295f08b4bf344f19e13de603ba2,0.08110728,-0.026045699,0.12471103,0.04895832,-0.081194334,0.0009457583,-0.012014461,0.0041602096,-0.07889095,0.04283346,-0.14811744,-0.11312597,-0.04263975,-0.03255601,-0.0063945428,0.0055570044,0.046801124,0.031960577,0.05823424,-0.06807233,0.11733322,0.041044593,0.0982634,0.06720447,-0.1577004,-0.012067988,-0.14364538,-0.082037404,0.01181188,-0.04163644,0.09884145,0.052170046,0.16969202,-0.1360812,-0.09225177,0.0980842,0.20293534,0.025385054,0.042093564,-0.07932662,-0.043843213,0.28006017,0.048579045,-0.07874839,-0.14475864,-0.2012005,-0.0932078,0.07313703,0.014029998,-0.0036574823,0.010445127,-0.049908638,0.04368998,-0.03262728,0.034377515,-0.03387036,0.04681782,0.056897238,0.0017359068,0.01308869,0.028826518,0.057206217,-0.010086281,0.017463803,0.045442883,0.027837988,-0.03791815,0.08834885,0.0036057227,-0.007976751,-0.030835474,-0.028803414,1.0
Backdoor.Graybird-0eec1cf54f4696068a4411a96e8deb728f734fac856440cb5175b1204d1dd137,0.08209398,-0.034039572,0.12093916,0.052132953,-0.058494326,0.002715983,-0.013735518,-0.0020831164,-0.05029452,0.052702475,-0.116206944,-0.11154125,-0.030704943,-0.047788166,-0.023110196,0.0022707505,0.04764993,0.029742787,0.059120476,-0.08625112,0.13173711,0.04924983,0.1190379,0.0826902,-0.15826523,-0.022315186,-0.13425781,-0.08223983,-0.008881515,-0.037892785,0.120487355,0.029183583,0.19388792,-0.13659385,-0.095879026,0.09961251,0.17602651,0.015932402,0.044908356,-0.08120737,-0.043232147,0.24898571,0.038627476,-0.073377475,-0.10340721,-0.17832531,-0.06909073,0.056278523,-0.0005026505,-0.023917628,0.0032121579,-0.067632884,0.050764818,-0.040871203,0.03816859,-0.04440668,0.047911458,0.036498774,0.0074771997,0.028182872,-0.003989491,0.056447253,-0.022364965,0.02768424,0.061435748,0.00022769907,-0.05523261,0.06466107,0.0120036565,-0.02326561,-0.07058604,0.020499371,1.0
Backdoor.Graybird-10672ba06f9cceb9fb651a6338f13de953b8a97d9d5164acd08456fb7a974b69,0.047903564,-0.05403057,0.15312898,0.09345042,-0.08762726,0.0009886547,-0.053782664,0.005003134,-0.025265247,0.054995567,-0.15260585,-0.10793328,-0.039783515,-0.12572663,-0.0538971,-0.018892867,0.047643185,0.13470528,0.10399288,-0.10607288,0.1480807,-0.013361773,0.10600904,0.07878054,-0.1457378,0.0039755176,-0.15340178,-0.07732727,0.017000254,-0.045285355,0.11087854,0.05787613,0.20328736,-0.1421618,-0.10643023,0.09146649,0.11989161,0.02068239,0.026782481,-0.043500867,-0.03701037,0.23447676,0.023850637,-0.07689936,-0.05696559,-0.17684358,-0.045483433,0.044774037,0.006256596,-0.01631041,-0.051695686,-0.11468608,0.08147734,-0.032902453,0.08071976,-0.11141648,0.038715426,0.058493134,0.042256277,0.05642029,-0.006366802,0.055208515,-0.015124034,0.030088441,0.062317222,-0.012402687,-0.053440005,0.027621506,0.017972516,-0.029295983,-0.082997106,0.052672286,1.0
Backdoor.Graybird-1078ebc75c7612450f362dc2e480699e1e6f21473898effad033a32e4e47d5ed,0.026179392,-0.024123454,0.10210864,0.08727888,-0.05112995,-0.0048339823,0.009603954,-0.009761412,-0.07332012,0.047398612,-0.15794417,-0.12665065,-0.042944983,-0.07363673,-0.016554452,-0.009620028,0.05295478,0.079341516,0.07396073,-0.086143166,0.09582537,0.00051634596,0.079656266,0.06818997,-0.11885365,-0.00055708113,-0.122302584,-0.065068506,0.009308769,-0.039766267,0.08262281,0.052575026,0.18779269,-0.13532749,-0.106322855,0.08827957,0.15575364,0.024120484,0.037576355,-0.05889136,-0.0441989,0.2718475,0.039073974,-0.087073386,-0.13140658,-0.20232575,-0.08172201,0.0724994,0.020256525,-0.02820344,-0.0144713605,-0.09361258,0.060761835,-0.049278527,0.053308077,-0.06827175,0.034124844,0.06695849,0.031718466,0.049855433,0.012606478,0.055529658,-0.0023796505,0.013116181,0.050570425,0.012676688,-0.009732195,0.044272054,8.02353e-05,-0.016009029,-0.023968775,-0.013224004,1.0
Backdoor.Graybird-1203e135f7e763fee8490a3e11c091a2a7617dc3e486d2bbe6ac81a32bc931be,0.091995165,-0.02387537,0.09640739,0.047872353,-0.057915792,0.002372948,-0.020345401,0.008200052,-0.079420984,0.04341219,-0.16133161,-0.11826429,-0.057340067,-0.050386716,-0.002036882,0.005522818,0.037794467,0.06625562,0.07795707,-0.080622025,0.13969406,0.02395375,0.11405934,0.06717443,-0.14621617,-0.012039434,-0.13976428,-0.073343955,0.01855155,-0.03521818,0.071768574,0.04283286,0.14819914,-0.11459288,-0.09105884,0.069651365,0.17990322,0.022776017,0.039756883,-0.0769468,-0.046759587,0.24580236,0.04042623,-0.0838808,-0.13184687,-0.20428987,-0.09345111,0.07701794,0.02814444,0.019230668,0.0059295655,-0.026822383,0.0482255,-0.015436295,0.030173916,-0.04966122,0.048731595,0.057593726,0.0029586833,0.0012926267,0.034397848,0.032433245,-0.0061510806,0.016695263,0.055269003,0.05150928,-0.034382276,0.055169236,0.002284389,-0.0030208842,-0.0140317,-0.0038420004,1.0
Backdoor.Graybird-12efad6f7e8313a41ffc7a49cdd612243712922f8d7947141e366574279077b3,0.095929,-0.027475273,0.08902065,0.025815712,-0.06263462,-0.0040552854,-0.040675152,-0.004873169,-0.05115173,0.05330663,-0.13929398,-0.10856979,-0.037681285,-0.056509294,-0.02370914,0.0061756466,0.039056025,0.056295663,0.05508772,-0.062433455,0.12289816,0.019454863,0.09345474,0.04806782,-0.166759,-0.0140810935,-0.14475533,-0.08446086,0.0070254984,-0.048222903,0.09771291,0.05786308,0.19111966,-0.13798288,-0.10486836,0.1054897,0.1814285,0.02158366,0.042158984,-0.07546462,-0.044982083,0.24174415,0.036995705,-0.078841485,-0.10978403,-0.18048812,-0.06684963,0.05117319,0.018071646,-0.023160018,0.001218877,-0.06494617,0.051171314,-0.050311334,0.039559722,-0.05528657,0.049561474,0.03853543,0.00462106,0.021336386,0.014272049,0.052236807,-0.015755966,0.025022723,0.052214827,0.004223672,-0.033641104,0.06630704,0.005650284,-0.012551035,-0.03937678,-0.009835684,1.0
Backdoor.Graybird-12f4f6331583edc2599a31940233f76e950dee226f92573abf7ad0bad10cb2c7,0.04542384,-0.044783406,0.11338563,0.09436741,-0.0643437,0.0052385847,0.0032427534,-0.0034682967,-0.012233564,0.06441711,-0.10163828,-0.09234652,-0.015683355,-0.07991815,-0.048914436,-0.022299286,0.065425225,0.06920626,0.07841553,-0.09942735,0.12138204,0.021841664,0.11581844,0.08915013,-0.16692431,-0.01763986,-0.14390968,-0.087715566,-0.0014035922,-0.04137589,0.14474396,0.048011396,0.22100541,-0.13913354,-0.11570423,0.12090812,0.14601849,0.015272793,0.029466031,-0.061406378,-0.04682858,0.2591378,0.030236453,-0.088289976,-0.06979123,-0.18361847,-0.0502282,0.04726102,0.0050221262,-0.04422126,-0.030420553,-0.12316214,0.06488252,-0.057572767,0.06455235,-0.087925255,0.046910662,0.04613404,0.03311058,0.058719225,-0.017978989,0.061737575,-0.016623162,0.029130341,0.06479142,-0.0509302,-0.051531658,0.022227827,0.015378546,-0.02688392,-0.0844827,0.04400563,1.0
