,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,LABEL
Backdoor.Graybird-08c383b4ffb8ed9df7a17296ae0c1798d7f4b769f188d5eef55c77bb79dcd432,-0.68129283,0.4008454,0.9400275,-0.31688124,-1.6971749,0.49846742,-1.6388379,-0.071488485,-0.20549019,-0.47289157,-0.44400278,0.83314043,0.70480126,0.60740745,0.57166564,-0.41606653,-0.61935055,-0.13952173,0.11111786,-0.00043433037,-0.87514985,-0.68714905,-0.39232773,0.049619112,1.0
Backdoor.Graybird-08cadbda2bd111540dc25897982bc801f681dc16e0eba323973e193712332ef3,-0.46475434,0.69169456,0.21596533,0.34581456,-0.87458026,0.7800916,-1.3183416,0.38058627,-0.46290872,-0.5025578,-0.63338125,0.4527155,0.6665741,-0.57065123,-0.53460306,-1.3205354,-0.2218249,-0.02360673,0.12775865,0.29818648,-0.06930525,0.28043595,-0.021490106,0.67852813,1.0
Backdoor.Graybird-0904d313bde15d4656a630055d025d6a289de46fc2369597deb20d51da0ccd57,0.17792343,1.1768619,-0.54161566,0.11067293,-1.0268571,-0.5253316,-0.5923012,0.39554977,-0.06771109,-0.68678796,-0.23373677,0.39174753,0.1164585,-0.21728253,-1.2002773,-1.1107522,1.0442711,-0.77098495,-0.04299747,-0.48500586,-0.07294704,0.12159955,-0.42486304,0.31195265,1.0
Backdoor.Graybird-095879f4cafe44bf45530fa8b6999d7361bdac2f041fc3c4e7afc1d80cbe914b,-0.71429133,0.93470836,0.120937474,0.19956,-1.8960525,0.39950135,-0.74982834,0.09120008,0.52326876,-0.5109439,0.4530102,0.89305305,0.107523195,0.22491919,0.09577301,-0.74435943,0.55880165,0.08375987,-1.0661128,0.36808634,-1.4995807,0.24357498,-0.10902141,0.032121055,1.0
Backdoor.Graybird-09a45409e39fb3077d1e7fea751027d152dfa6d9bd30829749ff4ec5caecdfb2,-0.63967377,0.7616292,1.095092,-0.38017216,-1.6550244,0.12818344,-0.732943,0.21684247,-0.19091335,0.40602866,-0.16065261,0.5410604,0.33467445,-0.2958561,-0.0422593,-0.90683514,-0.91224796,0.00772293,0.501362,0.47584113,-0.68263,-0.052416716,-0.47256377,0.064684436,1.0
Backdoor.Graybird-0a1311fceceea990bf446f7afa4fedcc6b7f8780afd4a6c87a31949818f87cea,0.60056627,0.92617124,0.42481598,0.5063692,-0.62487286,-0.051791504,-0.43750483,0.0040130313,-1.0581534,-0.11814891,-0.6950411,0.88106024,-0.533548,0.61922,-1.1586958,-0.71355236,0.38023922,0.31231466,0.43152317,0.067393824,-0.28029922,-0.49648464,-0.6498917,0.2381672,1.0
Backdoor.Graybird-0ded1dc774b46d985a4e90a46f5d56a0047630d7a6e8df439870f7bb40b57a14,0.03116193,0.099284634,-0.06373446,0.469925,-1.7918428,0.47343615,-1.2869064,0.8103887,0.1926259,-0.019646632,-0.055687737,1.2303534,-0.2191014,1.181323,0.064078234,-0.4749739,0.08835145,0.08178756,0.43277672,-0.08576467,0.090409115,-0.8702171,-0.3588111,0.09618445,1.0
Backdoor.Graybird-0e4b24dfaad406b918efb40923889150f139511f43c56e34deac187d950ce03f,0.17856228,0.25709257,0.2834362,1.1401151,-1.3342204,-0.022289405,-1.1038244,0.18608682,0.53692675,-0.030708982,-0.702735,0.3318507,-1.0487492,0.63444525,-0.24649052,-0.8077815,0.7922173,-0.16191734,0.010387052,0.4893451,-0.50611645,0.480078,-1.1402005,-0.14599416,1.0
Backdoor.Graybird-0e9e218c49e56ec187e145db72a72726d50ae295f08b4bf344f19e13de603ba2,0.3692077,-0.08888583,0.7171033,0.0972688,-1.3799887,0.2997286,-1.6243136,0.5643646,1.4964788,-0.12426817,-0.046983458,0.5885922,-0.10319573,0.37525722,0.18061146,-0.41255513,0.2784851,0.4682288,0.43102217,0.27117595,-0.25639555,-0.12565713,-1.7269803,-0.054377574,1.0
Backdoor.Graybird-0eec1cf54f4696068a4411a96e8deb728f734fac856440cb5175b1204d1dd137,0.0529353,0.3331343,0.8949445,-0.52456,-1.098086,1.001442,-1.0201185,0.5216109,0.91001654,0.21686849,-0.6189114,0.6714349,0.17598222,1.3806121,0.29896703,-0.4525471,-0.00048423954,0.15367801,-0.20420803,0.43090263,-0.3073483,-0.6988427,-1.5723349,0.6336087,1.0
Backdoor.Graybird-10672ba06f9cceb9fb651a6338f13de953b8a97d9d5164acd08456fb7a974b69,-0.48969853,0.7658135,0.7937656,-0.100511424,-1.226168,0.80150026,-0.18961713,0.5970612,1.737643,0.40490153,0.58751535,0.59604746,-0.42629096,0.5496383,-0.07476297,-0.08738602,-0.0108529115,-0.27967548,-0.27688786,0.04415772,-0.8499488,0.13895418,-0.029034637,0.5925922,1.0
Backdoor.Graybird-1078ebc75c7612450f362dc2e480699e1e6f21473898effad033a32e4e47d5ed,-0.03071069,0.19864762,0.44596565,-0.78191984,-1.9779515,0.7213383,-0.6439753,0.35792682,0.18021119,0.28954765,-0.6944916,0.78667843,-0.23267542,0.080928765,0.35275355,-0.579003,-0.85386103,0.4078575,0.28167802,0.4720992,-0.8094288,0.12448908,-0.8901314,-0.08351382,1.0
Backdoor.Graybird-1203e135f7e763fee8490a3e11c091a2a7617dc3e486d2bbe6ac81a32bc931be,-0.1928918,0.50922143,1.3341031,-0.5343086,-0.88607174,0.49189252,-1.1380523,-0.20388806,0.03126822,0.25344422,-0.32406282,0.57557493,-0.3677418,0.12859802,0.27648315,-0.4317651,0.19946246,0.014578264,0.6416983,0.8941337,-0.583117,0.7290128,-0.83801085,-0.6822202,1.0
Backdoor.Graybird-12efad6f7e8313a41ffc7a49cdd612243712922f8d7947141e366574279077b3,-0.14017232,0.60790396,1.3234427,-0.40002033,-1.5459703,0.68921685,-1.3751665,0.028913883,0.062864095,-0.5065668,-0.28283054,0.56959045,0.46403682,0.88673675,0.9034045,-0.49111807,-0.64454025,0.065409265,-0.074133806,-0.21135208,-0.56310874,-0.4709407,-0.844182,0.3107971,1.0
Backdoor.Graybird-12f4f6331583edc2599a31940233f76e950dee226f92573abf7ad0bad10cb2c7,0.48434785,0.7081825,0.85202086,-0.079942144,-1.3199533,0.6174261,-0.97467184,-0.4604397,0.030014731,-0.6369671,0.03969774,0.3886671,-0.2366119,0.11703239,0.7031959,-0.53103566,0.046145547,-0.22299007,0.72792345,0.76148003,-1.4190475,0.39217964,-1.5644553,0.18028113,1.0
Backdoor.Graybird-143c25c7cc08038a40638df3cd01232232baed4a9469f356efc615b5041c794a,-0.092679605,0.47398975,0.61127996,-0.6433793,-0.5811372,0.264631,-0.9921473,0.116716646,1.0079893,-0.47594586,0.542292,0.75473905,0.23836616,1.3222408,0.5613906,-0.50351495,-0.25212818,0.48516786,0.44396767,1.1758038,-0.198537,0.08321128,-1.5741614,0.6049698,1.0
Backdoor.Graybird-14818f4633cc87ac1b11b53895daa6cbc595065596c7ea86f807fb1a1ad79b72,-0.011616801,0.25068548,2.1126735,-0.4878111,-2.003024,0.25463724,-0.8336083,0.82422584,0.7959135,-0.20320293,0.62444705,0.6827279,0.3865001,0.48281065,0.52007186,-0.53862745,0.3453207,-0.07216978,0.6449305,0.8852554,0.66000307,0.2849206,0.4239282,0.35435295,1.0
Backdoor.Graybird-152a87566246d7b100a299d29e34ce080c52e714e0c2883b904d85c1144de18d,0.8026023,0.3617879,1.3910342,-0.8920971,-1.5610435,0.09651193,-0.17115894,0.81357616,0.49591595,-0.7118585,0.8023104,0.89027214,0.27138123,-0.08010349,0.7643216,-0.556307,-0.5515886,-0.098170176,1.0132109,0.90637064,0.09280332,-0.10428314,-0.10366569,0.26783982,1.0
Backdoor.Graybird-16274674297d97fdb7c53027a4e6facd681428961e31bc85dfff497056b071a4,-0.101847775,-0.65539986,0.43027318,-0.23909014,-0.6680704,-0.15105097,-0.9111891,0.98012596,1.1305922,-0.27494895,0.34608328,0.4686542,0.016250549,1.1425141,0.81974167,-1.1304826,-0.16629796,0.50522846,0.7282012,0.93865746,-0.6375837,-0.7616861,-1.1743034,0.5830804,1.0
Backdoor.Graybird-16648fd7040db9b96d76e5f70711e8c62721035832f7b87594d62b0dd9b865ea,-0.25916266,-0.8066124,0.4851567,-0.6742454,-1.8612233,0.16187117,-0.45907316,0.99017286,0.35842153,-0.3178996,0.1373101,0.11126379,0.6975667,0.32167608,0.57539773,-0.771237,-1.2253516,-0.28459647,0.22946891,0.6878555,-0.91930354,-0.6677727,-0.29471856,0.00026477396,1.0
Backdoor.Graybird-16ce6a8444870c762676cc776860c1ff7daa2a2dc76abd29136a36d6538bba8a,-0.18595123,-0.61081403,0.8146871,-0.2935069,-0.8271898,-0.16461281,-0.93732023,0.9072572,0.027784558,-0.16949956,-0.3136555,0.37419957,-0.29019073,0.030228043,1.1423641,-0.43879014,-0.60618097,-0.09359225,0.78491783,0.7134455,-1.0439478,0.7483251,-0.42033166,-0.6807719,1.0
Backdoor.Graybird-16dc33ad95a90a03f9489182cf6061392a79cbaf96cceb87bd3c6c664daff4a3,0.56830645,-0.2829894,1.072198,0.39160264,-1.3146827,-0.44069153,-1.0784371,0.9422523,0.68987995,-0.5276254,-0.070265226,0.45707136,0.18232518,0.16911905,0.21519578,-0.64635944,-0.7140062,0.4622278,0.41882008,1.0637288,-0.835897,0.24271688,0.19509642,-0.054737147,1.0
Backdoor.Graybird-16dc7da8aef050616f3d99fd34b3f0410ce6a38f5a61c9ebc8e86e87195c4be3,-0.22290018,-0.35228902,1.161368,-0.47358435,-1.2052656,-0.47761917,-0.7598508,0.53019696,0.001667541,-0.13716775,0.3549051,0.80383974,0.8267549,0.3945088,0.3618753,-0.14361157,-0.9335796,0.15837008,0.070745386,0.41716036,-0.6709473,-0.38104534,-0.31471908,-0.44576666,1.0
Backdoor.Graybird-1966b6b19ef74c24f458b6477ccb7e8c8427df6d65ea4dc5e0bffb811fbba2d7,-0.34350815,0.24726135,-0.10279448,-0.047550198,-1.762815,0.34947667,-1.3496816,1.0816746,0.85146993,-0.5359507,0.8310901,0.7343651,0.4528486,0.38981906,0.15868293,-0.20225061,-0.14628698,-0.013957518,-0.2926258,-0.587895,-1.3156921,-0.32827342,-0.14073627,0.90382487,1.0
Backdoor.Graybird-1c7dfb9affef8bef118a41d36e3e8c413f3076918a8821efeb3721af52ee5c52,-0.62693274,0.08799869,-0.08198077,0.057113927,-1.7012653,0.48460072,-0.92326796,-0.011766533,0.63226664,-0.14939918,0.56164753,0.7368677,0.24277367,0.9022925,0.71331036,-1.5186505,0.2791091,-0.08205899,0.1819391,0.8938288,0.11403008,0.46201134,0.73774093,-0.18843783,1.0
Backdoor.Graybird-1cb523870e23e55d0d36af5a2e10472ac25390d3838c52c35b1106034132aad5,-0.38491458,-0.8074518,1.3378602,-0.007513962,-1.8330259,0.16715726,-0.90829545,1.0451702,-0.07265636,0.7144965,-0.20194623,1.0357939,0.46982938,-0.16066274,0.49799705,-0.04711482,0.0023757843,0.1286548,-0.022739023,0.29158393,-1.312673,-0.10110105,-0.37571132,-0.5052506,1.0
Backdoor.Graybird-1d17564930dc9cfdb8bf4483ba9763d17dd3f549facfdbe21ad18447663adedd,-0.47964343,0.104243554,0.7905046,-0.7160718,-1.2399932,0.86911726,-1.3290737,0.3638823,-0.15464136,-0.13878459,-0.7092381,0.78460395,0.47376803,0.56076413,0.72619134,-0.2976059,-0.19119303,-0.051221974,-0.1712145,-0.109946795,-1.5584481,-0.8429906,-0.74273473,-0.24483466,1.0
Backdoor.Graybird-1d2b95795f54a30db2241b441843c8baa1319704e0bd48f022ac919e71899787,-0.6202479,-0.3431894,-0.018001873,0.23394483,-1.1518631,0.22203287,-0.701589,0.5027476,1.0745736,-0.6130593,-0.10770667,1.0592886,-0.4391769,0.09602923,1.000599,-0.7733132,1.1656063,0.8327976,-0.5237232,0.19959354,-0.91432434,0.560975,0.43333593,0.29116172,1.0
Backdoor.Graybird-1f987748aa836fcff784691f0f5195eaed0187c12906f016b7bbad1f9b10d20a,0.06713402,0.21328832,1.2501966,-0.45104456,-1.4003483,0.98297364,-0.27230373,0.37638214,0.38397267,-0.28315458,0.20022559,0.9021943,0.4923598,0.4061909,0.82047284,-0.68622965,0.5071842,-0.02016768,0.15486068,1.0889837,0.0012782275,-0.042829096,-0.01817297,0.85011756,1.0
Backdoor.Graybird-1fe3c46136004caa9f4598dbd12db50b539bc0e44de422870a0150ccdf6c4297,-0.32953873,0.17914796,1.2195712,-0.27638736,-1.4760761,0.9490139,-0.98357946,0.24632706,-0.12591128,-0.38683048,-0.52368546,0.41230756,0.6318763,0.89101315,0.68000436,-0.10945781,-0.44529784,0.08866845,0.029578036,-0.37947503,-0.93140155,-0.8996786,-0.5897279,0.045509104,1.0
Backdoor.Graybird-201267f2b8c394b866ce09e16997ce04701a0bdaa1f5651e81d1675af4a567a6,0.2784887,0.2022579,1.0071527,-0.024954304,-1.5620573,0.029757703,-0.6651079,-0.009853648,-0.053359415,-0.8114777,0.24450588,0.015981868,-0.14746644,0.18268627,1.0103697,-0.46690938,0.2612383,-0.052338816,1.0163524,1.0660533,-1.5263643,0.8356257,-1.13115,0.0039012122,1.0
Backdoor.Graybird-20459a8ebc99703a2171b85dc321c41ccb8fdd67b606ac75c890156db25d67e2,-0.30640638,0.90588313,0.39344135,-0.018507378,-1.8426781,0.25139073,-0.7885937,0.4317,0.72630113,-0.32773682,0.8045208,1.2801634,0.12267289,0.20059858,0.1778116,-0.6326209,0.2756901,0.45366558,-0.8005948,0.14882368,-1.4687773,0.26278195,0.32882908,0.26110244,1.0
Backdoor.Graybird-21f994f2239ccaaddf25e98859f58e609dbc589127160c943dd884506d0f1e95,-0.75133514,-0.3119685,0.05789002,-0.35883322,-1.6339446,0.3979143,-1.6713006,-0.2568425,0.8869859,0.07014657,0.09170081,0.8189478,0.6111062,0.5372038,0.43089467,-0.79297566,0.036181677,0.111385755,0.39661467,1.0134524,-1.2013897,0.06734285,0.018655589,0.92797107,1.0
Backdoor.Graybird-22772293d3a3b20b3610ae1c06ab72da41745c57356905855180b45c5d43ae96,0.085327834,-0.17947918,1.3394027,0.20328555,-1.8607271,-0.19297196,-0.829602,0.6253931,-0.28542814,0.33282277,-0.15794781,0.8138197,0.14862703,0.7022993,0.51755124,-0.31994548,-0.4646588,0.58707213,-0.3085762,0.32508308,-0.62252957,0.35470375,-0.35225636,-0.5441693,1.0
Backdoor.Graybird-22c98fc9dac84f509083a90a332517ead8eb265fc53ddb1d16e5cfd0dab0ebe1,-0.24003395,-0.19008225,0.31869876,0.49417135,-1.1278038,0.109426774,-1.1924845,0.6866655,0.3230882,0.41600835,-0.82140046,0.31614652,-0.51618063,0.059640005,0.39835334,-0.53349996,-0.10698904,0.6015727,-0.017003108,-0.07822724,-1.7109164,1.0584782,-0.32976025,-0.07131985,1.0
Backdoor.Graybird-23259ea20d4f481cdc1bf58894f6280ddbe3fc56d7bfbaaf11bafdf4840f8c2c,-1.2407494,-0.91403,-0.39797243,-0.9729826,-0.4611515,0.28415847,-0.24462408,0.19842365,-0.44686446,-0.12113526,-0.15643951,-0.4685625,0.61518073,0.9252451,-0.5507166,0.22832572,0.52785414,0.44664043,-0.20121934,-0.231554,-0.7374461,0.6557208,0.17244151,0.2510058,1.0
Backdoor.Graybird-2486e00f3531d89506d2a87525b723d2508b4b8c0040824956aeca41b97d17d7,-0.46075457,0.04045033,0.07900528,-0.036429524,-1.2490556,0.75011337,-0.5426219,0.42068785,0.9733265,0.14215702,0.41593868,1.161223,0.50082064,0.43059435,0.91548413,-0.58715147,0.7203281,0.052033357,-0.074743204,0.61357796,-0.39964783,0.6993256,0.30966532,-0.017309105,1.0
Backdoor.Graybird-2565563f99f161ad465a603000f5a2440b83b12413930bac01d20c6d3924f79e,-0.6337644,0.6112627,-0.2375474,0.10887999,-1.4840536,1.125527,-0.0038075342,1.0477048,0.37218523,-0.49648678,0.2866924,0.8759006,0.2020854,-0.16465366,0.8787958,-0.9732783,0.42577475,0.54687375,-0.61304384,-0.39860284,-1.4043099,-0.22874223,0.6238722,0.11229203,1.0
Backdoor.Graybird-272ea0be5ed16c1b6a1d0149a85107e382cf7dab94eb40fb49ec17acd3c00b0b,-0.82067907,0.42101225,0.1733501,0.04044462,-0.9171609,0.7389649,-0.912517,0.37105563,0.767851,-0.21675621,0.13597366,1.4796897,-0.3695903,0.6432666,1.1228647,-0.72930616,0.5167887,0.014693315,0.19407305,-0.03853429,0.023616008,0.76597315,0.9641855,-0.02207141,1.0
Backdoor.Graybird-27c0a52403d572f0ee5abc626a7f5cd834ed6a5b7eeebeadc848a5cc091eb5d1,-0.20941003,0.08095128,0.13657282,0.11798997,-1.0336992,0.48566312,-0.08782536,0.9030316,0.8990161,-0.52277786,-0.4969962,0.062495667,-0.8477602,0.09315134,0.99670875,-0.36075598,1.0171037,0.6270495,-0.3248598,-1.0593586,-0.7264163,0.36672667,-0.62054765,-0.54528314,1.0
Backdoor.Graybird-27d4f0a222bbb2285e395dcbed061a6eeb91a69d6c8cab8c98fd1ffb244c699a,-1.0745068,0.012764374,-0.018894382,0.19195457,-1.3537445,0.1337977,-0.49355367,0.51912516,0.4046758,-0.07490405,-0.6372447,0.84987116,-0.5007727,0.4617364,0.51520133,-0.7354152,1.1934843,0.79833484,0.34629595,0.37681192,-0.41220525,-0.081541985,-0.058114823,-0.30576766,1.0
Backdoor.Graybird-2821c9781c0351109c2a8b9633972e2c71f46371b648d2103c2741f560b60a1b,0.19774775,0.050710402,0.42370713,-0.10912871,-1.027701,-0.2418108,-1.1432732,0.7716865,-0.24611491,-0.35662684,-0.55833507,-0.07575881,-0.30507123,0.76916087,1.0821816,-0.47898263,-0.11337738,0.13389005,0.93600434,0.49532425,-1.233895,0.25744015,-0.76053435,-0.941214,1.0
Backdoor.Graybird-2860ba35f778ed52b8487fe93a77c05a2d49222ba8f6cb81877c1779d13c1f4a,-0.23523788,0.17617103,-0.31508523,0.17139153,-0.8194531,0.5770073,-0.67130536,0.51167536,0.83782333,-0.54211235,0.012718842,1.2430923,-0.37290075,0.62932765,0.38027737,-0.41678995,0.03377013,0.11595765,0.37949154,0.68089634,-0.2258194,-0.17679802,-0.63448095,-0.1307924,1.0
Backdoor.Graybird-2a1858cfa17d4f07292362a2719d61c97a487d29a5adf45d8e8b32f3252331a2,-0.10485589,1.1587341,-0.8655641,-0.162771,-0.34085402,0.7839585,-0.67856365,0.67084086,0.36149663,-0.40240213,0.117208816,1.0005387,0.6102209,0.5249362,0.7763932,-1.157674,0.15913098,0.09726427,0.4114349,0.3801509,-1.0204452,-0.32611907,-0.7656837,-0.7341393,1.0
Backdoor.Graybird-2a7c74a91f4b6f4ed632d97fc3ee8835a7a615cb15dbf6ecbb96526d06f64db6,0.23097073,-0.2238681,-0.46180138,0.2249483,0.3581335,-0.05832987,-0.005809149,1.290661,-0.19519515,-0.13917147,-0.34737962,0.53042555,-0.6419578,1.1187878,-1.2168072,-0.9844015,0.940382,0.594772,-0.2210182,-0.31720313,-0.22466363,-0.6972005,-0.06490257,-0.0033430492,1.0
Backdoor.Graybird-2b470ddd183ec9f15d7cef2e1f2daf7243e1deef16fb6e74cb75b67c5d25df18,-0.46178463,0.41105545,0.5522208,0.7681667,-0.6100846,0.41177583,-1.2124505,1.1084358,0.064696446,1.2150635,-0.33061448,0.59888685,-0.9050042,0.63096714,-0.09744111,-0.73072016,0.44395378,0.49075398,0.22753383,-0.038411368,-1.4055467,-0.29051456,-1.1227121,0.44816202,1.0
Backdoor.Graybird-2ca870cb512099a0df67fefee9eb2bf8fd53cc078919852144d6cbff26456347,-1.2352791,0.25874677,-0.032747895,-0.21553253,-1.2001474,0.30823007,-0.7104161,0.50302446,1.0733364,0.04610034,-0.5598033,0.98462,-0.2201502,1.0110964,0.8068633,-0.46853772,0.6314395,0.46622548,0.060556944,-0.13206507,-1.0002238,0.17779924,0.76372504,0.28542337,1.0
Backdoor.Graybird-2ec9be730d82cf10af338e7f25781006744b9dda9c9ff484acfd2de501b05e24,-0.6227651,-0.16847794,0.7544216,0.50770026,-0.6787976,0.35486174,-0.8904629,0.43076134,1.0107739,0.5287919,-0.81838226,0.27652404,-0.36537448,0.53228116,0.50204474,-1.2379336,0.13186044,0.04777216,0.814447,-0.105871685,-0.29211238,-0.6849686,-1.5617589,0.6978573,1.0
Backdoor.Graybird-31e4807b0f375d8f919a3037f2764686a46d2e41bd957f8edd8f771621a3e53f,-0.16470566,-0.07900029,-0.08912972,0.06886859,-0.712371,0.78188705,-1.5673474,0.25749597,1.4032918,0.3777243,-0.22533838,0.0007994919,-0.08371928,0.78353727,0.36903906,-1.4149002,0.5641962,0.066213086,1.1154006,0.06330925,0.17746434,-0.32511497,-1.5375086,0.5068285,1.0
Backdoor.Graybird-32cbc565918830a83537aef008c3587ea24d2172c7ed3563ac2f4a7506a7a00d,-0.4863958,-0.23655272,0.3971223,0.4295772,-0.83828986,0.9069571,-1.1783462,0.52293503,1.4819528,-0.37314996,-0.90295935,0.39963326,0.14573115,0.41195038,0.3997448,-0.93019015,0.39665946,0.2395352,0.87318206,0.93921715,-0.0786017,0.009949104,-0.1786186,0.86230844,1.0
Backdoor.Graybird-33e8337aad51e26cebf92f17cdc0c3ffa5ed55c74de4e7cd5b92db2d75e15339,0.49465263,-0.25896287,0.21972385,0.1943016,-0.5104751,-0.3127382,-0.19487894,-0.015783144,-0.74016255,0.4636398,-0.8767555,0.32033408,-0.30543986,0.03340622,-0.5741355,-1.2433012,0.14492482,0.3833234,1.0201474,0.2195045,-0.39379567,-0.46810353,-0.9386859,0.4666403,1.0
Backdoor.Graybird-340c5cae28749592b0ea9453bd4f7d109b2fe2c8a03041e5da9961a7339eaa34,-0.5602404,-0.04621695,0.66992277,0.31186655,-1.1788352,0.102340914,-1.246025,0.1568916,0.64397115,0.1563853,-0.4041919,0.53513116,0.4410594,0.94285876,0.6037004,-0.9135226,-0.09688722,-0.075786926,1.0774719,0.5020886,-0.3282665,-0.66044855,-1.2404835,0.5870415,1.0
Backdoor.Graybird-3472255f40fa8003a08d8c641d9d2c5d0f749bf4c0420fc9a22040103a97c35b,0.45451245,0.18288948,1.263687,0.6843008,-0.9921778,-0.48555332,-0.80141383,0.17437312,0.09255059,0.44628492,-0.49238908,0.5332641,0.28722996,0.1883996,-0.06110156,-0.9886431,-0.95360315,0.20672396,0.67649376,0.9794972,-0.9753275,0.25489178,-0.600578,0.46579272,1.0
Backdoor.Graybird-3473cb362c74478f5f8d200d068fbf1806d2dca138264e942574fb7abd324b42,-0.41524315,0.27731928,-0.04520409,0.049515676,-0.90018135,0.63872814,-0.6000228,0.18224637,1.1280146,0.4279516,0.62886107,1.3351821,0.015338815,0.8278933,1.3065352,-1.0188204,0.7833604,0.19819927,0.7078571,0.43067172,-0.807161,0.37192488,0.32633647,0.62021637,1.0
Backdoor.Graybird-349a9ef306724d4e0a569074528204ac93186fc10679de7c0fd4117b7e674adf,-0.55988514,0.13220212,1.0986196,1.104087,-0.74680704,0.34572446,-0.7718927,0.97981435,0.7326594,0.051172435,-0.3549696,0.6494858,0.17902273,0.97482073,1.0389203,-0.83917826,0.21236539,0.14164332,0.85313165,1.0162644,-0.24555354,0.116250835,-1.4290051,-0.46442723,1.0
