,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,LABEL
Backdoor.Graybird-08c383b4ffb8ed9df7a17296ae0c1798d7f4b769f188d5eef55c77bb79dcd432,-0.010670344,0.93497795,-0.14054856,0.45732242,-1.7052789,-0.8399235,1.375912,0.5501378,-0.7474973,0.066512294,0.37008747,-0.8218311,-0.5297578,0.34045923,0.2544071,-1.631247,0.33524725,-0.04253231,1.0
Backdoor.Graybird-08cadbda2bd111540dc25897982bc801f681dc16e0eba323973e193712332ef3,0.67896706,-0.51176155,-0.094163455,-0.122573994,-0.59208506,0.60174936,1.0762058,0.2346914,-0.2612095,0.12838261,0.77103484,-0.7445999,-0.4802942,0.023703497,0.17585959,-1.3357551,0.60526586,0.42196465,1.0
Backdoor.Graybird-0904d313bde15d4656a630055d025d6a289de46fc2369597deb20d51da0ccd57,1.0181074,0.028319241,-0.46050456,-0.12934692,0.046720948,0.10809294,0.8898483,1.0723085,-0.5495036,-0.6891472,0.4501821,0.4211127,0.09338725,-1.0634155,-0.35179552,-1.7526274,0.68993074,0.41289392,1.0
Backdoor.Graybird-095879f4cafe44bf45530fa8b6999d7361bdac2f041fc3c4e7afc1d80cbe914b,0.9195772,0.43901506,0.30350092,-0.5407248,-0.67442226,-0.59932166,2.0478876,0.3068505,0.41332936,-0.043352474,0.5931832,-0.04347127,-0.11012802,-1.1490623,0.2615485,-0.7484376,0.051732745,-0.23537351,1.0
Backdoor.Graybird-09a45409e39fb3077d1e7fea751027d152dfa6d9bd30829749ff4ec5caecdfb2,0.12004396,1.0134646,0.2394856,-0.07415239,-1.4392604,-0.35805485,1.1337186,0.60619503,-0.45891824,-0.12889518,1.0446028,-0.6470801,0.09336525,0.07755512,0.47862956,-1.268293,1.0724158,0.8864592,1.0
Backdoor.Graybird-0a1311fceceea990bf446f7afa4fedcc6b7f8780afd4a6c87a31949818f87cea,1.0489881,0.26647842,-0.5709239,0.5471323,-0.06960972,-0.10199067,0.95366436,0.49057335,-0.78869164,-0.05749385,0.4349193,0.22342558,0.27234083,0.19689025,0.77112716,-1.4147956,1.2826887,0.7515835,1.0
Backdoor.Graybird-0ded1dc774b46d985a4e90a46f5d56a0047630d7a6e8df439870f7bb40b57a14,0.7660018,0.97862387,-0.003816695,0.70634943,0.027066426,-0.5117781,1.8589128,0.6319162,-0.26534647,0.07846706,0.4096785,-1.331985,-0.052899927,-0.4537233,-0.104432166,-1.0044092,-0.3236279,-0.6374503,1.0
Backdoor.Graybird-0e4b24dfaad406b918efb40923889150f139511f43c56e34deac187d950ce03f,0.46950257,0.81956583,-0.6746478,0.24921533,-1.2857839,-0.00056049216,1.0084833,0.15892974,-0.16679755,0.09533404,0.06646067,-0.275793,0.41068238,0.57955945,-0.05249229,-1.0765749,0.81020063,-0.55666184,1.0
Backdoor.Graybird-0e9e218c49e56ec187e145db72a72726d50ae295f08b4bf344f19e13de603ba2,0.4837951,1.0125878,-0.11824204,0.6237791,-0.37434307,-0.15668498,1.6020478,0.14932938,-0.24220116,0.41524225,0.77665085,-0.2616174,-0.56819916,-0.20943592,-0.5834703,-0.3541162,0.097365804,0.30474833,1.0
Backdoor.Graybird-0eec1cf54f4696068a4411a96e8deb728f734fac856440cb5175b1204d1dd137,0.08789099,1.473295,0.2661355,0.15404864,-0.24697508,-0.44875824,1.1992402,-0.28043208,-0.77577174,0.13698913,0.9770699,-0.7970863,-0.20442998,0.37261075,-0.38819602,-0.85312223,0.48175284,-0.54923826,1.0
Backdoor.Graybird-10672ba06f9cceb9fb651a6338f13de953b8a97d9d5164acd08456fb7a974b69,0.18854383,1.1516004,0.5135596,-0.46994737,0.12523384,-0.1004496,1.6184921,0.28911343,-0.14693831,-0.5324591,0.94968957,-0.34184435,-0.21261983,-0.0011221957,-0.603771,-0.48101905,-0.40819225,-0.56877285,1.0
Backdoor.Graybird-1078ebc75c7612450f362dc2e480699e1e6f21473898effad033a32e4e47d5ed,-0.34080702,1.5457658,0.6825335,-0.23605146,-0.91584516,-0.4896821,0.7937194,0.37235653,-0.55534357,-0.0067170896,1.0290698,-0.38061896,-0.38186505,-0.15049475,0.3828285,-0.9828024,1.0230972,-0.09744099,1.0
Backdoor.Graybird-1203e135f7e763fee8490a3e11c091a2a7617dc3e486d2bbe6ac81a32bc931be,0.43502155,1.1010215,0.47475952,-0.13750231,-0.9964869,0.40511665,1.0845308,0.014327022,-0.3346386,0.6221654,0.9010893,0.34763497,0.6553421,0.5407785,0.20963392,-0.842573,0.14000064,0.44197085,1.0
Backdoor.Graybird-12efad6f7e8313a41ffc7a49cdd612243712922f8d7947141e366574279077b3,-0.056371093,1.8921695,0.6171027,0.4613698,-1.4733386,-0.7539368,0.53030926,0.5878866,-0.718581,-0.31494755,0.78601265,-0.76776946,-0.2957611,0.25156268,0.7443651,-1.2213142,0.2989687,-0.022783685,1.0
Backdoor.Graybird-12f4f6331583edc2599a31940233f76e950dee226f92573abf7ad0bad10cb2c7,0.6002737,0.6050622,0.69258666,-0.5713416,-1.0860063,0.19522004,1.5476779,0.48074135,-0.22706354,0.61591476,0.7948948,0.7710149,1.0400311,0.39171052,0.8304757,-1.1891497,0.074392855,0.75835234,1.0
Backdoor.Graybird-143c25c7cc08038a40638df3cd01232232baed4a9469f356efc615b5041c794a,0.73511606,1.9516009,0.43488023,0.8231106,-0.94346523,-0.46051472,0.59706956,0.76081324,-0.73354113,0.3836723,0.58078927,0.73881435,-0.5536649,1.0166279,-0.2108121,-0.45698115,0.015884586,-0.4351382,1.0
Backdoor.Graybird-14818f4633cc87ac1b11b53895daa6cbc595065596c7ea86f807fb1a1ad79b72,0.537987,1.1413677,0.9769078,-0.06352861,-0.94023126,-0.1627774,0.6764275,0.7115453,-0.64294153,-0.38186884,0.9335232,-0.626495,-0.45119655,-0.48056012,-0.45661095,-0.50856155,-0.45460868,0.3148467,1.0
Backdoor.Graybird-152a87566246d7b100a299d29e34ce080c52e714e0c2883b904d85c1144de18d,0.11699176,1.2706791,0.35101917,0.6482451,-0.5228929,0.18513279,0.5431922,0.55551213,-0.60222244,-0.36779106,0.51329786,0.4067959,0.4730095,0.5280477,-0.10397059,-1.0031959,-0.42938122,0.17476878,1.0
Backdoor.Graybird-16274674297d97fdb7c53027a4e6facd681428961e31bc85dfff497056b071a4,0.08866704,1.5148464,1.0202395,0.57428706,-0.8191556,0.79671127,0.3817467,0.8867592,-0.5870728,0.54005116,0.8421165,-0.2247385,-0.93126994,1.1780226,-0.014864581,-0.4494688,-0.058051553,0.009979219,1.0
Backdoor.Graybird-16648fd7040db9b96d76e5f70711e8c62721035832f7b87594d62b0dd9b865ea,0.39797494,0.42952332,0.95215094,-0.4519012,-0.6217762,0.31853524,0.24610312,1.391508,-0.36591247,-0.22213751,0.7306181,-0.28169137,-0.59544885,0.561282,0.1301505,-0.90954584,0.087896414,0.16324201,1.0
Backdoor.Graybird-16ce6a8444870c762676cc776860c1ff7daa2a2dc76abd29136a36d6538bba8a,0.30964035,0.5814429,0.40284228,-0.5014522,-0.98310894,0.56492996,0.54988575,0.9373366,-0.06434516,0.7312974,0.6760026,0.41385838,0.4154026,0.991672,0.34092593,-1.2506438,0.34025878,0.5156745,1.0
Backdoor.Graybird-16dc33ad95a90a03f9489182cf6061392a79cbaf96cceb87bd3c6c664daff4a3,0.4813575,0.52694774,0.20067002,0.0666821,-0.153542,0.2784467,0.458496,0.53595495,-0.22256848,0.38313973,-0.07082691,-0.3323239,-0.21906975,-0.012125722,0.6056397,-0.3727043,-0.091498755,-0.37693715,1.0
Backdoor.Graybird-16dc7da8aef050616f3d99fd34b3f0410ce6a38f5a61c9ebc8e86e87195c4be3,0.32362095,0.71992296,0.3376841,-0.86730176,-0.4521551,0.44145778,0.08345404,0.77141184,-0.42239752,0.1454957,1.2928076,-0.4204368,-0.07285915,0.28854606,0.31895992,-0.41067564,0.10631077,0.47091952,1.0
Backdoor.Graybird-1966b6b19ef74c24f458b6477ccb7e8c8427df6d65ea4dc5e0bffb811fbba2d7,0.99399245,1.0268538,0.614256,-0.3154692,-0.7606825,-0.37942454,1.704788,0.923522,0.02291412,0.07825976,0.66444474,0.24829315,-0.54418474,-0.8034415,0.32692775,-0.31162238,-0.2631496,-0.9010124,1.0
Backdoor.Graybird-1c7dfb9affef8bef118a41d36e3e8c413f3076918a8821efeb3721af52ee5c52,0.63738513,1.1571192,1.0486696,-0.18572675,0.032469578,0.1529991,1.21047,1.283124,-0.004811854,0.14269315,1.0277315,-0.3421888,-0.36097705,-0.4285028,-0.11486565,-0.42097855,0.2649701,0.06463375,1.0
Backdoor.Graybird-1cb523870e23e55d0d36af5a2e10472ac25390d3838c52c35b1106034132aad5,0.16821179,0.984656,0.7312813,-0.39693466,-0.5428962,-0.19051921,0.5755635,0.64526844,-0.37625897,-0.13262318,0.83734345,-0.6303732,-0.50102746,-0.31365275,0.1572329,-0.46491185,0.15477659,0.13536118,1.0
Backdoor.Graybird-1d17564930dc9cfdb8bf4483ba9763d17dd3f549facfdbe21ad18447663adedd,0.40049955,1.3855944,0.55673814,0.07888529,-1.3981352,-0.9599118,0.48313278,1.2867953,-0.72575533,-0.59542394,0.43149656,-0.78212404,-0.7160889,0.07003482,0.513408,-1.1897761,0.21560217,-0.27004135,1.0
Backdoor.Graybird-1d2b95795f54a30db2241b441843c8baa1319704e0bd48f022ac919e71899787,0.8246042,1.1155107,0.7075597,-0.3817472,-0.2923329,0.081582345,0.37845945,1.4674621,1.0674995,0.11417827,0.46415138,-0.030656513,-0.49224448,0.3140195,0.24846531,-0.5511855,0.603282,-0.3775497,1.0
Backdoor.Graybird-1f987748aa836fcff784691f0f5195eaed0187c12906f016b7bbad1f9b10d20a,-0.006068242,1.1530707,1.0788376,-0.035475176,-0.6321604,-0.10305128,1.019697,0.864342,0.18481076,0.14751956,0.6782349,-0.25764623,-0.260863,-0.22028089,-0.73340774,-0.66928226,-0.45044783,0.40523627,1.0
Backdoor.Graybird-1fe3c46136004caa9f4598dbd12db50b539bc0e44de422870a0150ccdf6c4297,0.2587877,1.7523098,0.57092744,0.43582693,-1.5615331,-1.1433507,0.8402411,1.0726327,-0.43002427,-0.08117518,0.088417955,-0.44182494,-0.3429797,0.08320048,0.37628192,-1.2627972,0.24916558,-0.18746671,1.0
Backdoor.Graybird-201267f2b8c394b866ce09e16997ce04701a0bdaa1f5651e81d1675af4a567a6,0.6874529,0.715235,0.530749,-0.68605304,-1.4018297,0.17306577,0.8356398,0.86359894,0.31131756,0.3978168,0.754022,0.7308572,0.782229,0.5645666,0.92998904,-1.1991606,-0.054386217,0.2258884,1.0
Backdoor.Graybird-20459a8ebc99703a2171b85dc321c41ccb8fdd67b606ac75c890156db25d67e2,0.68062705,0.5974049,0.5104923,-0.66241765,-0.34710857,-0.41882402,1.7589037,0.5147932,0.38694522,-0.1583831,0.46685874,0.2384574,-0.7829478,-0.9142984,0.25808543,-0.25678113,-0.36292747,-0.20623831,1.0
Backdoor.Graybird-21f994f2239ccaaddf25e98859f58e609dbc589127160c943dd884506d0f1e95,0.32741696,1.3900591,0.66532326,0.19807246,-0.5669496,0.17371039,1.2476789,1.3196819,0.32242027,0.7031962,0.9558781,-0.0151278395,-0.6912485,0.8800193,-0.25389576,-0.80450237,-0.23844999,-0.7610369,1.0
Backdoor.Graybird-22772293d3a3b20b3610ae1c06ab72da41745c57356905855180b45c5d43ae96,0.2280385,0.9008609,0.82761824,-0.31499106,-0.6857236,-0.084460355,0.62862,1.0540868,-0.27933508,0.19327977,0.77306235,-0.3819933,-0.7479551,-0.07045474,0.25923517,-0.9256556,1.226601,0.0098465765,1.0
Backdoor.Graybird-22c98fc9dac84f509083a90a332517ead8eb265fc53ddb1d16e5cfd0dab0ebe1,0.84136486,0.18050012,0.16757664,-0.0013957206,-1.4942021,0.36736906,0.8033051,0.74127924,0.63736427,0.82312673,0.29192707,0.5185601,-0.36479443,-0.13282861,0.46903142,-0.87516147,-0.21987551,-0.3735701,1.0
Backdoor.Graybird-23259ea20d4f481cdc1bf58894f6280ddbe3fc56d7bfbaaf11bafdf4840f8c2c,0.36461145,0.17194699,-0.4171022,-0.4526364,0.21694995,-0.2849025,-0.06711612,0.5868284,1.1781025,0.06491847,-0.055119187,-0.4113251,-0.44701654,0.1047941,0.16116565,-1.1283519,-0.13355975,0.43684784,1.0
Backdoor.Graybird-2486e00f3531d89506d2a87525b723d2508b4b8c0040824956aeca41b97d17d7,0.4949971,1.495677,1.1091131,0.6254055,-0.15081578,0.30749577,0.40814945,1.5195364,0.88123256,0.6594247,0.5634216,0.22992624,-0.33544403,0.5101866,0.25279933,-0.84885085,0.27939874,-0.05932856,1.0
Backdoor.Graybird-2565563f99f161ad465a603000f5a2440b83b12413930bac01d20c6d3924f79e,0.51639235,0.47219488,0.6039863,-0.60311264,-0.64432514,0.14475891,1.6612252,0.7012173,1.0000576,-0.15548511,0.3309384,-0.7312499,-0.40220627,-0.09565788,0.057203695,-0.74884784,0.103999004,-0.33483106,1.0
Backdoor.Graybird-272ea0be5ed16c1b6a1d0149a85107e382cf7dab94eb40fb49ec17acd3c00b0b,1.2633357,1.1162328,0.52172893,-0.5232269,-0.7965636,0.25962937,1.2436894,1.501105,0.61927474,0.48020822,-0.34976315,-0.3794787,-0.37950626,0.26220337,-0.075994976,-0.28030866,0.52580607,-0.61007655,1.0
Backdoor.Graybird-27c0a52403d572f0ee5abc626a7f5cd834ed6a5b7eeebeadc848a5cc091eb5d1,-0.09177909,0.5999745,-0.025632158,-0.12381229,-0.71260345,-0.20107736,1.2638971,-0.21499461,0.31512883,0.9218161,0.16171758,-0.35003206,-0.572556,-0.17089608,-0.6742177,-0.8489874,-0.32273865,-0.65024626,1.0
Backdoor.Graybird-27d4f0a222bbb2285e395dcbed061a6eeb91a69d6c8cab8c98fd1ffb244c699a,1.3898194,1.1421338,0.26581642,-0.058132585,-0.94313174,-0.12913927,1.0065225,1.1124337,0.021541238,0.8467787,0.45235008,-0.9433966,-0.06438091,0.34052402,-0.1947117,-0.49043465,0.048434146,-0.5230264,1.0
Backdoor.Graybird-2821c9781c0351109c2a8b9633972e2c71f46371b648d2103c2741f560b60a1b,0.5891625,0.88649225,0.2769337,-0.44909588,-1.2448665,0.5061432,0.80806136,0.7308069,-0.119515926,1.0153513,1.1285126,0.18051158,0.49509948,1.3010119,0.088946596,-1.2500299,0.14543979,0.27857438,1.0
Backdoor.Graybird-2860ba35f778ed52b8487fe93a77c05a2d49222ba8f6cb81877c1779d13c1f4a,0.7532994,1.3290825,0.6884357,0.46301508,-0.3293892,-0.015102182,0.75388926,0.71460503,0.15831119,0.28972927,1.0078359,-0.6159388,-0.4839229,0.4719911,0.094116524,-0.5893638,-0.065255016,-0.47568712,1.0
Backdoor.Graybird-2a1858cfa17d4f07292362a2719d61c97a487d29a5adf45d8e8b32f3252331a2,0.73730654,1.2718608,-0.047393337,-0.32081595,-1.2962075,0.31208554,-0.18876404,0.78087914,0.41983393,0.8115992,0.6963138,-0.5212284,0.5095577,0.18466318,-0.057665005,-0.86739206,-0.14124958,-0.31821698,1.0
Backdoor.Graybird-2a7c74a91f4b6f4ed632d97fc3ee8835a7a615cb15dbf6ecbb96526d06f64db6,0.56117374,0.5545993,-0.83674663,0.39297226,0.35159498,1.117687,0.45400843,0.5053304,-0.8006239,0.27469382,0.09856786,-0.22146954,-0.077345796,-0.7535853,-1.0313594,-1.5622085,1.5129151,-0.2424435,1.0
Backdoor.Graybird-2b470ddd183ec9f15d7cef2e1f2daf7243e1deef16fb6e74cb75b67c5d25df18,0.43914795,1.412203,0.14316964,0.32185867,-0.20072219,0.25704858,0.36961222,0.16532287,-0.4407831,0.43241754,1.0858779,-0.40719214,-0.026892256,0.36700004,0.17433223,-0.6820753,0.4489269,-0.7636899,1.0
Backdoor.Graybird-2ca870cb512099a0df67fefee9eb2bf8fd53cc078919852144d6cbff26456347,1.2751663,1.2200631,0.32414794,-0.5177382,-0.79151124,0.5999482,0.96942765,0.6950144,0.07100063,0.56971914,0.64539856,-1.2481185,-0.1616828,0.24807088,-0.11517341,-0.6593274,0.43341094,-1.8937004,1.0
Backdoor.Graybird-2ec9be730d82cf10af338e7f25781006744b9dda9c9ff484acfd2de501b05e24,0.49350464,1.5928483,0.14960216,1.1680613,-0.7570187,-0.5052571,-0.047099352,0.40814644,-0.55113536,0.7724694,0.4341072,-0.42230508,-0.36662728,0.75741875,-0.060299642,-1.3700547,0.3674213,-0.72566843,1.0
Backdoor.Graybird-31e4807b0f375d8f919a3037f2764686a46d2e41bd957f8edd8f771621a3e53f,0.9982124,1.2206811,-0.22073612,0.9691821,-0.7588482,0.14499727,0.16824141,0.52476597,-0.6567414,0.8861548,0.875903,-0.6503921,-1.0232329,1.1240125,-0.4683696,-0.775198,-0.07463597,-0.28722516,1.0
Backdoor.Graybird-32cbc565918830a83537aef008c3587ea24d2172c7ed3563ac2f4a7506a7a00d,-0.25766945,1.5514793,0.58835924,-0.098331496,-0.71049404,0.1754074,0.473018,0.83352715,0.24417318,0.8385292,0.6557981,-1.0098093,-0.44887766,0.54925525,-0.5868415,-0.6334823,0.23513493,-0.31049076,1.0
Backdoor.Graybird-33e8337aad51e26cebf92f17cdc0c3ffa5ed55c74de4e7cd5b92db2d75e15339,0.28980863,0.28358138,-0.12023648,0.24825051,0.12198475,0.83306485,0.31945446,0.65851396,-0.57061774,0.18103373,-0.06655377,-0.29082468,-0.44451278,-0.04244473,0.28685665,-0.9662407,0.9459555,0.21934263,1.0
Backdoor.Graybird-340c5cae28749592b0ea9453bd4f7d109b2fe2c8a03041e5da9961a7339eaa34,0.30247116,1.1914425,-0.082160585,0.7305938,-0.73391414,0.038421925,0.7192674,0.52901685,-0.25877613,1.0827378,0.27536646,-0.529643,-0.8786033,1.3141872,-0.31199616,-0.91528237,0.45421413,-0.59999806,1.0
Backdoor.Graybird-3472255f40fa8003a08d8c641d9d2c5d0f749bf4c0420fc9a22040103a97c35b,0.17207043,0.4805797,0.5312401,0.011686533,-0.3227968,0.08215278,0.20753197,0.21540457,-0.17677903,0.65023667,-0.22492266,-0.80018294,-0.85411024,-0.30359173,0.5269136,-0.43407378,-0.25883895,-0.21046974,1.0
Backdoor.Graybird-3473cb362c74478f5f8d200d068fbf1806d2dca138264e942574fb7abd324b42,0.36111122,1.3556136,1.0118778,0.37022442,-0.7410811,0.6411017,0.3148391,0.7550597,0.61279696,0.5214856,0.09922996,-0.30210036,-0.59617776,0.6815611,0.34013006,-0.46571344,0.35629827,-0.27043822,1.0
Backdoor.Graybird-349a9ef306724d4e0a569074528204ac93186fc10679de7c0fd4117b7e674adf,0.7167967,1.4388901,0.9713802,0.57350993,-1.1933215,0.36008573,0.28883708,-0.16597314,-0.32642564,1.2283607,0.66257536,-0.65336263,-0.8033133,0.52133095,-0.096165486,-0.8506808,-0.109821424,-0.5160799,1.0
Backdoor.Graybird-34cb2e3660a417e83f902c990f20b3d0efa6e84ad20a7c769f2944cc333bc47b,-0.030576283,1.5681423,0.8311121,-0.011330184,-0.42316234,0.26630044,0.87258744,0.66872436,0.08504514,0.49492922,0.52390236,-0.78556526,-0.27623072,1.016493,-0.34319186,-0.31058228,-0.030623447,0.34934178,1.0
Backdoor.Graybird-3512ae0eba2c3f6e4e6195c0e1bd70b9a9e3b3d7708f403ed4b5e281e4a1a120,0.2464515,1.1671993,0.79894894,-0.40956208,-0.9110563,0.29177555,-0.13321391,-0.42379835,-0.52003485,0.6681223,0.37086672,-0.94728154,-0.44517508,0.3661455,-0.6590178,-0.30143586,0.06771557,-0.17827772,1.0
Backdoor.Graybird-35808e06d5ab73341611da612e9a37252f07f2bc7801725569ebb49895f59a05,0.2680516,0.72920245,0.8811327,0.09143653,-0.9449323,-0.1230931,-0.5446086,-0.31344268,0.48250034,0.05824699,0.05086242,-0.6782676,-0.14795998,0.17574182,0.79542077,-1.7137394,0.7138905,0.012175444,1.0
Backdoor.Graybird-365bea068bcb7c92f0dbf6868e8e6ac2d49feaae2d6464a4fbf9d4dc28ea4189,-0.033304304,1.273593,0.4764091,-0.1329537,-0.74257267,-0.11097848,0.4702393,0.52893984,-0.35080177,0.41189653,0.9919948,-0.7523208,-0.24937935,0.13149588,0.3326953,-0.6036176,-0.116128236,-0.11868038,1.0
Backdoor.Graybird-3796ba03a70668fe9a40cd399da7963d6dded9136682059f1443d5b493d37a83,0.07262154,0.8192771,0.56034935,-0.17851898,-0.519973,-0.1998987,0.4896167,0.3925384,-0.5510956,0.25909293,1.0818089,-0.3179915,-0.35587838,-0.7641024,0.30731344,-0.8801053,0.019002315,-0.14661488,1.0
Backdoor.Graybird-3799f857d04896d9155038342c96e32490cab5ce67ddf33dab263184d95ea41b,0.39837345,1.6441579,-0.00034156127,0.5677993,-0.57361346,-0.48711017,0.064639516,0.38373494,-0.35087678,0.8675396,0.7085136,-0.7227442,-0.5616254,0.6699208,-0.6587019,-0.9878482,0.2488475,-0.91437465,1.0
Backdoor.Graybird-3920bdcebc14233421ec142268749c0cc1358bba2af6e2e561ce3ac346db2d8e,0.42472777,1.5718527,0.4315028,0.6705562,-0.35385668,-0.9708987,0.41660187,0.33349642,-0.52635306,0.8315618,0.8712629,-0.26470083,-0.9851795,0.32572016,-0.078800805,-0.91027474,0.025127474,-0.74685764,1.0
Backdoor.Graybird-3a81fabef97e62aaefc48fa799a00c00d531afda4d49a58e90161dfef215d056,-0.34779432,0.89891,0.6874266,-0.6124601,-0.95226365,-0.44919017,0.74942875,0.028962824,-0.21834297,0.060418263,0.41133147,-0.45019656,-0.34732756,-0.4984629,-0.49132437,-0.98145443,-0.83528554,-0.5230288,1.0
Backdoor.Graybird-3ac9b0f65d3a26c5fe28cad9856d7119d2088f7cab78c37aa12348ea3b3bc000,-0.39854357,1.1319946,-0.22038686,-0.73040724,-1.105478,-0.7526131,0.7713432,0.79087955,0.0034141473,0.45175454,0.60910946,-1.1142857,-0.21664214,-0.27540523,-0.56157094,-0.9292525,0.50332284,-0.111796126,1.0
Backdoor.Graybird-3b6230033969a93587fc1d795bd800de9478b437d400bfaa3a1fd7ab0b082102,0.33306918,0.97328335,0.37983325,-0.16750345,-0.8068033,-0.7882564,0.35279503,-0.2744245,-0.55767316,0.98897594,0.2159881,-0.34098494,-0.23920137,0.2969348,-0.15803659,-0.98585796,0.074144036,-0.7642763,1.0
Backdoor.Graybird-3bd529df6d6af1c83eca9ff3fd494825f98908773b73ab6023b2d08e30fc9141,-0.9391818,1.1635923,0.8994903,-0.15212835,-0.66378796,0.28367138,1.0459113,0.50091326,-0.20799911,0.7116248,1.0169764,-0.8356624,-0.2527994,0.72894895,-0.78166896,-1.4996927,-0.009832976,-0.0663334,1.0
Backdoor.Graybird-3d4c37580fcfcd3162538e57ebfd65f89caf379c9158dba626690d2ac7a24154,0.07613169,1.3851784,0.24861148,0.042036172,-1.6480596,-1.0420419,0.95250493,0.3581629,-0.83026296,-0.21619083,0.45782933,-1.085773,-0.41421828,0.42496786,0.5572931,-1.2815897,0.38059485,0.18358804,1.0
Backdoor.Graybird-3f40d1874219ac8f6ba08b587a9547da773b0356b58e4d40f584b595740fa7a4,0.37323618,1.3572892,0.328267,0.080665,-0.76853824,0.378214,1.3328137,0.15038013,0.16349208,1.2525659,0.8015579,0.033575382,-0.40491617,1.1949983,-0.300318,-0.9090069,0.2967342,-1.3390495,1.0
Backdoor.Graybird-3f4164fb248bf610709ce9546b2e1a2463d08270db94dbd7b8e42d16023a71b0,0.3261732,1.3743393,0.4095505,0.49792206,-0.81121576,-0.4389497,1.216549,-0.008441141,-0.21487866,0.70621,0.47113997,-0.07706323,-0.33441684,0.5239974,-0.3562045,-0.710324,0.27173775,-0.13472006,1.0
Backdoor.Graybird-3fb1f955c5fedc93b423be002cde34a6436194ec36974c890a015566749cbfc9,1.0723611,1.2698516,0.58240265,-0.76836574,-0.51915705,0.31917143,1.1679956,0.5878641,-0.14648697,0.6586173,0.375238,-1.332437,-0.058246486,0.22833589,-0.2995036,-0.51579934,0.29546568,-1.7010938,1.0
