,findfirstfileexw ntclose,findfirstfileexw regopenkeyexw,findresourceexw findresourceexw,findresourceexw loadresource,findresourcew sizeofresource,getfiletype getfiletype,getsystemdirectoryw ldrgetdllhandle,getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime,getsystemtimeasfiletime ldrloaddll,getsystemtimeasfiletime setunhandledexceptionfilter,getsystemwindowsdirectoryw getsystemdirectoryw,getsystemwindowsdirectoryw getsystemwindowsdirectoryw,ldrgetdllhandle ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress,ldrgetdllhandle ldrloaddll,ldrgetprocedureaddress getsystemmetrics,ldrgetprocedureaddress getsystemtimeasfiletime,ldrgetprocedureaddress getsystemwindowsdirectoryw,ldrgetprocedureaddress ldrgetdllhandle,ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrunloaddll,ldrgetprocedureaddress ntallocatevirtualmemory,ldrgetprocedureaddress ntclose,ldrgetprocedureaddress ntprotectvirtualmemory,ldrgetprocedureaddress regopenkeyexw,ldrgetprocedureaddress regqueryvalueexw,ldrloaddll getsystemdirectoryw,ldrloaddll ldrgetprocedureaddress,ldrloaddll ldrloaddll,loadresource findresourceexw,loadresource findresourcew,loadstringa loadstringa,loadstringw loadstringw,ntallocatevirtualmemory getsystemmetrics,ntallocatevirtualmemory ldrgetdllhandle,ntallocatevirtualmemory ldrloaddll,ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntprotectvirtualmemory,ntallocatevirtualmemory ntreadfile,ntclose findfirstfileexw,ntclose ldrgetdllhandle,ntclose ldrloaddll,ntclose ntclose,ntclose ntopenfile,ntclose ntopenkey,ntclose ntopenkeyex,ntclose ntqueryattributesfile,ntclose regopenkeyexw,ntcreatefile ntcreatefile,ntcreatefile ntcreatesection,ntcreatemutant ntcreatemutant,ntcreatesection ntmapviewofsection,ntenumeratevaluekey ntenumeratevaluekey,ntfreevirtualmemory ntallocatevirtualmemory,ntmapviewofsection ntclose,ntopenkey ntclose,ntopenkey ntopenkey,ntopenkey ntqueryvaluekey,ntopenkeyex ldrloaddll,ntopenkeyex ntquerykey,ntopenkeyex ntqueryvaluekey,ntopenmutant ntopenmutant,ntprotectvirtualmemory ldrgetdllhandle,ntprotectvirtualmemory ldrgetprocedureaddress,ntprotectvirtualmemory ntprotectvirtualmemory,ntqueryattributesfile ntqueryattributesfile,ntquerykey ntopenkeyex,ntqueryvaluekey ntclose,ntqueryvaluekey ntqueryvaluekey,ntreadfile ntreadfile,ntreadfile setfilepointer,ntunmapviewofsection ntclose,regclosekey findfirstfileexw,regclosekey ldrgetdllhandle,regclosekey regclosekey,regclosekey regopenkeyexw,regenumkeyexw regenumkeyexw,regopenkeyexa regopenkeyexa,regopenkeyexa regqueryvalueexa,regopenkeyexw ldrgetprocedureaddress,regopenkeyexw ldrloaddll,regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw,regopenkeyexw regqueryinfokeyw,regopenkeyexw regqueryvalueexw,regqueryinfokeyw ldrgetprocedureaddress,regqueryvalueexa regclosekey,regqueryvalueexa regqueryvalueexa,regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw,searchpathw searchpathw,seterrormode seterrormode,setfilepointer ntreadfile,setfilepointer setfilepointer,sizeofresource loadresource,timegettime timegettime,writeconsolea writeconsolea,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent_count,children_count,LABEL
Backdoor.Graybird-76c6fe9ca5a7a1b18fae029ae849431daf6bb211afe955222d5c778bf3472509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,3,15,0,17,0,0,1,0,1,14,0,0,11,2,0,0,8,1,0,81,126,11,0,0,0,2,7,1.0
Backdoor.Graybird-79ebf2c2afd7a143d1833a4702c1dd0aa83e71d78c456649eb59051335c309de,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,12,0,0,0,0,0,8,0,0,3,0,0,0,0,2,0,38,21,3,1,0,0,2,1,1.0
Backdoor.Graybird-7a94befd3a93c00b1ca28bd169792504aae64411f804665e0641305e801b215e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,3,0,0,10,0,0,1,0,0,11,0,0,10,2,0,0,2,1,0,54,74,2,1,0,0,2,1,1.0
Backdoor.Graybird-7c1334bb1b9e6b4730760f754ab9010783b7f29f821b02bf1478448ad59cf6df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,2,0,0,12,0,0,2,0,1,14,0,0,6,1,0,0,0,1,0,25,23,2,1,0,0,2,3,1.0
Backdoor.Graybird-7cdae407c0cbf514980c892b1c4495e999866aa3be4f6ebc6e482feecd8cfdea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,2,15,0,15,0,0,1,0,1,12,0,0,5,0,0,0,6,2,0,46,73,7,0,0,0,2,7,1.0
Backdoor.Graybird-7d85ae8d40e1df6c39d67e97e16bbaa2a1aa6f8bcbec78dfc492de86ef57dc87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,0,0,17,0,0,1,0,1,12,0,0,10,2,0,0,8,2,0,60,109,2,0,0,0,2,3,1.0
Backdoor.Graybird-7d9aec70614646558761e1e9d7aaea88933ee32493d21395b322b04a438140bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,2,15,0,15,0,0,1,0,0,12,0,0,5,0,0,0,6,2,0,29,73,2,1,0,0,2,6,1.0
Backdoor.Graybird-813477cf47cbe8c132ebbd8bc358f8c03417de303cf35c71f5ab051cdae4724e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,2,15,0,16,0,0,1,0,0,13,0,0,5,0,0,0,6,2,0,28,73,2,1,0,0,2,6,1.0
Backdoor.Graybird-81819096e605e81210d610faa6bf8fb85c29c7418b86a6314d154d531cfd0c1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0,16,0,0,0,1,0,12,0,0,21,13,0,1,6,1,0,304,2197,0,1,0,0,2,1,1.0
Backdoor.Graybird-82198faa9497d0ea97adae75c36085d9a604203cc0b853faa079881ea9f79ca8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995820984217436,0.018478664649014657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022229877812824195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,3,15,0,35,0,0,1,0,1,13,0,0,11,2,0,0,8,2,0,81,126,11,1,0,0,2,7,1.0
Backdoor.Graybird-829996786890ae93f6bf998085dd695982bcf299bf215faed795aa37dbc490be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995820984217436,0.018478664649014657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022229877812824195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0,30,0,0,1,0,0,11,0,0,4,0,0,0,6,1,0,25,54,2,1,0,0,2,1,1.0
Backdoor.Graybird-83423cd8ce4f3caa1de47af0f9f15b5582728ea77bf70cfdf4ef7190035b612b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,21,19,1,0,0,0,2,0,1.0
Backdoor.Graybird-8367e7bcdb92a165868cea32162a752a53fe5d15ceaa3674f817bab68caf2e48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,7,0,0,1,0,0,9,0,0,4,0,0,0,0,1,0,21,21,2,1,0,0,2,1,1.0
Backdoor.Graybird-8422d4ab5d5079a5a7d9896892e0c3271aee157a1f54d7bc0dba7937c1e98f74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,3,0,0,10,0,0,1,0,0,11,0,0,10,2,0,0,2,1,0,54,74,2,0,0,0,2,1,1.0
Backdoor.Graybird-85ec05a6c1aa040abed43cef7e85100a0da06525f674231cde7ed92af582c824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,12,0,0,0,0,0,8,0,0,3,0,0,0,0,2,0,42,21,5,0,0,0,2,1,1.0
Backdoor.Graybird-861fb76c171296ca9ff2fc6e65fb4ef70adca3e8be932551485a48097ec54c0a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,2,15,0,17,0,0,1,0,1,10,0,0,11,2,0,0,8,2,0,67,126,4,1,0,0,2,7,1.0
Backdoor.Graybird-8670f570c5bc895583b54b34f673e9b6d727cc2a8c2a196f1fe5d7a542f71908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995820984217436,0.018478664649014657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022229877812824195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,1,15,0,33,0,0,1,0,1,12,0,0,6,1,0,0,6,2,0,50,73,11,1,0,0,2,8,1.0
Backdoor.Graybird-8918ce36caf2732f3bfec79d19f8a096bce314c983cf02357466949b290681e2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,3,15,0,15,0,0,1,1,0,17,0,0,23,13,0,1,6,2,0,309,2054,11,1,0,0,2,7,1.0
Backdoor.Graybird-8923ffa1222f65f71c7c385d1cec6fde5720dbe5add154d279f4f359b631134a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,2,0,0,11,0,0,1,0,0,13,0,0,5,1,0,0,6,1,0,46,54,9,1,0,0,2,2,1.0
Backdoor.Graybird-89481ef77be1b32a0454fa76de2d79cec871effda0b9fd6c21861f3c572c3798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021418442330206088,0.05613942529849435,0.0,0.030916201509671216,0.0,0.0,0.02150303238067871,0.3958932481780644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496593675028712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551539333592908,0.0,0.0,0.0,0.0,0.0,0.031997443738651044,0.0,0.0,0.0,0.0,0.0,0.31633570109499093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08907980999299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03032934072258159,0.0,0.0,0.0,0.05313918928580933,0.028745738496480062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028844081816559203,0.03519400058081531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,3,1,0,18,0,0,1,1,0,24,0,0,25,13,0,1,15,1,0,371,2229,10,0,0,0,2,1,1.0
