,API1,API2,API3,API4,API5,API6,API7,API8,API9,API10,API11,API12,API13,API14,API15,API16,API17,API18,API19,API20,API21,API22,API23,API24,API25,API26,API27,API28,API29,API30,API31,API32,API33,API34,API35,API36,API37,API38,API39,API40,API41,API42,API43,API44,API45,API46,API47,API48,API49,API50,API51,API52,API53,API54,API55,API56,API57,API58,API59,API60,API61,API62,API63,API64,API65,API66,API67,API68,API69,API70,API71,API72,API73,API74,API75,API76,API77,API78,API79,API80,API81,API82,API83,API84,API85,API86,API87,API88,API89,API90,API91,API92,API93,API94,API95,API96,API97,API98,API99,API100,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
benreport1555.json,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,GetFileType,GetSystemDirectoryW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtClose,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtClose,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtOpenKey,NtOpenKey,NtOpenKey,NtQueryValueKey,NtQueryValueKey,GetForegroundWindow,LdrLoadDll,LdrGetProcedureAddress,IsDebuggerPresent,GetSystemMetrics,NtMapViewOfSection,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,GetSystemMetrics,GetSystemMetrics,NtClose,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,GetSystemMetrics,GetSystemMetrics,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,28,48,0,0,0,0,2,0,0
benreport1556.json,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,NtQueryKey,NtOpenKeyEx,RegQueryValueExW,RegCloseKey,NtQueryKey,NtOpenKeyEx,GetFileType,GetSystemDirectoryW,GetSystemTimeAsFileTime,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtClose,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,NtCreateFile,NtFreeVirtualMemory,NtFreeVirtualMemory,NtCreateSection,NtMapViewOfSection,NtClose,NtClose,NtAllocateVirtualMemory,GetSystemTimeAsFileTime,LdrLoadDll,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtOpenKey,NtOpenKey,NtOpenKey,NtQueryValueKey,NtQueryValueKey,GetForegroundWindow,LdrLoadDll,LdrGetProcedureAddress,IsDebuggerPresent,GetSystemMetrics,NtMapViewOfSection,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,GetSystemMetrics,GetSystemMetrics,NtClose,NtClose,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,NtAllocateVirtualMemory,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,48,0,0,0,0,2,0,0
benreport1557.json,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,0,0,0,0,0,0,32,0,0,0,0,0,17,1,0,6,1,0,0,12,8,4,262,289,2,0,0,0,2,0,0
benreport1559.json,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,CoInitializeEx,SetErrorMode,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,0,0,0,0,0,0,15,0,0,0,0,0,2,1,0,1,0,2,0,2,0,0,0,55,0,0,0,0,2,0,0
benreport156.json,GetSystemTimeAsFileTime,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetDllHandle,NtAllocateVirtualMemory,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,OleInitialize,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtAllocateVirtualMemory,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindResourceW,SizeofResource,LoadResource,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtAllocateVirtualMemory,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,0,0,0,2,15,0,27,0,2,0,4,1,9,1,0,3,1,0,4,4,2,0,61,48,15,2,0,0,2,0,0
benreport1560.json,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LookupPrivilegeValueW,LdrGetProcedureAddress,NtClose,LdrGetProcedureAddress,LdrGetProcedureAddress,LookupPrivilegeValueW,LdrGetProcedureAddress,NtClose,SetErrorMode,NtAllocateVirtualMemory,RegOpenKeyExW,RegOpenKeyExW,FindResourceExW,LoadResource,FindResourceExW,LoadResource,GetFileAttributesW,FindWindowW,LdrGetDllHandle,FindResourceExW,LoadResource,FindResourceExW,LoadResource,GetSystemTimeAsFileTime,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,IsDebuggerPresent,GetSystemMetrics,NtMapViewOfSection,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,GetSystemMetrics,GetSystemMetrics,NtClose,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtClose,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,NtAllocateVirtualMemory,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,FindResourceExW,LoadResource,DrawTextExW,DrawTextExW,DrawTextExW,DrawTextExW,DrawTextExW,DrawTextExW,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,LdrLoadDll,LdrGetProcedureAddress,NtAllocateVirtualMemory,LdrGetProcedureAddress,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,LdrGetProcedureAddress,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,LdrGetProcedureAddress,GetSystemMetrics,FindResourceExW,LoadResource,0,0,0,0,0,0,12,0,0,0,1,1,263,2,0,24,0,1,1,0,0,2,3,26,4,0,0,0,2,0,0
benreport1561.json,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtAllocateVirtualMemory,LoadStringA,LoadStringA,NtClose,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetErrorMode,LdrLoadDll,SetErrorMode,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtQueryAttributesFile,NtQueryAttributesFile,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtClose,GetSystemInfo,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtCreateFile,FindResourceA,SizeofResource,LoadResource,GetFileSize,GetFileSize,SetFilePointer,NtReadFile,NtReadFile,NtReadFile,SetFilePointer,GetFileSize,NtAllocateVirtualMemory,NtReadFile,NtReadFile,NtAllocateVirtualMemory,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtFreeVirtualMemory,1,0,0,7,1,0,23,0,0,0,3,0,7,2,0,10,3,1,3,12,2,0,77,204,4,0,0,0,3,1,0
benreport1562.json,NtAllocateVirtualMemory,NtAllocateVirtualMemory,LoadStringA,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,LoadStringA,NtClose,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetErrorMode,LdrLoadDll,SetErrorMode,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtQueryAttributesFile,NtQueryAttributesFile,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtClose,GetSystemInfo,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtCreateFile,FindResourceA,SizeofResource,LoadResource,GetFileSize,GetFileSize,SetFilePointer,NtReadFile,NtReadFile,NtReadFile,SetFilePointer,GetFileSize,NtAllocateVirtualMemory,NtReadFile,NtReadFile,NtAllocateVirtualMemory,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,11,0,0,10,12,2,57,0,0,0,26,32,79,16,0,129,50,4,26,38,9,2,612,2870,24,0,0,0,3,8,0
benreport1563.json,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,SetErrorMode,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,0,0,0,0,0,0,38,0,0,0,0,0,2,1,0,9,0,1,0,0,0,0,34,61,0,0,0,0,2,0,0
benreport1564.json,NtAllocateVirtualMemory,SetErrorMode,LdrLoadDll,LoadStringA,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,OleInitialize,LdrLoadDll,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,GetSystemInfo,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtProtectVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,GetSystemMetrics,SearchPathW,LdrLoadDll,LdrGetProcedureAddress,FindResourceExW,LoadResource,FindResourceExW,LoadResource,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,0,0,0,0,1,0,10,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,28,14,0,0,0,0,2,0,0
benreport1565.json,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,22,9,0,0,0,0,2,0,0
benreport1566.json,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,0,0,0,0,7,0,19,0,0,0,0,0,2,1,0,19,19,0,0,0,0,0,28,15,0,0,0,0,2,0,0
